"","x"
"Dqx1",0.0844197247727377
"Fos",5.30459561182794
"Scg2",8.43777724138725
"Cyr61",1.01378757971225
"Pdyn",0.868878336833354
"Pcp4",11.1189618030972
"Cenpf",0.225199188113711
"Inhba",1.09827351063974
"Malat1",13.8507114438809
"Lypd1",0.263760848856891
"Penk",0.549203924481221
"Tac1",0.913361352424884
"Ak7",0.169689488347611
"Mgp",2.80232894306069
"Pvalb",0.687302322501035
"Rab3b",4.64683086554647
"Trh",0.183859176348381
"Sostdc1",0.117735194733521
"Atp1a3",10.1730896509627
"Egr1",7.91010437244079
"Junb",6.17487443977951
"Calb1",4.30622094552591
"Synpr",1.37356082295386
"Nr4a2",2.43861789686271
"Nnat",0.623852969509269
"Aldoc",1.86163241305326
"LOC105246571",0.267302685633062
"Rn18s-rs5",11.4223985183529
"Egr4",6.23751104507259
"Arc",5.40685650891002
"Nr4a1",5.85230690909968
"Hsd11b1",2.49801938409677
"Mup5",1.08262309323439
"Bdnf",6.85058037185404
"Rgs2",6.72911647100609
"Cryab",2.23794376401677
"Tmsb4x",11.5174071125267
"Ddit4l",1.53653911142706
"LOC105243782",1.15950231947858
"Fxyd6",4.39048572579472
"Spock3",2.46004285982289
"Nptx2",0.815164614179857
"Rgs4",9.67335264202683
"Meg3",11.1578963790167
"Dancr",2.9739078913484
"Nrip3",7.0955760399348
"Npas4",1.04154019456638
"Myc",0.88270677883385
"Cd34",5.97809778702536
"Tdo2",0.481412958383507
"Dusp1",6.7658853599372
"Blnk",2.79202430988877
"Qrfpr",5.35147513485887
"Slc23a3",0.202846908757792
"Gadd45g",2.83950819859395
"Fxyd7",2.43138570730616
"Cxcl12",3.63361691464405
"Apoe",1.33477844256496
"Mc4r",1.80150208389913
"Serpina3n",0.209608742917918
"Cck",8.77942385171839
"Tiparp",4.07211465265487
"Cdkn1a",2.23945525597135
"Nr4a3",4.00380414247102
"Obscn",1.60906725165739
"Calm2",13.470473794788
"Col6a1",3.99590861621593
"LOC102634350",0.0828661881762353
"Igfbp6",4.83699925601506
"Myl4",2.03372659440155
"LOC105246318",0.0748736966437589
"Scn9a",0.255681651509215
"Cst3",8.71037738836997
"Stk17b",4.23069358792587
"Pamr1",0.742945533371112
"Gabra1",9.40479359809643
