"","PC1","PC2"
"LS-15043_S29_E1-50",5.4232989476945,-1.37622770624118
"LS-15043_S30_E1-50",-7.9256256210123,-3.97380794103203
"LS-15043_S31_E1-50",-7.73921111722938,2.1658606413638
"LS-15043_S35_E1-50",3.23179807899553,3.19762756974846
"LS-15043_S37_E1-50",11.404160024931,0.140638650589134
"LS-15043_S40_E1-50",11.2823151952969,-1.84792326579943
"LS-15044_S57_E1-50",8.10603223364148,1.2781877044801
"LS-15044_S64_E1-50",-7.26153018068033,-0.97946406455708
"LS-15044_S71_E1-50",-9.1524997466997,-0.024031260696645
"LS-15048_S01_E1-50",10.4757575111629,1.54052944783755
"LS-15048_S02_E1-50",0.950142736725263,-3.18883551493573
"LS-15048_S19_E1-50",6.64303749324789,-1.22089081327263
"LS-15048_S20_E1-50",-4.61669263497751,-0.658861824010673
"LS-15049_S77_E1-50",-2.62512833422921,-0.772676860237008
"LS-15049_S82_E1-50",-8.82851245443201,1.0218206539323
"LS-15049_S85_E1-50",10.8174769451601,-3.25999182579416
"LS-15049_S87_E1-50",9.17995588709634,-0.0940657638895987
"LS-15068_S40_E1-50",12.7800662480612,2.97377422638642
"LS-15068_S48_E1-50",-11.4089439617066,1.20598119639337
"LS-15070_S24_E1-50",-9.69681135886835,4.80668650458279
"LS-15070_S61_E1-50",3.67230916245598,10.2071801580125
"LS-15081_S84_E1-50",-10.8466916334508,-1.21277901702112
"LS-15081_S94_E1-50",10.2778802692666,-7.85396596402369
"LS-15082_S08_E1-50",-2.15901309776381,4.66917701618848
"LS-15082_S12_E1-50",14.1781514849147,3.06651143515368
"LS-15083_S07_E1-50",9.88005850502226,0.502685589675139
"LS-15083_S11_E1-50",5.59808568917621,-2.4217132095002
"LS-15083_S12_E1-50",-9.58650578069422,-2.02326518018104
"LS-15085_S90_E1-50",8.17362759856595,-4.78993663502026
"LS-15085_S94_E1-50",-7.13788959539549,1.20544250638273
"LS-15085_S95_E1-50",-7.97207650508506,-0.314022737707682
"LS-15089_S02_E1-50",-5.35459764341717,-1.11397259493835
"LS-15089_S03_E1-50",11.5074121641158,0.654014579961207
"LS-15089_S04_E1-50",-5.06944749576335,-1.00470338944973
"LS-15089_S06_E1-50",9.98427507006962,4.58242847823463
"LS-15089_S07_E1-50",-8.47151347733724,2.35888426631426
"LS-15089_S08_E1-50",-8.26931039490914,0.335214910467403
"LS-15089_S11_E1-50",11.0334468251201,2.96165657502039
"LS-15089_S12_E1-50",10.6870094922362,5.86540531876547
"LS-15089_S13_E1-50",-2.95443276037675,2.11136413318364
"LS-15089_S14_E1-50",9.83551300140886,-0.00108686083297777
"LS-15089_S15_E1-50",7.94489415278095,-7.06455779660424
"LS-15089_S16_E1-50",-4.74072366401433,-0.070843947157859
"LS-15095_S01_E1-50",0.233459154366283,1.82190944370554
"LS-15095_S02_E1-50",8.98820864059387,-4.09241066740303
"LS-15095_S03_E1-50",4.38736517667526,0.189875270911523
"LS-15095_S05_E1-50",11.4808193472031,-8.31256330746421
"LS-15095_S09_E1-50",6.7440155305392,-1.82921495215735
"LS-15095_S10_E1-50",-2.64646817378278,-0.5065003647769
"LS-15095_S12_E1-50",-7.30770348289417,-0.936509638949655
"LS-15095_S14_E1-50",11.993793956803,-1.28452703697379
"LS-15095_S15_E1-50",9.5618247172293,0.528603832050454
"LS-15350_S01_E1-50",8.04006444719668,-4.76998977093607
"LS-15350_S02_E1-50",8.94309083254666,-3.2666031162476
"LS-15350_S03_E1-50",3.73985417156581,-1.80852585838901
"LS-15350_S07_E1-50",-7.6253482100632,-4.56577359728543
"LS-15350_S09_E1-50",12.3975576338605,-2.21818516175956
"LS-15350_S10_E1-50",14.3930262485922,3.99687801599487
"LS-15350_S13_E1-50",5.67222548947935,-1.57512503408367
"LS-15351_S05_E1-50",12.795511728121,-1.72088579357489
"LS-15351_S08_E1-50",8.90805985690192,1.22708815881395
"LS-15351_S10_E1-50",4.6466984574009,2.78712240882291
"LS-15351_S12_E1-50",7.53695517115587,-0.130463787658441
"LS-15351_S13_E1-50",4.6988910149138,-2.43433211080876
"LS-15351_S14_E1-50",-2.41106678227559,-0.462761666176408
"LS-15352_S15_E1-50",10.5854629482922,-2.06682348823834
"LS-15352_S25_E1-50",10.3767826567119,-0.597141970335285
"LS-15352_S30_E1-50",1.02762672017693,0.190633002897112
"LS-15352_S34_E1-50",-9.0028744778508,-2.0158215190328
"LS-15352_S35_E1-50",-7.96384188699346,0.896185136327091
"LS-15352_S75_E1-50",-8.39438714157959,-0.0844649248705582
"LS-15353_S02_E1-50",-8.15795313485564,-3.35749083359178
"LS-15353_S05_E1-50",9.76733931162842,-5.14695322237191
"LS-15353_S17_E1-50",8.72144179227496,-9.47060539059021
"LS-15353_S18_E1-50",-7.93755540344042,2.48710527541394
"LS-15353_S20_E1-50",11.6428156414031,-4.72291867025365
"LS-15353_S25_E1-50",6.83121557775775,-4.51822336085364
"LS-15353_S28_E1-50",-9.56234026548162,0.0869245505936461
"LS-15353_S31_E1-50",7.64836185360199,-4.69256507409404
"LS-15353_S34_E1-50",-8.89641814291822,6.48022768948493
"LS-15353_S38_E1-50",6.6968683003957,-4.38849173306257
"LS-15353_S39_E1-50",14.977360984213,4.60684381125303
"LS-15365_S33_E1-50",8.74541351780031,3.67493926570227
"LS-15365_S52_E1-50",-10.6243134315906,0.931591654300866
"LS-15366_S06_E1-50",3.57685494353689,-4.76794491044653
"LS-15383_S07_E2-50",-9.51020407758371,1.43545969097796
"LS-15383_S09_E2-50",8.02997549180785,-4.77452096156498
"LS-15383_S14_E2-50",-12.5854304814938,5.09942445821353
"LS-15383_S30_E2-50",-7.34938010570902,1.44199225394814
"LS-15383_S32_E2-50",3.97959959931063,3.26869349623325
"LS-15383_S39_E2-50",13.2613560773824,-0.273486294764851
"LS-15383_S44_E2-50",5.87901818720101,-0.878256893686459
"LS-15383_S45_E2-50",-9.87429087104511,3.68032887241993
"LS-15383_S47_E2-50",9.37427617790325,0.639966883451958
"LS-15383_S57_E2-50",10.1983604111047,4.21531781581406
"LS-15383_S59_E2-50",2.19720209369598,-0.00445486310987458
"LS-15383_S60_E2-50",5.03277919152227,-4.53632443401616
"LS-15385_S01_E2-50",6.37358794445145,-3.57335746198845
"LS-15385_S05_E2-50",1.99810328562566,-2.62081598848132
"LS-15385_S06_E2-50",-4.8957175705559,0.00536858228225922
"LS-15385_S07_E2-50",8.08974879155905,0.835481571932325
"LS-15385_S09_E2-50",5.69442987591874,3.3759353887
"LS-15385_S10_E2-50",8.63164473812871,0.212354056190899
"LS-15385_S13_E2-50",-7.39012268059216,3.20586471687996
"LS-15385_S14_E2-50",12.7456552373527,-3.06420294560386
"LS-15385_S16_E2-50",-11.8736687856645,0.0946630724031069
"LS-15385_S19_E2-50",-10.2973209355282,2.95665962961462
"LS-15385_S21_E2-50",-8.90168441475882,-1.28344210222175
"LS-15385_S22_E2-50",-5.18251066758713,6.94226609815544
"LS-15385_S24_E2-50",-9.29314660195223,-5.12285381038138
"LS-15385_S27_E2-50",-3.77225225686284,6.1334424057235
"LS-15385_S28_E2-50",10.3016246419359,-1.95602782420669
"LS-15385_S29_E2-50",0.707045046911339,4.73160349008788
"LS-15385_S42_E2-50",-4.39069747644924,-7.45401873023273
"LS-15385_S54_E2-50",11.9013578142557,-2.13099400601009
"LS-15561_S52_E1-50",-8.48380273692613,6.29436234859875
"LS-15561_S61_E1-50",-8.1590820515304,-2.57062605270028
"LS-15576_S01_E1-50",-6.83998365943462,-3.65712845417079
"LS-15576_S02_E1-50",-10.4178056315243,0.410996300010261
"LS-15576_S03_E1-50",-12.0554838394051,-3.6122045054571
"LS-15576_S07_E1-50",-8.74918722080142,-4.47813287199411
"LS-15576_S10_E1-50",-11.3266324313108,-5.52873830305916
"LS-15577_S02_E1-50",-6.20280675346223,-1.57796831080616
"LS-15577_S06_E1-50",-6.6113041485143,-3.57246819493847
"LS-15577_S07_E1-50",-6.0554820225789,0.445509143623089
"LS-15912_S46_E1-50",-0.0820139038115305,2.78910076411569
"SM-D9D8F_S91_E1-50",10.4768990683357,-2.74500744903851
"SM-D9D8F_S93_E1-50",-10.9786839130559,-3.3973642732084
"SM-D9E66_S92_E1-50",-9.41849155731506,3.52706354659124
"SM-D9E66_S93_E1-50",-3.20583816215723,-6.72069898241373
"SM-D9EOS_S02_E1-50",-8.87056505621591,-1.19764445562371
"SM-D9EOS_S08_E1-50",-7.16564735812352,3.37471612759202
"SM-D9EOS_S17_E1-50",-5.71398144093866,0.540287166082489
"SM-D9EOS_S20_E1-50",-9.38197542200599,-1.20705345799806
"SM-D9EOS_S29_E1-50",-11.0648707332245,-0.954207398961562
"SM-D9EOS_S95_E1-50",8.29424861392124,0.719641737603981
"SM-D9EOT_S02_E1-50",-10.1724459018247,3.90735853121588
"SM-D9EOT_S10_E1-50",-12.6850076958358,1.89567858084458
"SM-D9EOT_S25_E1-50",-10.7590394268233,-2.55077578910136
"SM-D9EOT_S27_E1-50",-11.1719226132897,2.11519497992895
"SM-D9EOT_S29_E1-50",-4.49256058937801,-4.4347875422043
"SM-D9EPN_S51_E1-50",7.01562112407226,1.289704863001
"SM-D9EPN_S53_E1-50",-6.80544330059951,-8.39453672986277
"SM-D9EPN_S58_E1-50",-14.4348712460088,-0.975099864723131
"SM-D9EPN_S60_E1-50",-9.65079185385005,-0.370151979669675
"SM-D9EPX_S06_E1-50",10.1543888846389,4.10776336832744
"SM-DAIFD_S01_E1-50",-8.8656530257866,-0.914711003714457
"SM-DAIFD_S02_E1-50",-10.3539564156805,2.90765060787936
"SM-DAIFD_S06_E1-50",-11.3664556231695,0.306261414560552
"SM-DAIFD_S07_E1-50",4.87761084142267,-1.96635500201587
"SM-DAIFD_S08_E1-50",-11.5817928430629,2.83410823396266
"SM-DAIFD_S18_E1-50",-5.88114064441408,4.2891190452268
"SM-DAIFD_S19_E1-50",-10.8119278122078,-4.42804740002831
"SM-DAIFD_S20_E1-50",-12.7096864328933,-0.801276264577607
"SM-DAIFD_S21_E1-50",-8.66656231495567,-4.30446174282742
"SM-DAIFD_S23_E1-50",-7.05693998022324,-2.34339382749052
"SM-DAIFD_S26_E1-50",-8.28898291502501,-1.46646392773597
"SM-DAIFD_S27_E1-50",1.63205987320591,-2.37458935190732
"SM-DAIFD_S31_E1-50",8.30778027948224,6.68484132807958
"SM-DAIFD_S33_E1-50",-9.58164445377343,-5.99923381677111
"SM-DAIFD_S37_E1-50",-7.89453569905993,-1.63686048285221
"SM-DAIFD_S40_E1-50",11.9070558689246,-3.67972393849857
"SM-DAIFD_S47_E1-50",11.8586925579621,1.85603632851446
"SM-DAIFD_S52_E1-50",2.09168852413232,3.38972789038939
"SM-DAIFD_S54_E1-50",0.101529912003047,5.5579976673155
"SM-DAIFD_S59_E1-50",-10.1294374270064,0.744517962510102
"SM-DAIFD_S61_E1-50",-9.40709040747133,-6.15984427331902
"SM-DAIFD_S62_E1-50",6.54962325609778,4.3512503670235
"SM-DAIFD_S63_E1-50",-0.874566627685641,0.706492640044264
"SM-DAIFD_S70_E1-50",-7.81729522935811,6.21745594322289
"SM-DAIFD_S72_E1-50",-6.83598603886674,4.07479479583106
"SM-DAIFD_S77_E1-50",-7.7485032519616,-1.94625057972809
"SM-DAIFD_S79_E1-50",-7.96665332957649,4.5918342508836
"SM-DAIFD_S81_E1-50",-2.25426932457774,4.74831398907199
"SM-DAIFD_S86_E1-50",8.77661446421619,0.276822035644959
"SM-DAIFD_S88_E1-50",9.51529003357831,-3.27723798207175
"SM-DAIFD_S89_E1-50",10.8098262442142,2.90278744658209
"SM-DAIFD_S92_E1-50",8.64760133713228,1.65289532157703
"SM-DAIFD_S93_E1-50",-6.86197719322876,3.9406892181837
"SM-DAIFD_S95_E1-50",6.55751055295754,3.51235487538855
"SM-DAIFD_S96_E1-50",-10.0719167371963,2.70678246651056
"SM-DAIFF_S17_E1-50",-6.70429895664767,4.79420866446726
"SM-DAIFF_S18_E1-50",4.68615752290129,-0.275870563887818
"SM-DAIFF_S19_E1-50",-3.1298430832425,0.662428625488229
"SM-DAIFF_S34_E1-50",-9.35660147481417,-6.46866987015245
"SM-DAIFF_S36_E1-50",-6.63688692006751,3.31891435250351
"SM-DAIFF_S41_E1-50",-7.10440370064457,5.70426425655082
"SM-DAIFF_S44_E1-50",-6.05902605251667,2.86580474610513
"SM-DAIFF_S48_E1-50",-10.5130182594949,6.90640037128988
"SM-DAIFF_S54_E1-50",2.3487171420967,-0.48877467984389
"SM-DAIFF_S57_E1-50",-6.06450775823532,2.0224722399527
"SM-DAIFF_S59_E1-50",4.69557076098597,2.8868256988204
"SM-DAIFF_S64_E1-50",8.29407010422198,-1.56956973534303
"SM-DAIFF_S67_E1-50",-11.9906354444765,-4.19174992870702
"SM-DAIFF_S70_E1-50",-7.96290390748955,1.98803051424786
"SM-DAIFF_S71_E1-50",-6.74702138184971,-4.86435379767737
"SM-DAIFF_S74_E1-50",-6.06604435015668,4.08208218998706
"SM-DAIFF_S80_E1-50",-1.66458683126079,-1.93661343747629
"SM-DAIFF_S82_E1-50",10.5343054083517,6.15222653413435
"SM-DAIFF_S83_E1-50",-4.29775292686395,2.15804370925
"SM-DAIFF_S85_E1-50",2.22335142736889,-0.791199046854088
"SM-DAIFF_S87_E1-50",-8.59799217798677,-1.23810951224805
"SM-DAIFF_S90_E1-50",5.88102305903227,0.510964182433076
"SM-DAIFF_S91_E1-50",8.80268901481269,-0.537858994743067
"SM-DAIFF_S92_E1-50",9.30522711389371,5.01460727895993
"SM-DAIFF_S96_E1-50",-7.47979258307152,1.83995067580288
"SM-GE635_S031_E1-50",-5.21543661295796,6.82454869856668
"SM-GE635_S124_E1-50",9.24054204751042,4.07894004553416
"SM-GE635_S125_E1-50",-9.00500561196862,-7.36036714799859
"SM-GE635_S140_E1-50",-10.6506039656938,-1.67311072261468
"SM-GE635_S144_E1-50",-6.35242210976838,4.59417430990097
"SM-GE63I_S067_E1-50",-10.6760858497952,1.52809504250011
"SM-GE63I_S069_E1-50",12.2949138878284,-0.375090512811381
"SM-GE63I_S073_E1-50",-5.15389631266516,2.50678811167498
"SM-GE64C_S055_E1-50",7.58933413203936,-3.46424841153432
"SM-GE64C_S062_E1-50",9.24099013220399,-6.08596678940037
"SM-GE64C_S069_E1-50",14.2969953605144,-6.99470035801977
"SM-GE64C_S072_E1-50",10.641977754731,-12.1043695874561
"SM-GE64C_S073_E1-50",11.1336945106175,-2.39026222349095
"SM-GE64C_S074_E1-50",-2.71130108673871,-5.15132279916564
"SM-GE64C_S075_E1-50",-4.56599656039355,-1.15785643014961
"SM-GE64C_S078_E1-50",10.2117848884049,-3.82769381071342
"SM-GE64C_S079_E1-50",-7.27534051809253,-6.30711504110754
"SM-GE64C_S081_E1-50",10.3233850756151,-7.39015068475565
"SM-GE64C_S082_E1-50",12.5399830918241,-6.2768493403852
"SM-GE64C_S084_E1-50",-6.2166655474358,-11.3762480251946
"SM-GE64C_S086_E1-50",9.12683484610379,-6.17883481184355
"SM-GE64C_S087_E1-50",11.1483473582154,-7.39300123099783
"SM-GE64C_S095_E1-50",6.90582519142402,-8.67471445331184
"SM-GE666_S141_E1-50",-5.53926580899244,1.23926079492918
"SM-GE668_S130_E1-50",-13.3467760202127,-5.31977307693426
"SM-GE67T_S047_E1-50",8.07742829915207,-1.25123324651406
"SM-GE67T_S055_E1-50",9.98801112864837,3.23165045917201
"SM-GE8ZI_S033_E1-50",-12.1227092316694,-2.09464422121363
"SM-GE8ZI_S034_E1-50",-8.85685273393688,-7.96595522171832
"SM-GE8ZI_S035_E1-50",11.0070137483891,0.0477919888177029
"SM-GE8ZI_S036_E1-50",5.60112660461006,-5.47942649712736
"SM-GE8ZI_S037_E1-50",-9.3208973969372,-2.25836169944278
"SM-GE8ZI_S038_E1-50",11.5335288451913,-0.701561714358224
"SM-GE8ZI_S039_E1-50",9.09277871980404,1.72334345091576
"SM-GE8ZI_S040_E1-50",-12.7455452483812,0.648400521706703
"SM-GE8ZI_S042_E1-50",-12.3412869733477,-3.8643978179335
"SM-GE8ZI_S044_E1-50",-8.87952944278532,3.51132759933523
"SM-GE8ZI_S045_E1-50",-2.97981074889269,1.21813820873166
"SM-GE8ZI_S046_E1-50",-10.0643044537348,-4.51333787859811
"SM-GE8ZI_S047_E1-50",15.0716802664156,2.71285612479979
"SM-GE8ZI_S048_E1-50",-11.722978410013,-3.45403419684442
"SM-GE8ZI_S049_E1-50",-12.0570591398469,6.60811004687667
"SM-GE8ZI_S050_E1-50",2.13427939891207,5.71313382730288
"SM-GE8ZI_S051_E1-50",-14.5893050270273,-3.76781464294229
"SM-GE8ZI_S052_E1-50",-9.28639132890552,0.566179390457943
"SM-GE8ZI_S054_E1-50",9.70511691751087,4.80106249737995
"SM-GE8ZI_S055_E1-50",-9.98420915103361,0.109403350198975
"SM-GE8ZI_S056_E1-50",-6.63398474069356,6.21259486843019
"SM-GE8ZI_S061_E1-50",-12.1077025148508,-2.56239984879936
"SM-GE8ZI_S063_E1-50",-10.7465829510233,-4.22513200574001
"SM-GE8ZI_S064_E1-50",-13.5598045183995,-1.42917334063109
"SM-GE8ZL_S097_E1-50",-8.00975343348382,-1.32820960999772
"SM-GE8ZL_S099_E1-50",-9.12480891535827,-7.8356505624521
"SM-GE8ZL_S100_E1-50",9.07147195318724,-3.78162159385776
"SM-GE8ZL_S101_E1-50",-9.35379120084094,-1.67546785954262
"SM-GE8ZL_S104_E1-50",-1.12247663933025,-3.71714440125146
"SM-GE8ZL_S105_E1-50",7.07673941618458,-3.58245455531407
"SM-GE8ZL_S108_E1-50",-11.8177331366744,-7.30063386097843
"SM-GE8ZL_S109_E1-50",-7.05951556612705,-0.234557272236133
"SM-GE8ZL_S111_E1-50",8.33972064165888,0.425726551245975
"SM-GE8ZL_S113_E1-50",-12.0688200016771,-6.52673964162931
"SM-GE8ZL_S115_E1-50",-9.19088195830155,-7.2105977480902
"SM-GE8ZL_S117_E1-50",9.08768960228638,0.523733091755864
"SM-GE8ZL_S118_E1-50",-8.57964610351265,-6.22124687113955
"SM-GE8ZL_S119_E1-50",-8.27137824531039,0.643012920745783
"SM-GE8ZL_S120_E1-50",8.67041244637036,-7.30916588902755
"SQ-80001_S13_E1-50",-6.18208798318581,-7.97309745890675
