"","PC1","PC2","PC3","PC4","PC5","PC6"
"LS-14690_S34_E1-50",-16.696167381486,5.22171127792282,7.2770808341832,3.2681908330842,-1.72562071972627,7.07849819753527
"LS-14690_S36_E1-50",-17.9716541342026,-3.04967651295472,2.35355454378582,0.0518839959430535,-0.408220645952847,-4.35542935316132
"LS-14696_S81_E1-50",-5.19411615826661,11.2111610411038,5.36704444518589,5.7411096057723,-2.74757462886637,6.5671686788321
"LS-14696_S82_E1-50",-17.6697168231006,2.83783310917736,1.11829889204718,-0.0108271546415993,-1.26746234852928,8.25698999649918
"LS-14696_S83_E1-50",-5.17077894892301,-2.45505122961223,6.37123512159866,-8.25147690487797,5.88721869020544,3.27972284133117
"LS-14696_S84_E1-50",18.0334138202594,-4.82452793379154,-10.5141968307658,10.3148840458807,-0.59682372242537,2.72718707042485
"LS-14696_S86_E1-50",2.79478739988217,-7.4824083132078,-11.2719262711454,9.97115646752579,-0.955039650620863,4.29734433400962
"LS-14696_S89_E1-50",-6.68240791959732,15.4122911865317,6.70186707871056,2.69181465826586,-0.449358062562274,3.47751716508978
"LS-14696_S90_E1-50",12.6333030212351,4.04395401744023,-3.20272939553333,-0.99377462386675,-7.40607691514435,8.0606619730508
"LS-14696_S92_E1-50",2.32758920176779,-5.81095692666474,-12.204807785318,3.73789860147387,2.87532021119277,1.35628107429131
"LS-14696_S93_E1-50",-5.94851865479608,8.20411199818854,-7.97829656954165,6.56256250380709,-7.84088134540435,8.81819500910971
"LS-15000_S11_E1-50",9.47667523740118,0.256656161640068,-3.19064207042042,-3.36623195469838,-0.602838485629167,4.24203555134701
"LS-15000_S12_E1-50",-13.3003012576112,8.10554142259195,0.567267023268619,2.82717058767434,0.578318821688556,8.43326375688306
"LS-15000_S13_E1-50",-16.3670249621733,10.7224327606348,-2.00828990789997,3.67872356470136,-10.9653185316742,-1.10581366213566
"LS-15000_S15_E1-50",3.63193112767738,3.57032493587781,1.23102223728657,-12.6846010348988,-7.94352946581208,-7.21812425102453
"LS-15000_S18_E1-50",21.6890668607024,5.68530199495811,-1.74880015771565,6.57232127657369,0.391837171897147,-1.32756549381551
"LS-15000_S23_E1-50",0.295368121144408,1.41493307600253,-7.45222791379546,2.89172531934646,-12.2878644280089,-3.28730831454979
"LS-15000_S25_E1-50",4.36720701006689,-9.53103796037401,-9.28569181421151,-3.11053185227877,2.47018105895129,-8.40282956038844
"LS-15000_S26_E1-50",0.503579807516207,-0.920423153056136,-6.48710810450478,2.92752061142476,-2.50073134263698,7.4540961145615
"LS-15000_S27_E1-50",-12.7361877434704,6.07071767285414,1.01225116486488,-0.830797237410663,-0.160936554024126,5.19713276634618
"LS-15000_S30_E1-50",-18.3635911533532,8.89542569608244,5.52477524274105,-0.0917938934123421,-7.19567752710729,2.18065839449344
"LS-15002_S73_E1-50",-7.93266214747685,-12.4338877307323,-4.84522863347404,5.81858120140196,6.38407549886528,5.78779235381238
"LS-15002_S78_E1-50",8.03582325991938,4.81519747115885,-5.84212997243343,3.39807749628836,9.47964375059879,3.26334931308215
"LS-15002_S80_E1-50",-1.79795987417951,18.2958023830063,-4.45910557411123,6.29971183750558,-1.2993908054514,-3.35873662371849
"LS-15002_S89_E1-50",-7.96640668836432,14.2775202124285,-4.59776471162724,-3.55873267975147,0.390384933191564,-2.58319339715488
"LS-15002_S91_E1-50",-11.3210976645214,17.0996757223589,-1.71952855128969,7.07700225005704,-5.27070024813387,-2.38623266318726
"LS-15002_S93_E1-50",16.0292586991852,-3.31037727826303,-3.83179777488422,1.23974999514862,-7.01945298264537,-3.05515566367251
"LS-15002_S94_E1-50",5.03632251271478,-11.6420784213805,14.9483771012771,11.5033611874161,0.314614225040473,0.0739345898510112
"LS-15002_S96_E1-50",-1.6899934610264,-8.04660708131884,0.190294940132385,-8.96220545350699,-0.129059731168161,0.497580928793681
"LS-15003_S70_E1-50",5.90321373564256,15.3886762598481,-2.40991251214368,11.3487119195947,4.10701296264164,-4.2239050545908
"LS-15003_S75_E1-50",17.9966961828491,-6.41960585521104,-10.3130773740345,9.71204936462732,-1.6514909989726,5.24574858413724
"LS-15003_S77_E1-50",-7.50590908813287,-9.56884237859331,-13.0978579793655,10.6841318603701,4.47691612674083,4.8959436065004
"LS-15003_S79_E1-50",8.15780614527201,-16.9488526459909,20.0497422026132,20.7623727547788,-0.0520429883423422,-0.524435760068644
"LS-15003_S84_E1-50",12.9237854929012,-1.54852750191028,-0.35326818704577,-7.43787302731055,1.73687680230486,0.352919446894177
"LS-15003_S87_E1-50",11.5082960559901,-6.91955689407412,14.5696819005717,10.6531570521258,-14.5762314417654,-8.61038395459302
"LS-15004_S76_E1-50",10.6002645304333,-14.4410179873323,21.709452101754,13.471548748561,-6.28601260795599,-2.26213825384436
"LS-15007_S36_E1-50",-10.9952584918739,-4.76656576981474,-5.47867941763278,-2.33373209580443,5.07148488909399,0.4584830673383
"LS-15007_S41_E1-50",-3.58804204283387,-3.8696160968953,3.61045135856522,-10.1428245800092,6.49087050242602,-2.16620602931211
"LS-15007_S46_E1-50",13.7233802045066,0.576378980232553,-1.46145905769561,-5.72575200600545,-0.626412959914276,9.82063295532151
"LS-15009_S65_E1-50",-2.8139683527805,10.2058849730785,-3.69713634761197,-0.268291474021409,1.69476822099241,3.26543430970053
"LS-15009_S66_E1-50",18.0879753983125,4.49206852510255,0.108480516191928,-10.5077071298798,-5.12007517882981,4.93557789914946
"LS-15009_S68_E1-50",-12.2753504111475,-6.57407959860531,-13.1006471180119,5.80366481612031,-1.66772533322852,-4.10706228185782
"LS-15009_S71_E1-50",-10.6931679641832,-3.60223377774054,-0.836045745340942,-11.3727668861704,1.4578888361391,-3.52781760771338
"LS-15009_S72_E1-50",9.71184640433658,16.9248048326254,-6.51380760563086,11.2317327474596,4.4460431885574,-7.4710215942713
"LS-15010_S01_E1-50",-12.7969094597279,3.43495900546126,5.5109153698032,-7.15817150374135,3.69157655742918,-0.881872829557774
"LS-15010_S03_E1-50",-7.30753475417724,11.1453695745186,-5.33005090911922,4.19889755091718,-8.20696343926329,-0.519011773116004
"LS-15010_S06_E1-50",-2.62488905843107,10.6290568284099,-5.05959950648806,6.21290586618881,0.539801737265873,3.80700929658962
"LS-15010_S08_E1-50",13.0795241651174,-14.9499839284889,14.9542733954245,16.9777640450661,-6.99797227833244,-4.38184889745364
"LS-15010_S10_E1-50",8.47255581913872,16.1294157251319,-2.76630967078733,10.9006076681964,6.54353272189492,-1.4766531423463
"LS-15010_S12_E1-50",-8.66695266184004,2.71528965965969,-1.18848997230654,-9.04993935649362,1.56606059806963,-1.85446009522
"LS-15010_S17_E1-50",9.82240545263847,15.7220533021722,-1.08524690828374,8.83165420881678,9.86807808744807,-9.18835247681766
"LS-15010_S24_E1-50",-6.70015129649775,-4.79907649877507,-7.84019120295536,5.31920098435282,2.59787854207617,-1.89717416640817
"LS-15010_S25_E1-50",-4.97699056287246,0.480051902055204,-3.95730516672426,-1.87172133073632,6.0022291418744,1.10091575079441
"LS-15010_S29_E1-50",-15.5704443739377,-7.65114154262864,1.1417173186474,-6.53507318761199,2.75833623253588,-5.60629075122223
"LS-15010_S30_E1-50",-9.0543392392643,11.6590540018023,2.39693134091047,-4.36700889545089,-4.9170564434533,5.04577845924041
"LS-15010_S32_E1-50",-9.47149305878913,-3.85149324118438,5.21619165910696,12.9901103726212,3.30016165808749,4.60325427259421
"LS-15010_S34_E1-50",-15.0493030181141,8.19292312946304,2.52300183212065,-1.44407787276655,-11.3575531075869,2.66667652003235
"LS-15010_S36_E1-50",-6.33765374476714,-0.197488970506258,-2.1775199667741,-12.9242006467294,-4.55485051054665,-6.1244794330021
"LS-15010_S37_E1-50",-13.4170909317479,2.16993485763949,5.2197656939191,-0.0247842348155377,1.71947143591127,2.48583678260824
"LS-15010_S38_E1-50",-17.0754437334895,1.4353271249955,-2.43416146096057,-0.114689101682455,-3.63212535257769,-1.94903662738786
"LS-15010_S50_E1-50",-11.9648502898215,-7.90953264343203,-2.23605977876177,-6.94671348607103,-1.71092212591157,-5.27448381812322
"LS-15010_S51_E1-50",6.92491696595143,14.6886434793103,2.2532146478979,2.16701604137141,-0.883501080587901,0.208165859584545
"LS-15010_S53_E1-50",6.31720503236525,-4.43466539712648,-5.43908222652308,3.89640099912509,2.61419634882065,1.81919887308719
"LS-15010_S55_E1-50",9.96265075866137,-13.4598100209102,24.27805483089,16.0175818619204,-2.9274203014145,-8.25999614966682
"LS-15010_S56_E1-50",-4.12020282773186,-11.5441104044062,-1.108715992243,1.40516268380559,8.21969273858288,1.72123709600952
"LS-15010_S59_E1-50",-14.3167828827262,8.24025621793696,-4.27737808869763,4.23966623214229,-3.13589355787027,2.50641522620739
"LS-15010_S63_E1-50",-3.17379557655372,10.4972481286994,-0.630472173702884,5.33333457466972,-4.85379946444587,5.23276481636735
"LS-15010_S64_E1-50",-7.7106534800702,-1.98608356514912,-2.04391837393441,-8.59664565088678,-1.3605075781667,-4.3318309787625
"LS-15011_S27_E1-50",13.9915642687378,-12.2639694053792,-8.34506151746071,2.55497003238514,-2.77092296410305,2.88328457239573
"LS-15011_S28_E1-50",10.4269327567259,-2.41116578165109,-2.1868641522206,-8.22954687223258,-6.79236449807554,-5.36284243625002
"LS-15011_S31_E1-50",1.45407039403086,-4.4533321036727,2.28996533374613,-11.4790824317185,-2.96525208955548,3.97544637594371
"LS-15011_S32_E1-50",10.8535285540579,-6.20472931021433,1.54901570899895,-9.57799245224792,-1.02762828823738,-5.15540757172582
"LS-15011_S35_E1-50",-4.33763569331235,-3.92334963499094,-6.99796928333666,-2.78415736829201,-2.34986182965645,4.78791771701529
"LS-15011_S38_E1-50",-10.0621688051554,10.172995477358,4.42406547468022,1.42690777309697,2.80815530601238,5.55794696955364
"LS-15011_S42_E1-50",-15.4945199811045,7.08013812250425,6.9277489402172,-2.63860932910011,-0.0955049728324647,4.40135830793942
"LS-15011_S45_E1-50",-7.05929928428387,-10.5406335516905,0.941520324448796,-2.82378647099367,4.19470175952801,0.676214526752686
"LS-15011_S46_E1-50",-15.1255523470713,-3.58142672545691,4.75762667454813,-9.89990940476851,4.58079522283816,0.485761131934973
"LS-15011_S65_E1-50",6.76541917988781,-5.73961415762825,-8.95442028233065,1.08958427808557,-10.1870677709139,-0.534501537606847
"LS-15011_S67_E1-50",-15.5089115422807,-3.06179981426418,-0.267794669996162,-1.59982663714765,2.6487758082447,3.85331031045278
"LS-15011_S74_E1-50",11.9266088712725,-2.81115542847533,-8.26348017301272,1.39852363767521,-3.26675708998087,-5.63108868045444
