"","x"
"Malat1",14.3624740343298
"Pcp4",7.77982615690059
"Nnat",0.190068211243859
"Rn18s-rs5",11.7167687237392
"Myl4",3.11112857394489
"Meg3",11.0685684448589
"Penk",0.277425893299105
"LOC105244562",0.0487248416397125
"Tnfaip6",0.523920944911461
"Calb1",4.05577779493508
"Lamp5",4.27575109904751
"Sparcl1",4.66266350120949
"Camk2n1",9.65947884511504
"Ddit4l",2.72926770868788
"Dqx1",0.0603528935551122
"LOC105246402",0.0234798647465168
"LOC105243112",0.013854757553789
"Id2",6.84143237995522
"Aox1",0.0183103535618123
"Hs3st2",3.43371608219565
"Scg2",8.08101880623362
"Frem3",0.0165373729702999
"Il5",0.0256446763909628
"Pde1a",4.94646743013814
"Hsd11b1",1.60128830080549
"Snhg11",11.691676293021
"Cd9",0.0220756703858744
"Ldlrap1",0.0407044688468399
"Crh",0.161463073519252
"Cd24a",0.0538563060752388
"Ctxn3",0.672307549366521
"LOC105245312",0.0191598622690156
"Nxph1",0.0606495400732678
"Bdnf",6.32226624532197
"R3hdm1",10.0736661358281
"Kif14",0.0211640413800004
"LOC105245460",0.0631684581649959
"Gstt3",0.014605206584481
"Arc",7.63457480945899
"Kcnq1ot1",7.69678942612669
"Csf1r",0.0199684197009556
"Vmn2r-ps56",0.0331186934816147
"Fam3c",5.78965203792749
"Agtr2",0.0246358126475561
"Fam83d",0.0388998133742918
"Igfbp4",0.865957481021319
"Lars2",8.66577079143946
"Serpini1",7.63958886893314
"Tnnc1",2.09193158449446
"LOC105243934",0.0196145258582995
"Maob",0.0331543182038413
"Rlbp1",0.0201036181783654
"LOC105246571",0.312053423394847
"Rgs4",10.6937874890568
"Snap25",12.9637508286334
"Fos",5.50756488094688
"A730046J19Rik",0.0387885476138614
"2900052N01Rik",0.0240222300809665
"Aldoc",3.33014324436237
"Gldc",0.0481676691353633
"Rgs13",0.0297818426061207
"Erbb4",0.0281958494914555
"Mr1",0.0227510367298186
"Gad1-ps",0.042708864246432
"LOC105245230",0.0280671970829464
"Stk32a",0.0216470659501388
"LOC102632594",0.0146200871631176
"LOC105246506",0.0210149478979377
"Dnali1",0.0318698938116902
"LOC105246510",0.0473229594225029
"Egr1",9.32825921846827
