"","x"
"Npy",0.490509169720898
"Tnfaip6",1.01150937469025
"Tac1",0.128604802358683
"Nmu",0.0284222641534979
"Pdyn",0.0969442694568668
"Dcn",0.117034504567704
"Crct1",0.0638062338334687
"Dqx1",0.073425973658609
"Penk",5.31788638649614
"Tnmd",0.0453824417872119
"Scg2",10.2478279289842
"Malat1",14.1736250674127
"Tnfrsf18",0.099666370235439
"Bdnf",6.43489649752578
"Nnat",5.65993714739527
"Adcyap1",0.702439501586466
"Fos",2.97912686455065
"LOC105245280",0.148047737976656
"Nr4a2",3.3402929913992
"Cenpf",0.132112220002494
"LOC105244562",0.08311972695364
"Pcp4",7.06255944039427
"Atf3",0.0692550825776251
"Pltp",0.030674814472436
"Rn18s-rs5",11.5115712930227
"Dcxr",0.057190958633571
"Arc",5.33042355789664
"Egr4",3.67902819940623
"Hsd11b1",0.13106534017609
"Rab3b",4.58365117438334
"Cyr61",0.464937549599867
"Junb",5.27703450558821
"Gpx8",0.118811233253882
"Cd24a",0.949623816033864
"Col28a1",0.0259158875542634
"Arpp21",9.05737405322266
"Egr1",7.51890491258134
"Tnnc1",2.39891988895149
"Nr4a1",3.60705065331842
"Trh",0.0413044935211494
"Gpx3",0.814642864707465
"Snap25",12.5169193788264
"Synpr",1.15855495024717
"Marcksl1",1.03754823322753
"Rasl11a",1.77556313250586
"Abcc2",0.0192114156354442
"Nrn1",9.70039291365932
"Rcan2",2.13941150188346
"Adamts1",0.430451231540848
"Emcn",0.0518156547250459
"Krt16",0.0292524978026358
"Rgs4",6.65372502300709
"Fam150b",0.18378113802746
"Timp1",0.329337655091576
"Nptx2",4.34089516105203
"Car4",2.5812979492409
"Neat1",0.575633765314267
"LOC105246571",0.284643026019745
"Atp1a3",9.65371591749954
"Bcas1",0.0346935027068074
"Depdc7",0.0283791499552899
"Npas4",0.992133473629981
"Fst",1.98504666205287
"Spc25",0.0713984115405664
"Rxfp1",3.05736193843612
"Rrad",0.182030367245674
"Gtdc1",4.67411797375643
"Cplx3",2.94293489891161
"Rheb",9.51318618841888
"Myl4",2.31911125607967
"Cbln4",3.24572789891376
"Meg3",10.5073152615864
"Dhh",0.0280565598396011
"Enpp6",0.0291938425379739
"LOC105246738",0.163334623625903
"Cpq",0.0230352987997866
"Hs3st6",0.0216115437676624
"Pcsk1",4.27088471447725
"Ptgs2",2.78489749293205
"Ptgds",0.2114268267049
"Calb1",4.97608540126394
"Igfbp4",5.39560837052175
"Anxa2",0.0329192705825015
"LOC105243956",0.0245846360341707
"Ttn",0.196415053447912
"Neb",0.517879746640283
"Gadd45g",2.36776474847797
"Cox6a2",0.034991109210253
"Areg",0.0956470655798083
"Tiparp",1.97060598945624
"Trdn",0.022652615992991
"Dusp1",4.39414042972955
"Mia",0.0997340373656091
"Caps2",0.024635980970191
"Dach2",0.0418870405738043
"Pcdh8",0.328773889709655
"Id2",9.49280806898686
"Tex15",0.0797571900104547
"Slc12a7",0.0257198736378917
"S100a6",2.41069357213591
"Pdzd3",0.0314045530823921
"Oprk1",0.0853260441596946
"Egr2",1.58769619793368
"Tex12",0.0284430892451713
"Ctgf",0.295852805897043
"Ptn",5.9806707857264
"LOC105247131",0.0264885012063122
"Snhg11",10.9745585014923
"Nefl",6.83382842105538
"Gadd45b",4.47393644295359
"Inhba",3.46145477672297
"Pde11a",0.0269798355269611
"Cdkn1a",5.79530627746182
"Cd52",1.28548941852012
"Syt17",4.32792591469829
"LOC105242916",0.0255397506213263
"Cpne6",7.2387624796909
"R3hdm1",8.89370336789466
"Hpcal1",4.62300133982509
"Mgp",1.22140680656862
"Rnf17",0.08980996151818
"Lingo1",7.68700000217004
"Comp",0.0211288539253308
"Rgs5",0.0548032500631979
"Resp18",7.75361589501748
"Dmkn",2.46766467718473
"Tyr",0.0246540317896495
"Blnk",5.01041097998733
"Aldoc",2.02908618967401
"Dspp",0.0227363329882516
"LOC105244795",0.0311216271572289
"Timp2",6.62690148218544
"Serpinb5",0.0378649546112904
"4933425L06Rik",0.0284738214497198
"LOC105245132",0.0252996841336849
"Tmem165",4.87679523222566
"Ctxn3",0.701127142954139
"Col5a2",0.0497297083425579
"Crym",0.44445964171232
"Lhfpl1",0.0274720641619667
"Serpini1",8.74284226621553
"Marveld3",0.0432866914729255
"Lamp5",1.31485485703137
"Brinp1",7.20681224747731
"Zim1",0.0321519537722819
"Ccdc150",0.0252619945161325
"Ddx11",0.0239499823023255
"Fam46a",0.139613848060226
"Dkkl1",4.31891326949278
"Chgb",8.43946530540115
"S100a10",1.28211801956595
"Ddx4",0.493788992909589
