"","PC1","PC2","PC3","PC4"
"Dqx1",0.00174270275281723,-0.00332354154643011,0.00131667841410933,-0.00282787487919542
"Chrna6",-0.110272358463531,-0.0541055320384158,-0.025725174111987,-0.0259178104238471
"Scg2",0.0710192088515472,0.0121665928249417,0.0692027032755109,-0.0761909550479512
"Ncald",-0.102961516810258,0.029431391483619,-0.00687137240811384,-0.0201624284799147
"Cyr61",0.026708520304941,-0.0235823810787534,-0.0174716622313502,-0.114969680156629
"Pcp4",0.0342614601859536,-0.0493811730504383,0.0172173285332573,0.00985043252084428
"Fos",0.0125786464219977,0.0182501626932148,-0.00506648631471829,-0.364758472076247
"Spock3",-0.153104053049122,0.0796681153950906,-0.0819904804281715,-0.0135449837719159
"LOC105245280",0.00148298377859591,-0.00495159426237689,0.00312028837756745,0.0129987527437068
"Nmu",-3.95598486974025e-05,0.00162781922599098,0.00118189155380147,0.0104470138381227
"Pdyn",0.0231647690966188,0.00180266542185934,0.00662196260741541,-0.0186423354800667
"Inhba",0.0289735513128552,-0.0078612050182855,-0.0324675159508159,-0.0779641078358566
"Malat1",0.00768058757332782,0.00513404267534222,0.00911344323208373,-0.00040557226808666
"Penk",0.0123153056750609,-0.0178809805056912,-0.00211687895971961,-0.00914599144502646
"Ddit4l",-0.14851542185622,0.0691424236744382,0.0205650055121053,0.00676431584311271
"Cenpf",0.00074127901809155,0.0012855737532723,0.00373301820739449,-0.010255574183583
"Car4",-0.150777816532959,0.0195295957177996,-0.0128531248229127,-0.0154075345043298
"Tac1",0.00763483672201989,0.0606775291547782,0.0242992696144875,-0.0320185780206047
"Hpca",-0.0824573137972077,-0.114828414498454,0.0879922515511869,-0.024252716619083
"Iqch",-0.00249343020179946,-0.00115414960438612,0.000891554910167176,0.000356228281928017
"Synpr",-0.123948542270338,0.0292573608910183,0.0847044268253616,-0.0418659283361416
"Lypd1",-0.144436066791887,-0.0630599211362486,-0.0418574975557396,-0.0306413058624682
"Ak7",-0.00015952118499018,0.0060017736055636,0.00868273812790656,0.00875394733349153
"Gdpd2",-0.0220564340869618,-0.0142781212516564,-0.00471204827331948,0.00872269604905915
"Mgp",0.068005442243393,-0.0453461552195351,-0.10850824462463,0.0373750660294242
"Nrep",-0.0592236612402765,-0.0955509320076052,0.0734595407126644,-0.0576522446963273
"Trh",0.00282557654010999,0.00278094220441521,0.0141099742240416,-0.00260631042449598
"Cst3",-0.0254562304332892,-0.0421014975374826,0.00748549605069454,-0.0118813797611808
"Fxyd7",-0.13047670791739,-0.0392073852422298,-0.0766405065883114,0.038133217095393
"Pvalb",-0.00186423563401565,0.00248319126106516,0.0963324604408915,0.0144167290546061
"Atp1a3",-0.000693776374418844,-0.00206922270742916,0.0161976406965865,-0.0233846476231537
"Egr1",0.0192773003742946,-0.0188265935081639,-0.0459953506851731,-0.162826476845271
"Calb1",-0.050623650371199,0.145979313737926,-0.0408323588312444,-0.0583463273595466
"Rab3b",-0.059119019459701,0.182287745985828,-0.219257892954267,0.0549722847375658
"Cd24a",-0.0820377845442849,-0.0380038339082521,-0.024413072728373,-0.0385671211304009
"Junb",0.0274479512882924,0.0341747308254605,-0.0564670457465501,-0.188407038656582
"Vsig2",-0.0827203384458514,0.0155175305100932,0.0300095351858075,0.00827701461552994
"Chrnb3",-0.0975424236485097,-0.0436967952323935,-0.0172318235765059,-0.0339500796039489
"Cox6a2",-0.0045921902684122,-0.00127389647564307,0.00853590815555494,0.00028644173951435
"Bdnf",0.117513062367318,0.0455060962490412,0.063471358488214,-0.106587385527025
"Nnat",0.0140695404469909,0.0187855649971013,-0.0547465286830168,-0.0308418626244062
"Ccdc136",-0.060450855878503,-0.0150587246113709,0.0268134800767196,0.00244464068630526
"Nr4a2",0.031381401767781,-0.014685024507986,-0.0581373001205179,-0.250052780552482
"Aldoc",0.00509544557998267,-0.00832750499679996,0.130474389136074,0.0310458176117043
"Rn18s-rs5",0.00109599359493681,0.00100388041135034,0.00644799755514418,-0.00786494726280882
"Id2",0.0657038012977754,0.0281609092930621,0.00786942785233911,0.0450800910685353
"Cartpt",-0.0592905978657578,-0.0577068879697619,-0.00955467104109646,-0.0350954381306575
"Arc",0.0250843162966548,-0.000263000412282658,0.00774370034092715,-0.28490917149355
"LOC105246571",0.00175515680485893,-0.000805124778894498,-0.00652617558954024,-0.000613367359956303
"Neb",-0.000211400243633375,0.000751049968617992,0.00811517577964592,-0.00390788197306691
"Nr4a1",0.0187742620689085,0.0288606428824539,-0.00139458773010034,-0.258375809763759
"Egr4",0.0167422627731081,0.0166603027966138,-0.0334691117395262,-0.22038094178311
"Mup5",0.031387567980156,-0.0381788460995147,0.029915421561452,0.0051867490391469
"Cnp",-0.00211078372115447,0.00519269357322185,0.0264576604843266,0.0246200113518333
"Otx1",-0.135365324264707,-0.00862169716577837,0.0242172590916368,-0.0192566685620368
"Tmsb4x",0.0155627669970991,-0.0201441485241386,-0.0101658570818064,0.010025555998325
"Rora",-0.0603219333079883,-0.0153178781052213,0.0380774962197505,-0.0597777781279399
"Hsd11b1",0.0138041513134971,0.0211376745086572,0.147215440592317,0.00266217175444282
"Rgs2",0.0299063470861294,0.027641455219639,0.0347051125337084,-0.0375294934704532
"Cryab",-0.0157804515663044,-0.150075926812732,-0.0343863388315068,0.0314976098708928
"Cck",0.107971774857461,0.0312863164502261,-0.0302951246768166,0.0412666128414757
"Pygm",-0.0800877475925651,-0.037368818423164,-0.0187080354442879,-0.0156181567957404
"Lyz2",-0.0541007562919235,-0.0274081522953142,-0.016567321594252,-0.0099831161858291
"Snca",0.0776473205345482,0.0229211156784434,-0.0446098975330699,0.0204577357927109
"Grin3a",-0.117551233151785,-0.0512862785302411,-0.0103248242698218,-0.0219092444264763
"Fxyd6",-0.000138928391663305,-0.0929652944115397,-0.315375491922312,0.0128719423976399
"S100a10",-0.0582282310910703,-0.153408277164012,0.00339182792537143,0.0261479960328854
"Nptx2",0.0230735670132745,-0.0186411129929787,-0.0350638594748575,-0.0662621533889371
"Fn1",-0.0772893590006961,-0.04001724591078,-0.0281757676128985,-0.00794166822946939
"Meg3",0.000518105344424038,-0.00357740311302832,0.0109200174755192,-0.0100545263474471
"Qrfpr",0.0828084066843617,0.179981828394377,0.0221636851187219,0.0438611990321072
"Ngb",-0.093160518155804,-0.0389270310794075,-0.0443794022268199,-0.0150771597205004
"Sparcl1",0.130849286979414,0.0525143556083121,0.0528810902124152,0.0353679790853317
"Shisa3",-0.0610425621019718,-0.034843632635669,-0.00964150511628437,-0.021215247296002
"LOC105243782",0.0024889091949829,0.00448021905534843,0.0140876116008039,-0.000709330311155814
"Vwc2l",-0.12706115129854,-0.0295193063722344,0.0120038390653397,-0.0222708980672885
"Crym",0.139182088859423,0.0225719657178298,-0.0910771059249174,0.0356417162443993
"Rgs4",-0.00853479068360777,-0.00754429515042565,0.0036027054521951,-0.0377996099673836
"Lmo4",-0.0605942968815507,0.0207319074737832,0.00116365726572846,0.0164018541367512
"Dusp1",0.0338767495460527,0.0224206393268767,-0.00388903007173454,-0.165319069977397
"LOC102641467",-0.00358325323384089,-0.00236496452437311,0.000947231698244599,0.00374116514804975
"Bbox1",-0.000559923027041947,0.00166695340354775,0.00063476216224866,0.0039980513582723
"Blnk",0.0825455759098728,-0.138541690652192,-0.0517107217036404,0.0318372292467187
"LOC105245593",-0.00713589529957,-0.00641675722905337,0.00227999490874996,-0.00388906348779767
"Olfm1",-0.0270692915228436,-0.0283154950220703,-0.0270982635387685,-0.00298417831638276
"Nppc",-0.0844077372396746,-0.0521016684926424,-0.0227602138794652,-0.0320733078018349
"Npas4",0.013636883837739,-0.0111121724147821,-0.0057459948496076,-0.063019481217534
"Tdo2",0.00561646723965765,-0.00643410836125945,0.00509270971842415,-0.00410054973813401
"Coch",-0.107031161213239,0.0506704595258287,0.113792831083082,-0.0462157202191881
"Camk1",-0.066543869943448,-0.0644945018237833,-0.0237307395263444,0.0243612557750792
"Nrip3",-0.0493104704213045,0.0358271762226034,0.148313865484437,-0.0111563698293288
"Zfp92",-0.00979931336915059,-0.0059996901977222,-0.000142882520303579,0.00222505747230955
"Xirp2",-0.00465247813292942,-0.00385317926739102,-0.00279049759501535,0.00820447507782337
"Stxbp6",0.151205386107405,-0.0578300104787447,-0.0412765745996136,0.00117156854022878
"Cnih3",-0.0495751517214111,0.02827142362176,0.00418398727275881,-0.00968850755241654
"Cd34",0.00642984144014335,-0.139751911694939,0.0194504948296412,-0.0265541125511694
"Igfbp6",0.113301321295136,-0.108373895532513,0.116498090788917,-0.0111004855875361
"Cxcl12",0.0416782849385477,0.182901079968244,-0.0870048824411653,0.0248028549687652
"Tmem215",-0.0327691977456859,-0.0172274746890469,-0.00673275304212018,0.00787391045311587
"Col6a1",0.108092450456494,-0.103151503504876,0.0324847800406148,0.0261097410445419
"Slc23a3",0.00338600695905346,-0.00596912576627605,-0.0031844986175858,-0.0113237974300911
"Plcb4",-0.0581766579155386,-0.00721579431218695,0.0616780980228846,0.00975969902321647
"Igfbp4",0.0940189266109194,0.0264435338637241,0.000466815151969619,0.0504635676197793
"Snhg11",-0.00548861458098743,-0.00466481520082705,-0.00375902295899814,0.000856033791824562
"Abca8a",-0.000164692040544555,0.00226916360881384,-0.0108524673078716,0.00703046108363139
