"","PC1","PC2","PC3","PC4"
"Ptn",0.106922337672378,-0.0685042176025306,0.000918655072767449,-0.0195794805247211
"Tnmd",0.0746223811471278,-0.11729722242997,-0.122766718714886,0.130830034252805
"Dqx1",-0.00404263567235835,-0.000804934975633498,0.00349942309328366,-0.0058047097566323
"Trh",0.0941366209614745,0.0206968697270766,0.0702299488160874,-0.160226433916829
"Crh",0.0813856376207562,0.0233924001528495,0.107497034067379,-0.21400710425088
"LOC105244562",-0.00111277177493348,0.00241970911738418,-0.00694305806464449,0.00145953357134204
"Ttn",0.0229796688363848,-0.0131523768813679,0.00798716529487722,-0.00588635003805871
"Rcn2",0.0555567387670919,-0.0297152265465997,-0.0139924393601556,0.0136153357200582
"Nnat",-0.0480472896741057,-0.0388378605603226,-0.0241299998690683,-0.0373438928648276
"Crym",-0.105217971231663,-0.0983039356899052,0.159140657188657,-0.0138561707550713
"Rprm",-0.108172348302726,-0.0913480961238526,0.13444750913771,-0.0446840094764923
"Cck",0.0516897258088208,0.206218287975313,-0.0191186502853622,-0.134714871617531
"Ctgf",0.0455817745282189,0.0426391307569681,-0.0569720983175747,-0.0181429003330963
"H2-K1",-0.00498860577793701,-0.00190575640001329,0.0145238527505048,-0.00951253390302535
"P2ry12",0.0838967722738975,-0.0675427775455976,-0.0242984425079783,0.122409028745117
"Fxyd6",-0.072430167133537,-0.146231466594867,0.0348106735432704,-0.132976567637123
"Lamp5",0.00486394972844057,0.0795631302634226,0.0909887677226189,0.129403662222125
"Lypd1",0.150100328373367,-0.0953097023818852,-0.00372987199619395,0.0518035109063628
"Malat1",-0.00472426256276042,0.00735658451505396,0.0100107553605037,-0.00900090957787832
"Id2",0.0455723555683322,-0.0792034514831741,-0.0166996130180851,-0.0787476021653424
"C330002G04Rik",-0.00379557089252886,-0.0016019029572454,-0.000760791380297422,-0.0046854413444466
"Kif18a",-0.000510043935439878,0.00129506384901396,0.00830146675511687,-0.000992367394485128
"Rin2",-0.00627847617353776,-0.00783881889845161,0.0123233650683741,-0.0155422446800581
"Fos",0.0169463582977288,0.0400209213168468,0.0760773734046596,-0.0445280511892135
"Npy",0.00110229056852396,-0.00245368934777893,0.00454619875423188,0.00845349826858573
"B2m",0.00302884666722017,-0.00417259635819494,-0.000733532326910578,0.0963884073439524
"Scg2",0.0281982386740373,-0.0273064349451299,0.0552679737077963,-0.0332964616514998
"Nr4a2",-0.0238022826776098,0.143246666332911,-0.0565979496282335,-0.0207299710990525
"Serpine2",0.0706303505484104,-0.0609166825764297,-0.00704573680230643,0.0947339143546856
"Rn18s-rs5",0.000292987737736594,0.00040516458004386,0.0029656891083629,0.00219671997249843
"A330084C13Rik",-0.00352877131496147,0.00330394280043002,0.000983975435438136,0.00558727118461558
"Hpcal1",0.0694531079243226,0.0327725122339509,-0.029887333008281,-0.0476764935073672
"Col6a1",-0.101563474776138,-0.0797783369678363,0.0806350650603802,-0.0484335676948835
"Mup5",-0.00937764223608973,0.0957426500079733,0.0521984089277019,0.139002428186218
"Rab3b",0.00527692180328488,-0.0656371891090723,-0.0350932370532735,-0.0485526038225431
"Col5a1",-0.0811792880762539,-0.0663862764442909,0.105584392406644,-0.0161841034872164
"Arc",0.000368783219235557,0.0576311197772933,0.137992958843114,-0.0163758338333007
"Syt17",-0.00736298178733645,-0.00840732836740244,-0.00479785101914896,-0.00687964239442683
"Cbln4",0.0334188326650548,0.0230204790220922,0.089494462551547,-0.0676021348845221
"Igfbp4",-0.040006342401239,0.180724916058745,0.0599541602558317,-0.0764662835180127
