"","PC1","PC2","PC3","PC4"
"Pcp4",-0.0854412470160503,-0.0497143602763539,0.0248968622082472,0.0523958171746225
"Malat1",-0.00915225409175742,-0.0290258370542066,-0.0422790399046802,0.0457511142046608
"Crym",-0.0875621952902334,-0.0543349909984145,0.00490798930073568,-0.136480558973746
"Cnp",-0.00136061802212434,0.0106138480808125,0.01341627403935,-0.0854431394082944
"Chrna6",0.0169806850235175,0.269015860134102,0.000611606896201003,0.0412759847148932
"Sparcl1",-0.0562416493960834,-0.232464257187567,-0.0490104915247723,0.205977912882719
"Atp1a3",0.0120103763055024,0.0337494860287369,0.0613475675453358,-0.0272773440133653
"Syt17",-0.24710153364352,0.0471737182807778,0.0961786341456627,-0.0253393142575158
"Adcyap1",0.0204626906069023,-0.0774721808317217,0.0508648650267473,0.0998652483911797
"Rn18s-rs5",-0.00597721244361119,-0.0117492925381125,-0.00682734136715257,0.0306037181609605
"Gdpd2",-0.0833427710287266,0.0479227482613546,-0.0423108454436812,-0.106228247490427
"Calb1",0.225708059940451,0.148500412841998,0.0118489603573161,0.0815141798520853
"Egr1",0.00830762634107499,-0.0259837339893436,0.194513609012457,-0.0458587300004644
"Nr4a1",0.127115721036007,-0.0400672598842337,0.311041087118809,-0.0362867113359518
"LOC105245593",-0.00565973613274616,0.00971485331855641,-0.0524659666590075,0.0035074487261701
"Meg3",-0.00998002079365202,-0.015188857407417,-0.0273748664634078,0.0623417697064812
"Pcp4l1",-0.152111985462304,0.0200302772042218,0.00557315722714566,-0.00341597478436919
"Ptn",-0.154721549941608,0.0748133756744871,-0.017871544785737,0.0422099156284241
"Zfp804b",-0.0168540187693493,-0.0146712904767064,0.0257342279225152,0.00033044211549035
"S100b",-0.0444156703629565,-0.0313288474356329,0.0990804760473863,0.116104829777344
"LOC105243132",0.00694766643460298,0.0188056026919207,-0.0273750251575713,0.0367603168278667
"Zfp189",0.00580789225364794,0.00947557376313908,-0.000662626326069669,0.0309961128685146
"Cst3",-0.00411557269058606,0.0219947943940826,-0.025902835719718,0.0312568627496703
"Cck",-0.201553431735581,-0.240212790054791,0.0516680857624471,0.0323795065978071
"Pde1a",-0.0621302791196098,-0.213762511546952,-0.0889557503582474,-0.0855449348557893
"Vsig2",-0.153901513892797,0.0454476444089071,-0.0313713945092766,0.258533156285382
"Aldoc",-0.0821678304793726,0.00346020791832696,0.0584984461055037,-0.0689497020043573
"Cartpt",-0.150954755626144,0.167144702263651,0.0593669421353664,-0.0571180539071935
"Pcdhb16",-0.0214972556084118,0.00950550099825088,-0.00503342316957904,0.0805141452929476
"LOC105246020",-0.0190619939805615,0.0229655046999309,-0.0293799430726794,0.0376643439822721
"Zfp92",-0.0379637219285767,-0.0340045363533588,-0.016626021584188,-0.0730355661681377
"Teddm3",0.08126312568639,-0.123835577712393,-0.0879961500699599,0.00908944559925042
"Id2",-0.0171550944503108,-0.116353537011414,0.0580279943221219,-0.0587245605150029
"Cryab",-0.0431533898966152,0.0631529684542131,-0.127034325636881,-0.0730110040447323
"Iqgap2",-0.0196094043108135,-0.078201155292836,0.0067144168387675,0.0471844355877253
"Snhg11",-0.00587752996076031,-0.012058053609153,-0.03854523641326,0.0426154572777042
"Pea15a",-0.0315692066478057,-0.0409104562882004,-0.0249384471943106,-0.156107616465157
"Fos",0.118679322477233,-0.0250729888810578,0.30488015016634,0.0539543155355707
"Pcdhb7",-0.0782758035092151,0.026703692423732,0.05922122130032,0.0180917567483397
"Synpr",0.228587470190352,0.0243994987844136,-0.0189936590616954,0.250405687708833
"LOC105246668",0.0129080303015158,0.0325087965030658,-0.0338936429369765,0.104848676370863
"Arc",0.0681121608422425,-0.0505028982393748,0.300481489174631,-0.0686706683273089
"Dusp1",0.144495847454724,-0.0536086220700735,0.30324176949129,-0.0662365129571091
"Atp6ap1l",0.0124685139379737,0.0290567474385656,0.120782570026563,0.197120885579277
"Ddit3",-0.0525802895277103,-0.0207622455714835,0.00508825499130856,0.0101968541086343
"Nrep",0.0780473570997505,0.0795456888522393,-0.00916403693599158,0.0338838116328097
"1190002N15Rik",-0.129258735184452,-0.0877389668842635,0.0983812522213603,0.080875862969395
"Ddit4l",0.018039849701194,0.148874220342019,-0.0122776252184486,0.0653165033241278
"Vmn2r-ps23",-0.0521508299859027,0.054972875032952,-0.108413341279096,0.023867400748603
"Aplp1",0.00826382606434911,0.0356561793203656,0.0330227681280958,-0.0523337189209522
"Rab3c",-0.0432639055646414,-0.043502009357109,0.0438628705000101,0.01834104647642
"Fxyd6",0.146514394578806,-0.0675183355798348,-0.0223672297347561,-0.381879998203356
