"","PC1","PC2","PC3","PC4"
"LS-14690_S03_E1-50",-12.7102038402456,3.34088136322794,-2.04600327856595,2.07500095599057
"LS-14690_S05_E1-50",-3.51833042891104,8.77690755050002,8.16880746168069,0.212156187021293
"LS-14690_S06_E1-50",-14.7926360792338,-4.73682998213843,-1.12111907092105,-2.99607974685142
"LS-14690_S07_E1-50",-6.69734204146551,8.96921563600372,-0.222530393045874,6.39847261999713
"LS-14690_S08_E1-50",-12.621010392186,1.72716483660234,1.34332520099895,-5.25200968149414
"LS-14690_S09_E1-50",-8.20446886762926,4.90169307337727,-3.95340853998444,-2.12792916314411
"LS-14690_S12_E1-50",-6.26756760952793,14.2628893416701,0.681247733331,4.03939225107804
"LS-14690_S13_E1-50",-2.51626420060788,8.66218771702878,-5.98983662409907,1.94977127579216
"LS-14690_S14_E1-50",-12.9879849084142,-12.9819350656192,5.22393989732398,1.47908126000928
"LS-14690_S15_E1-50",-12.7296419462016,5.66825752792211,9.22453589443227,-2.8615321747472
"LS-14690_S20_E1-50",5.95861431690962,3.24307752455954,-11.9048305928366,-3.37197653123489
"LS-14690_S28_E1-50",-12.0171700342832,0.68443250689965,1.83362059950485,4.78874490269827
"LS-14690_S31_E1-50",19.5514204012826,-4.8858248993028,-3.40616528300652,-3.54905684611603
"LS-14692_S02_E1-50",-12.8578424896646,-0.945493294108831,-8.79574484844014,-1.01979757653366
"LS-14692_S03_E1-50",-7.77708656097807,5.75807809211357,-3.94569711178053,6.33452875068264
"LS-14692_S04_E1-50",-6.24664832339827,2.74139970844162,-4.1962738961496,-0.546380728010687
"LS-14692_S05_E1-50",-10.282110021408,5.55293745665384,-2.17617421851328,5.70719213405765
"LS-14692_S06_E1-50",-12.1380864893554,-1.24251921633775,13.6975070346246,0.984846126233612
"LS-14692_S07_E1-50",-10.9096526867278,-9.94613801733848,-6.02803207184884,3.3860005309935
"LS-14692_S08_E1-50",-4.26761293670418,3.5026459609069,-9.56423860987968,5.10037425474729
"LS-14692_S09_E1-50",-13.1287801465188,-6.86438357204701,-8.40442885984177,1.35342082225202
"LS-14692_S10_E1-50",-9.755514985129,-2.91246404340748,7.89779775044395,-5.74616389605545
"LS-14692_S11_E1-50",-9.56250469456329,-0.815585890397393,-4.44948061996283,-0.59751468883764
"LS-14692_S13_E1-50",-13.340765165831,-6.30827861692124,1.90398118968382,-2.11642116848846
"LS-14692_S14_E1-50",-8.68963946461169,1.67176378477466,1.097776441961,0.396679693719338
"LS-14692_S15_E1-50",-8.547738399167,-3.10912364053884,14.3216299856258,9.00000636924901
"LS-14692_S16_E1-50",-11.6147151750892,1.03636313003242,3.58978136464772,-6.01226695629105
"LS-14696_S50_E1-50",-14.6892657089327,-5.15208726743866,9.51285560146877,5.10595798626067
"LS-14696_S51_E1-50",0.34882246754866,0.946852934196995,-6.80317308762994,-1.34934219304358
"LS-14696_S52_E1-50",-12.1445691179907,4.44820239212702,0.924784089307342,0.0723388767515724
"LS-14696_S53_E1-50",-10.854461398183,2.11045393733283,6.73177928474235,0.182810915272192
"LS-14696_S54_E1-50",-12.7657002245283,-0.00261760233613628,-6.75926357070922,1.33111414163392
"LS-14696_S55_E1-50",-8.0789563266483,-1.82451495338029,-1.70581066270782,-2.30325832759851
"LS-14696_S56_E1-50",0.0342436527276946,7.48529991612115,-5.81262663702125,10.3644348674344
"LS-14696_S57_E1-50",-8.12952740519655,-2.91983778205509,1.7337054764442,6.31530642857473
"LS-14696_S58_E1-50",-13.0517640487276,-10.4953399363374,-11.1990615170139,6.20973281064296
"LS-14696_S59_E1-50",-9.10162012147744,-3.94711201921615,-9.50810822850115,2.96253727901219
"LS-14696_S60_E1-50",-11.2380188323026,-4.06473364956844,-1.49290166259164,0.485918797453856
"LS-14696_S61_E1-50",-9.68129691859175,4.50534399243771,-7.33107960984818,6.60774681729934
"LS-14696_S62_E1-50",-9.39637275867408,-3.34169537151179,1.89627666605396,3.27756205470272
"LS-14696_S63_E1-50",-15.3881890026853,-0.112854756121265,1.83277318045328,0.365620436798641
"LS-14696_S64_E1-50",-10.6770206896279,8.99342484456642,-1.52340467905609,-2.06015877566206
"LS-14696_S65_E1-50",7.0036317076106,3.76901638102038,-3.21775445591828,13.5510558469109
"LS-14696_S67_E1-50",22.4462447895054,-4.46318438752322,0.5085013219566,-5.25225978185086
"LS-14696_S72_E1-50",22.1984926123314,-8.43934444800784,1.20253044968791,5.93166745268398
"LS-14696_S79_E1-50",0.123696445887867,-10.6551690461519,-4.53325783130697,-5.18486698260024
"LS-15002_S34_E1-50",0.464854290925514,12.6167686044238,-4.99186714069527,3.65657422992606
"LS-15002_S35_E1-50",-10.9675832202111,2.93221359048441,-0.135752406245554,4.95559960990257
"LS-15002_S36_E1-50",-11.9681383590742,4.83096137903527,-4.2473579544299,-2.60645788805075
