"","PC1","PC2","PC3","PC4","PC5"
"LS-14696_S75_E1-50",1.95476473282314,9.60018023779676,7.49431431201086,-10.9950204386526,-3.26017588748574
"LS-15002_S61_E1-50",15.797664503727,-1.74719904210182,0.819050764286147,-2.71828710639487,-3.66431328190278
"LS-15002_S64_E1-50",9.81752257103403,-3.86836992012765,2.39239765383405,-7.64627098115655,0.503606435422369
"LS-15003_S52_E1-50",18.1546352294287,-2.00019517643471,-4.44401586207002,4.50512153502147,-0.129234500601961
"LS-15011_S20_E1-50",7.4763218332867,5.48660412442365,0.741515292696803,-10.6402781907966,-2.8921779210305
"LS-15020_S02_E1-50",-22.9740323815749,2.09755408128063,-0.30722740954824,5.71919487106716,-6.80591052964771
"LS-15020_S09_E1-50",-17.1818468380354,-0.579822551229416,5.64280276049501,6.17105865183931,-3.45852213417203
"LS-15024_S15_E1-50",9.9529000383938,10.275827015404,-5.89715468897177,0.589007266176352,3.45053017489411
"LS-15024_S24_E1-50",8.79609806481411,3.06985472732179,2.89263876928001,-9.07681070455224,-1.81653424805844
"LS-15025_S52_E1-50",-22.1839879622695,-2.4021792559459,-9.10107163183192,0.0589680254831519,-1.61635584038975
"LS-15041_S62_E1-50",14.6655258179374,-2.37231574341612,-1.84802237872598,14.823633205246,0.000451182832828884
"LS-15042_S35_E1-50",16.4627926740459,-3.03261676904308,3.20941430880842,7.85209979567039,-1.25879161020572
"LS-15042_S42_E1-50",9.32070140833967,1.02473010497092,7.82403363945691,0.730847544910711,-0.0506654217858811
"LS-15044_S69_E1-50",11.6606745666801,-0.354444534208491,-14.9856691996638,13.9228632746273,6.82656064271059
"LS-15048_S28_E1-50",16.2510541493818,0.968098803806346,-0.462712695302851,-1.26653637852589,-1.91874908979729
"LS-15049_S49_E1-50",10.7143728104361,7.70944612033042,6.45232439759637,12.4064090339738,5.17575237341633
"LS-15049_S60_E1-50",-4.57728534461969,-8.16338578971438,7.39006009137701,-14.7365953109907,7.97082292476318
"LS-15049_S73_E1-50",-20.8247087889988,3.04567365704982,-1.47948858516149,-2.36115317387299,-6.81700407851688
"LS-15050_S30_E1-50",-5.5644715504692,-13.5119582529288,10.7263008393161,-5.61324043891735,5.22881044697696
"LS-15050_S33_E1-50",-21.0039307377441,-4.68202805712549,-16.4057805680536,-3.53770578540811,-6.08112919474725
"LS-15050_S34_E1-50",-18.0948009629766,5.09303328220483,3.39343317989337,7.60637977350269,18.4267273619094
"LS-15050_S36_E1-50",19.4474603967744,-1.69315797990823,-5.51124120625295,7.06119558712398,0.976602435337049
"LS-15050_S62_E1-50",3.49321144424992,4.57117998040373,8.35159572047269,-8.31359299514723,-3.81010411161372
"LS-15052_S01_E1-50",-2.1726781421811,-6.56373666973908,7.67670609657571,-0.7567698051654,3.49389647681332
"LS-15052_S10_E1-50",0.7822214782574,-7.91207870840685,-6.78861033941244,-10.8376120374592,5.43859148036777
"LS-15052_S12_E1-50",-19.1406366178348,13.5065716878757,-2.50203214163731,4.51506151433214,24.0092354437784
"LS-15052_S16_E1-50",1.03766871006923,-2.21346826612193,-1.28624297900285,-13.1808588704162,4.32689022135215
"LS-15052_S17_E1-50",11.5641398704313,4.12423094603728,0.179273978301119,-5.44192511734129,-0.72181955043173
"LS-15052_S22_E1-50",14.1927946186057,5.48298307446769,1.93848073928,-3.64745046245996,-4.78116304813092
"LS-15052_S28_E1-50",-24.9649373696327,7.34438665434209,2.52873203439823,4.31118156216208,-0.621738485261844
"LS-15052_S29_E1-50",-4.22374619423855,0.167343245345728,13.660189720591,-5.34247004296022,1.97588288349456
"LS-15052_S32_E1-50",-15.3948651543589,16.7281412089557,1.17617240089647,5.84690040694767,24.7575292468702
"LS-15070_S64_E1-50",-3.63973351044607,-4.14620901369377,2.38779250382701,-9.03081899152262,-0.262084916483854
"LS-15082_S09_E1-50",-15.2314099526652,14.9528633526066,-0.820639789621571,-0.132929941456196,24.5965684248636
"LS-15082_S10_E1-50",-7.14631620502438,-8.67323317562257,-4.17357077816535,-7.38009073453246,2.96892474829465
