"","PC1","PC2","PC3","PC4","PC5","PC6"
"Egr1",-0.072459617483024,-0.0101440004108003,0.0578646336957374,-0.0933220437984068,0.0622609071565018,-0.0775004487795735
"Grp",-0.0327365872733062,-0.308638401621808,-0.113550744826418,0.0393108980537207,-0.0421732671816183,-0.238020729707199
"Etv1",0.0564566428445779,-0.126804994383214,0.124868591712146,0.10511435666864,0.0321878925037102,-0.103195519892266
"Rwdd2a",0.0667795396453249,-0.051572943618229,0.00815081234145888,-0.0484604592350966,-0.0136577402671059,0.0912592179909057
"Atp1a3",0.00244283149737781,0.0141208509657461,0.0130835496627125,-0.00652997828480018,0.0100120929504176,-0.0499107464762245
"Inhba",-0.00837436676537816,0.0217236682244939,0.00591922386375265,-0.0340804728176603,-0.0659079522250681,-0.0725069135187749
"Nrn1",-0.0556309113910391,-0.0213118010276531,-0.0101139371288868,-0.0410164218206411,0.00378633873456567,-0.0526023124344155
"Cyr61",-0.0436466421829101,0.00337205238971855,0.045424164385835,-0.117772997039475,0.157535170917268,-0.120067408392171
"Egr4",-0.0692572002095842,-0.0210584489716031,0.0836918026177427,-0.168400981037505,0.102199356780122,-0.12948174173666
"Snap25",0.00534086095409561,0.00461280219522878,-0.00614186871249651,-0.0166876874242039,-0.00581838537913044,-0.000724021606485259
"Defb1",0.0184563800752913,0.0477850247747095,-0.0116975958414767,0.0307112798882435,0.057623898141618,-0.0608955017068613
"Chgb",-0.0463021585838993,-0.0231293281011222,0.0200204276138047,0.00361528940490944,-0.00941252445039697,-0.0675583596062029
"Plcxd2",0.035083690126523,-0.0390616998103018,0.126735299939553,0.0689480476793052,-0.0625291828345526,-0.0460887091718169
"Snhg11",-0.0117753374988049,0.00358955096839698,-0.0028073690974667,0.0134248135433317,-0.0261738134849035,0.00605409862954982
"Col6a1",0.0769729225320779,0.250136707273789,-0.0773582310873571,-0.0470341228531612,-0.0331736899601174,0.0488563855145603
"Pcp4l1",0.0786745544710685,0.134964853125158,-0.00803890637529055,-0.00203991973502553,0.120101912850314,-0.0213409401946368
"LOC105243255",-0.000779697109332136,0.0015336204524201,-0.00278973394786683,0.00116881511937222,-0.00321581181760276,-0.00159777804531346
"Pcp4",-0.021381101421365,0.0203284082512868,-0.0110400618872932,0.0159684058994573,-0.00847170275946877,0.0114528385311586
"Fos",-0.0713832066195219,-0.0158422391146468,0.166825072709995,-0.234601426364814,0.118177657390337,-0.147056303166036
"Aldoc",0.0621304735575217,0.0305692747987408,0.0033253587172292,-0.0328522778506514,-0.0700795109975937,-0.0482553181293942
"Mia",-0.0242775514338545,0.0193318249138988,0.000787022328309385,-0.0191194335643388,0.00315274324515037,0.0326488429994343
"9630013A20Rik",0.000205343608720207,-0.000608042882187901,0.00109923033683623,0.00259191002346834,-0.000794813312832564,-0.00263237442815517
"Slc5a5",0.158003170994325,0.14260024262504,-0.045216776315054,-0.0074517545605779,0.133453045922977,0.0128241633205896
"Nefm",-0.109842462640531,0.0521168833545647,0.0267078901632081,-0.0706418998556044,-0.0998800800508969,-0.0624761483408693
"Cdh13",0.190373285546388,0.0618903838825089,-0.0370795571016777,-0.0993483125832667,0.0561573464480623,0.0462486040662672
"Nrep",0.0911271886534407,0.0804086648082561,0.136184146245703,0.118868140798585,-0.0258371273411371,-0.18286197766048
"Rxfp1",0.0223459547307878,-0.0501943623933318,0.0638750947207956,0.0533683106816719,-0.0529646860086933,-0.0284140673549088
"Nr4a1",-0.0863767003658971,-0.038704164755036,0.149372558567025,-0.197385637314197,0.128123364048006,-0.102893996851431
"Pcsk1",-0.00391239498302456,-0.0387531661214098,0.149895912493008,-0.219534257779242,-0.0501749678055777,-0.120392738398422
"Ctxn3",-0.233193633068956,-0.000509656075253641,-0.0837957763241577,-0.0105468618107945,0.110785887600569,0.0655472332388795
"Ctgf",0.0542233558355441,0.0828752358763124,0.0992131642804791,-0.00774454273057101,0.0469416351150393,0.0533152185091755
"Btbd16",-0.00181666659917042,-0.000484274226615324,-0.00321027818882173,-0.000137174764953287,-0.00406966148093674,-0.000972366650764829
"Slc6a16",0.00175513052068534,0.000117039743763931,0.00342321243373526,0.00445163341674604,-0.00185635179528151,0.000127836559514523
"Fanca",-0.00105280512770951,0.00132185269709194,0.000316620774962658,0.000157946827062805,0.00162681872728794,0.00126682228792944
"Calm2",-0.0133700115418739,-0.0136752699648382,-0.00953937279837922,0.00133190355307235,-0.015266279820056,0.0120119245969759
"Marcksl1",-0.139963009087173,-0.163528894013372,0.0941024587792322,0.0860308968226165,0.270008439622535,0.151384728810688
"Bdnf",-0.00477764034436017,0.0932687220361698,0.0459089030232983,-0.150624486035006,0.0789611002839923,0.00151914055000375
"Phf19",0.00161925435798683,0.00531983213510767,-0.00375308953848895,0.00504480122846448,0.00285312888937625,-0.00852764396789812
"Dqx1",0.0018008376574333,-0.000746065298214866,-0.00210008178333338,-0.00363208098983995,-0.000903489636527917,-0.00182540833244724
"Ifitm2",-0.0924830916994241,-0.0618948325684753,-0.11039160590263,-0.0292686388847677,-0.0467787765488009,0.0219918134478115
"Sla",0.0876079076490025,-0.140563245606193,-0.200199879490357,-0.0437192242320605,-0.0427427584153993,0.0285351611453981
"Urah",0.036201142338844,0.0354205535462972,-0.0195615261450005,0.086850285018599,0.00578178277559395,-0.13036707913515
"Mc4r",0.00648805267037498,-0.0296352733287557,0.0476019289113866,0.0418809328409105,-0.0247591916534826,-0.059261923427324
"Nxph1",0.00412735823871134,-0.0347062458502887,0.0282997270609872,0.0306034103842132,0.0215366042226109,-0.0109985511906634
"Slc9a4",0.00278327591676779,-0.000206470374966768,0.000724185369543192,-0.000142012797717549,0.00187926306938167,-0.000434840825915202
"Dcn",0.00356184071015466,0.000479303802783754,0.00040398537555788,7.22541802499341e-05,-0.00208225649036401,0.00423629300047094
"LOC105245210",0.000808334263674025,0.00162818795169282,-0.00176120686565422,0.00149692668237845,0.00181723909044368,-0.00143169351105534
"Tnfaip6",-0.00625238315047175,0.00276541162690844,0.0133915680770323,-0.0210782028934864,0.00659345528517071,-0.0102117436521381
"LOC102634827",-0.000865455005360813,0.000727756705797519,0.00162166010112007,0.0040621243433004,0.0010545384058669,-0.00230726874954748
"Igfbp6",-0.0277666894003989,0.118571006027634,-0.016283458795896,-0.148642026901937,-0.396975389440301,0.0832083716604013
"Gstm5",0.0294663099900485,0.0288418381508613,-0.0136922401964467,-0.0111776106669049,0.0125284639791948,0.0254047231065015
"Lsp1",0.0638319979879386,0.0691950591205229,-0.0688260603152462,0.0556945080870315,0.15356863167919,-0.111628162251073
"Mobp",0.0173939554364068,0.0172638562021939,1.80699523192354e-05,0.00481656174411154,0.0150582297864582,-0.0210345914846015
"Prlr",0.0167548158764311,0.00660989036337877,0.0022847497078809,-0.0106188312311051,-0.00277374112356573,0.0250365658262262
"Grhl3",0.00244741270756644,4.52817213685652e-05,0.000574526189183123,0.00184844150427668,-0.000300850982464538,0.00312543682107951
"Pak1",0.0159274985470753,-0.00656400516770153,0.0447649767505463,0.0020036359208933,0.00258130531836372,-7.28684051402724e-05
"Chrna5",0.0585612631885192,-0.0395934205705919,-0.0651033998804035,-0.0143831643504982,-0.0882310736632428,-0.0460714613417421
"Cd53",-0.00145365523088279,0.00270190421059543,-0.00153614825949101,0.0023087722333726,0.00666660699934388,-0.0066362540982868
"Nrip3",0.18959803225011,-0.0940771806438015,0.0372878562196086,-0.0124510649984741,-0.00956393764507614,-0.0653312112672488
"Tpbg",-0.0504815692131759,-0.146238122782382,-0.0201358952942071,-0.184214663272714,-0.0101718811479677,-0.0232491254149207
"Nxph2",0.0180219356287518,-0.0253723796257985,0.0689172340907553,0.0500902007858188,-0.0378939823290405,-0.0465724900697056
"Pate2",0.00130199213566931,0.00285333709260676,-0.00191311170799266,0.0014497689578606,-0.00214482427719253,5.54063872527764e-05
"Rcan2",-0.00172121458390289,0.0454082664778968,0.102672838163504,-0.0605284706291945,-0.0032198924538835,0.00307856416391809
"Nefl",-0.035098491271153,0.0294097581744043,0.0410354395699541,-0.0836161774190879,-0.0485465229035133,-0.0310783232977683
"Gpr126",-0.00215594790664376,-0.00644052587381044,-0.00259273017304764,-0.00150693244251321,0.0137033095861435,0.00592830844195388
"Tshz2",0.0244574510059711,-0.0227180902855857,0.0512397139588438,0.040512070393701,-0.0408399691917699,-0.0291828220395966
"Pabpc4l",0.00238294089812188,-0.00156023181996641,0.00545487393787087,0.00489856226870839,-0.00647646067113269,-0.00918674511986186
"R3hdm1",-0.0295892569353892,-0.0256957066393507,0.0323177660771256,-0.0269230733193998,-0.0243599520426629,0.0137749944266189
"Htr2c",-0.0033504709313597,0.0035833517799572,-0.00117563133274556,-0.00386335624964921,0.000280460036464794,-0.0110184396187676
"Clic1",0.00562324328345692,0.00380671533993829,-0.00160504226764693,0.00410565243019133,-0.00293882424113569,0.00387532940015181
"Slc17a6",0.00488707618743334,-0.00378683259441268,0.00929483718496155,0.00758096610879239,-0.00441715186520234,-0.00465882750694845
"Rgs2",0.00825436926659024,0.150049435854103,0.0226077876281885,-0.117433929125508,-0.0138227616020305,-0.124158552371005
"Blnk",0.0443492193403432,0.063020096738808,-0.250225294851195,0.00896775142940794,-0.0473935318317001,-0.15592376450131
"Thrsp",-0.0553006669228644,0.186139640903347,-0.0175453689084125,0.0759566152797338,0.115771098342757,-0.0267451433006008
"Cabp2",0.00649584447661819,0.00081420742932446,-7.60524960510774e-05,-0.00607096693968482,-0.00171779054457114,0.0115636649884481
"Junb",-0.0346845037385326,-0.00921138864305964,0.0556771384261338,-0.12300026861786,0.162701396132133,-0.157163607866243
"Brinp3",-0.164651689241317,0.206028602728021,0.0418205924020001,0.0641368885674037,0.0042902864934353,0.0247137008480412
"LOC105246072",-0.00115422769421592,0.00304109868089328,0.00377646024777894,-0.000177131240078717,0.00501037176049242,0.00400683937143801
"Cxcl12",0.00493873243823334,-0.216032006199003,-0.080999826203646,-0.0550489134615866,0.0374729064267786,-0.082110254444585
"Lypd1",0.0244772882218949,0.00189937903341091,0.0521150840062933,0.052032556629582,-0.0157810304443456,-0.0531982773909955
"Pcdhb9",0.00515634037872104,-0.00756525221621316,-0.00265558590051345,-0.0160566552139118,-0.00811519175934184,-0.00168520512679189
"A830009L08Rik",0.00507107415475824,-0.0610313988635545,0.177191393047279,0.111635583662969,-0.0486559645940066,-0.0426936374874705
"Calb1",0.00767371545484557,0.00429853294544894,0.00287584064041404,-0.00307156373483452,0.00999182720338821,0.00318471247580126
"Lhx4",-0.000305057495799417,0.000880619227594563,0.000480382630891748,0.00274386628651816,0.00113374526468525,-0.0027581901437901
"Plcd4",0.00120969844288754,-0.00027673479077127,-0.0026203570561274,-0.000271919647627947,-0.0011804726842825,0.00111801599367351
"LOC105245628",0.00164721522035186,-0.000289992445406888,-3.26138124624393e-05,0.00287336497099631,-0.00273061518427104,0.00533150655804112
"C730002L08Rik",0.0806412854105324,-0.046390823231602,0.11593657629615,0.0457466792323923,-0.104144995036921,-0.0262970134038293
"Nrsn1",0.0506956904348157,0.00469960903575699,0.0200964820550028,-0.0213602411545068,0.0598869735008431,-0.0136206656112369
"Ndn",0.0342089617395161,-0.00566487843415956,-0.0128678125003497,-0.0239146121844395,0.0126428520332562,-0.0018723877558808
"Ahrr",0.0031071131191391,0.00768716313677569,-0.00468488548108341,0.00409235267730264,0.00581663099156746,-0.00322357813031004
"Rnf17",0.00306473767943318,-0.000109249684534027,-0.00194572246119575,0.00646043191202406,0.00739548122332778,0.005747749497751
"Tmsb4x",-0.00179115415003906,0.00823841850773164,-0.0384645771875713,-0.0168261190354395,0.00351791719552293,0.0292344270192321
"Prss23",0.0646476556400726,-0.145401604460496,-0.117859208239284,-0.149854119822872,-0.153829890315377,-0.0822151289751801
"Adcyap1",-0.00390338427917166,-0.0286380906189012,0.0800133137267478,0.0541872458925683,-0.0141850000220623,-0.0139724258278151
"Cep55",-0.000459183653376377,0.000283389167149076,0.00184701980742661,0.00120231717167179,0.000383077094400577,-0.00106562611704355
"Nostrin",0.0014661943386599,-0.00160170108137792,0.00413089860918598,0.00268058794854924,-0.00294215617167317,0.00187960447408059
"Lair1",0.000331919532270886,-0.00047300955069821,-0.0018314484036611,-0.00109485068439849,0.00170009883163745,0.0013018300697188
"LOC105243254",-0.001499338314793,0.00144765267675449,-0.00134812990990273,-0.000610911714153963,0.000442102926385532,0.000623337568900684
"LOC105246416",0.000510230643554481,0.00208233824638184,0.00139944625736793,0.00176882823080196,0.00615042073327262,0.00200007974702353
"LOC105245834",-0.000277772888566331,-0.000858533084759114,-0.000896924609480041,-0.000292863012478917,0.000392272645213145,-0.000332761552419885
"Lars2",-0.0150523184673519,0.00535810817158913,-0.00495142773255363,0.0106493185352587,-0.00872420171872174,-0.00309513686159806
"Kl",0.0049225256177683,-0.00709845686780872,0.0198537567918999,0.0161314167995438,-0.00977404119405882,-0.0122748409356244
"Cpe",0.0216219337216669,0.00800993012962532,-0.00805685139871812,-0.0124751121994967,0.0303275096799255,-0.0195910118708958
"C330002G04Rik",-0.0013648817525565,0.00103335641060456,0.0029228148441544,-0.00643965597066362,-0.0126503492691015,-0.00167963432425531
"LOC105242417",-0.000930080846845161,-0.00104242983696277,-0.00123643256447556,-0.00188720307276574,-0.00312567187648112,0.00209644336291226
"Vgll3",0.00550617425971427,-0.0146688102927278,0.0290199248040665,0.0235697019937019,-0.0142119209931204,-0.0141964802404923
"Spon1",0.183686197196667,0.0874675668233302,0.034509991853108,0.039357490882986,-0.0619720113476001,-0.173549587998804
"H2-T23",-0.0089868799496331,0.0836001646399688,-0.0429011280570356,-0.142770769737481,-0.177995128964933,0.0580255458965621
"Gabra5",0.15653178527928,-0.119976199632685,-0.0407099124055737,-0.0634821555152368,-0.0384978036241892,-0.0332654355163962
"Cdkn2a",-0.00228553941759892,0.00125569252371246,0.00230621655785065,5.96523429597186e-05,-0.00144968134652754,0.00449434457831287
"Pcdhb7",0.00188324180025224,0.00486896313409676,-0.000359276940227018,0.0119285104550607,0.0206155272410735,-0.00388204714353572
"Id2",-0.0262544078180133,0.0327477645989943,0.016333762116399,-0.0153495801137623,0.0158601134977822,0.0527168456294075
"Cx3cl1",-0.0309507087290463,-0.0148017805030256,0.0340643443795173,-0.025028540772472,0.00615546613390003,-0.018868619484369
"Egr3",-0.0963781223922206,-0.0274856126505845,0.0668657592380022,-0.13493411242515,-0.0628137923310674,-0.0229087340683758
"Plp1",0.00161367832527058,-0.00233026125695466,-0.0012636368608798,0.0008654316328595,-0.000367618530902568,0.00281356428296282
"Kcnq1ot1",-0.0156024045209709,0.0116928388790457,-0.00756300725327485,0.0152561725019005,-0.0391313263915041,-0.0181898673597757
"Pantr1",-0.105741850552643,0.0749811460194425,0.244495304122282,0.176940030908555,-0.094057308712581,-0.0235593130481528
"Kcng4",-0.0108133083787579,0.0206690604370295,-0.0029970630581962,0.00735344711932583,-0.0162459174308316,-0.00850715783535502
"LOC105243866",0.00270730665243451,-0.00298194904363452,-0.000289164929076716,0.00271764435876948,-0.00934364573143131,-0.00284241870912091
"Fam150a",0.00916246542805459,0.00228494634106953,0.000603445301327383,0.00579840207838958,0.000721287203431165,0.000682711693784392
"LOC105243672",0.00377744598532271,0.00151906384462324,-0.00140668992977392,0.00973184627249689,0.000609504543396576,0.000986321367146277
"LOC105243370",0.00169786976158958,-0.00513000935429305,0.0105273802201049,0.0122485692150728,-0.00484576766196532,-0.00258127191611369
"Gypc",0.0492767503952887,0.0438364824828328,0.034467993431093,-0.0996253926342908,-0.0811148328086538,-0.0149530408472751
"Csf1r",0.0123160921387137,0.0332767565218493,-0.0103365552789862,0.0249644089562947,0.041011876880188,-0.0489810406908016
"LOC105246668",-0.00588637713635154,0.0016979155605276,-0.00461356175486942,-0.00044063625936581,-2.26515150994772e-05,-0.0113825066583211
"Sebox",0.0369479855408525,0.0332351695404802,-0.0643327432180549,0.0539082769432506,0.0349987681966978,-0.130974171315004
"Car4",0.00911347336169261,0.000617991153215212,0.00235100377172888,-0.00604059764611237,0.000386930677396222,0.0243816257978707
"Slc7a4",0.0807841411426237,0.0873275675166264,-0.0400625984094152,-0.040621580194379,0.0401841326852567,-0.0168553096131226
"Olfm3",0.140359419458697,-0.0113438322797829,0.0900594500022256,-0.085840863659875,-0.023230756730883,-0.008174645778753
"Irgm1",-0.0122479510678745,0.134087496814197,0.0785525546782344,0.0246487075753428,0.0670708363727854,-0.0732610862804123
"Anxa4",0.0467981837602023,0.174064653932881,-0.0524314650492213,-0.0428317941751367,-0.0517862771585449,-0.127300963691487
"Npffr1",0.003334091463375,-0.000140412278630299,-0.00449454626081092,-0.00111513144234413,-0.00844786487133453,0.00252104425203833
"Serpina3n",0.0323027194091458,0.0531885818491701,-8.70726376054014e-05,0.011739358048159,0.038796264911986,-0.0256279055371555
"Arhgef28",-0.0719609927475393,0.104667527877033,-0.126087778356636,-0.00451093420038269,0.0611410799607686,0.0841835237625474
"Hbb-bs",0.00113021988573451,0.00193126862220504,0.00163426466921727,0.00110465496419738,0.00187502443220528,-0.00482122097925325
"LOC105247205",0.000684685463017801,0.00207898176226792,0.00207440715718975,-0.00199473803762272,0.000732194607854688,-0.000250814714382754
"Cbln4",0.00374894146132097,0.00204428462539328,0.00460584694832673,-0.0134130862153058,-0.00111966769646221,-0.00132824113732162
"Rgag1",0.000362183373935021,0.00372531201211256,-0.000597864550109931,-0.0012341032161206,-0.00177974486744221,0.0021621521784055
"Crem",-0.0334377655915263,-0.0160893310062065,0.0700514356399253,-0.0899721570303819,0.0105988271981181,0.0187215015819062
"Adm",0.0233441787574012,0.0477311736629297,-0.0221879357628332,0.039942869527419,0.0586700359370851,-0.0912100493568837
"Rasgrf1",0.0181627974516427,-0.186363693382248,0.0146165721266699,-0.0366537548896692,-0.0520011532089041,-0.137941524467982
"Foxr2",-0.000714796725859625,0.000388726981736473,-0.00152933642971727,0.00378406885529489,-0.00327301507125053,0.000235269975634996
"Esr1",0.00426784429577463,0.000916588052557427,0.00416131458668098,-0.00224362804810316,-0.00275008859685219,-0.00450731947450453
"Resp18",0.0117620645225972,0.0917756313310536,-0.0318812534340785,-0.0650867701148171,-0.0335696245894973,0.0597844493597843
"LOC105242740",0.0921340552819968,0.0837286481678096,0.0295620739026229,-0.0447677673036489,-0.116091542197084,-0.0131060274980024
"Gucy1a3",0.0104370329434005,-0.028949178359821,0.061649085399679,0.0505705939363429,-0.0275812063524726,-0.0228997272500968
"Cftr",-0.00506416576370418,0.00192433822053068,-0.0049209237583748,0.00223618499422385,-0.0101246655588283,-0.00565036156186427
"Slc12a7",0.00223069750633974,0.00254041285408437,-0.00313336957249071,0.00148496649545716,0.00494487416032139,-0.00150400624393914
"Alox8",-0.000737102916768425,-0.00113181382424014,-0.00144138471586221,0.00104595439796346,0.00773841695095122,0.00577170746905502
"Fam167a",0.00198231282484717,0.00138548440216324,-0.00238633135981981,0.0022910080680702,0.00348524062350478,-0.00228048360786864
"Edil3",-0.150196334508565,0.0261792139033332,-0.0884350990689826,0.0152788621531863,-0.060014046110241,-0.162711811947212
"Chst5",0.000172043025881653,0.00413643305072308,-0.00379063119610773,0.00271472373927096,-0.00183446863966195,-0.00293512268034923
"Col12a1",0.0778935215546671,-0.0735932992172846,0.100997319187703,0.0439698752473857,-0.103780397031087,-0.0682453365804602
"Aplp1",0.0108014454308146,-0.00212874552697098,0.00462190575485489,-0.0129163375660805,0.0212275382577658,-0.0316336008744506
"Tgfbr1",0.00427839307582485,0.00170462811669595,-0.00229816986979648,0.00187260215064931,0.00446700041944575,-0.00284056377116289
"LOC105244073",0.00219931571076096,0.000246627852223826,-0.000121189755736874,0.00679139797709487,-0.00243702756825238,0.0011177142308362
"Chst14",0.00136499351364274,-0.000417390587155405,0.0023338149153823,0.00127555591996722,-0.0014628040822616,-0.00330997086273171
"Ect2",-0.00160758473574845,0.000294428443535051,0.00210970899105698,0.000124061889365424,-0.00172862639553642,0.000706159876406732
"4933406B17Rik",-0.00179205327803953,0.00143835753531869,0.00223260126406053,-0.00265847248505092,0.000884760711659946,0.00499286801765002
"Tiparp",-0.00903339693307179,-0.0112060069147437,0.0753402126796428,-0.153657446973333,0.0165068051681994,-0.119120987202784
"LOC105244562",0.00221485288402813,-0.00135380809175668,-0.00323364459806268,-0.000320130808639665,-0.00740749079314717,0.00104444705601841
"Shisa6",0.00284837470979103,0.0005544479491099,0.000309156965101333,0.00102313509519755,-0.00390527121854242,-0.000678019014209636
"Trpc6",0.0015734795511799,0.00247177243587117,-0.00117320666089014,0.00388026795957883,0.00115443380267458,-0.00410175202334106
"1700080G11Rik",0.00435658857044473,-0.000616269602863824,-0.00403765554300792,0.00360237193587814,0.00242074642782727,0.00141431167573551
"Vmn2r1",-0.000817284347783695,0.00281226158542613,-0.00146533928376875,0.000711514268540249,0.00231237815175555,-0.00433435340820266
"Pcdhb10",0.00371792407274115,0.00339625245952545,-0.0043913042971179,-0.00102176442870082,-0.00355475552591138,-0.0069370700916091
"Tnip3",0.00124397059528625,-0.00281702741181273,0.00108930624543168,0.00233336629325723,-0.00234749103623035,0.00135690041299118
"LOC102640624",-0.00240594612480683,-0.000649654000510283,0.0015094975886995,0.000700864837803628,0.00236718305373667,0.00489271520430332
"Sbspon",0.000606161048642953,-0.000375428849310201,-0.00142669276404109,0.0021143158007248,0.00181657281906027,-0.00301855109830697
"Ccdc80",0.00732598785178772,0.00191542666751085,-0.00108775925440496,0.00272237630918461,-0.000537476734686411,0.00044822721832906
"LOC105246765",-0.00105174580891118,0.000873451403037051,-0.00449828331859381,0.0032142887245529,-0.00559958816982542,0.000840119395452969
"Dusp1",-0.0348909327518914,-0.0237651054386805,0.0877674227508805,-0.123213508733208,0.0806212515264013,-0.0426364711426294
"Ddx4",0.0040193033181174,-0.000501826373456758,-0.00268833033170038,-4.42441704096922e-05,-0.0133941061541191,0.00630312858408861
"Cntnap4",0.128397870705278,0.0120270571509182,0.0326021046441229,0.0699512811003095,0.0324109757511681,-0.1098238838526
"Ier3",-0.102148513670914,0.0443794580278805,0.0387534103580333,-0.163308222065447,-0.00949066975653176,0.0233823572457402
"Cryab",-0.0874375617173258,0.0710802168190388,-0.134205523461135,-0.0790534127884991,0.031327158029884,0.0854808393402653
"Cidea",0.0571598904087888,0.104243211840957,-0.0214188817078485,0.0489474393582974,0.0875416027241958,-0.0893429489651934
"Zfp229",-0.00199618012011023,0.00570954664078149,-0.00881825071375129,0.0106198516152324,-0.000644995337140196,-0.0120073371880703
"Efcab11",0.000407653623228516,0.00125238651735459,0.00223132535132108,0.00116694907631967,-0.00296869680098813,-0.0010308936235925
"Pdp1",-0.0606479379671712,-0.0127513518538449,-0.00921200483399427,-0.108187450727411,-0.0745280425214708,-0.0495531751562419
"Mest",0.0109009754105194,0.0346471760755664,0.0447046061162991,-0.128796196643425,0.0762607554126188,0.000413527975915491
"Zcchc12",0.0861292346546861,-0.00178203474067776,-0.00759874165686792,-0.0804021432658121,-0.0278989821900238,0.0692432663579398
"Galnt9",-0.00646957282312282,-0.0205891256769632,0.016316446530081,-0.00640825244539923,0.0261128055423921,-0.0511681858456901
"S100a10",0.140569954350598,0.00760345541145871,-0.0936029422473404,-0.103666129629723,-0.0496515703034902,0.0413564876440718
"9330175M20Rik",0.00113828166241713,-0.00161232356682164,-0.000754841684979633,0.00103843166848944,-0.00989495841099483,-0.0041959304642908
"LOC105246189",-0.00157962580888782,0.00243898291125948,-0.00243552544828432,0.000728522510160416,-0.000907195996810105,-0.00193833656036751
"Apoe",0.0184717909860161,-0.00526853501761972,0.00109211592675784,-0.00782109611995371,0.0187350564906878,0.00180666777362211
"Chn2",-0.148732240702541,0.0359588744599248,0.0999683354767916,0.0902656193863705,0.0264421404253049,-0.0323775047593636
"Tmem144",0.000207472215479326,0.00109158435267657,0.00172870112507173,-0.000857631684023052,0.00458571796872563,0.00462715904867235
"Mslnl",-0.00134083761510191,0.000320022932260449,-0.000324058930403803,-0.000473186026023696,-0.000949547979013983,-0.000800237870768003
"Zpbp2",0.000814822450803336,0.00349599513576982,-0.000325118976077415,0.00138821862877185,-0.000160131432329461,-0.00199931262869444
"Arpp19",-0.0185595915645611,-0.0117826530306945,-0.00355680452630295,-0.0353792104767643,-0.025766486778923,0.00627503304356539
"LOC105244371",-0.00106385081280887,7.61876524571881e-05,0.000104870280709117,0.00331143217098763,0.0011343700142924,0.000763023391780739
"Cd44",0.0117745292027612,-0.00490008558022919,-0.000915229918070295,-0.00964560770560526,0.00142181722244608,-0.00517456160537131
"Grin3a",0.0048052203469205,-0.00167090926275526,-0.00331045195562201,-0.000379390302292661,-0.000865266169223924,0.00263042076663628
"Lrp4",0.00130388392562539,-0.00094940169537236,-0.000541523532969563,0.0023790282050833,0.00456047141309762,-0.00034618268150713
"BC048546",0.0686483199707772,0.00864273714931564,-0.0179069636255236,-0.0539346680719819,0.00712488088174695,0.109588046799797
"LOC105242985",-0.00180687893278328,-0.00283597728115193,0.00505409016519838,0.000916582462114095,0.000274206388476007,-0.0025042810484097
"Camk2d",0.0687795305599586,0.105104850461934,0.0590691199188102,0.0895995703150135,0.0479044808081237,-0.115659734407954
