"","x"
"Malat1",13.4418727964595
"LOC105243317",0.120840154118543
"Meg3",11.3938959250652
"Irgm1",0.255311589001864
"Snhg11",12.0193896247534
"Myl4",9.80286845426279
"Atp1a3",10.101208110473
"Snap25",12.2881107236657
"Rn18s-rs5",11.3864001155119
"Scg2",6.24660400490586
"LOC105245297",0.164170673139391
"A930002C04Rik",0.147099299361573
"BC028528",0.275997061480301
"Chgb",10.653583930986
"Rab3b",6.74420368884834
"LOC105245021",0.154291744431952
"Tonsl",0.181865549754621
"D130037M23Rik",0.139215762613036
"Peak1os",0.216586962456199
"Ccdc157",0.920714088128565
"Pcp4",12.0636445584177
"Aldoc",3.43760865547866
"LOC105245731",0.208296151324251
"Adamts18",0.143023634599078
"Rab3c",8.01270614283577
"Lrrc19",0.12137511716505
"Bglap3",0.156451708981055
"Adamts3",0.101342124935349
"Rxfp2",0.39975618437
"LOC105242931",0.077892896186078
"Cd24a",6.05426310506874
"Gpr157",0.112387889143871
"Impg2",0.142929147556038
"Jak3",0.189897227800797
"Spink8",0.0804937105328783
"Nr4a1",3.72234611677735
"F630042J09Rik",0.138698395492735
"Phf19",0.0718424572271007
"Col6a1",1.46735083211516
"Arap2",6.05293618209799
"Onecut2",0.397585877042751
"Gp1ba",0.130770841412535
"Cartpt",0.891934417435627
"Bub1b",0.243580923269151
"Zcchc12",5.42337388594634
"Cda",0.114815231610527
"Ifitm2",0.949085107810486
"LOC105242586",0.158575067005904
"Anxa9",0.136232975600171
"Cenpf",0.174761209813351
"LOC105245231",0.424466797107383
"LOC105246642",0.21877482183015
"Epha6",0.115628465868373
"3110035E14Rik",0.43906965801595
"A830092H15Rik",0.0903362679336268
"Lypd1",8.29727293264957
"Calm2",13.2234857044903
"4932413F04Rik",0.0703797733716551
"Clic4",0.181339471110374
"Ddr2",0.129688607542331
"Trh",0.257325696485301
"Rgs4",9.72334875036449
"Kcnq1ot1",7.21009226708491
"Chrm2",3.94423267513282
"Slc29a3",0.149192435457021
"Zfp947",0.175579337593279
"LOC105244796",0.0706191916892841
"Mobp",0.249223665714974
"Abca12",0.740473997723448
"Ly6g6e",1.66524522086815
"Fstl5",0.588335597878906
"Apoe",1.6145832076705
"9530027J09Rik",0.11491378738287
"Egr1",5.48199023916718
"Cfap70",0.135363313050188
"4930525G20Rik",0.188690878602232
"LOC102632096",0.103122272913298
"Zfp608",0.134087329905994
"Pram1",0.0854759834631867
"Fam166b",0.104444514337604
"Chek1",0.117555960897772
"Afmid",0.136886971048343
"LOC105245477",0.115064004875631
"Slc35f2",0.130528337366523
"LOC105244428",0.0926407045604096
"Capsl",0.423133799029078
"Mbp",1.36850121365102
"LOC105243194",0.111747035357615
"Cpne7",2.55158204875773
"Col24a1",4.67654432924925
"Adamts6",0.202300863323818
"1700028E10Rik",0.108830812044594
"Ptchd4",1.22842970245371
"Phykpl",0.200993737658906
"LOC105243158",0.118555843972404
"Lama5",0.12980775321179
"Slc16a10",0.0650930234359889
"LOC105246099",0.0908569442221793
"Mybpc1",0.23105601458106
"0610039H22Rik",0.117738000269628
"Itga5",0.0843956585745383
"LOC105244993",0.135167151580095
"Mdh1",12.6921740301592
"Rnf223",0.119791593755516
"Fam71d",0.104348361304097
"Rasgrf1",5.79964528398692
"Kbtbd8",0.828603176182768
"Xlr3a",0.182056532805102
"9530051G07Rik",0.160387690087551
"LOC105246610",0.143247490739911
"Rgsl1",0.200845802591985
"LOC102639688",0.26587174481741
"Zfp619",0.434810478533003
"LOC105246715",0.920293949659973
"Pla2g7",0.198541724976633
"Mcm6",0.410608234428895
"Vill",0.162982792442621
"Pvrl3",0.157086106618977
"Arhgef37",0.182252501088706
"D830031N03Rik",0.330617657125927
"Cadps2",1.55147984484708
"Zp2",0.439530817821235
"Nup155",0.942289527290526
"Nckap5",0.256560243492285
"Serpini1",11.2995769513051
"Ndn",8.23943856882391
"Htr2c",1.7169224659024
"LOC105244448",0.40098129224744
"Bmp5",0.225089300431901
"LOC105246115",0.296507864544386
"Col28a1",0.191455807750116
"Dnah2",0.193636242117216
"4931440F15Rik",0.152320442183119
"Lrrc34",0.114476628291177
"6430590A10Rik",0.133269947016344
"Igl",0.233473337111981
"Dmd",6.5986794307812
"Slc4a4",0.234203535239746
"LOC102634010",0.172367818476962
"Calr3",0.124622160341748
"9130023H24Rik",0.127899827413073
"Sult1a1",0.0894478964407801
"Rreb1",1.55489085762265
"Pip5k1b",0.117858512890808
"Tjp2",0.118913506235366
"Cntnap4",0.165591569152179
