"","PC1","PC2","PC3","PC4","PC5"
"LS-14690_S35_E1-50",0.430321229799746,6.27828757666031,-8.40281196458242,-0.619953048957363,-0.942711343408204
"LS-14690_S38_E1-50",-4.78298015384614,-2.89984458495848,-7.01863731002388,2.39196710407687,-6.74248963125388
"LS-14690_S40_E1-50",-0.46858992964446,-6.2477931993419,5.01254595153628,-12.1597883883832,3.95960992098379
"LS-14690_S41_E1-50",-22.0221353913504,2.77850351295105,16.520330919963,2.86952493235875,2.04917838394297
"LS-14690_S42_E1-50",1.6591575353044,15.9044786487259,-7.53851606051172,-4.6010931101297,-0.501296661035758
"LS-14690_S43_E1-50",3.31632422063123,-8.50364185455319,-5.85541904572652,4.97461137560257,2.07683499372459
"LS-14690_S44_E1-50",-18.6715023288468,-9.07481136298457,-3.76304324751236,-5.98041029768987,5.64862122156653
"LS-14690_S47_E1-50",-0.756898317588834,3.19509225764037,-2.51244873100022,-1.00922300443266,-6.72116957462739
"LS-14690_S48_E1-50",13.4407754395992,-8.24480549605003,1.52433350736356,-2.81595745674482,-2.66111508044758
"LS-14692_S17_E1-50",11.6692551610274,0.861003619262092,-3.62891836702122,2.16816701219285,4.56086113169963
"LS-14692_S19_E1-50",-5.56738674138273,4.66231940453537,-9.42135923361501,-13.6944739340233,-9.34703909534553
"LS-14692_S21_E1-50",14.7572044742183,3.91680135209718,0.424010034851875,-0.401020772458065,-2.67600098197887
"LS-14696_S85_E1-50",2.5282612778639,5.42720945460012,0.413175912863764,-3.20603534729688,-2.81825339698754
"LS-14696_S87_E1-50",-20.3653010835653,-2.23220099815615,7.86540360142739,5.97771586828908,-2.23640778674585
"LS-14696_S88_E1-50",-18.7269730023581,6.58273584641495,7.42200981552497,11.1984774053141,7.67161309896777
"LS-14696_S91_E1-50",-9.5042749677807,-8.44324123367026,2.41305179519154,-9.22197637565522,-2.41374667211747
"LS-14696_S94_E1-50",-7.46707652884037,10.0803247456179,0.254484499114506,-5.20848755210678,-8.30318055557248
"LS-14696_S95_E1-50",12.5563318092497,-10.5799098943778,5.07606206806609,-4.22000555503423,3.95287537740013
"LS-15000_S09_E1-50",3.64148197979005,-4.78241580315362,-5.57517949400756,-4.54692771276667,-0.111625868296365
"LS-15000_S10_E1-50",17.004391558953,-1.99860679102285,6.11564888120256,2.56695202652542,-1.7522679634352
"LS-15000_S14_E1-50",-5.38022238257309,-5.4222220385805,8.46753259498333,-7.23424776818053,-6.08716999799659
"LS-15000_S16_E1-50",11.3700830177199,8.7442767748803,-2.28201817413219,-2.85343849431856,3.18618514970237
"LS-15000_S17_E1-50",-16.273095343803,-17.3360681886064,-9.19493621920904,-4.12670207858639,5.03327515410575
"LS-15000_S20_E1-50",-6.62868650986065,-6.36372993189262,-6.94412792854714,8.85548740655952,-4.55924905056813
"LS-15000_S21_E1-50",11.7718493173294,-10.5863690222784,-0.50153981794937,-3.61009732492455,5.76907016532058
"LS-15000_S22_E1-50",8.75522861762439,11.9420010730502,-2.54087924225326,6.77945944547063,-3.8028229427293
"LS-15000_S24_E1-50",-2.64551330061593,-9.4419901382491,3.13648935777175,-1.35706743196975,-3.81629648042374
"LS-15000_S28_E1-50",6.29380386455449,-12.8941537423949,-0.70905729848164,-1.68141677658888,0.151061626572111
"LS-15000_S29_E1-50",12.5585064188931,-7.53171076137698,1.84807614708635,-5.70690355378278,3.62426908210636
"LS-15000_S32_E1-50",9.88625244276189,-8.4214570876199,0.549445110451509,3.64736211645065,-1.32735695944981
"LS-15002_S49_E1-50",-2.70064755472953,1.36070429485248,0.630917759546428,1.13030636693288,-3.52146589748373
"LS-15002_S50_E1-50",-11.2756112667687,-13.7590885186403,-6.83006653657949,-0.862251868273571,-2.3839298794234
"LS-15002_S52_E1-50",2.38420598536138,-8.02544812195698,6.69817775414998,2.36358332502407,-4.83230803753206
"LS-15002_S53_E1-50",4.43316462056844,-6.3459368818024,8.16301890484888,-3.82829031104984,-1.00454673987238
"LS-15002_S54_E1-50",16.8382716018131,-3.92360593872978,1.94354706892452,-4.1323776848027,2.40264996597625
"LS-15002_S55_E1-50",2.79725103901442,1.08917098999496,-4.69116887710765,1.19372516562134,-8.74022646482395
"LS-15002_S57_E1-50",18.422766882755,-0.646921134421729,-0.283948884724669,1.42450751230172,1.02818762080692
"LS-15002_S59_E1-50",6.9152290786551,-8.15696846951686,2.74134139469603,-1.94862548644411,-3.29039905399734
"LS-15002_S60_E1-50",-9.65220509114466,-2.57703865741301,13.0306236112235,-7.20762445349599,-6.28918369760396
"LS-15002_S62_E1-50",10.766896762306,-8.90343943674052,2.52575576191857,4.77227477375328,1.20112463401074
"LS-15002_S63_E1-50",11.4984626885889,3.40697622925218,-4.47676219347011,2.63897519573993,0.646627952230025
"LS-15002_S65_E1-50",3.11584027794066,14.3241478349419,-12.6792787874305,-12.8730885468818,-0.154489445190618
"LS-15002_S66_E1-50",9.91217256048311,-5.67784132491244,-7.70161912666424,-3.73835059897302,-3.29227260924259
"LS-15002_S67_E1-50",10.0654529935943,-0.937103113903795,-5.71737251345314,3.79378308027745,-1.570355343477
"LS-15002_S68_E1-50",3.90436488633168,5.95953497297319,-7.24150876675455,-8.6601176353295,-9.22833653160371
"LS-15002_S69_E1-50",-10.5891700622442,-18.0700558647345,-6.69950093523349,-7.27360979214194,2.5232978512027
"LS-15002_S70_E1-50",1.41121449980108,-11.4730238295082,-8.2370962123907,1.52224711329734,-2.82502440962515
"LS-15002_S71_E1-50",2.10549175965583,17.2766778803288,-10.1944790698549,-9.81342583088702,-1.41290338494673
"LS-15002_S74_E1-50",-21.2944897900954,-11.4418231708429,2.30069471921169,-0.512568158029203,4.64953312090947
"LS-15002_S75_E1-50",-14.0584748792255,-9.43006158575411,-1.67661439317103,-1.50824145141247,-1.27011202527417
"LS-15002_S76_E1-50",-1.84150299098749,-5.37266407575571,-0.662639265449844,-6.21336877307639,4.66621859808258
"LS-15002_S77_E1-50",5.69400311144984,-9.54907844392294,-3.62681822417498,4.5121422953313,-0.00552675657886648
"LS-15002_S79_E1-50",14.5822224496562,6.91039495304306,-2.44550287845046,-2.79645535522623,0.340810662099618
"LS-15002_S90_E1-50",5.79968633133597,-3.42761141824396,-2.79083845178446,3.69818762061268,-5.59691628678264
"LS-15002_S92_E1-50",9.64261410256125,-11.1950412638362,0.725260770782388,6.02627448544103,-2.5231414355584
"LS-15002_S95_E1-50",12.5701458340081,2.0546899152427,-3.5982122136037,6.88814722271233,3.60378334856062
"LS-15003_S49_E1-50",-20.7262691261678,-0.588390144203473,8.1228615718778,0.735494681688755,3.80545038918265
"LS-15003_S51_E1-50",-14.5213107220661,9.24484684575587,13.8637211608573,6.86763339168815,3.13785771760992
"LS-15003_S53_E1-50",12.4115524199209,-5.64444059640718,0.506586871791842,3.58793070674679,-1.1622738968186
"LS-15003_S54_E1-50",-6.18036961955374,-7.63833101378544,8.38539350319382,2.88780589837791,-0.60563798872114
"LS-15003_S56_E1-50",16.0809871048686,-5.45239405350515,3.14891453220474,1.55815051813278,4.46509225519741
"LS-15003_S58_E1-50",12.9879440604075,4.62811673461125,0.389524835824716,1.66848032734339,-6.09958901098023
"LS-15003_S59_E1-50",10.6778193660494,6.63947037827636,1.84557733956011,-9.72798716496277,-0.836311108733377
"LS-15003_S60_E1-50",-14.8163990202967,-8.13058957360653,1.29188221043653,1.90520084276751,2.87268223343237
"LS-15003_S61_E1-50",2.70156352628468,-13.203369487306,-2.27333440202985,10.6870409702726,4.06943431884232
"LS-15003_S62_E1-50",12.6570328203889,-4.05404388845566,3.24288897023702,2.04942165669534,6.42041441902597
"LS-15003_S63_E1-50",9.45209857276475,-13.053837713639,-0.311147736363936,3.68024272611814,-2.83919148182739
"LS-15003_S64_E1-50",15.4034803103971,-8.6035866925982,1.60327735487062,-3.4237059990733,0.803576057995983
"LS-15003_S65_E1-50",3.87787531664722,8.10401975888652,-2.87709283680155,0.616974666980929,-5.32630519050337
"LS-15003_S66_E1-50",-7.01371492777946,-11.4464690551923,-9.04108626996111,2.45991075294332,3.87062228502199
"LS-15003_S67_E1-50",5.01641372776427,-12.6891320111659,-2.28215734242254,-4.02227373948607,1.11660033706227
"LS-15003_S68_E1-50",-12.9006484885114,13.3309888954758,1.48267177904129,0.864094773955593,-6.81931501396197
"LS-15003_S69_E1-50",-17.9765199150695,7.93003502692108,-9.6549773344712,0.754582562335903,-3.68237094005165
"LS-15003_S71_E1-50",6.14787832574164,9.37243889273354,0.284897362475532,-7.57220021633927,-4.0928043800398
"LS-15003_S72_E1-50",-11.4901173623059,-7.0952082317454,-9.599381527446,5.78285825874424,1.25414715905913
"LS-15003_S73_E1-50",8.68347270965407,-14.0462489520673,0.112279966802495,0.47952985815653,-0.874193939263132
"LS-15003_S74_E1-50",1.90998070721113,3.15665869226855,0.407858966574215,-1.88201560720009,-12.9620800121647
"LS-15003_S76_E1-50",3.46144632093587,-2.51277184266339,-6.50705123050581,3.81991202155872,-0.596313321078566
"LS-15003_S78_E1-50",-1.88594333824879,-12.2298651253301,-7.53129077136717,-4.93582886766072,-1.95386805145333
"LS-15003_S80_E1-50",3.31648300368707,-6.05278556382574,-4.0449663933828,-2.66026754887986,-6.33633599098131
"LS-15003_S81_E1-50",-11.4777219534781,2.80514332800426,-6.17648036403047,3.45714622989973,-3.83522074443479
"LS-15003_S83_E1-50",9.70620003931013,-2.86391409279954,3.11511727463828,0.477123124548566,-9.3868218632399
"LS-15003_S85_E1-50",4.83657828531584,-2.23262178971736,-1.86502010281715,3.34148971691712,-3.0778568115774
"LS-15003_S86_E1-50",5.10200548707485,0.265717097302757,1.99543409921865,-5.23168249394894,-6.89947208414497
"LS-15003_S88_E1-50",-3.8187332467112,11.9954497666026,-5.89959028148201,7.98285067066165,-4.82851299106422
"LS-15004_S75_E1-50",13.5301252200596,5.97802611461067,-1.71078672877646,-3.14758984025172,2.94731854575749
"LS-15004_S77_E1-50",2.91557054829124,-8.66701021938869,1.85286029418866,-9.65166079648689,3.69361828208548
"LS-15004_S79_E1-50",-12.7233112731475,15.563079615364,3.23232073952877,-12.1470406435443,-6.14132802033049
"LS-15007_S33_E1-50",12.7685701612447,0.120015890076867,-2.43492290198116,2.93436249283509,3.15139517461277
"LS-15007_S34_E1-50",13.0401019070557,12.3296720576928,-4.65740890669567,-3.149575494439,-2.1409924575367
"LS-15007_S35_E1-50",-8.07935705837866,-13.1233453352662,-8.42413823787515,1.77508131196427,1.62497611917736
"LS-15007_S37_E1-50",-12.9594306624787,12.5871699624937,-7.86013329467039,-11.1757512541604,2.68022913810244
