"","PC1","PC2","PC3","PC4","PC5"
"Npy",-0.00756070675488706,0.00300882689574077,-0.00235211962878607,-0.0402359291399701,0.0280045116481234
"Tnfaip6",-0.0218762816823889,0.160737404123227,0.0250805951273292,-0.0785408987895979,0.0208395175827801
"Tac1",-0.0120476214834812,0.0128085916196781,0.037812164642548,-0.0207031698744928,0.011411804570265
"Nmu",0.00202677927849468,0.000609012185837421,0.000468132092469542,-0.00161963932531473,0.00238575478798264
"Pdyn",-0.000575293111916078,0.00318196038227003,0.00239501450880221,-0.0197751215582408,0.00591022200370792
"Dcn",-0.00896102320806566,-0.00404087849723517,-0.00818257899759428,-0.0244447006314538,0.0156376197078624
"Crct1",-0.00115927164868739,0.0105071987281942,0.00623761704529102,-0.023821392363217,-0.00295566768272848
"Dqx1",0.00178067264155479,0.00124762267262465,-0.00159078490039211,0.00370540819723392,-0.000442237817558033
"Penk",0.272305331406589,0.0111903273665908,0.0457337328774751,-0.0691864335231471,0.0249389306904461
"Tnmd",-0.00417668706628304,0.00454643297040048,0.0138451279867813,-0.00961366933712562,0.00394001311506015
"Scg2",0.0242629617775671,0.0810930576372424,0.0436917481175165,-0.0704068591929908,-0.0478097889907093
"Malat1",-5.72538998164168e-05,-0.00423219140950042,-0.00269892072726484,-0.00439576972176394,-0.00378796846060142
"Tnfrsf18",0.00051483782622992,-0.000941327340678285,0.00238495858850099,0.0011538492499498,0.00448671891360378
"Bdnf",0.107078111923965,0.198558968976809,0.0672223350135596,-0.151084153247262,-0.0172914768287165
"Nnat",-0.0960135524289437,0.00193592926709477,-0.296966916964093,-0.319996723159591,0.023543326438079
"Adcyap1",-0.0434733670974092,0.0606022319766892,0.140999873297953,-0.0780752961171953,0.0273520246559142
"Fos",0.00420339111314541,0.255963150422934,-0.11059290728795,0.217818406239672,0.19150200418021
"LOC105245280",0.00504627978165239,-0.00517299380573924,0.00746343105261457,-0.010508935881797,0.0113216513866952
"Nr4a2",0.00918556398076394,0.230809755179904,-0.124949713362796,0.0419978991004463,-0.0825586843233957
"Cenpf",-0.00108101159261629,0.00585749859786692,0.00644077552553592,-0.011371320931537,-0.00223118841684431
"LOC105244562",-0.000406764386467855,0.000290476781318903,0.00281488161549608,-0.00281104530391136,0.000363660435873185
"Pcp4",0.145640299502547,-0.0673103556313064,0.0781819194559407,0.203568565750587,0.109405942536179
"Atf3",-0.000577924334268192,0.0117045415337657,-0.00662279138093256,-0.00937190607993351,0.0155044661202551
"Pltp",-0.00100815826403331,-0.00041364878754898,0.00279642361264933,-0.00163205674982971,0.0053732294729192
"Rn18s-rs5",0.00127239485925926,-0.00615874874881571,-0.00216296596385903,-0.00567758115269111,-0.0274476858088364
"Dcxr",-0.00264821388545278,0.000584501992304347,0.0083301425221744,-0.00180688676667132,0.0126149212911074
"Arc",0.0494863763561913,0.194692956209449,-0.101270213654023,0.150779296221437,0.0662036807513715
"Egr4",-0.0327037970497059,0.184115268847991,-0.0838710366234408,0.133616021649347,0.095351521595723
"Hsd11b1",-0.00899091451457785,0.0041236581873382,0.0203604407116644,0.0130560694462546,0.0144649283560439
"Rab3b",-0.289394495890991,0.032805259784258,-0.0615245381482283,-0.0696659949305879,-0.0308898314646193
"Cyr61",-0.00196069552989973,0.061126610969843,-0.00459598387483654,0.037210513934164,0.0328125031427245
"Junb",-0.0554133113585766,0.153917314679251,-0.111290747599802,0.130167803234869,0.144568974229596
"Gpx8",-0.00425047854519988,0.008099165165554,-0.00104252511399482,-0.000224366431972136,0.00510968263269749
"Cd24a",-0.118601086773302,0.0466578869782957,0.172110406336794,-0.0124022985839261,0.0967533224878552
"Col28a1",-0.00168759931334115,-0.00128646917554386,0.00369723916278307,-0.00366577735367842,0.0056667811429661
"Arpp21",-0.0185942657867044,0.0588668059447091,0.0299035815746074,-0.0135917788642532,-0.0337354238349496
"Egr1",0.0133029427417987,0.14858450242542,-0.0684004518873168,0.162969215226196,0.0312998675437359
"Tnnc1",-0.047239724490355,0.0501745256695808,0.183999251367683,0.0164318249756296,0.0676303181978467
"Nr4a1",0.0155578058622264,0.232592041266128,-0.071190263848551,0.152200099736841,0.0685116040023402
"Trh",7.11120097949199e-05,0.000153622801382468,0.00209212825496242,-0.00493800289675306,0.00845460220855389
"Gpx3",-0.0701760052167539,0.0463809243149579,0.145744792925378,-0.0531752417932512,0.064827252628126
"Snap25",0.0266551833228467,-0.00244732953164703,0.0134506763735846,0.010077018083167,0.02395233289082
"Synpr",-0.0691108801092534,0.0341006584722598,0.0742340286249848,-0.0351271994359066,0.0945252122512682
"Marcksl1",-0.117171052658995,0.0453354595153064,0.206994517473566,0.0588675062323555,0.0705564772506366
"Rasl11a",-0.0392600382158544,0.148430381646327,-0.0293002784383248,0.0297229224437242,0.031309595047681
"Abcc2",-0.000198359385282735,-0.00112960704136056,-0.00109250334290276,-0.00222764218467862,0.00204827516781635
"Nrn1",0.0356511612573665,0.0408683814007454,-0.0304715403521066,-0.00870017521179212,-0.0412259097482757
"Rcan2",-0.0468030257854011,0.124345138393528,0.229511270745387,-0.124442098674544,-0.0308300698350206
"Adamts1",-0.0282158160025405,0.0521171859644033,0.0154277152693801,-0.0287075989174761,0.0207051437045406
"Emcn",0.00161277558901272,0.00187107234948482,-0.00296595305831268,-0.00116237140555306,0.00632974621225798
"Krt16",0.00119960166724086,0.000953066514303494,0.00289737953349545,-0.00710433791305531,0.00829702819509717
"Rgs4",-0.0175590990578934,0.102304914421568,0.0979110632470115,0.0511512406990356,-0.00661673122914415
"Fam150b",-0.0163713394150423,0.0364910688889735,0.0407393622051077,-0.0269316410450612,0.00653581748954784
"Timp1",0.00286340068156565,0.0344657877742901,-0.0158052894767424,-0.0353019544296498,-0.0132124623176186
"Nptx2",0.171128879112604,0.173436216925978,0.00524662335477127,-0.15467946176155,-0.00793705165991688
"Car4",-0.0763335024547309,0.0305626939227932,0.0695519069146694,0.0253990036687327,0.0502246498180192
"Neat1",-0.000868408781915753,0.0452236841254317,-0.0548180551036447,-0.0478651492739665,-0.00991516298562596
"LOC105246571",0.00288919425020743,-0.00254002437108051,-0.00582561562236376,-0.00361833813480988,0.00982504139027316
"Atp1a3",0.00998370723663378,0.0133578827170219,-0.011495736241328,-0.00594232376503682,-0.00416759469310649
"Bcas1",0.000288958988871313,0.00164137543634779,0.00148725711893991,-0.000268546835938023,5.37376977813453e-05
"Depdc7",-0.00118461386688342,-0.00117110266893749,0.000641304473115763,-0.00040230889360978,0.000858992528786127
"Npas4",-0.00663908760079022,0.071376594159854,-0.0393662174390688,0.0338705573064562,0.0578315625087413
"Fst",-0.169940137409211,0.0759316640802696,0.05152880463152,0.0601038301381012,0.0234872284949923
"Spc25",-0.00118068790106493,-0.00186266118188962,0.00666157908918144,0.000649847128336322,0.0126115387426296
"Rxfp1",-0.186710874731367,-0.0174545689187976,-0.195939819909016,0.0250790996505847,0.0160565860988598
"Rrad",-0.0116460773865857,0.0279116682341825,0.030654200539536,-0.0239437573715945,0.0106530240827205
"Gtdc1",-0.0872467267801782,0.0510163499042751,0.132670818806263,0.0149649275796876,-0.00155348133366739
"Cplx3",-0.140878302369014,0.0236064731429981,0.0119247686179362,0.0176359243509983,-0.249638866348907
"Rheb",-0.00770770222970478,0.0492849472171898,-0.00843047585044416,-0.0342504258441111,-0.0211579684502808
"Myl4",0.0608286384057811,0.0387393085173739,0.129483525419438,0.017121674904204,0.0757672090710717
"Cbln4",-0.0280886190690991,0.167949622730317,0.1159422799574,0.0258122540473432,-0.253593579610624
"Meg3",-0.0115917680946261,-0.00567027798385039,-0.00649189440896263,-0.00965041739614599,-0.0134638256628939
"Dhh",0.0010781468606836,-0.00120349080328099,0.00185461041711279,0.000377950782105369,0.00278180098186577
"Enpp6",0.00176027547491182,-0.000835808578297494,0.000898544120082028,0.000222140935686116,0.00317838476013678
"LOC105246738",0.00660168085754329,-0.00112820458423134,0.00368054680520534,0.00801129328435797,0.00110025333803815
"Cpq",0.000782186329396315,0.00035301678112793,0.000158324444660347,-0.000311596588417431,0.00591622164987007
"Hs3st6",0.00111495968601378,-0.000682671936923225,0.00200910738643091,0.000299694830344187,0.0012379517986108
"Pcsk1",0.0382838938721299,0.217418826074587,-0.0349442186599035,-0.079986869264554,-0.156963799472694
"Ptgs2",0.125504002653814,0.108545968198399,-0.108959700571523,-0.115400330425846,0.0285809596339729
"Ptgds",0.00705680367874713,-0.000163978061578995,0.00958333403541104,-0.00682015810425231,0.0264349402617146
"Calb1",-0.150662222726488,0.0366918818623609,-0.119956613904167,-0.0700411153144558,-0.0461651759323744
"Igfbp4",0.193361818539415,-0.0715166716374812,0.0146495948141441,0.141296434767444,-0.0182747916192175
"Anxa2",0.000947892720999439,0.00150669763478382,0.000791597502079406,-0.00292081179423308,0.000848858925144956
"LOC105243956",-2.91201735344486e-05,-0.000208837585646847,0.000602228904368402,-0.00272702370426087,0.00053464148154174
"Ttn",-0.000625105597968795,0.000348548521889485,-0.000487040568461222,-0.00932141718183344,0.00993000667438458
"Neb",-0.0335710066717269,0.040914305207194,0.0521422746887191,-0.0386691635757623,0.0226489883806428
"Gadd45g",0.00470186186590038,0.117516188489561,-0.0973052429923969,-0.0390864945460751,0.108528153888012
"Cox6a2",-0.00146570656197302,0.000333506297718204,0.0053406855850095,-0.000116114751482228,0.00185584165472821
