"","PC1","PC2","PC3","PC4"
"LS-14696_S75_E1-50",9.76252910420445,1.41245065047695,14.6577393623994,3.74670508968297
"LS-15002_S61_E1-50",18.0173286148663,-9.7218609002821,-0.0494107326808286,0.378187391133045
"LS-15002_S64_E1-50",15.7759684400779,-5.38368153173484,-0.764405445338561,1.51852273962851
"LS-15003_S52_E1-50",16.4773713832165,-14.6799677794583,-3.01899151221967,-1.03518670352899
"LS-15011_S20_E1-50",11.8825461285584,-3.75491197643241,6.0753050101385,7.12386255439618
"LS-15020_S02_E1-50",-2.01365069329336,22.3037158203495,1.3034830878681,-1.98011006150926
"LS-15020_S09_E1-50",-0.696474554642976,16.7238297997878,2.75901383425708,-7.20324067375131
"LS-15020_S12_E1-50",-41.1919773686282,-4.36644565495433,4.75542758745531,-1.0237990152081
"LS-15024_S15_E1-50",5.53523368953124,-12.6273146876892,5.4769182515864,5.7194116856461
"LS-15024_S24_E1-50",15.1064800580012,-3.8618543530101,6.24485663214756,3.83948643832577
"LS-15025_S52_E1-50",-3.86158339279206,20.0937145554517,-6.95211793123075,6.86065325110083
"LS-15031_S31_E1-50",-27.8365215197872,-0.173974089346669,1.20183690719763,-3.82359821715422
"LS-15038_S20_E1-50",-38.3216908445436,-1.17459882112403,-1.45872965601179,-1.15349022237422
"LS-15041_S62_E1-50",15.6267601864652,-12.4938320875331,-6.32637944780721,-9.5674229776694
"LS-15042_S35_E1-50",15.627223181416,-12.773895313583,-4.98431232760487,-8.440441626507
"LS-15042_S42_E1-50",13.5767973950531,-5.50315758016943,4.10119638039959,-5.61076171263384
"LS-15044_S65_E1-50",-30.1648760438016,1.53946555271346,1.1587400444602,7.12728944769823
"LS-15044_S69_E1-50",-1.40016674202717,-16.7135909939944,-10.8885527342463,-0.000597947952840128
"LS-15048_S28_E1-50",15.725213390186,-12.0397057174306,1.47133824455741,0.131646339830793
"LS-15049_S49_E1-50",8.8923528895589,-11.2453000340043,8.94233367094086,-10.8851352117947
"LS-15049_S60_E1-50",13.2166076625265,9.10889753470443,-1.21413615781273,3.76327076434202
"LS-15049_S73_E1-50",-1.2645783688078,20.3725205522474,3.7920880774243,2.83949214145306
"LS-15049_S88_E1-50",-47.061573576405,-11.22087221822,-4.32129357965768,-0.526637224329944
"LS-15050_S30_E1-50",13.4587882677783,10.7453638588798,-5.87239375818812,-5.44775721136986
"LS-15050_S33_E1-50",-2.16718744787475,18.6138930036829,-8.87081595715934,13.501647634284
"LS-15050_S34_E1-50",-6.28336577246099,13.1867821539469,4.38254510804433,-4.96396670338909
"LS-15050_S36_E1-50",14.2487491792196,-17.7446346747885,-6.05519644788219,-1.88729071457011
"LS-15050_S62_E1-50",12.3082849150707,0.728717952430287,10.5509683800338,0.767603854017661
"LS-15052_S01_E1-50",11.1226431157262,6.71701069488093,-2.7980198401659,-5.75612352098179
"LS-15052_S02_E1-50",-43.7269294357632,-8.49815648684825,-1.69100667285191,-1.63783126633432
"LS-15052_S05_E1-50",-42.5764199500859,-8.33817247792596,3.6897081169965,-12.736597096306
"LS-15052_S10_E1-50",13.5763331835879,4.14183130876116,-9.73487450463397,11.1492910175249
"LS-15052_S12_E1-50",-9.94752912874931,12.3210742151104,10.607235008893,4.5178061023635
"LS-15052_S14_E1-50",-43.6922637153072,-8.37659347454086,-1.72923301617093,1.67825496412964
"LS-15052_S16_E1-50",12.5028770263066,3.89005663076886,1.08902816253233,10.0175144530095
"LS-15052_S17_E1-50",12.9770914442294,-8.54548598116227,3.8756831522646,2.87788936882063
"LS-15052_S22_E1-50",15.4434630016884,-9.88120415728303,7.39557089498046,1.95003429509
"LS-15052_S28_E1-50",-7.73941793796187,20.9823663227187,7.94116413273823,-2.61742789761265
"LS-15052_S29_E1-50",9.7250410204152,7.77522404088952,7.69234869043275,-5.79008678668601
"LS-15052_S32_E1-50",-8.70333784888109,8.60277928911382,13.572275979564,0.93646957230435
"LS-15069_S55_E1-50",-44.8567118156651,-9.28238550567735,-1.25126284883025,0.722950015212165
"LS-15070_S64_E1-50",10.5826472178932,6.68137292340504,-0.613625287385044,3.81981034653238
"LS-15081_S96_E1-50",-45.4866584060408,-6.62592955851397,-0.664579334500491,-3.4792088281265
"LS-15082_S09_E1-50",-7.95842748326366,8.74357385116762,12.2905845962061,5.41529661803908
"LS-15082_S10_E1-50",5.50815247621143,9.27203020339799,-8.14569033349116,5.52245792623838
"LS-15083_S03_E1-50",12.3557788596518,-15.3219097888384,0.429101937710081,-7.35537084129267
"LS-15083_S04_E1-50",5.37256046749262,13.1435445255104,-8.02232210644963,4.600738812035
"LS-15095_S11_E1-50",-2.68201393006296,18.0020111148117,3.97599300511423,1.77507053619837
"LS-15350_S29_E1-50",13.2984869107391,-10.0479145142101,10.915674775515,-3.09052247910215
"LS-15350_S36_E1-50",-32.1936400533295,-8.29790785724695,15.1567063792183,-7.14485421437094
"LS-15350_S44_E1-50",14.9316447298966,-7.99097612270262,8.64350565196256,3.38869934679087
"LS-15350_S48_E1-50",14.8488163176021,7.80581747138924,-3.37699276933132,-8.52903155402941
"LS-15350_S51_E1-50",-6.177559771266,14.8398254803618,12.1469006608804,0.720773124174892
"LS-15350_S56_E1-50",15.0258730910633,0.153836408094732,6.41584983833146,-13.0041614231999
"LS-15350_S66_E1-50",-11.7151338043329,12.1293361168546,-4.3412345536719,-12.4451746201795
"LS-15350_S67_E1-50",17.0149327870212,2.4822070550345,-3.2799077768857,-13.0755176135045
"LS-15350_S73_E1-50",14.3190975634834,-8.39704604051339,-9.26241004257143,-1.55790800056432
"LS-15350_S74_E1-50",12.8688463801381,9.47868062594383,-17.2970136646268,-4.19641847403435
"LS-15351_S03_E1-50",12.6218022413233,0.51258495586461,4.54846737179768,-1.04617626781803
"LS-15351_S04_E1-50",1.33461801180195,19.8355798659077,8.3703242405576,-0.237321822489732
"LS-15351_S24_E1-50",13.3406622729913,-10.72633839784,9.53309473850342,-1.89993620968765
"LS-15351_S26_E1-50",16.1527626710876,-2.66122402058892,5.92066237780314,-1.73744922944525
"LS-15351_S36_E1-50",5.45058595639819,9.8411572719241,16.8956180223586,-1.6163929324376
"LS-15351_S37_E1-50",13.021960724306,-13.8991886022858,-0.712957168806544,-10.8232345857799
"LS-15351_S38_E1-50",-5.69792542372649,20.2663499551798,9.95289537905264,-1.11220254451781
"LS-15351_S53_E1-50",17.7863493622226,-8.26420521475165,-5.08621525119284,-10.5664280956184
"LS-15351_S56_E1-50",0.33202463979122,13.2248379598814,7.34682423975064,-1.94872297732336
"LS-15351_S58_E1-50",-2.62011364961855,18.0142800298494,6.43348999826117,-10.0576863572772
"LS-15351_S60_E1-50",-25.1550608436586,3.4678418952014,-4.28639047604549,-6.53623073251703
"LS-15351_S65_E1-50",-45.3891181994729,-7.32310558079642,-1.15157674559285,-12.0226075728369
"LS-15351_S67_E1-50",12.7337081057301,-12.5342566800316,-7.20293795602674,-5.84982004001798
"LS-15351_S69_E1-50",12.8496183465423,-1.72733397389095,10.757720360315,-8.17052475319127
"LS-15351_S70_E1-50",-37.8021496587285,-2.88585750329013,3.00822703875565,-2.9521033469788
"LS-15351_S71_E1-50",15.4334431055905,-6.90795950533996,1.0235918122835,-0.696502637655325
"LS-15352_S11_E1-50",15.8887966941657,-18.4093349098397,-7.82442438696973,1.2803868441913
"LS-15352_S16_E1-50",12.7809453141653,-0.800594022006492,3.95479869555068,-0.329399339503803
"LS-15352_S18_E1-50",14.5525864765137,-12.3462824424189,-2.68562745028907,7.82635974752152
"LS-15352_S29_E1-50",11.8535043650065,6.57427263566128,10.0035207933478,-0.255931898900981
"LS-15352_S74_E1-50",13.8301596152036,8.09416109435008,-9.49927642240344,-15.6550317749828
