"","PC1","PC2","PC3","PC4"
"Malat1",-0.0319373289003609,-0.0396217328796213,-0.0327869226846097,0.0505491554138191
"Pcp4",0.186795700735768,-0.139137409282646,-0.0760331947169813,-0.0714785222107239
"Nnat",0.0102284427036147,0.00642974325638618,-0.00378077403972155,0.0187081242496462
"Rn18s-rs5",-0.0166641633512631,-0.0458445054969506,-0.0302603475098232,0.0510806240620302
"Myl4",0.255338220784895,0.00078388641964533,-0.00036827629541808,0.0854482522910915
"Meg3",-0.0240299760232685,-0.0957282747192654,-0.016812494428396,0.0693507037941451
"Penk",-0.000392648241524125,0.0160010991772998,-0.0183382437486,0.00731370212202993
"LOC105244562",0.000788601449438031,0.00123855340197618,-0.000475777512952635,-0.00245083874372254
"Tnfaip6",0.031547935572437,-0.0149271829007384,-0.0382629933883958,-0.0629744717866573
"Calb1",-0.210030105300912,0.00578431722122339,0.341119258766318,-0.0400761049404437
"Lamp5",-0.166533846578419,-0.000414483922911428,0.276074694846154,-0.0991410080171472
"Sparcl1",0.0795682357616889,0.256946032374298,0.121561171043671,0.204043275116211
"Camk2n1",-0.0815973308469147,-0.039645211995937,0.00261098122511624,0.0434347285194929
"Ddit4l",-0.120822418850594,-0.00611678492259364,0.407457528386394,0.0515987493236307
"Dqx1",-0.000578615135568048,-0.00383571924046921,-0.00210160814237678,0.00158171031957908
"LOC105246402",-0.000477551771187529,-0.00215739507382092,0.00039546722998939,0.00131482449083134
"LOC105243112",-0.000542831293240664,-0.00111801718960141,-0.00152637441541245,0.000277984187628112
"Id2",0.139510221004367,0.0438043390635937,0.0988605150441085,-0.041961385584102
"Aox1",-0.000455549788733333,-0.000818057565360403,0.0028103728389893,0.000771430518446584
"Hs3st2",0.240614544817048,0.026766545920818,-0.0602135544382677,0.0476349275182132
"Scg2",-0.0146643685123066,0.164808683337566,-0.104419459483508,0.00289719046713406
"Frem3",-0.000593133413423145,-0.000251123215473348,-0.00225954034830686,0.000508595875747058
"Il5",0.00106859395962185,-0.00210377887382327,0.00073093692647665,0.0042157266637282
"Pde1a",0.241889774372331,0.0890778440132722,-0.126106175952546,0.0202315065638945
"Hsd11b1",0.106635884169773,-0.140975464189068,-0.0115726538993598,-0.188470779293865
"Snhg11",-0.0271954479289286,-0.0518160562326702,-0.0176001823922992,0.0544334521750258
"Cd9",0.000399922784221595,0.000112788964736679,-0.00142047373409881,0.000172081196310327
"Ldlrap1",-2.09068339948578e-05,-0.00190681371906631,-0.00185115423983694,0.00127207099732767
"Crh",0.00751966563163408,0.00450095013658531,0.000582275002531331,0.00496723464603342
"Cd24a",0.00113001626741783,0.00273705359033714,-0.00343936193970561,0.00243364755768419
"Ctxn3",-0.0257242814153746,0.113054580919088,-0.00778147605587926,0.0580877929871431
"LOC105245312",-0.000858774141283797,-0.0015632159859328,0.00167001098982227,0.000852517900383961
"Nxph1",0.00146589290443313,0.000858634815830954,-0.00114259573612564,0.0024200356014409
"Bdnf",-0.0750370573290368,0.153494848058264,-0.145979801310464,-0.043489938530006
"R3hdm1",-0.0553996668255398,-0.0475315360393768,-0.0237353423899972,0.0159745032336606
"Kif14",-0.000171724079091559,0.000876525120813675,-0.000786320916633838,0.00196307975948825
"LOC105245460",-0.000481232566939432,-0.00116145391733077,-0.00037344772482718,-0.000499198904504517
"Gstt3",-0.000116697715633216,0.000124464519904322,-0.00121407797161014,-0.000183405073419191
"Arc",-0.0353824835263621,-0.0318820256948338,-0.0867712553596278,-0.151066389152263
"Kcnq1ot1",-0.0433968688099308,-0.129451104040377,-0.0604085531404965,0.116830655943007
"Csf1r",-0.000346378485584861,0.000617535089229331,-0.00174256504683679,-9.75283991753877e-06
