"","x"
"Penk",4.90443494951789
"Lamp5",7.06154553681157
"Ctgf",5.30277080889109
"Cbln4",4.64185730308628
"Malat1",14.2240265577851
"Arpp21",8.94551089650542
"Bdnf",8.12114290582985
"Scg2",9.43551313150385
"Egr1",6.1129798383098
"Mgp",4.09003626252627
"Ctxn3",5.68856164461896
"Fos",1.99004127812398
"Rn18s-rs5",11.285796939893
"Fxyd6",4.68775163020219
"Itm2a",7.81213622358066
"Id2",10.4691394228196
"Nmb",6.70478704729582
"Pcdhb7",0.903639906415558
"Nr4a1",2.17827818647415
"Junb",4.05784455296895
"Pcsk1",3.55584827331095
"Bhlhe40",4.03757902826436
"Usp40",1.28729183039884
"Neurod6",8.97713465818401
"Meg3",10.240107748715
"Ier3",6.19471643451089
"Rgs4",4.21742350390978
"Antxr1",0.483221208676722
"R3hdm1",9.26872546494909
"Serpini1",8.56616949396688
"Rcan2",9.29383842979499
"Calb1",6.28706290425702
"Cd34",1.33578907232244
"Slfn2",2.06825619622006
"Car2",7.92873830928278
"Edil3",3.59112732113218
"S100a6",0.898249527666917
"BC048546",0.938176741958963
"Hspa5",9.5190892982696
"Zkscan8",1.38191164415786
"Ccdc15",0.562395082636916
"Cryab",4.09262393349296
"Rspo1",0.701367578714087
"Ndrg1",3.7115164379585
"Snhg11",10.680259361998
"Lrrc4c",5.64268473935309
"Resp18",5.77208578111722
"Samd12",4.85967820491011
"Oprk1",6.21423064202264
"Pde1a",6.85685708278554
"Aldoc",2.88245100811362
"Thap6",0.482440678176101
"Malt1",0.484549397443057
"Slc17a6",5.03406229865874
"Grin3a",2.38406507033379
"Sycp3",0.590039520194797
"Ttn",0.579387568435958
"Wsb1",6.6774934994223
"Matn2",2.26308288508064
"Btg2",1.84559246722744
"Synpr",11.6965292376305
"Ahr",2.5254050805091
"Fmnl1",7.24853482474718
"1700016J18Rik",0.432283971704843
"Spock3",6.62611775941341
"Slc5a6",1.16092773645218
"Dhx30",4.93976609713279
"Snap25",12.9518268279353
"Fut9",7.10029971006271
"Kcns2",2.68107182706117
"Mt1",6.91135250227306
"BC024063",0.80006616103084
"Tpx2",0.711677216576531
"Coch",7.37289187969292
"Car12",5.97579984195232
"Clcn1",0.59352155025173
"Dusp6",5.52523371294763
"Sncaip",0.652448812186618
"Stk32c",8.61265754519805
"Lpl",2.70842966493651
"Slc24a2",7.99281824853773
"Serpinb9",6.9280623447014
"Cdkn1a",5.01020005713405
"Ntm",4.18666206439298
"9430008C03Rik",1.19020152916012
"Synj2",1.00438446391577
"Trpc3",2.4306623631903
"Sh3gl3",8.50471759589784
"Ndn",5.08124085043465
"Aldh7a1",6.47083942263863
"Nrn1",7.76654850431077
"Rcn2",7.93578751569534
"Arc",6.05213222640641
"Dixdc1",5.25628446853625
"Brinp3",4.77125328276774
"LOC105244908",0.837027454632093
"Jdp2",7.23443573219099
"Car3",5.14596232639643
"Clstn3",6.27692695899947
"Pcp4",1.26256372308811
"Brinp1",8.32922808218265
"Cpne4",8.3698701107308
"Rheb",9.18992785376095
"Dgkb",4.82508280381406
"B3galt2",7.40441818646027
"Cdh8",2.19500249229494
"1600029O15Rik",0.883227552434305
"Crem",5.82096241936782
"Zdbf2",2.50921319351206
"Slc25a24",0.67068373349607
"Sstr2",8.40515565054347
"Dkk3",6.59931686579325
"Nnat",2.60721439384811
"Dhx37",0.762241884973169
"1810014B01Rik",0.963077392828954
"8430419L09Rik",7.00941463702746
"Ampd3",0.414740547063662
"H2-K1",0.694778142044901
"Kcnq1ot1",6.19823429769328
"Aldh1a1",7.11974309605946
"Crhr1",0.866489196035411
"Pde2a",7.34876937721973
"Fosl2",2.5771516886573
"Cdh9",5.7538886740967
"Dusp14",8.06937129092832
"Pygl",0.414527245829864
"Atp1a3",9.3384615666849
"Pcdhb10",0.927977172376945
"Crim1",1.17572895758031
"Tbr1",6.93113126134024
"Omg",8.31007228237269
"Kit",4.17667734708601
"Syne1",7.14454735967274
"Serinc2",0.660220948378292
"Klf10",5.16562627457747
"Nptx2",2.66687636257943
"Mbtps1",3.07427979011878
"Slc1a2",6.88762991596374
"Zfp184",0.791357989967389
"Cldn12",2.13120202350041
"Lgi3",2.42662708372534
"Trp53bp2",0.657419367201129
"Grhl1",0.943589485461102
"Rnf152",1.70813408545006
"Zfpm2",1.16434248119656
"Mpped1",0.693630551384893
"Ndst3",1.27070573073043
"Ddx4",1.24377284562595
"Mgat4c",4.06712492742211
"Ptchd2",1.86249660598594
"Tacstd2",0.78228902476775
"Ptn",8.5159934102832
"Wdr11",2.13487686905299
"Sec24d",0.522047666078604
"Gpcpd1",7.22412113745185
"Scg3",6.90503424085108
"Hlf",6.46013025596856
"Rasl11b",6.06051805831334
"9430020K01Rik",4.06683378220978
"Arrdc3",3.58769166130898
"Cav2",3.08880734361846
"Ppfibp2",0.801913354486583
"LOC105242716",0.504532306989107
"C030047K22Rik",0.35795645760533
"Pcdhb9",1.18381216363943
"1700019L22Rik",0.406849281493627
"Mef2c",9.90860252427851
"Flrt2",3.0883852594358
"Myo10",0.853003249443492
"Pcdhb16",0.682329297421071
"Rorb",0.641809791877509
"Cpe",11.0866496479262
"Pdp1",8.4188375068993
"Sparcl1",9.49080114126072
"Nov",3.49962413155967
"Nppc",1.60582579628842
"Nr4a3",4.61674515712404
"Olfm1",10.2581939620369
"Osbpl3",2.99122341333738
"Npy1r",2.55647159655987
"Ncapd2",1.04424934998559
"Fam122b",0.614722115013665
"Camk1g",1.68972835606245
"Inhba",2.88714944264192
"Nrep",6.55204464857371
"Bbs1",1.89985651956392
"Ano3",5.63182750117413
"Hcn1",3.51894002999094
"Egr2",1.0223356786597
"Phactr4",0.290301580933379
"Pcdhb5",0.656915485098435
"Tmeff2",5.59221701076251
"LOC105245767",0.671033067866512
"Nup205",1.19450687412995
"Ak5",6.96368333803397
"Litaf",2.20699144045304
"Nap1l5",8.37158884811237
"Ephb6",1.87993140685049
"Vmn2r-ps89",0.821357211287776
"Atp9b",3.72550342365485
"Zfp551",0.686470818544411
"Sema3e",1.71043541383714
"Pcdhb4",0.831547947359742
"Camk2n1",9.36326547740004
"Blnk",1.36507893772438
"Cck",11.4259399437909
"Pcdhb12",1.87692651865165
"Sidt1",2.51721592440322
"Cntnap5b",0.558160101866662
"Prss23",1.29981275156526
"Ankrd34c",1.34884065650756
"Cpm",1.38579331591984
"Osbpl1a",8.14604734989145
"Extl2",7.74957945302592
"Pcdhb3",1.54578365916294
"BC023829",2.89573170060984
"Abcd2",2.69094473749293
"Ndrg4",10.4425751857601
"Erc2",8.4222192202243
"Cspp1",5.38622664923633
"Rgl1",4.83872522727736
"Zscan22",2.07757253413804
"Lonrf3",1.06871976325103
"Ppfibp1",1.58236967560201
"Wbp1l",0.76483928369605
"Tnnc1",0.372225161766791
"Ifi27",1.94854675675958
"Nedd9",1.44208182655542
"Fhad1",0.913220548926812
"Kcnv1",9.29428853184005
"Slc4a4",0.500956178228871
"Pls3",9.7036002333897
"Pgam2",0.867577947962823
"Xrcc2",0.540260266015912
"Lrrc55",2.18781647607828
"Rasgef1b",6.66761734921141
"Gabrb1",4.30248854260598
"Htr1f",0.682334281220831
"Zfp397",2.77050843087317
"Intu",0.719918967314427
"Pdrg1",8.46053284895998
