"","gene","ps_de_padj","ps_de_pval","ps_de_lfc","ps_de_meanA","ps_de_meanB","ps_de_q1","ps_de_q2","ps_is_de","ref_de_padj","ref_de_pval","ref_de_lfc","ref_de_meanA","ref_de_meanB","ref_de_q1","ref_de_q2","ref_is_de","ps_mean_L5.L6.IT.Car3","ps_mean_L6.IT.1","ps_mean_L6.IT.2","ps_mean_L6.IT.3","ref_mean_L5.L6.IT.Car3","ref_mean_L6.IT.1.2.3","ps_present_L5.L6.IT.Car3","ps_present_L6.IT.1","ps_present_L6.IT.2","ps_present_L6.IT.3","ref_present_L5.L6.IT.Car3","ref_present_L6.IT.1.2.3"
"1","Cacna1a",4.76991371983262e-16,3.40708122845187e-18,-5.33228480243282,2.891198020176,8.22348282260882,0.541666666666667,1,TRUE,3.67584588121077e-46,2.68309918336553e-48,-3.03760083581927,0.815209968483501,3.85281080430277,0.293333333333333,0.902831760133259,TRUE,2.891198020176,8.29431215226003,8.22348282260882,7.69234560428035,0.815209968483501,3.85281080430277,0.541666666666667,1,1,1,0.293333333333333,0.902831760133259
"2","Kcna1",1,0.0922860808134769,1.09533988723231,5.73808781513088,4.64274792789857,0.875,0.811320754716981,FALSE,4.21358287817528e-10,3.29186162357444e-12,1.50230953080204,7.3770872713017,5.87477774049965,1,0.948362021099389,TRUE,5.73808781513088,5.28449936843698,4.64274792789857,5.79851438128776,7.3770872713017,5.87477774049965,0.875,0.896551724137931,0.811320754716981,0.9,1,0.948362021099389
"3","Kcna3",0.104398143849138,0.000822032628733368,-2.08041257209439,0.436857400058005,2.5172699721524,0.0833333333333333,0.490566037735849,FALSE,3.40222394829606e-09,2.7001777367429e-11,-1.95757114302646,0.696583428021754,2.65415457104822,0.173333333333333,0.553581343697946,TRUE,0.436857400058005,3.29284325940641,2.5172699721524,2.92163014848393,0.696583428021754,2.65415457104822,0.0833333333333333,0.551724137931034,0.490566037735849,0.5,0.173333333333333,0.553581343697946
"4","Kcna4",1,0.138835706726889,1.05770194242357,3.69861672152467,2.64091477910111,0.625,0.528301886792453,FALSE,8.06076941943757e-05,6.55347107271347e-07,1.47021377145602,3.59383334865447,2.12361957719845,0.76,0.458078845086063,TRUE,3.69861672152467,2.6024145574683,2.64091477910111,3.36762420954999,3.59383334865447,2.12361957719845,0.625,0.517241379310345,0.528301886792453,0.6,0.76,0.458078845086063
"5","Kcnb1",0.00189209879209519,1.43340817582969e-05,-1.38240212254138,6.25344601144246,7.63584813398384,0.958333333333333,1,TRUE,0.0991376523736576,0.0009352608714496,-0.427259890211483,6.15957558176268,6.58683547197419,1,0.994447529150472,FALSE,6.25344601144246,7.64284769998078,7.63584813398384,6.13505413648548,6.15957558176268,6.58683547197419,0.958333333333333,1,1,0.9,1,0.994447529150472
"6","Kcnc1",0.890842318326135,0.00788356033916933,1.33961651636007,6.82075342704905,5.48113691068898,0.958333333333333,0.924528301886792,FALSE,8.10194886990352e-10,6.37948729913663e-12,1.66544997976067,5.549738638896,3.88428865913532,1,0.833981121599112,TRUE,6.82075342704905,5.03308940161084,5.48113691068898,5.30759480876348,5.549738638896,3.88428865913532,0.958333333333333,0.896551724137931,0.924528301886792,0.8,1,0.833981121599112
"7","Kcnc4",0.00205165161429604,1.566146270455e-05,-2.83087437499366,0.985478444002795,3.81635281899645,0.25,0.716981132075472,TRUE,6.15354498446294e-11,4.73349614189457e-13,-1.88164397818335,2.25428692281974,4.1359309010031,0.546666666666667,0.830649639089395,TRUE,0.985478444002795,4.73494766472325,3.81635281899645,3.82067759885986,2.25428692281974,4.1359309010031,0.25,0.862068965517241,0.716981132075472,0.8,0.546666666666667,0.830649639089395
"8","Kcnd3",1,0.0237998187370943,-1.16841357496176,5.27230712019683,6.44072069515858,0.875,0.981132075471698,FALSE,2.65545599805043e-10,2.05849302174452e-12,-1.94226560469112,2.13488381444262,4.07714941913375,0.586666666666667,0.815657967795669,TRUE,5.27230712019683,7.10692537057325,6.44072069515858,6.67940410216798,2.13488381444262,4.07714941913375,0.875,0.931034482758621,0.981132075471698,0.9,0.586666666666667,0.815657967795669
"9","Kcnf1",9.14776507967137e-08,6.67720078808129e-10,-4.40501256785353,0.459055961903943,4.86406852975747,0.125,0.792452830188679,TRUE,2.03740266433168e-50,1.47637874226933e-52,-3.51977127614742,2.34457308255436,5.86434435870177,0.506666666666667,0.957801221543587,TRUE,0.459055961903943,4.73178105198271,4.86406852975747,4.14938994995052,2.34457308255436,5.86434435870177,0.125,0.827586206896552,0.792452830188679,0.7,0.506666666666667,0.957801221543587
"10","Kcnh7",0.614508379266425,0.00516393596022206,0.685692233071855,9.58132351675722,8.89563128368537,1,1,FALSE,1.45296530855236e-12,1.10073129435785e-14,1.98636989336003,6.15375977756296,4.16738988420294,0.986666666666667,0.858411993337035,TRUE,9.58132351675722,8.24614759314119,8.89563128368537,7.85468216138728,6.15375977756296,4.16738988420294,1,0.96551724137931,1,0.9,0.986666666666667,0.858411993337035
"11","Kcnj3",0.00128377352653868,9.65243253036604e-06,-1.92755528838632,5.42771581712966,7.35527110551598,0.916666666666667,0.981132075471698,TRUE,1,0.145558273172676,-0.322205509301038,5.22254361643644,5.54474912573748,0.92,0.943920044419767,FALSE,5.42771581712966,6.94632201718563,7.35527110551598,6.08665557893261,5.22254361643644,5.54474912573748,0.916666666666667,1,0.981132075471698,0.9,0.92,0.943920044419767
"12","Kcnn2",1,0.872308600393047,-0.0794102525225817,6.11263351140782,6.1920437639304,0.916666666666667,0.943396226415094,FALSE,0.00711818028293408,6.24401779204744e-05,-1.01168953981686,3.19270024766422,4.20438978748108,0.773333333333333,0.861188228761799,TRUE,6.11263351140782,6.97295367081638,6.1920437639304,5.59919753038781,3.19270024766422,4.20438978748108,0.916666666666667,1,0.943396226415094,0.9,0.773333333333333,0.861188228761799
"13","Kcnn3",1.39164197008058e-07,1.02326615447101e-09,-3.52880813515246,1.77169474132713,5.30050287647959,0.541666666666667,0.943396226415094,TRUE,0.526474298688077,0.00531792220897048,-0.598973429330212,0.455549988412607,1.05452341774282,0.16,0.272071071626874,FALSE,1.77169474132713,5.81521839325036,5.30050287647959,3.39748189438927,0.455549988412607,1.05452341774282,0.541666666666667,0.96551724137931,0.943396226415094,0.8,0.16,0.272071071626874
"14","Kcnt2",0.694754559872808,0.00593807316130605,1.47792592210518,7.87058452296281,6.39265860085763,1,0.924528301886792,FALSE,0.00216731410751781,1.82127235925867e-05,1.14243581803337,5.9637305076003,4.82129468956694,0.973333333333333,0.872848417545808,TRUE,7.87058452296281,6.7198722983019,6.39265860085763,7.52636614725457,5.9637305076003,4.82129468956694,1,0.931034482758621,0.924528301886792,1,0.973333333333333,0.872848417545808
"15","Kcnv1",1,0.0837379555383684,0.792766159020432,7.21530110347706,6.42253494445663,0.958333333333333,0.962264150943396,FALSE,5.66445126584908e-15,4.22720243720081e-17,1.87098310096731,9.26695502556327,7.39597192459598,1,0.962243198223209,TRUE,7.21530110347706,5.48787163928047,6.42253494445663,6.70158122518249,9.26695502556327,7.39597192459598,0.958333333333333,0.896551724137931,0.962264150943396,0.9,1,0.962243198223209
"16","Scn1a",1,0.869171798278391,0.0914812561347631,6.19053276322586,6.0990515070911,0.958333333333333,0.905660377358491,FALSE,0.00511207274355682,4.40695926168691e-05,1.22905805304667,4.90260573425764,3.67354768121098,0.906666666666667,0.727373681288173,TRUE,6.19053276322586,4.63009427894905,6.0990515070911,6.12742774157118,4.90260573425764,3.67354768121098,0.958333333333333,0.758620689655172,0.905660377358491,0.9,0.906666666666667,0.727373681288173
"17","Scn9a",2.15683921542088e-05,1.59765867808954e-07,2.89371038095835,3.45414789490205,0.560437513943695,0.583333333333333,0.169811320754717,TRUE,2.88578979136053e-63,2.07610776356873e-65,1.32160495473125,1.40481873781438,0.083213783083128,0.386666666666667,0.0177679067184897,FALSE,3.45414789490205,0.390073631930342,0.560437513943695,0,1.40481873781438,0.083213783083128,0.583333333333333,0.0689655172413793,0.169811320754717,0,0.386666666666667,0.0177679067184897
"18","Trpc3",1.23874058250604e-14,8.91180275184199e-17,4.92648756734804,5.41059945020191,0.484111882853875,0.833333333333333,0.150943396226415,TRUE,4.12952243142011e-152,2.94965887958579e-154,2.40554748911695,2.45339636055,0.0478488714330543,0.533333333333333,0.0116601887840089,TRUE,5.41059945020191,0.0320015044153798,0.484111882853875,0,2.45339636055,0.0478488714330543,0.833333333333333,0,0.150943396226415,0,0.533333333333333,0.0116601887840089
"19","Trpc5",1.02465854284476e-08,7.42506190467218e-11,4.25992121909722,5.6926348629193,1.43271364382209,0.916666666666667,0.377358490566038,TRUE,9.84062833591734e-41,7.23575612935099e-43,2.73525891853187,3.47274379827133,0.737484879739459,0.786666666666667,0.197112715158245,TRUE,5.6926348629193,1.42959918833318,1.43271364382209,2.95206934736859,3.47274379827133,0.737484879739459,0.916666666666667,0.241379310344828,0.377358490566038,0.7,0.786666666666667,0.197112715158245
"20","Trpc6",0.27981238522244,0.00227489744083285,2.16954052025781,4.1015149979108,1.93197447765299,0.666666666666667,0.377358490566038,FALSE,8.21463403651271e-23,6.08491410112053e-25,2.28636836068254,3.07706967662286,0.790701315940318,0.573333333333333,0.182676290949473,TRUE,4.1015149979108,0.981746770429228,1.93197447765299,1.95602499079067,3.07706967662286,0.790701315940318,0.666666666666667,0.206896551724138,0.377358490566038,0.5,0.573333333333333,0.182676290949473
"21","Trpm3",3.38092053367519e-05,2.52307502513074e-07,-3.46883877043301,2.5605671192771,6.02940588971011,0.625,0.905660377358491,TRUE,9.94427987733594e-06,8.01958054623866e-08,-1.31218137122285,0.19498581817183,1.50716718939468,0.08,0.38423098278734,FALSE,2.5605671192771,5.48527924474118,6.02940588971011,7.59141543722094,0.19498581817183,1.50716718939468,0.625,0.862068965517241,0.905660377358491,1,0.08,0.38423098278734
