,x,y
866083691,4.8002143,8.603437
901440363,5.7649813,9.520999
673583983,5.7922373,4.4141316
895562607,5.4322686,7.199144
837673842,1.5603896,5.2528644
1035989877,3.5315423,1.8864071
882275192,2.083175,4.9088283
910287738,8.454677,4.117894
698676093,7.470717,7.4538746
828842878,8.144332,4.2475348
827638657,6.9352074,5.9991846
925242241,1.9665002,3.835572
899462020,5.108083,7.0142417
612410245,3.9855075,3.4530387
896111494,4.472616,9.770939
895878023,7.6224594,3.8322823
903807880,5.114244,5.66543
850969484,7.1113744,5.3031497
948302732,4.763631,6.942965
904094606,9.2484255,3.9132683
679183249,6.142135,5.0368567
963019667,2.2629912,4.006159
828879764,5.669543,7.1286325
650331035,4.5081835,1.826709
603902877,5.474218,4.9191003
681554845,3.501124,3.517556
970740639,2.6986587,4.0136795
826848163,4.6603107,9.553204
648315812,4.8808446,4.088796
740410280,2.1054585,5.44037
990557098,4.492954,9.140415
863404974,6.6864624,3.6765585
994042809,2.8662307,4.396175
992412609,3.8575704,9.180146
853713858,7.614736,4.82114
829305793,8.554581,3.7221298
644920260,5.578845,1.9006082
1038767044,4.0177875,1.3503513
828879817,7.261212,5.5676303
956134345,7.6722927,4.1675076
898962389,5.5280685,9.888862
965542873,1.6725976,5.0619526
904659932,6.792349,5.194478
901395424,5.5748324,4.3512177
935203809,6.5127597,4.7239475
716784611,2.476147,3.0182333
826909667,5.7508936,8.04354
829305835,5.9513955,6.231593
898671597,5.492551,9.912831
948126701,2.8821185,4.7054033
972563450,5.49648,9.59651
908649467,4.701809,9.482716
953996283,2.6122088,3.4485183
990213121,5.0206776,8.781689
882770947,4.2812757,5.2944856
989393925,1.636777,3.9152248
973501446,4.9417667,6.562976
1000625161,5.3279057,4.553879
698700813,3.8959217,2.9808562
910287886,9.294073,3.9128609
926770192,4.35931,7.099962
693269523,3.3571606,4.4793277
941552661,3.9832988,3.9001098
973472798,4.9701715,8.897774
963322913,2.5710988,5.23474
645444644,4.5470023,7.8788457
638813221,4.760391,3.8544676
906552358,5.236004,10.225661
937706533,7.0445147,4.678809
880772136,5.1629243,9.578519
1010996263,5.558838,1.9512261
991953962,5.527463,9.978163
1034908713,4.050013,1.8577843
990331949,3.1705575,2.4864342
907191349,2.7484922,3.2391093
903951413,8.687929,4.206785
956126263,3.668762,4.2587676
849679419,2.677429,3.0458248
648115263,6.975019,3.4980786
1000125506,7.8860617,3.4241962
645444689,4.315749,6.386422
652960852,5.1203322,9.830579
989385812,4.787515,9.086962
740373591,1.3518907,4.079332
680969310,3.7650738,3.6476846
823268448,4.5011477,9.345683
989369441,3.857676,1.3904445
985908331,6.6151156,3.4726999
957039728,5.165557,6.501385
904094833,2.9077532,4.3936977
812999794,5.8771615,4.0444098
889271408,1.8623164,4.253047
697521266,4.258375,4.4907937
972461174,5.614097,1.8454769
947496055,3.100105,4.496203
961242231,7.5556097,7.9228587
947504249,4.1136293,9.048456
970810491,4.0797315,6.921028
695440507,3.630429,3.694204
693265542,3.6386821,2.700636
986186887,7.1678047,3.2966104
983975050,4.662025,2.22456
799954058,4.351931,9.724656
948429967,2.3784328,3.0753026
990606480,3.120423,3.973746
644818070,9.2056055,3.9519556
902284440,8.180753,4.3106937
673387671,7.630251,3.5545425
698668188,5.467636,2.778566
864068767,6.2763505,5.163704
973374623,5.3798966,9.995506
961131679,7.600697,7.8703012
901424290,3.1212378,3.1084235
965113010,4.4165406,7.2399716
970085557,4.9782953,9.989393
970683578,5.3133183,2.7043614
935175357,6.80151,5.2360306
903824576,7.366685,4.8561835
636835010,3.4388826,4.2499495
792687812,2.4294863,3.6003535
992769223,3.4163911,3.76388
990258379,5.5049214,9.421118
643511500,3.0413454,4.197274
763970766,2.951829,3.0840583
680973517,4.335241,3.3197117
896701648,4.455488,4.0814943
929535184,4.9899087,10.202807
849675474,3.2473397,4.545455
914412754,2.530217,3.5877879
992023765,4.1582794,8.761001
962004183,1.743083,5.2362375
908960987,4.0717278,8.819129
929547484,4.0314317,5.2843018
1036043483,4.392231,2.049581
947975387,5.319069,3.9307637
920016093,5.356965,4.7724385
1036055775,4.418772,1.86092
694830305,5.8128924,9.8292885
743134436,4.248226,7.190635
915690724,5.439815,2.9504247
906552550,4.086361,9.061051
959190247,7.4212875,8.001384
644482280,6.01382,3.7716787
826750185,6.034905,6.146543
963093741,2.2040882,5.3544087
1054106864,5.753642,4.2562838
643798256,4.705236,4.266405
992769264,4.713212,9.487979
863483123,4.372153,3.2516367
972461300,4.5599103,7.3234196
948360440,4.89935,7.046574
973792505,4.9924035,4.562791
764495103,2.906311,2.88347
643003647,4.053986,4.6555686
603337985,4.981512,4.247133
640111874,3.6487863,4.6213336
904832267,1.612029,4.516454
961238285,7.57426,7.7010655
945796367,4.0278215,7.212127
717079828,4.893539,3.2137084
908948756,2.183017,4.9433317
628802839,4.6712394,3.8890438
839587095,3.9101093,2.1858654
848303383,2.7254922,2.9926472
679511332,2.4974873,3.1453426
767362340,8.052504,5.092524
612402470,3.8289704,2.9562805
902284580,8.620431,4.203847
992408868,7.4769073,3.3735063
965088550,4.861375,10.308948
904918317,7.8928266,4.550812
989164849,5.18119,3.7982407
916620597,4.9591436,9.427687
1000756535,5.2793536,4.357193
952669499,2.179459,4.5037537
992769339,5.1623974,1.6525558
961238333,3.6201239,4.92174
901334338,2.329065,4.311048
990348610,4.1759458,5.3345094
927810884,8.298294,4.247123
736499017,3.8237164,4.9643145
823260493,5.4138374,9.438885
824972626,2.3562756,3.1003463
913773906,3.304789,5.444824
887207252,2.71121,5.2289186
823231829,1.5416901,4.389026
912868696,2.402267,3.9673586
965719385,2.2529316,5.616056
628561242,3.9544113,3.3913972
989128029,3.5538645,6.6339655
829318500,7.1972675,5.7941008
950093160,2.35454,3.106277
992195946,2.8397987,3.481295
983319917,5.68309,3.527325
642999662,4.2040424,6.302259
951747950,2.7829523,2.8654346
914265453,4.070302,1.9187223
904893806,6.495624,3.518218
717313398,3.88679,3.5951169
978638200,5.053714,2.0984676
645518718,3.9618661,4.3609424
940778879,5.780574,9.760056
898553217,3.850598,9.113192
948360577,4.4656615,9.211172
898598276,5.2869134,9.137317
644953476,5.366609,4.2474914
950322566,4.700896,6.822682
991966596,3.9075227,8.992726
992441737,1.3542444,4.1153746
645834123,6.021771,3.2296622
913716620,5.263354,6.681443
863438221,6.707772,5.305423
965072268,4.990388,8.794673
962991503,1.9517939,3.7552977
853783953,8.4902525,4.3125067
947340690,4.5717025,6.8846564
642790804,4.004563,2.9138267
901346711,4.843105,9.593554
929527191,4.2143307,7.546104
991978907,4.930236,8.739597
603481505,1.4878122,5.0216966
992441763,3.048718,3.4937642
695424422,4.831101,6.886854
919979431,1.6739992,5.2262073
716596648,2.8051076,2.7351072
1043785128,4.8634515,9.688847
978159020,4.512072,6.78121
992396717,4.49062,8.017992
638211495,3.4570386,2.4048643
1006384552,4.7370143,1.8591763
939537835,5.16784,2.1589084
916473265,5.0025616,9.165877
1035142577,4.61117,8.94419
956433844,2.6738074,2.7633786
908858797,8.458924,3.7724335
1034933680,3.3043106,1.9243978
970683827,4.930472,9.414835
986109363,2.3201728,3.931844
1035105719,4.12532,1.3228568
978138552,4.0866,1.4043236
975488447,4.194992,7.467461
950334912,3.2624755,4.3467903
642999751,5.050878,7.202891
929416648,8.428589,4.407176
987063752,7.5019274,5.1098514
950265290,5.73803,6.7993364
693261769,4.954894,3.176104
950027726,4.769424,4.026316
1034933710,4.415861,5.841585
919102928,2.3729832,4.0231023
1054721489,4.7755537,4.4970183
920880594,7.1528273,5.076341
913765840,5.091473,4.5830917
961226203,7.5763717,7.917541
853738976,5.4114094,5.959222
950154720,4.267265,3.0286837
950322658,4.616879,9.268546
851580386,8.402177,4.4370003
697525735,2.0739908,5.276627
992220647,4.955997,9.386009
922613228,1.9589586,4.030166
917624301,2.2032397,4.889062
645547517,3.0705316,2.2035677
904943101,6.837793,3.9464118
913774081,2.323951,5.381786
973846017,5.0779266,6.7868476
945063428,4.290863,9.797563
954164743,3.670704,4.1737924
984004103,3.5876493,1.9968818
1040463370,7.3962016,5.7015853
1043809804,4.3738136,1.5520257
898676236,4.607357,8.679746
939652621,3.6565156,3.4714549
950363664,3.4446929,2.8938708
702023186,5.6270146,6.684412
982582806,3.199231,1.9530694
970073623,5.8124585,9.69155
863450651,8.096359,5.060763
645453340,1.6376264,3.6333477
904709665,6.7036605,5.2276125
910247459,4.9299035,3.4360156
954066469,2.7449353,4.5583005
645379626,7.4636617,8.003093
1010677295,4.693944,2.2468703
880784944,2.8597717,5.0147076
640026162,3.3471837,5.1087027
849667636,8.552174,4.5561085
904943158,8.000855,4.3902497
951555639,2.7701688,3.7152727
927532600,9.278445,3.9158485
908858936,7.372906,5.1193724
880817724,5.1345716,4.3525085
863438397,5.543822,4.7226753
908543551,5.5147915,4.7954707
987121219,4.986957,7.072199
932730437,7.971428,5.1333833
937854542,4.242212,9.489134
961230415,7.409967,8.099769
935671381,1.3180331,4.0758667
693266006,8.11637,4.3870544
948405847,4.9864306,9.836702
992790109,4.3024554,9.828143
994887261,5.5582666,8.54588
681907807,2.652031,2.9462936
945833568,7.1797414,3.2950416
880784997,4.4082646,8.969751
958953064,7.5606627,7.9489136
910472811,6.8335233,5.254159
912889454,2.2546358,3.9818141
913794676,5.2727838,10.0780115
926803573,4.421717,9.289173
940635765,4.3969026,7.0201626
954148478,2.4824135,3.1971207
1043949183,5.806524,3.2119448
901060224,3.6651688,5.370974
891594369,3.491075,4.8662324
912340608,2.661878,4.0015297
908682883,4.1460238,7.261354
736491141,2.087059,5.498285
741213831,1.9676696,5.21344
1055393423,7.601625,7.884226
644953743,7.093731,3.9759827
898881170,2.9981928,4.5391808
893433491,3.5614445,4.9240775
973383317,2.0625882,3.5927935
902297243,7.5036373,4.495315
826840735,4.8533354,9.252171
989382305,4.017908,1.7694846
970090146,4.63569,1.81363
912918179,1.5355979,4.3328037
912275105,2.5004184,3.8859668
895833764,4.509513,8.045985
645379753,4.409193,3.7324715
824923819,2.9893005,3.7973819
902112940,6.3877363,3.7626905
940783281,4.5750504,8.5648985
897009330,4.8735685,7.062346
895674035,3.4080226,3.0110323
982738610,5.5942187,10.101923
645449397,3.6335204,3.4174259
932730547,7.7803745,5.22334
991975097,5.3139024,9.684911
902158010,5.0326447,5.9088483
978147006,4.983086,10.133934
826840774,3.849824,9.116885
969959114,4.937377,3.080954
645551825,3.454666,3.4393024
903890643,6.474841,5.021512
992749267,5.0994143,8.831456
661513942,2.1484418,5.360016
827655895,7.3315096,5.690263
829302487,6.5286,5.9570146
741865175,5.438313,2.0162663
903853784,6.8365064,4.9372625
889648857,4.6279597,4.8634486
1039251161,5.115618,4.5196385
1010665186,3.3297102,1.7613096
941635300,8.575325,3.8671153
829298408,8.455418,3.6475496
898701038,4.0008526,5.020829
657192687,5.683236,2.3625646
965605105,5.099634,1.8111049
902067954,5.177802,5.983881
896124663,4.225632,9.213156
853739259,7.8650117,4.675952
811374333,6.394352,4.7675576
915572484,2.0283275,4.975189
904709898,4.9107947,5.259375
986867466,6.9313154,4.70803
990590730,3.4325864,5.492718
919979790,4.494754,5.0617
990594834,4.277885,4.5542192
610440978,3.4995492,1.8776788
990340884,4.0004926,4.5786448
1038771988,5.1334705,1.7865635
904689430,8.036722,5.1949043
966592282,7.2356124,4.9250855
966690589,8.420803,4.3296795
898946846,4.5485587,3.9893482
973772579,5.2612314,6.856116
811341605,8.17682,4.4263315
904935208,5.212215,5.446221
972560174,5.8354836,9.004187
907429679,4.005703,8.858331
733620016,3.2063358,2.0172734
967739190,4.2666783,2.1666446
947189559,6.0218506,3.55553
839337787,4.234391,9.524173
926926652,5.767001,9.7621765
990607167,5.1686654,8.971295
1006380866,4.467287,1.4904317
912340803,3.467852,2.0779667
735258437,4.835795,4.167772
910432073,4.349961,6.5016966
904955725,4.4050603,5.7352057
901412692,4.7242393,9.842954
901093205,5.5527363,4.3448696
904808278,8.503596,4.2898765
638322521,6.1975875,3.813545
637380444,5.191985,10.319316
973440862,4.5252,7.721389
882763615,4.7710295,9.675942
693274467,3.718811,3.3863688
922597220,1.3847574,4.133467
906532711,5.386021,3.2149737
902043499,6.8018575,5.4167075
645818223,4.400576,8.564842
907388787,5.6955576,3.1387656
917596020,8.597275,4.326695
919660405,8.446719,4.699575
834094967,5.625738,5.5447693
880875384,4.2275696,7.241007
880895865,8.609133,4.4663973
724539260,7.285536,4.7737656
942307202,5.4271836,3.898197
656721795,5.8229957,2.313539
743122822,3.1634648,2.50978
992782216,4.0930963,7.2855606
906581896,4.2868147,9.07837
989460363,4.7763515,9.321145
1010976652,3.4654853,1.8815345
942421907,8.230688,4.351078
948168600,5.034487,3.577545
950081436,4.3511066,5.2154703
982558622,2.8631458,2.620092
907155359,3.729594,3.0660243
716793760,2.2420313,5.5123763
851580834,5.3984427,2.5774348
917657507,2.750569,4.2173448
605493156,4.3578634,8.711062
945768358,5.4265122,10.195147
646854566,8.386825,4.21974
922679209,2.8291087,3.6471171
893450158,4.2032757,4.3640122
645453746,2.5558474,2.771957
1035458483,5.405821,1.8425657
995575732,5.098917,7.114389
904050612,4.427324,8.983233
698726330,3.8573427,2.356701
831195067,5.4256186,5.3642025
898967483,5.345718,9.291785
828880827,5.747911,6.850366
965052351,5.51024,9.791888
717076419,5.6744843,1.9738268
1036212166,4.635554,1.9191878
652789704,2.6568909,3.0763779
907319241,6.889264,4.597137
1044350923,5.8530116,3.9607668
969238479,5.7122116,1.7850223
989501392,4.714964,4.0169115
948312017,4.86097,8.279212
863418322,8.360906,4.7327294
864012243,6.5285606,5.022928
645453779,3.8361428,2.9294078
992393180,4.5933204,9.923649
926930912,7.293372,5.640003
764475368,3.0937238,2.7591977
645363692,5.24444,9.718798
990271469,4.143232,9.5922165
898967534,5.2630105,9.947789
825354223,3.2180643,3.0741894
990238702,5.7239785,10.079831
882206710,2.5252206,3.64574
904792055,8.132006,4.9269266
948344824,3.2230625,2.2948935
961935353,5.445897,8.878946
1006163964,7.5971913,7.6238227
896931841,2.2737947,4.7153473
638978050,4.331892,3.4199011
645380099,3.7667685,4.088268
898889738,2.710097,3.3683367
823220235,5.604438,3.0035179
886474771,5.9733033,2.8902292
940668952,3.5679657,2.8985739
645834778,7.3480444,5.672938
644933664,2.1681376,3.628842
679270434,2.8441293,3.6475804
1039550499,4.3899765,1.870565
679647266,2.6505482,5.3924723
888338468,6.86506,5.337525
992393250,4.452184,9.183786
940603431,5.2384405,8.62729
644581427,5.160295,9.028562
947390515,5.629342,9.61803
661481525,1.3956964,4.1212096
1043798071,5.670578,3.066321
907462719,5.3006177,6.0982666
965609536,7.789365,4.864673
679499842,5.859241,3.7250173
965744709,5.911052,4.9058785
907389002,8.360114,4.528333
652175435,5.6617293,4.7724767
988932172,5.9853354,5.2583447
882759763,4.0643115,4.1762047
882198617,2.0773108,4.953237
970078299,3.6895237,1.7207315
841889888,5.3131204,9.1421585
825436260,3.0332875,2.9759927
644548713,4.891314,6.894369
645449840,5.252157,3.6208074
847898754,6.101423,4.919162
867207304,4.763625,8.535538
864012426,6.6443405,5.393933
971557004,4.6450915,3.2279663
983472272,4.8046474,9.317321
920615063,6.744644,5.265434
640006296,3.1540327,4.026917
820009113,3.011547,2.6116185
847902873,4.8299937,3.1271338
966473885,7.4759727,5.5455484
926754976,1.9238025,4.7778807
826837153,4.5824733,9.800168
742717602,5.9106116,5.902046
898939046,5.525568,9.500611
951720102,2.9124355,3.5979018
972429481,5.1303396,6.054351
637380781,3.6803641,4.164436
987089070,5.074288,5.986774
966772916,4.448633,2.4271536
989153463,4.974731,7.427783
628545731,3.5567467,3.519019
764033223,4.0270963,2.9103322
964872401,7.585424,5.077448
845555925,5.5417633,6.7806907
904886485,6.1918902,5.35572
965535967,4.9387293,4.0593467
934844641,2.1949465,4.8063455
712153315,7.460532,8.021937
851650794,6.715493,5.1212664
940759275,2.5457253,2.8618991
644827374,4.608029,3.998634
919091442,1.8789537,5.4573317
645458163,5.7473536,9.736442
965626099,2.4174469,2.9877167
989464819,5.7393203,3.6007178
904059133,3.493162,5.2112646
904005886,5.7632933,2.8844454
972470526,6.0802646,3.6592238
735205632,4.230621,4.139269
653195521,6.6478696,4.479574
865208579,5.4709296,9.664015
645368074,3.4273624,2.5111535
912767246,4.284347,7.357806
963225872,3.8919659,4.271531
915441937,1.5894802,4.8175044
909547798,4.1402564,7.344316
913701146,6.4088106,5.2923603
990599451,3.2551234,2.7155988
926861604,1.499598,5.161861
913819943,7.90134,4.564297
934725928,4.322462,2.087361
681400617,5.5485826,7.1600966
972458284,4.506286,8.252722
904108338,7.5984435,4.479292
915515705,2.1120214,4.8560147
904948028,7.4786086,5.018743
841873725,3.0949273,3.224908
893401406,5.1715617,3.4206433
963049789,4.485381,1.8471407
646101314,3.0993743,3.986073
902105412,5.4865875,4.142556
961235271,5.629927,9.091736
1035970888,3.7781608,1.8773042
904051017,8.469521,4.2569466
847862090,5.200673,9.425548
949987663,5.407076,3.1043754
643508561,2.8573945,3.7226307
951683418,5.296507,3.5364656
901445982,5.059764,9.17113
993540449,2.3238113,3.811099
640285026,4.8264623,3.8625581
821606754,5.1984687,5.908773
697538916,1.5337178,5.013244
717113701,2.4997902,3.7468152
867244389,8.302559,4.918302
898529637,5.277947,6.287579
907417958,6.317884,3.5112197
681912683,5.573049,9.540101
940583276,4.586445,6.695479
901376365,5.5386453,9.137484
926894447,4.502336,7.989379
961096044,7.576657,7.9335384
1054714226,5.64345,1.8217645
717085044,7.044362,4.5671763
638228854,2.6540728,3.2741435
813005184,5.7062206,5.053069
891558275,3.7057498,5.2173333
882829701,5.0645385,9.577538
989522310,5.2687855,7.2218976
973777288,3.6939943,2.4493237
679557513,4.1024485,3.676394
647764362,4.4624996,7.89908
990538130,4.42352,1.9105165
652544407,5.0691504,7.2651215
908675487,3.324325,4.7628875
975325599,9.280166,3.918864
637385119,4.0326796,3.8028264
763943332,7.5241017,5.063028
935795108,2.055747,5.440855
915675559,4.7479177,9.396255
638831018,3.972132,4.114729
603511210,4.5116773,3.8131025
910375338,1.3259279,4.1055756
961104301,7.594735,7.880893
