,x,y
971708843,4.314385,4.3718324
910354863,6.7896657,4.8420267
916490671,3.1926365,4.696459
908855729,6.27157,5.094553
824641983,6.0231495,4.179099
895740352,5.3116617,9.194541
907381185,5.3846774,5.708882
954223042,4.0090494,4.2143254
1044355522,4.883868,4.5006647
985868742,8.669124,4.108583
901433799,5.5844445,9.189212
623331789,7.076865,4.205448
827873742,5.55906,9.123525
915642833,4.867719,9.860612
826780116,6.8529053,6.0157204
1038805463,3.0181985,3.9141505
880847320,4.042874,9.369764
899512791,7.681707,7.849666
901364185,4.075655,5.2152324
847870428,3.6528525,3.2009838
973498848,5.463122,5.4533753
637848035,3.893904,3.760557
972470759,5.747323,5.4913754
964999658,7.7811646,3.692104
741206508,5.197062,1.7542943
924641774,1.361304,4.198506
799967729,4.444318,3.809132
920549874,8.1108675,4.2620325
904690163,7.2506433,5.424704
849668601,3.2035742,3.0598667
882440699,3.4718935,4.993563
764500477,3.2101972,3.22975
963267074,2.141089,4.61161
880871943,6.5668974,5.1454253
904653320,6.2303047,4.643843
1000741385,5.1923394,1.8599203
967338509,5.785044,3.1431181
1006389773,7.3032484,5.2005754
1010989582,4.033296,4.7610483
1039243792,3.9728098,1.967245
825002523,4.285968,3.4043868
828885535,6.8139935,6.070626
610400799,7.1634684,3.580787
973388326,4.1508956,9.075778
920594987,7.246682,5.13364
645814831,3.3708017,3.1563032
906545713,5.2001576,9.862304
895777329,4.519718,4.864046
820095539,3.4584825,2.8666618
652532278,7.8420234,3.3413296
939539000,5.0163984,7.21841
907385405,7.7184925,4.57896
987036222,4.720224,7.2002406
973478464,5.122726,7.3533263
975477315,6.07033,3.0687613
831228486,5.398385,5.6979475
816462408,3.3237414,4.6537814
834161225,6.9447412,3.668097
990231113,4.5487146,9.077014
969964106,4.624634,3.316211
916699724,4.9757953,9.087096
656947791,7.409246,3.412232
912329296,2.0281856,5.130305
667490896,7.534058,4.020315
994015825,1.883519,4.673298
911964754,4.397668,2.2383819
899705429,5.359507,9.528732
926866005,1.3544071,4.224884
963287636,5.181143,9.83789
834071129,7.3576994,5.6301894
1034926679,3.8436816,2.1085076
992393816,4.764522,8.963757
917588572,2.1340992,4.7768984
982542941,4.414759,1.9554225
952662618,3.8460402,2.7208457
645364320,3.9774132,4.491482
640002660,2.1873431,4.7275643
679471718,2.6618168,5.3130794
898894447,5.2542806,9.158749
915757680,4.7328362,8.360765
973486704,4.7238474,10.082356
796858996,5.6164904,9.175215
929491574,8.249143,4.4950204
963283581,4.533616,10.317787
764492424,3.173196,2.9414098
604527243,3.6676397,3.9536242
904862358,1.9680625,3.8317788
880777888,5.1105676,9.9065
909564578,4.1632614,8.887784
643541667,4.889384,3.0544088
914234018,5.9178224,4.989344
827968165,4.331128,9.169843
983550630,5.124115,7.1101294
904796843,4.847466,7.111783
992021164,4.274641,9.15645
971586225,5.179301,9.363089
644864693,7.0937405,3.74385
717306549,2.7884822,3.003184
994011832,1.7264003,4.369873
893381309,4.354943,1.7776165
898947776,4.4765167,8.102963
818825921,4.3638983,7.8903227
637414095,3.7779381,3.5564284
828727287,3.236772,3.0646214
882711263,6.105372,4.8790493
895580896,3.8125439,9.072743
834919146,7.4196033,5.0539484
990350059,5.3404236,7.240386
982731503,5.084931,9.018902
717089521,2.2168462,4.652799
962087670,5.461208,9.236542
673643261,7.6315284,3.484056
990354179,5.417122,9.7668
898558730,8.396289,3.819204
851733264,8.646741,4.2593656
681937682,3.4101267,3.3149686
972557075,4.8923073,7.7664466
963345172,3.6006033,3.0960133
834083607,6.6095996,5.2999973
694745882,2.8657484,2.57446
990599962,5.0933676,7.314893
743754524,1.6223997,4.921314
976964380,5.038553,9.601139
973384481,5.730765,6.6817102
1035086628,3.8059251,1.6916906
640088868,4.1387744,4.7024946
985832231,7.6864414,5.084313
740305711,5.49968,1.973752
930057008,4.806038,5.5547113
975477551,3.569196,2.977823
895548208,5.360796,9.436796
992774965,5.408118,9.811706
977029946,3.3573747,2.4630208
742734652,5.053291,6.9424043
681405248,4.436961,7.629901
895740736,2.8225017,3.9191418
915442497,2.1517806,4.36954
850983752,2.220825,4.47042
929962825,3.9431214,1.5520933
914389834,5.0332985,10.346957
903801677,5.069173,5.7836914
903842638,8.8052635,4.1820626
951581517,4.9378057,3.8996005
867650384,4.9930763,3.547748
962280275,2.5790691,3.183315
679471957,2.848516,3.0496855
951700309,4.427928,6.8161488
656714583,8.084804,3.5693467
827882326,4.317589,8.963841
778255191,4.957788,3.1546779
847887193,3.9904227,5.0320954
948321114,4.5366883,3.9202802
992205657,4.681981,10.244711
828009310,5.1245484,6.2086926
978652004,3.5031874,1.6860216
869616485,3.1958644,5.1566586
991980391,4.228857,9.655708
899513194,4.560812,10.319265
908565354,3.0691452,2.6463768
937732972,6.767826,3.9049947
965577581,1.8781095,5.1683817
644836206,4.515594,8.426202
971647853,8.924854,3.886864
971561834,5.0454726,7.360975
1006181229,3.8052526,1.4366533
665201523,5.2730093,6.2139864
901151599,6.732706,6.230222
823024502,4.9443884,8.525362
1041329016,7.6363387,7.78919
967310207,7.2132363,5.2314706
961846146,5.1728644,5.716946
864004996,6.014345,4.8306203
985869192,5.855594,3.2608469
762706824,4.8525405,3.022193
638806925,5.696212,2.62162
992406414,5.7879434,6.733038
904731534,6.8996634,5.3331456
992205711,4.53493,9.428578
1000110992,2.707802,4.8630743
819747729,5.680389,2.9554024
898608019,4.30193,5.043697
843414426,7.1496954,4.7133546
984034203,3.737684,1.8905517
712145820,7.258564,8.103612
811387807,8.667565,3.7995436
645536677,4.1780453,4.575675
912903080,6.3373847,4.1122103
668474280,2.2315438,5.077629
742521771,4.7890844,10.011275
989477803,4.636612,6.7277746
827595695,7.3694706,5.7455564
841788339,6.4542317,5.0653825
645807027,4.7920675,9.7668085
701074357,7.352866,8.121145
966658997,7.0984955,4.601409
935046071,1.4028054,4.044098
652958648,3.0585833,2.4722571
985832380,6.666565,3.8142018
640314301,3.8603463,4.2947145
824990654,2.610097,4.5752487
971582405,4.8360224,8.803406
672644038,7.3553863,4.182541
895609799,2.99741,4.430382
834030537,6.901183,4.4724607
651041745,5.804208,4.3309627
851700690,8.168868,4.5537777
920542161,4.83475,3.7725923
882752472,8.47758,4.050353
882256858,3.3660243,3.0983572
926555099,3.3259375,2.410496
701074400,7.3541703,8.07655
977013731,5.248735,1.7184651
932678629,8.422278,3.63946
976985059,4.621996,3.7638628
962821095,2.6655507,4.028789
914250737,2.919376,3.9289985
880774141,5.651039,10.122209
899378174,3.8146904,2.782061
951495679,3.4440475,3.7456892
956476417,3.8712175,4.363483
915479566,3.7086751,2.4522653
653196313,7.320785,4.721098
709442586,5.391798,4.0981402
811375643,7.740291,4.961391
678661149,2.2254264,5.5630918
643808289,4.698505,3.9860034
898559010,2.0401423,3.9709265
841882659,1.7617419,5.0932784
908721187,3.3356216,3.0206907
927489061,5.2703013,5.8289995
932678695,9.274034,3.9116151
645000232,4.419849,4.1661353
880884775,2.6489549,2.984878
992402475,4.1631203,2.9794703
649505836,3.4515836,3.5480778
828886063,6.3144345,6.001255
680954928,4.7459145,3.6754973
642763833,5.3500915,4.2592716
988957754,4.4229484,1.4699373
985930816,7.395918,5.006886
867765313,2.5941086,3.9358099
865311811,4.9254823,9.568655
991968323,5.445526,10.185281
839285831,4.37921,3.5141535
697506892,2.2975862,5.437149
907353172,4.036432,1.419965
972549205,5.151794,9.843558
971582554,4.0790915,2.90915
839584863,4.4136834,1.5282626
1010687072,4.2228074,1.3851943
765881445,5.418019,2.3060915
834088038,8.202079,4.3542852
902278249,7.3527927,5.6459465
841817193,7.9830146,4.740276
701160557,3.1975589,2.6059022
743115891,7.387499,3.3159242
912063608,4.857929,5.5479484
910310523,7.7236977,4.6729603
903818367,5.3666863,6.011345
914275457,4.7967563,4.060038
896044181,5.053251,6.693174
1055390869,7.5296245,7.64603
896871575,2.1558943,3.6790185
1034751127,4.67702,10.315449
639360153,3.8823507,3.9996955
962038938,4.308785,3.4429421
696958105,7.5985293,7.884474
742538397,5.4699273,9.565558
899505310,3.7218401,4.609351
828894369,7.182974,5.691461
972549288,2.413419,5.4423914
918928552,4.014628,5.7387366
907336873,7.575569,4.3852854
904023215,5.558021,2.721799
978652336,4.5931244,9.990265
927833265,3.9213264,4.2410493
845540533,8.416542,3.5730374
912571573,3.4365954,4.2993712
882449590,5.0963006,10.179673
896126139,4.726677,6.9257326
1000131771,3.3705394,5.372132
988945595,3.184275,1.9768926
1039862978,5.8107734,1.9801987
1038773445,5.424571,2.6055968
914250949,5.418523,5.658135
931941575,8.866502,3.9808557
826830025,6.2130833,5.9913793
882322637,4.1256957,3.1789942
644832461,2.1717124,4.8159947
640109779,3.2300262,3.4924815
645913812,5.5396953,2.6536186
984104151,4.6708083,2.2805803
902323416,7.711369,4.7421527
992394456,5.046446,2.5069647
824937690,2.928401,3.729657
902266075,5.7209826,9.631032
711564509,3.3495693,3.238883
939633886,5.473471,7.0398903
978676960,4.7559614,8.744311
966765795,1.8349799,5.096174
975449315,4.793078,7.5767345
947281123,8.313398,3.5392585
947109100,5.6949735,2.5987854
910335214,4.31792,4.558016
827944175,5.0264497,7.095626
834055407,6.0916443,5.1683083
982703343,4.9320025,7.082301
989134063,4.672751,8.314555
919784692,4.767708,9.464278
863431930,8.265298,3.7507677
971517180,1.9890738,5.38498
986279166,2.4292512,4.076512
970747135,5.1417046,6.6866627
948366592,8.317944,4.122946
963308801,5.1735964,8.733269
679185666,3.1855228,2.6195815
926842115,4.3186994,6.5871563
851692805,8.381431,4.734786
1036061965,4.075376,1.402414
931814669,5.067754,5.781383
639827216,7.9038305,3.6156723
834039060,7.0940647,4.5122952
982658324,5.7851744,4.2056828
990240020,2.6768904,3.458823
940686616,3.2277296,2.8316061
902380826,6.832765,5.0576434
863993115,5.976885,5.004504
732003615,7.084564,5.263884
1034747172,4.2877736,7.614048
912117029,5.929801,4.601022
642993450,4.4672875,7.1672115
906706222,6.5737786,5.3167152
908688687,4.76088,10.366429
1010965806,4.0971766,1.819025
1040452915,6.7526097,8.154369
645348660,4.0267954,3.5450747
978607419,4.5635576,1.7792457
990518594,8.190725,4.3763165
983928133,3.3698025,1.8815882
891911493,2.6870048,5.397185
895593803,5.0518107,7.0721884
893406540,2.4331298,3.2431104
640109906,5.863713,2.4590495
952581459,5.7763796,3.111218
963009885,4.4499836,4.403868
994889056,5.241186,9.690457
681897314,3.805064,4.852977
904899939,1.7461674,4.805855
990350690,2.6286852,5.421911
951696740,5.8315887,2.6378767
966819173,7.198677,4.037154
841866603,4.87511,9.285396
901983596,9.261083,3.9249377
937880943,4.686787,9.471717
908602736,4.757684,6.4775043
912608626,2.732794,3.907933
975408498,4.389706,7.651897
646827381,8.972376,4.135423
824978806,3.5362327,3.022262
990342517,3.7894423,5.0449386
972483962,5.0141864,6.6089244
940649852,9.274051,3.8899117
637394306,4.8988333,5.9389887
863460740,4.993,5.7646527
914230662,8.171761,4.7987437
982732167,4.591588,10.208609
603229579,4.241314,6.43566
901975435,6.5601025,3.657919
826842508,5.931155,8.705395
907337101,5.6144886,5.227964
965750161,1.6002386,5.214726
841866643,4.7340198,6.18894
990219668,5.161742,3.8609598
648093076,3.7877893,4.3224277
1036070294,3.7700262,2.0009043
965057941,4.5449004,10.274973
853581206,6.15107,3.9285073
645442972,4.362593,6.28475
986275230,5.700295,2.625059
764497316,2.9414072,2.3298645
899673509,4.2197614,9.403299
978652582,4.1863832,1.7419064
989502887,4.7508707,4.38122
794963377,4.936308,10.36276
648035771,3.7256825,3.3154042
1044635068,4.520783,1.4846953
656948675,4.909042,3.0392337
990342596,3.9441454,3.8528566
645635525,7.6937504,3.4605286
965598664,5.6441073,5.234692
912256459,2.4182117,3.693042
982728140,4.182441,9.696751
947162577,5.7271504,9.52268
978677202,4.6750784,1.7796515
984104403,4.3967943,1.8747591
827772373,5.714845,6.8746567
645451222,1.767587,5.302563
828890584,5.581387,6.8948073
811355609,4.0896583,2.84623
961109466,7.4481473,8.006447
961908189,6.3784733,5.135146
902000094,6.9158893,5.315168
964931038,5.788289,3.4654286
907357664,7.8776836,4.5915823
966819294,5.2724466,1.7737199
912301547,2.4326866,4.6772904
956571115,3.0282257,4.267351
913837549,5.3879037,5.1139965
990354927,4.080415,4.5057
963063283,2.8854048,4.592307
898485751,4.572509,10.166754
891469307,3.698399,3.0769465
921574909,5.147254,1.7877166
653200894,7.384632,5.62091
1054146046,5.696435,1.8717006
973778435,4.595868,9.018682
645451268,5.2959976,10.116681
644857353,3.1388803,2.8336015
1000742412,7.98488,3.5003204
898670093,5.545647,9.085745
841854478,4.7452345,9.521857
698658322,7.56911,7.937658
983850521,7.665896,3.61196
1055268377,3.5292404,2.4684014
950300190,4.109201,9.400478
681639459,4.5474987,8.093789
918953508,7.854923,4.8376236
951729703,4.289947,7.1401863
645934635,3.2896335,4.4064927
820149803,3.1249728,2.5313056
889486893,5.3306623,5.191816
929533489,2.9711945,4.721639
907148849,4.5194354,9.212755
936001075,1.3512566,4.174447
898670132,5.152925,1.7542517
948338231,5.1271586,10.322685
971546167,5.4314003,7.136718
742014521,5.4021153,1.6627595
889568825,5.409825,3.1095185
908639803,4.873688,7.029359
867765823,5.1681027,3.6214669
912014913,4.051527,8.231094
907460164,8.667671,4.4381957
965574215,3.6279752,2.1523159
975429194,4.775603,7.7365103
643501648,4.7155504,3.9457417
652959315,2.5284688,2.7657099
929406559,6.3470993,3.9674158
990531168,4.9640903,6.291181
904683111,5.1519976,5.8945312
740318831,5.4318523,1.905313
898952816,4.775131,9.125546
796802673,5.2877183,5.8999863
711573106,7.2934017,3.4072409
907357811,5.3979607,3.9022238
604098167,4.0828714,9.46076
646565496,5.574533,5.382164
827903615,4.536968,10.2838955
841875079,4.3249617,9.491421
927927945,6.4588804,3.1007764
992738956,2.138055,3.4323242
701075085,4.7091556,4.775236
884596365,2.0049896,5.504232
623328910,3.931649,3.9477446
912686733,5.178835,5.95302
853892758,5.6288195,6.809451
601628311,5.0925736,2.43596
970079895,3.9666786,1.544781
899444388,7.9868517,5.193465
717094565,4.7372394,1.8608913
922562221,1.570525,5.182211
901086894,4.492121,2.2612464
645443249,4.373923,5.2486944
645435058,5.0872297,3.1549451
701075123,2.5041592,2.6337745
903814839,8.331817,4.250759
907296441,4.455016,2.9553695
882839228,4.454278,3.0307426
908537533,4.506833,7.7530494
941579967,5.1033063,5.2844367
645451457,3.6840572,1.916615
850968263,5.320979,3.3762734
866049737,5.0109224,6.5566964
912572106,2.4721735,3.6876416
992009934,5.180233,1.6771797
927575762,6.8083906,4.674888
645373650,6.1792316,5.339847
977051346,5.1876616,2.0014167
906739413,6.58104,5.1126895
903868118,6.277061,5.35156
904040156,4.447074,4.500399
989351643,7.1886244,3.6501687
884801248,8.783216,4.1492286
1010667236,4.5883055,1.6254374
1039503078,4.5808144,2.3690145
935214823,8.093035,4.529657
906587880,7.397048,3.421172
992390889,2.3139386,5.581895
908615401,5.0100427,6.4708495
947363567,4.8891788,7.0694227
834060016,8.313555,4.3541565
975392497,4.696136,4.4082856
992227058,5.1369042,6.8378444
912953077,2.2031915,3.5680718
910892791,4.505168,6.083543
867147516,5.1899056,8.196218
880889599,4.78566,3.5976949
652959487,1.7112713,3.7929254
647401222,6.460952,4.9924474
899424012,2.3262327,4.3059297
971607823,4.4951935,4.9924026
978571024,6.3898273,3.642559
853511959,5.9783487,4.9408484
899452696,5.484468,4.308437
902311705,3.8485472,9.129819
667328279,1.9101049,4.6146975
645144344,4.880133,3.5814433
904625947,7.6630273,5.308014
638988062,2.4416602,3.7543328
705302304,2.5413208,4.119784
921759520,2.8654408,5.3090143
899583778,4.6082597,4.1944823
952786723,2.0181198,4.532364
902352680,8.505784,4.17114
863465258,5.1031704,5.84828
882302773,3.8578124,5.021832
639881020,7.424996,4.03237
818818876,3.5307174,2.7472558
961118012,7.6074553,7.901992
904601405,6.61608,4.7905517
987168573,2.584591,5.398597
972447551,1.7493553,5.1766458
966795074,8.176172,3.4649248
863440707,6.1920714,3.64913
982757189,5.0920544,3.6196012
824909637,2.1311362,3.4998558
901160774,3.8586335,5.0940313
903831367,5.240274,6.0759044
987172681,4.3969584,7.4970436
882458442,3.9054878,4.9784994
908894026,7.0369577,4.96528
984092499,5.6436496,9.981384
642998101,5.3421893,9.433627
983936858,7.5756474,7.744049
929406809,6.184695,5.7219224
926949214,6.614873,4.2442513
907087713,4.561781,8.92069
999853927,3.0426948,4.3308125
902074217,8.526726,4.2148175
962355052,2.7512865,4.253629
764497776,2.985221,2.987073
901103472,3.25374,3.1120727
742023028,5.7101007,1.7314734
643825527,3.3481624,4.438879
951537534,5.980625,5.909148
1010970495,5.4580836,5.0751786
639242112,3.5956671,2.88109
992219017,4.5712094,9.6489105
1036070797,4.4316187,1.7883592
904941454,8.403607,3.5462375
902311826,6.9612603,4.411934
924610453,2.0059366,3.6969538
992399256,5.337888,9.030125
902332313,7.1822457,5.2580795
902340506,6.966054,4.651651
966610848,6.826123,4.5808787
950075297,3.0661647,4.4431143
899674024,4.8321767,7.1935716
830652329,8.395586,3.572016
901369771,5.0629826,6.841378
948318130,3.548564,5.3580403
945758130,4.7500315,9.351765
969301940,2.4482243,5.339067
909586358,3.2287488,2.961518
646574007,8.964643,3.9061427
907485112,9.092161,3.9611595
898658234,6.0640993,3.7777014
904683452,6.507733,5.1470375
829296573,7.165496,5.5149307
650346437,4.2459364,1.8502815
957337542,3.751935,4.8692245
990236615,4.4629526,8.918263
811347913,5.7715244,5.7056155
963190732,3.2790248,5.119576
990527437,7.306631,5.022211
958619600,7.663893,7.8272705
899502033,4.4058075,4.8345356
995565521,5.713033,10.02321
896118739,4.813861,8.688156
864030679,5.459366,5.1627355
957104091,4.9560843,6.6260295
706461666,2.8513107,4.334185
963325924,5.6654325,6.9677515
826765287,6.8627696,6.0179377
950255593,5.005177,9.155267
942395372,7.950552,4.503165
628756464,3.9463167,3.3818169
910864371,3.8064308,6.0270424
643002356,4.571883,6.83608
948277237,5.6433377,10.119086
972492789,6.263385,5.187552
902029302,7.5183544,4.9294925
826798072,5.742749,7.4751167
645369849,1.8124326,3.5390835
831254527,8.550353,4.4991183
