specimen_id,LF1_L23-IT,LF1_L4-L5-IT,LF2_L4-L5-IT,LF3_L4-L5-IT,LF4_L4-L5-IT,LF1_L6-IT,LF1_L5-ET,LF2_L5-ET,LF3_L5-ET,LF1_L6-CT,LF2_L6-CT,LF3_L6-CT,LF1_L6b,LF2_L6b
18461_7132-X6338-Y3287_reg.swc,1.482632218968231,-5.352352872486488,-1.6116709023875386,0.18891730545226137,2.009056170234652,0.6595911841549326,-8.431982442609936,2.7008180360967122,-6.01590680511237,-10.164893597273807,3.9429969314173503,-7.044272302104273,-2.2815834475501657,3.6361901802886134
18469_5755-X6174-Y22049_reg.swc,4.560630994519034,4.358313491562445,6.128762044152847,1.3396309071143715,1.4020208824974676,-6.024921326906844,0.34263461550718827,-0.9731132564800431,-1.5714545935850284,2.1704562887638548,9.490223035946363,-3.9636890262639,4.4223788014414485,0.4356694248893297
18469_5853-X6133-Y22657_reg.swc,5.155917029387348,4.707442187960811,5.906699885934054,0.5151896187451293,-0.6746851058029638,-8.032730249510697,1.0038007415144374,-0.3008840873457322,-0.5850029560089013,2.7248992803138576,9.626902929516458,-4.76913327088178,4.347851190552077,-2.1046786671743316
18469_5924-X6028-Y22963_reg.swc,5.481629558347076,4.408243623332638,5.312161259013641,0.636954312635598,-1.2532621408166316,-5.9930775984015,1.3621121210599363,0.31326120294084486,-1.1409555365331538,2.15982067051182,7.88557627830483,-4.054415672724006,4.1732010585960655,-2.884227907207363
18469_6120-X7370-Y17612_reg.swc,8.955137430578647,3.847980222639501,-3.2700765984196782,-1.716466163764589,0.06492670428580716,0.8424200158809547,-4.391093228044273,3.933242492106618,1.2942022062230536,-2.10159293824809,3.6224731259090617,-1.441782547704412,0.05674066533130828,-0.24751767150481713
18469_6185-X6027-Y36689_reg.swc,6.382604185644641,7.016111640135376,5.689921520610375,1.3576956206756818,0.3030880173135982,-5.500732773102134,0.88942829778078,-0.16953666259633576,0.9134860004757913,4.699845221683319,9.096047807430601,-4.147169293645558,5.765125650695384,-0.2710854898366511
18469_6420-X7388-Y41840_2_reg.swc,8.297328294562488,3.9475283372607834,-2.3184292517401803,-0.48931421394022917,3.0085647428259374,-0.2947700212661199,-6.718869855064311,-0.3506294513161785,-1.5814111615007946,-2.1663929335654455,7.507706223015106,-1.9736518974070425,-2.219615778404994,0.2659448712842264
18469_6572-X5325-Y34608_reg.swc,4.385002386147194,3.1198280274936967,3.307891924620914,0.09846340136685197,-0.9415286645326967,-3.941632092850715,-1.705402297622109,0.1294590497611231,-0.277571160139297,-0.6255317519294961,8.437685313525451,-3.4274354203457795,1.5503568277763609,-0.5368189297861833
18469_6590-X7059-Y41111_reg.swc,4.898622782430494,5.360280445293824,6.173918054301113,0.722180074731025,-0.3893053083157063,-8.676656031199167,0.796852063455787,-1.1145959906262357,1.2462159750794537,3.2418655065572284,9.596068147493929,-4.897165172933827,5.832055903660346,-0.8987875662439465
18469_6673-X5500-Y35752_reg.swc,6.146288527903614,4.798390531529255,6.294705866970613,1.9446563746489156,-1.199499840934029,-6.3756862845226125,1.168461236727511,-1.5292007850965923,-0.21400160439759305,0.6645807446130024,8.977581926843152,-4.21721148804347,3.3571198082449927,-0.9790088587564186
18469_6680-X6305-Y38542_reg.swc,6.778623668706679,5.341168647975178,3.893199566514001,0.4921189069240409,0.21403368216597737,-4.683465217429009,0.1780786861963539,-0.5270103771844354,0.3207174186930571,1.6622323734322222,8.448913926175319,-2.218485226954104,3.6378850058661665,-1.2547726676483328
18469_6767-X5786-Y37391_reg.swc,5.69602515451778,5.379047810436093,4.414900417696193,-0.08237988835474974,2.8174020782272367,-5.459616902475514,0.016845486985949898,-1.7288791044412302,-0.24482315313774952,2.81407684321407,10.115244822606229,-4.647638864114326,2.991180554788773,1.2719694312427838
18469_6822-X8235-Y15661_reg.swc,5.576952916399095,6.956997059497036,4.5652880496754875,0.7050560766353356,-0.29862094064967337,-6.132229309031584,0.8570360999694172,-0.4217151707768349,1.668515934866893,5.0460563576727635,9.109387191282774,-5.982342199420843,4.283174240724224,-1.2756943241657366
18469_6907-X5348-Y34515_reg.swc,5.460611986336762,4.553818510904152,3.7527644521273413,2.5099549658487623,-1.478747927402196,-3.2462584656095923,0.2760498114574635,0.3370572824664158,-1.1174675015505207,1.5097168105348842,6.864284551109033,-4.605518286708291,4.205476808772256,-2.2970901147116964
18469_6933-X5678-Y23165_reg.swc,5.346959129399632,3.0758303283061132,2.4501382790096025,0.9408076967913219,-1.8212409636382796,-3.029851787453377,-0.9292054281151492,0.9771898994300219,-0.15401751282746523,-0.03990903533726908,6.038893154300568,-5.225421954089052,3.0285966921868965,-1.6484452300518528
18469_7024-X5427-Y35160_reg.swc,4.540903250419004,5.579396371715365,5.593822664461539,3.974931026535975,-0.307651099450597,-4.7888481083592,1.1977392954332613,-0.13716202435439334,-0.6683685165223313,2.209939011817073,8.396581148677761,-4.1592413640880626,6.235949406383911,-1.0189186861102206
18469_7048-X7499-Y17640_reg.swc,4.614093566810197,3.7713561878719934,4.535713854046662,2.649215689151162,-2.158789638831268,-4.305820211560252,-0.9157816662456572,0.7507187290363224,0.24425901980769113,0.2480429589364963,5.521482189065496,-4.436371056818579,5.54175890593878,-1.892779731954596
18469_7066-X6108-Y38587_reg.swc,6.978033721445821,4.6403546147848544,3.409222403903215,0.264256146439533,3.069402860610683,-3.9476521662023822,-0.7405108888473205,-0.31065969108174274,-0.943943543810268,1.1249144353446228,8.753993182584821,-1.924964031330048,3.0922665182946023,2.1003881469198533
18469_7279-X7753-Y17170_reg.swc,6.2628617490740455,4.905446135998169,6.310461513026045,-0.8807423565708066,1.6630477815299363,-9.466703477950404,0.665842662571716,-1.4599963415155985,-0.6521234153879819,2.6280585622397936,11.449246226687842,-4.03248449637033,3.03206385313563,0.1079033417480193
18469_7376-X7022-Y19051_reg.swc,3.640784935038419,3.941625005468637,6.279210360848985,1.3369127080578183,0.48986696829459786,-6.445608386029562,0.06604263853141124,-1.1687722645002105,-0.11590195215221354,2.6539427948539984,8.857506110856042,-6.1314708600392285,4.766799188440239,-0.28929963179005047
18864_6139-X4843-Y27122_reg.swc,-2.41546052036445,-8.860205514100333,-2.248955852146345,1.3018751795756343,1.4384336832044164,0.979705772868517,-9.977700076834697,3.7089030806883354,-7.818862097364524,-12.929531798637258,0.5329268937028275,-8.520818944553886,-3.117491113529061,2.8042058320678285
18864_6321-X4387-Y7047_reg.swc,-2.2136761938555445,-5.91360499191415,2.8755936741760553,-0.12380813953377934,1.2048358074749261,-1.3065756102341097,-5.777510746449044,-1.6869591666322523,-7.017695421258298,-7.2947382645250425,6.527243399806694,-6.365309754306355,-3.413192056147386,1.679198314355597
18864_6345-X3603-Y9891_reg.swc,0.42387243354940884,-5.539773754903531,0.9310692592865241,0.8373478842444455,3.314239966923954,-0.9834333346992392,-6.931151380845639,-1.1182183077337018,-7.298994878806774,-8.642089526983755,6.388330612908698,-7.834450250020899,-2.876907388633608,3.5297441093447954
18864_6384-X3409-Y13059_reg.swc,0.6547375354269707,-4.0456382836434805,1.9227809811695131,-0.36852853236740724,2.807204176949379,-1.9518005393330389,-5.590425561908173,-1.3060564539202653,-6.263088264587241,-6.64919934902449,7.68712036595068,-4.661519074844946,-2.497587065369444,2.9461546418375155
18864_6523-X3601-Y10609_reg.swc,0.7473500514128172,-4.590490396016005,1.5364082755468682,-0.33115780634247005,3.0725767336523537,-1.0239397169387803,-6.489979730390661,-1.1030073776988512,-6.593370516468076,-7.833611048889178,7.114503880520543,-5.440859725251775,-2.899247560619397,3.0630441093006895
18864_6571-X4315-Y24999_reg.swc,1.7438608899516679,-5.514589368108127,-0.4277627650691059,0.6440477992632723,-0.28349264527315,0.4099770651359058,-7.019536924765893,3.08210802295378,-4.534586762978646,-8.919346244936765,1.3011182652202926,-8.080026651648021,-0.6163587501932011,2.4108171662013556
18864_6631-X3319-Y22547_reg.swc,-0.07352824720730983,-5.285156041496158,1.9407760252870203,0.9394439466230788,1.3429206130888092,-0.7046049100211365,-5.829410010829051,-0.9366502770188077,-6.211195708417371,-8.062654234845175,5.869128209062161,-5.916993728100475,-3.0984835776618356,2.688021191748026
18864_6672-X3537-Y12829_reg.swc,3.4365696111760333,-2.9544034428463095,0.4306030497360266,-0.13054022748369465,4.4336337343892085,-0.7705550511539593,-5.601463405985512,-1.1033163936101735,-6.427340726844814,-7.220858995987208,6.866204984066126,-3.0673270879098116,-2.2423119910018747,3.478441154455703
18864_6734-X4899-Y27447_reg.swc,1.8873906020030016,-3.4382488321287745,1.5191434263009738,0.7326502567137909,4.3989654025152625,-1.1261783269846628,-6.238138960184884,-1.8770362795659785,-6.399648949240695,-6.994557812254002,7.45715783289271,-4.450003565637485,-2.0404937826310694,3.9400033557934413
18864_6741-X4187-Y8695_reg.swc,3.261152087880864,-4.097393168766951,0.7226022734272244,1.405122305241429,5.438807188947546,-0.8132521718888229,-6.645875993572636,-1.1866576727159233,-6.702358495909519,-8.669083108347012,5.424662412996767,-5.984267225097707,-0.8587021884859678,5.409273648199303
18864_6805-X6340-Y4681_reg.swc,-0.11964805443195319,-4.876203373688892,2.2394920547424064,1.159070163214363,1.334061602423749,-0.6058309820681231,-5.965795468695383,-2.004971579717286,-6.138353784356449,-7.877897432425041,6.452103531280681,-7.093040681902101,-3.684743547804007,2.217052299578695
18864_6821-X5144-Y6844_reg.swc,2.371812415615351,-3.4209280372893636,0.39329870470802364,-0.0034345861666356114,3.481959853040219,-0.7637523842311169,-6.643882338129824,-0.2960496784119786,-5.5193822031873285,-7.245863450557961,5.649937622044258,-5.286121892499232,-2.1635637234310123,3.3269012097500195
18864_7078-X6476-Y5135_reg.swc,1.391444563824491,-4.776124055856768,1.5590299485591266,1.0902672092727423,2.7069407705227544,-0.8296137556857339,-6.319861797947615,-1.0107230070205602,-6.664484126059643,-8.517452840756452,5.514037786332856,-6.078016315331373,-2.635555703103301,3.8815879809661458
18864_7117-X4611-Y9823_reg.swc,2.0272840771565184,-5.784807484030278,-1.947734695286075,0.18709821012595085,-0.16696983712370383,0.9651890531949954,-7.303921486389895,4.033342617792812,-4.435983566328515,-9.456896674588979,0.16592406163659978,-7.811502635407814,-1.294720593357511,2.3411076809966076
18864_7516-X6276-Y6366_reg.swc,1.0186728976323791,-4.53977899387537,1.2514939804568823,1.0529848927992718,3.1366902983875384,-1.2447251156517338,-6.2433762822369925,-1.3948914809134725,-6.796293659089155,-7.505153212812408,5.588504352640718,-7.396381277609329,-2.2780735632424647,2.9961824393999015
18868_6019-X9541-Y5296_reg.swc,5.6805744762217945,5.587199487889623,3.0998835138565015,2.1515316736281944,-1.823213627618758,-1.0877963245667481,-0.4672738922947937,0.10999864559375605,1.0614249154412854,1.830817085567987,4.229854436241846,-3.326857386337911,4.1872693280167885,-2.1585279541813454
18868_6405-X11428-Y4397_reg.swc,6.626959147106103,8.535615744217017,6.732130732378878,3.418712546254544,0.45090720275355656,-6.023779978981532,1.1568113647714262,-1.0167911775291154,0.8566707991641033,6.282197829841775,10.667673265934804,-5.718440707640439,6.743890188291856,0.07162610726581181
191807_6402-X3434-Y19231_reg.swc,6.885229076233129,6.100170425921446,4.141051312614298,1.2197746315653184,-1.6410229409964048,-2.7549201318002705,0.55833525079712,0.8542481409397452,1.4405219761566186,3.576324322700479,7.186144292413026,-5.200398292773717,4.088030707100556,-1.2809937343520374
191807_6423-X3900-Y9358_reg.swc,4.779299585050403,8.243831150087129,8.146712369760952,4.030104063971843,-0.734384092531545,-4.802512150469309,3.191021672004255,-3.3135137261561294,2.2694709738634753,5.689819636818529,9.635869871391407,-4.946614532014551,6.587884951313842,-0.6344684333677997
191807_6488-X3597-Y11254_reg.swc,4.73229504199251,3.210822301483739,2.2752307469263116,0.43710626517113976,0.44730455747890446,-1.3216363793823676,-2.981179457912418,0.7816705697020414,0.25402235707799287,-0.19347384421738267,6.754460748556533,-3.3720851794846554,2.4316888492966844,1.237298300098546
191807_6489-X5135-Y23408_reg.swc,7.132728788457103,7.617452716325565,5.767248046862106,3.7453831242036215,0.43239713318395995,-3.6971736736102474,2.730433953669774,-0.9879424609424642,0.6436966452984743,4.008764137574894,6.9169589297000975,-2.6022841925545204,6.863174881380811,-0.03682457876919598
191807_6504-X3953-Y21204_reg.swc,6.98244619469334,6.798132819003064,4.665560007559642,1.7057189086644293,0.5367336131442586,-6.342159385987132,0.6962632469010939,-0.3663842446482308,0.3036780363812668,5.06871242179379,9.405142828446433,-5.753245020055676,5.8253154931396605,-1.400567776468162
191807_6556-X3678-Y10670_reg.swc,5.6057410410569135,4.935560874240579,4.38202510426445,1.0760340547093699,0.8286342622368672,-4.489086169557127,-0.66473740240154,-0.26211026776270674,-0.8740657007750443,2.143787169503552,9.869186875985026,-3.2317757074620435,4.062183054525469,0.16814001585305327
191807_6625-X5034-Y23319_reg.swc,5.242675081632369,6.989668769347579,6.241436942412732,4.098307501118026,-0.4576395931139621,-3.331121320042565,2.5279950698732865,-2.1545854333136054,-0.6520476281050205,3.976468986459012,8.562741346715995,-3.2856760263975904,4.319228004334697,-0.8631840252320603
191807_6718-X5217-Y7243_reg.swc,4.408822435464171,5.70924583279475,6.033743405222479,4.0054720941881925,-1.2720723699202026,-4.088206219706145,2.0299582870333093,-1.0012989778346548,-0.8520965150364804,3.4517118875725736,7.261884594964994,-4.019235447360372,6.8363401790973315,-2.160228666006433
191807_6735-X4456-Y21792_reg.swc,7.6381596633746085,6.8914765569177385,4.25740384162361,1.0952365690914931,-1.0423300490001344,-2.7880268249614613,1.594452182543681,0.43621585654349093,2.1070418958572277,4.7668577391022255,5.941961499311151,-5.420363178462928,5.1481499020964,-1.2328262786258861
191807_6796-X5727-Y6613_reg.swc,4.210007994658924,5.357208518119132,7.69017650436453,5.066183874044996,-1.8723781375281954,-5.409749956658487,1.9687635566075787,-1.8468161191973047,-0.7280231576398517,2.588139311288934,8.534728974899021,-5.492876915676767,6.653622777671425,-1.938706359239161
191807_6822-X4235-Y21316_reg.swc,4.905289484540152,5.206420265839294,4.799467460777658,1.6063300240978453,-0.7671739740133611,-3.9306538474356696,0.709924781388395,0.5233850950887733,0.815901271861104,3.508667932505423,6.134473644355296,-5.205821069355559,6.192653000721521,-2.0743078912224253
191807_6836-X4405-Y10082_reg.swc,9.755281981716092,6.6430147171501535,-2.2409512317060445,-1.8385369774357174,-3.0828786454647235,-0.07434253471487698,-1.2009701834004054,6.507078201756425,4.12129786644688,1.7576166252302317,-0.14370529346733396,0.6390067787998877,3.125676285306251,-1.8669862342716217
191807_6864-X4028-Y18389_reg.swc,3.8535970483133224,-0.23859081832015105,-2.1791565853785357,0.6851880318780817,-2.6700621234768755,0.93332420740407,-3.094359018430178,6.542752256803278,-1.8926613116606639,-5.202253023261516,-1.5602116033310593,-2.413958535568864,1.0312864555060894,-0.7018656368288568
191807_6909-X3717-Y18949_reg.swc,5.883358604666835,5.158285639691344,6.121453398300381,2.130217530807584,0.25878904952409165,-4.341222632227014,1.112511388463835,0.28567567450970044,-0.4684278376483546,2.837695326252023,6.723210966767093,-5.196292300033712,6.823674557588703,-0.17679713750259118
191807_6912-X3878-Y19387_reg.swc,8.75530749290609,6.169456116871386,2.9982014448070866,0.13697846972130806,-0.4544893981147441,-3.4459310962111953,0.699772314199351,1.5497475580481068,0.964952109770005,3.335903685212665,6.353882141515842,-3.4428614005770157,4.547175379718863,-0.4562948025954433
191807_6920-X5119-Y8302_reg.swc,7.672971873413115,4.82125725207119,-0.19405975033821177,-1.2867730586823518,-3.622954229937342,0.548069122782343,-0.452047055367492,4.405331735766778,2.5946226152400604,0.5296390198539525,1.1362808232951278,-0.1680419907202413,2.3058748307849473,-2.4961900800501544
191807_6927-X3598-Y18516_reg.swc,5.724599337259959,5.637579166535007,5.2077865711375955,1.7287338803497676,1.5276703290656926,-7.215317757851521,1.1002010910173687,-0.05531800310048056,-1.4800745602031382,3.6117250735831883,10.01433488041,-3.9308631991798384,6.552041461606557,-0.2413321172612486
191807_7017-X4048-Y11120_reg.swc,6.715038943472666,4.845628083875519,2.2406903867590646,1.3792522419946618,0.5662449186010895,-3.7264970197201066,-1.119651133610203,0.3724153892317773,-0.39849240370190425,1.7313612046327123,6.850354186595653,-6.740867646387372,4.11584008707437,-0.45354055453723685
191807_7098-X4655-Y10334_reg.swc,8.082316458800133,5.840381727347299,-1.1102013175053405,-1.0768561855429237,-4.263340693315206,0.8675403348399648,-0.35492672511853374,5.54371906209871,3.713627147962922,2.011758938201865,0.06389455471066616,-1.3005504510451034,3.0831149131684175,-2.967794897961978
191807_7110-X4076-Y20205_reg.swc,5.725156373243986,7.147015652186242,8.071399870552344,0.4965453354172328,0.29430539986423176,-7.133353448898938,2.857710322191039,-2.1363699160944924,0.6830758798057254,6.411710834439713,11.254954712154655,-4.292315826555592,5.909137220257675,-1.3418644747332986
191807_7249-X4135-Y19813_reg.swc,4.831754968379672,3.9070993497630395,4.325081888296429,1.835354496540024,-1.6412334733858374,-3.6258914123998425,-0.4154904540616595,0.2859838294816095,0.17543544399840763,0.36557029766171134,7.0327391755028525,-4.308444405482597,4.287217324079698,-1.1098892556444753
191807_7281-X4351-Y20216_reg.swc,7.006885499373309,5.245636934239739,4.479948354742397,-0.27584017608432976,0.7427999776903351,-5.714748779370218,0.09098964582991666,0.19479688831676828,-0.05161249537960271,2.3777735451009807,8.290051637996942,-3.905308985786342,4.801363639329123,-0.6521292613416301
191807_7289-X4771-Y9549_reg.swc,8.242189378674068,7.669021268022093,4.179745251361626,0.3768787200285186,0.21247987103176802,-5.408808621260573,0.4177007911593793,-1.430643365919843,1.6511764224089862,5.329616895230268,9.80278196348357,-3.964458982667642,4.28308613494268,-2.913581804364819
191807_7300-X5089-Y9978_reg.swc,6.996930791958848,4.974522468510507,-2.8295643243883974,-1.0202275748718823,-4.4135601045895685,0.6906444642781028,-1.6725856017336012,7.501987511348625,3.8359607407670797,0.5856677098351131,-1.855419466616665,-0.8223740020436646,2.985954163995194,-2.512562811564254
191807_7326-X5555-Y22776_reg.swc,6.112258428426024,5.788809475471413,8.052766713560056,0.8193250374335039,0.9506901441879942,-11.041942207405432,2.600162693023001,-1.629375680427327,-0.3253571945537619,4.289524407436019,10.163381824500334,-4.681144864240351,6.4072288918998135,-1.380223906521888
191807_7364-X7270-Y23865_reg.swc,6.226973129339803,3.963277091589228,0.35699307585719897,-0.31515337497064955,-2.9814028328023334,-1.5230465470377692,-1.2566033184681218,3.7925893684848346,1.0951259872523749,-1.0567726584895856,1.219809688971079,-1.1582107086123434,2.2878491325941934,-1.4397128413055813
191807_7399-X8056-Y6157_reg.swc,6.921518317615851,2.825740229079008,-1.2702117566572193,0.12404228521988203,-2.4228576547368164,-1.5587711107737579,-1.7951444211305339,5.939298742079866,0.5333955907558272,-2.1112354365256403,0.5452940292963468,-0.22807423607444477,3.1086997132598233,-2.252864968888377
191807_7405-X4847-Y21105_reg.swc,6.8935867094457075,5.943277596560459,7.462205351219242,0.8802607467975708,-0.8796628265702613,-6.585483411294566,2.2993515553023975,-1.0353906670288584,0.7023238032690348,3.9094582734767616,7.650995716339147,-4.176351078139511,5.796104969916829,-2.6769987532511097
191807_7423-X4013-Y19283_reg.swc,4.432291806824727,3.19221616997159,5.853564337740188,1.0986365050334101,0.9643640555187794,-4.338531500071954,-0.1909806352240221,-1.05056974774505,-1.564573572014847,0.5394178535363817,7.5218636900991065,-3.266900799087793,3.308111977350878,-0.10374301880409664
191807_7425-X7635-Y24763_reg.swc,4.032919891549656,3.103583704357962,3.9090086938253004,0.5365718277440652,0.4329932757367144,-4.920166257071175,-0.9891249699388112,0.3779391955134193,-1.5587287925548627,1.0707650903087864,8.784543912597941,-5.239097380768498,2.959026629394467,-0.22045170439655482
191807_7439-X5230-Y8737_reg.swc,4.77882004806834,5.436964845177094,6.345039154691136,1.2091678385279347,0.3026768763157389,-4.953228709911649,0.9145675001065598,-0.9480904522198451,0.0060444347874354055,3.356218750116035,8.409627764979568,-2.9367392445384666,4.872575460943732,-1.5908960412271407
191807_7446-X4048-Y18753_reg.swc,5.41990775960201,2.9317606709079995,4.017142543832862,0.7269788996232328,-0.7233321695303794,-5.402801982714507,-0.5193595600094517,0.4779978281189867,-1.2987481991073007,0.3864360393296724,7.462351206182736,-6.489096455925511,3.3376605491893354,-0.8741774175186704
191807_7494-X6168-Y8596_reg.swc,9.206037281307285,5.464871451643469,-2.075607731027554,-1.000851414450737,-3.6825299381426064,2.036487551626045,-0.6565769365383156,5.967669607322145,4.391130681724784,0.5706225111862756,-1.6941025882133012,-1.7793879158642638,3.196879545257067,-0.2855842609430371
191807_7500-X4057-Y19214_reg.swc,5.376507908607153,3.390741005140563,6.112273105580037,0.6907996644931222,1.3477563744466847,-5.315048317248549,0.7383230551689857,-1.2110247874549553,-0.8101237059661809,0.3725098994999023,7.757032969983602,-1.9437387080060406,4.193629389741344,0.8215321507869909
191807_7508-X7743-Y23907_reg.swc,7.461326472660489,4.584858411263942,-0.661078879219824,-0.901735128223963,-3.265494056763728,-0.3909765845825069,0.21533624190562528,4.5652441002539135,1.6969822469731075,-0.5632220072186196,1.0295312207177723,2.2348724104927777,2.657538626714771,-2.8938352288038707
191807_7525-X6122-Y8722_reg.swc,8.31369383706317,5.177742672361764,-2.4238409706683757,-1.9795592956831105,-4.2745548403717235,1.6205546206568744,-1.7313074288107737,6.78772320324392,4.333017241650862,0.34049343608739235,-1.1088155284115455,-1.599357151738322,2.072823263879287,-1.1528982730862585
191807_7529-X5296-Y9002_reg.swc,7.25989462133212,6.763235201037825,5.519342598857806,0.4898606168749384,2.139489850828174,-7.921069255771783,0.39720969205580037,-1.6998594675468763,0.06805115019780482,4.5395450696053805,11.644479143488846,-5.347218264364541,5.273360914771985,-0.18936239439359426
191807_7537-X7637-Y23814_reg.swc,8.09919549581308,4.79302595954308,0.4177894855451211,-0.4164910307134244,-3.8492829279893637,-0.9396502610679464,0.40796279933517277,4.779407741658203,2.723209130410944,0.3930336043050271,0.8705595138943374,-0.7182033501783495,3.4044536974918094,-2.8866932437695176
191807_7574-X4648-Y20365_reg.swc,5.568148975899011,4.637510631487432,4.93917283544263,-0.6584063988776442,1.7299779934262307,-5.612758222321084,0.051087168393257165,-0.2452672313279356,-0.23606761593584233,2.12986258026147,8.860268217635504,-2.1369684000408347,3.6028675771217453,0.6451234867821053
191807_7612-X8075-Y6623_reg.swc,3.0881437993507683,0.2551409866625818,0.01289640211632126,0.6833223228877743,-2.0730714235584635,-0.3614118367622618,-1.5301854640169656,4.424494269637445,-3.576630414960892,-3.8468558625620184,0.028861093639694912,-0.5983656246909237,1.6232053268919988,-2.8814077703421095
191807_7712-X5701-Y8560_reg.swc,4.101641187470726,5.3142494783254755,6.587157630372552,-0.08604648865839351,1.8790306130901702,-7.221281755960896,0.05619396830306511,-1.5618101981796841,0.15970965625879666,4.690918501958187,11.303608496918212,-5.343908580745936,4.078784408816956,1.391434788556325
191807_7779-X4433-Y18625_reg.swc,3.9154053810085525,2.215592916758099,4.42559387128408,2.2427857148747465,1.8949414599659142,-5.469411899225977,-0.5775501417015504,-0.6556621338404366,-3.196179123982767,-0.7105430258350571,8.440543084571132,-4.673687929387569,3.283363778106986,0.5051730858048828
191807_7779-X6262-Y9318_reg.swc,1.433325909546574,-0.8893091659467609,-2.072335249162202,0.6291290231847515,-3.3856625101588063,2.014109982858541,-3.3930376067597487,6.703803200000536,-2.268159800470333,-4.398874800022147,-2.0515784880982597,-3.0519859150591846,1.0375868246835567,-1.0940452318839635
191807_7786-X4425-Y19023_reg.swc,4.44150045556995,-0.03149194531164856,1.1394834639187332,-0.14871499137596758,1.2356663068407916,-1.328041919747896,-2.8662250338069377,1.5033197330219226,-3.518606053572078,-3.8946133505420466,4.690834172822769,-1.5397542148236947,0.41478832560475976,-0.597960984153285
191807_7802-X7356-Y7036_reg.swc,4.659878073215477,6.017140826938585,7.279419446114851,3.074022002248274,-0.2891020292268748,-5.9509115477014936,3.017873162782546,-0.8586927215819884,-2.0399951896297117,5.168031797602954,9.471769884988579,-5.241224640447461,6.376685947450281,-1.9295340168325024
191807_7822-X4840-Y19927_reg.swc,6.793371889300408,1.9071799718982885,0.3826058547674224,-1.5684861539784674,0.4585317352099817,-2.5296913474492095,-2.3561497693099978,2.0148291496722446,-1.9462189066665403,-2.7561148459017395,6.291601718353265,1.205469046196192,0.14093593205260402,-2.1219579440435012
191807_7954-X5660-Y20932_reg.swc,3.4951906971739666,2.378292288295792,4.079952225093888,2.413073302591514,-1.5019851354478653,-3.0573860374732593,-0.6148096323541661,0.71853598520751,-2.4166503643570527,-0.6439316158050572,6.231580697961797,-4.894478411556444,3.3281382958313945,-1.635881311148605
191807_7964-X7019-Y7647_reg.swc,5.4858762153019445,3.7283660999128676,3.3409612432392066,1.2108584290496516,1.24103605030193,-4.654245335534697,-0.12098367269475593,0.15624571440430723,-2.5245640096568054,0.7577153087123965,7.756325947583349,-4.031525116308974,3.7156667386814592,-1.6444758578185148
191807_7971-X7500-Y7211_reg.swc,3.801360799159748,5.048918609720106,7.5015546346924316,3.7093123225730813,-1.3525780084172554,-6.103587786776461,2.448594157161157,-0.9741029576392117,-1.3041015151324409,3.216719384456458,8.801860615905532,-5.367048300382329,6.067471818075013,-3.184852211479885
191807_7985-X5473-Y10063_reg.swc,6.353471260551571,2.51716884837124,2.1869264914851323,0.8868696715097277,0.10880635961527488,-2.1515131666135505,-1.2440046849288369,1.4464401269401816,-1.6925313605314567,-1.6011358093547032,5.055856047825441,-3.0263751368645018,2.8268696963067397,0.6831712859089705
191807_8102-X5725-Y9586_reg.swc,4.826499260627483,1.720733152245304,2.387940809061826,0.9690549907572454,0.9889036125898996,-3.112920911905015,-2.4014935223796243,0.6351958219360786,-2.1365979592951394,-2.2946685699211287,6.088298319226867,-3.007023744680848,2.097167533859884,0.1001741508989542
191807_8158-X7179-Y9304_reg.swc,2.5166880260925835,0.094995587877566,5.111693539363384,0.4568815458131787,-0.9363726768709385,-7.843306017186023,-1.0816383077467773,-0.07678154165987261,-2.731907687812606,-1.302072794259065,6.653263988031673,-5.5813068904798575,2.877169921424606,-2.341857912566963
191812_5915-X3305-Y21307_reg.swc,-0.13170871646665594,-2.0531773802488704,3.5165774309569633,1.4396209503618664,0.10045394037606614,0.13251051815033485,-4.597688798958025,-0.7436623289650188,-3.6353327440841063,-6.083896427991098,5.075501531090556,-6.5744668700430635,-1.1988468675536073,1.6640849965959117
191812_6207-X4040-Y8998_reg.swc,3.4407202106651393,0.15482575831991735,1.5360073443865268,0.0085816178884216,3.237114939680918,0.4155462230420737,-5.517295699909819,-0.4741898999856886,-3.6892971390590086,-4.796954952159687,7.436618160648591,-3.9661608529819405,-0.7475531492192751,2.724873085861752
191812_6251-X3178-Y20913_reg.swc,5.006191609100033,0.07260603650846564,1.6312856419078747,-0.3163811251155498,3.7650554281831035,0.008929038307090853,-5.014144534994118,-0.07182696658218424,-3.868657310927401,-4.392484825270107,6.600105680213761,-4.507416174487337,0.3261670464871047,3.857194933469069
191812_6426-X4032-Y23056_reg.swc,7.2863891976110295,0.8247232101635953,0.5569451484456529,-0.5614805409614322,6.765913974073963,0.6167831222103134,-5.068462131945839,-0.2549742911265389,-4.138667013379257,-5.533792195194162,4.193621452469821,-0.3090715460401545,0.47716866343521636,5.241905222599495
191812_6431-X3967-Y9193_reg.swc,3.9375399784480725,-0.03607048010605535,1.9092132869442917,0.12738926987946775,0.5042304034224228,-2.0317056740827177,-4.282550970880819,1.549865927038181,-1.5477245934462525,-4.236666985616554,5.924931674168672,-6.629629026795335,1.5818926130110684,3.0281007562259994
