specimen_id,LF1_L23-IT,LF1_L4-L5-IT,LF2_L4-L5-IT,LF3_L4-L5-IT,LF4_L4-L5-IT,LF1_L6-IT,LF1_L5-ET,LF2_L5-ET,LF3_L5-ET,LF1_L6-CT,LF2_L6-CT,LF3_L6-CT,LF1_L6b,LF2_L6b
17781_6262-X6896-Y13574_reg.swc,-4.062513404475167,-8.136444431772759,-1.194362813993382,3.5517510605262457,-2.6497677252171035,1.4725413853384663,-6.720367304637756,5.4363368891772215,-7.274083296829952,-11.821352314461954,-3.3225469524466535,-11.531703789234735,-2.0240169304587776,1.0686479804359914
17781_6866-X8954-Y41812_reg.swc,-5.564320026906284,-9.15463063227517,-3.162759526094852,4.137386488243826,-2.9110494595576806,2.1994578160344425,-7.353205274630264,8.8536672038155,-8.747690699849878,-12.497071740759305,-5.456654005650721,-10.98635216127185,-1.788942166724799,2.4634241747832415
17787_7070-X12739-Y1410_reg.swc,-2.386173600456081,-8.342459817653836,2.9628001955047076,1.6015571264256638,-0.1599227945217241,0.8768543717341605,-6.551448852464093,-1.3019315097349118,-7.6038275920438565,-11.438579370878394,4.437197141322834,-11.129844160357598,-4.606258287887786,2.3513682962194284
182709_6172-X3564-Y6968_reg.swc,-1.2704476593707792,-6.215279960364867,3.3561971596405287,2.809349855426109,1.783042695880368,0.087322552826958,-6.119920131388253,-1.3438040289994047,-7.358989408308638,-8.749384083368275,5.157103106011638,-9.625392583358341,-1.6567252949548277,4.832416986157575
182709_6204-X2976-Y9977_reg.swc,5.1773839733793094,0.5813423375005518,0.5599945689820047,-1.7922572096922311,-1.5082685596541325,-1.6259260104505278,-3.006752596961314,3.1768016846883436,-0.8230246311724151,-3.6325709689767587,4.239978353272102,-1.0919955587234944,-0.3762636254161771,-1.2889852132606316
182709_6592-X3030-Y10077_reg.swc,4.999656734305719,-0.002871619194030728,-1.8876936307293097,-1.8752887404297471,-1.756539907587678,-0.09391059864306173,-5.494193016386962,5.349842766404573,0.4443948599316889,-4.583287378407585,1.9982356629346565,-3.384990569690938,0.1477596447992684,1.234053454375402
182709_6812-X3137-Y8659_reg.swc,3.804995630585001,-2.0128897142497175,-0.13085251909100987,-1.6444042781342403,0.3443591109906605,0.7283706711862101,-6.332516591913517,1.7255964576462417,-2.8899453502506076,-6.947142604583027,5.182973308378381,-4.885913771732811,-2.4820070183045324,1.7897049566073058
182709_6886-X3406-Y21258_reg.swc,1.3994014287921506,-5.3320557534912805,1.4659226757683097,0.8932620383057495,1.0909765336376072,-0.32482648571725703,-6.280644248819385,0.6315434616386271,-5.379656959933739,-9.1976040984651,4.389900635062438,-7.396383876638595,-1.3218801987249087,3.545226337970344
182709_6984-X2452-Y12423_reg.swc,2.229242451913584,0.21651833447664917,4.408811072791356,1.710565166882698,-0.34861503342750366,-3.075154165354436,-1.4905151534537628,0.36849177721638393,-3.1924142931849735,-3.330475950143015,5.1285287176090115,-4.0981787110220065,2.118908030876191,0.037807997571964735
182709_7010-X2644-Y10852_reg.swc,3.5226155547681675,-3.012996418424018,0.24327877507591011,-0.13152352787228266,1.131796039176362,0.8137208807166738,-6.156070824578457,1.2979917444860518,-4.383753304184692,-7.743046765770703,4.927911623277026,-7.11287253905615,-1.6770805381254124,2.847603251283578
182709_7120-X2261-Y10934_reg.swc,-1.0537381941104709,-7.830976600602927,0.7690832733887017,1.540641507407694,1.7225483839703073,0.5931822556867127,-7.043206095527225,0.19752642013041521,-7.926978366919259,-11.15806071769224,2.9584649632890265,-11.255924507721748,-3.0437575984054637,3.795635743986704
182709_7126-X2913-Y10535_reg.swc,4.598736731258409,3.9617867872313925,4.843348956114468,1.9046908232794688,-1.4466204063927552,-6.429397537044306,-0.03813471877225384,-0.3029242067361359,-0.891710474232892,0.42184973123269587,8.011986547772924,-6.031332593941494,3.8684845521511786,-2.988899378993013
182709_7144-X3121-Y9346_reg.swc,5.2289652104711895,2.2399151787524496,5.175561766860358,-1.749163242283618,1.2473933799052606,-4.9918240135446,-0.7249481548073823,-0.9897083087040108,-1.0705463305492604,0.14474484464425963,8.655491325135657,-3.4462155232952103,1.2112754630923548,1.2232066870734504
182709_7463-X3586-Y20695_reg.swc,4.368042008272251,2.0596633865486047,5.194491057625407,1.3712445647787659,-0.3188339521930308,-3.4241478147201914,-0.7896053154146323,-0.8306622729274827,-1.6237799440831724,-0.707531995142149,6.898124290827228,-4.476832914766174,2.8105208270449342,0.9343087487477152
182709_7486-X4577-Y22503_reg.swc,5.947691594226136,0.31103990900191736,-0.9051866988407633,-1.6027455364023333,0.4164037666198146,-1.6919465068096173,-4.109320239404673,2.0742501004851697,-1.9176682732036427,-4.007691496639522,4.737791614348746,-1.7369714498460314,-1.3781922038067524,-0.47662073366151564
182709_7886-X5075-Y22541_2_reg.swc,4.284442581249341,0.5717737071424455,4.010304257509186,0.31838557534706075,0.4513455281439198,-3.3109720616888505,-1.0724783866076562,0.7172540303018352,-2.591511971769027,-2.2930440455385552,5.937779707307751,-4.101165233077578,2.5237728991016706,0.9166581874047958
182709_7918-X5201-Y22656_reg.swc,4.461567030383591,0.1949178683247629,2.1107100040356315,-0.9432668867165193,0.16552539906842917,-3.242626642799867,-2.501596158065973,1.396173552316975,-2.7541498255825156,-3.338954029869212,6.346273622217207,-1.4096603239258862,0.4295846992414476,-1.034419141820615
182724_5937-X3804-Y11955_reg.swc,7.464958068237436,7.213193914990393,5.67584801348411,2.989273414439164,-0.6637474466833211,-2.1431169387355724,3.933304067282543,-0.8197118650745487,-0.4606890688536895,3.6485727816687676,5.11466292307564,-1.4425531222058035,5.236983777832895,-2.1174026420768857
182724_6175-X3782-Y10859_reg.swc,5.293293712492468,6.39150371321096,6.327341952811246,2.9310754743544956,1.7180550717921348,-5.9901068633573695,1.679181405005536,-1.633020918967033,-1.0850540105353252,3.6244422450150635,10.145241863772428,-5.24178857295131,5.077589041491435,1.8758339074811046
182724_6305-X3647-Y18869_reg.swc,3.777150504718187,3.581564599955273,3.1631780172481694,1.1715226817736266,0.37945792871490447,-3.169822742804047,-1.9080269970124164,0.41960754622779084,-1.3525568458674768,0.22634740248003737,8.369599971189599,-4.691109366175826,2.1831144800050715,0.43917883293922766
182724_6354-X4834-Y8105_reg.swc,5.419495487161693,7.101360714657082,7.137661587312189,4.771926963452548,-0.7712013081479097,-3.886596211052324,3.075081147956244,-1.4082531575002666,0.1171470655302289,3.768517336757685,6.689786710476961,-2.6002051235154626,6.796612456128067,-0.8445725138636205
182724_6360-X3448-Y12540_reg.swc,6.682632195290136,5.335902570949949,6.003427818663029,0.837878967427632,0.16502443185938057,-7.140424110954968,1.2352625149864351,-0.046594768812969284,-0.568046293655724,3.6327561983819874,8.623379384688047,-6.145041731657033,5.008895195242857,-0.2803915905987209
182724_6361-X3802-Y10603_reg.swc,6.575566991761706,7.476607635358732,4.997021763461461,1.020183110096081,2.1678354088394762,-6.224226560581279,0.8920383172887826,-1.3615445987505774,-0.6306049012393861,5.890768674408306,11.847937158493547,-5.6714707664636705,3.9967190318355783,0.04401013368562201
182724_6391-X3524-Y11978_reg.swc,5.6205837906555045,5.527140730656009,6.538243281982011,0.8708435272620295,-0.34210970134795743,-6.525134429811562,1.8009384469377119,0.06436828050247076,-0.26574845853505513,4.459498786146913,8.31870183169136,-6.16250563283928,5.2843562776798745,-1.4583409000551804
182724_6396-X3762-Y10790_reg.swc,7.182120761504203,5.468583803222158,3.7035182618201747,-0.5022635654359768,0.3881754957025045,-5.048032549651293,0.42000861569035897,0.415743147954204,-0.425239957129427,3.205061507975225,8.399741671847302,-4.506470515467515,3.0464639396452577,-1.5249280643299215
182724_6416-X3689-Y10398_reg.swc,3.976099025247248,-1.3103849774980394,1.2941459360069845,-0.1294282812214495,0.7040855519167906,-0.5391632837073339,-5.030088005417472,0.5300516492157914,-3.316453442470963,-5.745502027275846,5.543068027632964,-7.031900260709,-1.3657298599411218,1.9697997366811766
182724_6450-X3505-Y11792_reg.swc,5.107050940084858,5.716264938260458,6.9475296829511475,0.6892169454795507,-0.15483597689862744,-8.190246047305688,1.8432168155182975,-1.2207601935890067,-0.5404581601074814,4.837277831886239,10.168510901547,-5.380531606904621,4.874156451373745,-2.284088893183934
182724_6457-X3810-Y19182_reg.swc,5.984423514601686,6.365649317526951,5.152462755435815,2.7948640023162126,-0.8434815407269264,-4.840470444535795,1.5030033270273886,-0.1435486920622568,-0.15470857022506995,3.9351987635967514,8.734344991290632,-4.6189154598619115,5.442208822009947,-1.2103767914889279
182724_6644-X4183-Y20666_reg.swc,7.322548743650128,6.967990486738611,4.765030191149188,2.231200809367652,0.5605283624554672,-4.147449684262802,1.034422009244199,-0.19527510130161674,-0.7424420958992334,3.6853563889410594,8.889497404599563,-4.433135251926902,4.581600697521887,-0.2428958562939149
182724_6690-X3748-Y10610_reg.swc,8.00713364578265,6.34215905059298,4.0949857719775995,1.0518005940667803,1.7919697375846853,-5.831862220849771,0.7040782743208555,-0.5569147122542005,-1.0575806357640924,3.2571945117819525,9.515540664828569,-4.573896836753121,4.438357682931293,-0.5602763112438756
182724_6704-X3301-Y12214_reg.swc,2.223095636364619,1.4962730680546825,2.3776737409971966,1.912882134489537,0.1741092824301309,-1.3475481792798605,-3.8720962621989257,0.04798624168375737,-1.4117151145016547,-2.9646216965148424,6.394850492322628,-5.3479803993407025,1.0634442210966508,0.753079247450814
182724_7371-X5043-Y7827_reg.swc,7.311517417077118,5.8066963571331955,5.381200549059609,0.2818521370446006,3.5082705024161345,-8.252742246863077,0.7791506246327862,-1.2909810358951501,-0.8449889359527992,3.2919392199929174,9.71752581083502,-2.238963444148331,5.618993174769577,0.055738101195830114
182724_7600-X5645-Y23085_reg.swc,6.716242581618616,6.489154688509105,6.18006310720742,3.4232495370432825,-1.7893093076604707,-2.3356264985254467,3.0701420440778597,0.1638532027464396,0.20855031601236068,3.3854536765547367,5.97007694092649,-2.3909974655575748,6.268128347344284,-1.8960432553409796
182724_7822-X5447-Y22786_reg.swc,6.3032181387643975,4.332086905807513,4.396130885916468,1.8341162728072888,1.6055887112111313,-4.173458525614416,-0.9341831535927232,-0.8512313933467751,-1.0656992014901758,0.5789660372295266,8.244471957085121,-3.658334673015804,3.8956244266023323,1.2748893941002037
182724_7871-X4578-Y21040_reg.swc,5.776001346045764,4.77003674819741,5.991194393645422,1.6060563453065564,1.0258917120000204,-4.597618954605018,0.9936020745254361,-0.3425552260360406,-1.556421543512825,1.0754858823553435,9.500221783666692,-2.0125148798307424,4.191777512022714,0.2444734857627887
182724_8055-X5917-Y23103_reg.swc,6.338052783094245,4.1680251683482314,4.355333808185527,2.3048340101554596,1.560977504828531,-4.897445446520296,0.7113611944994515,0.0278792839298162,-2.1881931258567846,0.40018565284950214,7.15008199857917,-2.6867769518660207,4.740404606273349,0.15990356836017705
182724_8100-X5413-Y22190_reg.swc,3.9020309475600037,4.480499003018295,5.842537519593633,2.623446713447363,0.18564356797327172,-4.642573881842842,-0.18307366244338855,-0.21503542262165842,-0.18997398710901436,2.022941789105638,7.765274335293291,-3.884400099634031,6.779877865916381,0.4162666233785337
182724_8150-X4450-Y19864_reg.swc,5.775907900775941,3.2959623178848494,4.270676492791673,1.7183337539780152,2.2348908767664333,-5.101464007694834,0.9261726746558051,0.7442201262214909,-3.051998397547597,0.5295586365025783,7.046430209997874,-2.059843695441052,5.1645937411649925,-1.1388697574499693
182724_8155-X4575-Y20238_reg.swc,4.520382457386968,2.9267754999132998,5.13918814839716,2.5697928974128446,0.38073597071827747,-5.544402416448166,-0.16764623189430056,0.3119714325453974,-3.2520068933983537,0.34886083195526396,7.742649912434988,-4.703583019951462,5.279518716068187,-1.3436836296146
182724_8159-X4833-Y21213_reg.swc,4.917595394581547,2.7035632375098717,3.8048649508779877,0.9089790374970242,-0.05913989246546976,-3.4973079557905495,-1.5848571641100364,-0.09995962344219234,-1.8833035518693861,-1.028878099411851,8.343955072882604,-2.7026538649378935,1.5947113946493912,-0.4350841447646664
182724_8257-X5319-Y21978_reg.swc,4.268122230090018,2.5647160403841305,4.0283324145213095,0.28050558989092245,0.5734288871963307,-1.6104246235831747,-0.9484741559348704,-0.8098724487299539,-1.830802526438151,-0.4887014435613152,7.035217076992401,-3.3981887221547957,1.3418214696222495,-0.42466163426803216
182724_8281-X5491-Y21925_reg.swc,4.735638918491067,4.318183262987025,5.234221036103332,2.6316047422805027,0.43118101291727773,-5.132569598546166,0.14557498773385302,-0.539256457313817,-0.741433431189186,1.0073593910804468,8.64166922247288,-3.8038944876951355,5.184799526078764,-0.002138823322786476
182725_6819-X6109-Y7853_reg.swc,8.789151981114138,5.708313034669816,3.90965251382246,0.38510718098595054,3.434942160906592,-4.723467421220111,-0.1148875717263926,-0.49273666101291874,-0.8005370578857559,2.6243166076363362,8.126793684984499,-3.51241924359588,4.637556816836982,0.6961151367853238
182725_7341-X4593-Y22594_reg.swc,3.9110920158504365,6.232210538818032,7.557364178240695,2.5199273267928444,0.21822186722550924,-8.00553048347859,1.450905855457693,-1.4553019976854296,-1.1141958568757986,5.356281468539911,11.873488969018503,-6.3883547190695085,5.4844874415115346,-0.8542750714855869
182725_7482-X7429-Y6760_reg.swc,4.7783628630830535,2.87615375854002,6.064213368586946,1.4145501656912116,0.15951146291558882,-5.77319590029622,0.4773765749410567,-0.024094831599107636,-1.1601397904131123,-0.14447952309643652,6.274644372670545,-2.9161398404113767,5.766266056094242,-0.7480651213589516
182725_7649-X3440-Y17884_reg.swc,4.4616316824822535,1.5913985693959292,4.952335629827494,0.8722803445025347,-0.38689074959750136,-1.623792886397566,-0.9062915631980668,-1.7574270846428361,-0.3666889605941121,-2.773946595370057,5.99377265341966,-1.9293751540892001,1.043380077613723,0.941486233901731
182725_7657-X3644-Y17105_reg.swc,3.782107813410315,1.8213621086381515,4.353309042526916,2.6460257261118922,-1.4942385728199306,-3.7582561872981497,0.04407230539713092,1.452169155842542,-1.9746881495315882,-1.5093510742147491,4.821277205796651,-3.3007527039226465,4.6825905105745305,-1.8402561395715755
182725_7677-X7858-Y6794_reg.swc,4.517600898343794,3.7796602729415674,6.63707038583904,2.1091819331835038,0.5573056594852923,-7.6457986464923895,1.3186105080749067,-0.9553900510434343,-1.8875191478921356,1.4665580016405615,8.993345196645167,-3.8891875404419545,6.003012700508902,-1.1148051642696615
182725_7714-X7032-Y7882_reg.swc,2.325595887883739,1.4272747434451756,6.593768938512846,1.1214396640142046,1.4037276735136042,-5.743373235976564,-0.03589811691485162,-1.629344023885294,-2.967774821270471,0.5437931550856071,7.666481698962702,-6.045993774335523,3.6582068708271795,0.7813796259625294
182725_7762-X3772-Y19585_reg.swc,4.9621312354926665,3.251849691479542,3.572953679820502,0.4887747743234387,2.9182779666687177,-1.3305627372449025,-1.4687113385092303,-1.6750177300832605,-2.066728131547456,-0.00048222728819258265,8.445303311599035,-2.5203824984328733,1.093104902532322,1.666252402482721
182725_7988-X4540-Y20706_reg.swc,6.3878148210308305,4.629243422748253,4.553225915944793,-0.5117946386566008,1.7872220644018748,-6.757003858751465,0.37807205250487463,-0.7509057599524693,-0.9621694022141266,2.4383760402912107,9.353874219266622,-2.5972150273532932,3.285600260486177,-0.205671983967607
182725_8028-X4256-Y19926_reg.swc,5.77619052505751,2.8672458371907052,4.108690409085208,-0.05553696129704469,2.0037495842448942,-5.558104015586706,-0.7365314764675024,-0.17549016466038042,-1.949534980803794,0.11901252978174126,7.759938120252176,-2.761438736445442,3.2435393674756794,0.44016105746965384
18452_7249-X11408-Y2071_reg.swc,-2.5845237395882883,-8.222704765723401,3.0292306239857565,1.726688911474424,0.20277679609656718,0.8956468005025009,-6.793665000507779,-1.9948890773368748,-7.909764179871699,-10.927922905196448,4.477276395576078,-13.072660316232115,-4.151849228165006,3.2024649725274537
18453_5667-X25695-Y3103_reg.swc,-0.5483532460025917,-7.284845724451592,0.8027668810446598,0.5842438496128384,2.146528283775565,-1.0375692060223638,-7.967496902346853,-1.3874490350576374,-7.975139740084836,-9.860515228373293,7.303548562529155,-10.941490901384386,-4.655557715881508,2.0221911721526715
18453_5701-X28505-Y4297_reg.swc,1.6845656248186545,-3.6743444125203224,1.1767563041827072,-0.38632570006956646,1.292239455742001,-0.19395424976911674,-6.0117484443208395,-0.559051476284401,-5.495916311111904,-7.3602264630029035,5.645694405332179,-5.489241670849541,-3.006589050002283,2.0556094265238847
18453_5766-X31719-Y6139_reg.swc,1.0698111359595934,-4.252178894462883,0.5972408937325313,-0.38455630228898663,4.0001150197420765,-0.75089944673712,-6.213985168525598,-1.5524121252025243,-6.056087109526439,-7.991422804237708,7.101976741607578,-2.79709435104553,-2.4578980663940966,3.049892502561183
18453_5941-X24629-Y3152_reg.swc,4.3391179344716235,-2.460037477568635,-0.6299470080975151,-1.6878628156076125,3.8335943616773123,-0.448667016149233,-7.202932288813108,0.1245200219260254,-5.369470895506167,-7.536918906210273,6.383684290167406,-2.705437315030869,-3.4748254808959245,2.123756359330189
18453_5995-X24812-Y3143_reg.swc,2.385720959067576,-2.9731470069193575,1.5649440544984636,-0.8738681468941222,1.0809644395200473,-0.7190342780322526,-6.0496643840605895,-1.1044950897460988,-4.121796160394136,-6.293860376733302,6.834712278682079,-5.9358653902594725,-2.769768086686961,0.9735287424145981
18453_6035-X24820-Y3039_reg.swc,0.8577175637079397,-3.797617422635472,0.888766577537487,-0.26482082388735484,1.6198034788532818,0.10493555766281247,-7.05083227864074,-0.393301153747724,-4.752492382612927,-7.918521317135916,6.25512482432506,-4.688158594380219,-3.3661458010065863,1.9928309092639522
18453_6181-X10238-Y3690_reg.swc,-0.9792727787401535,-6.73875615475435,2.654818930865077,2.716434334481834,1.8912407790645334,0.5212014302058755,-6.7389353860872365,-1.9086093541621647,-7.143598914338654,-9.936840898452344,3.77684026151459,-13.322635644854962,-1.7613357840897326,5.0261617561618515
18453_6316-X30559-Y4743_reg.swc,-2.720705488441417,-6.378246698523704,2.8133967427498847,0.33683392821194613,1.476532496400289,-0.48752129643022285,-7.277144969965963,-1.6550440513439422,-6.834317540453836,-8.122677028468367,7.242253581341834,-10.186146354751695,-2.8387814337532573,2.7287955441808687
18453_6477-X30376-Y5078_reg.swc,3.0908026581783616,-6.474688589174352,-3.677919369908417,-0.1316659245659353,4.063634408840689,1.1170411958166875,-9.58236394192336,2.5492427202694046,-6.9002500150533495,-11.303910050502104,2.7462073696386895,-5.166985186112391,-3.0080457890492243,3.5675410209625316
18453_6479-X9010-Y4330_reg.swc,1.1220939609826117,-5.447537645936196,1.2386947116603635,1.2528524433342083,2.508272379543369,0.6192853180266676,-6.402372660861351,-0.7202198460834905,-7.116350761828004,-9.10878527313376,4.845925802417873,-6.905496146526886,-2.2966251799990145,3.9075403819334906
18453_6537-X8725-Y4484_reg.swc,2.0776693781410174,-4.843409685638725,-0.21056915371990814,0.16717643564413542,4.603869003443746,-0.09537748744074767,-6.926467330190805,-1.5041055224019408,-7.614868393698201,-9.232312386394339,5.664949329964053,-3.4307610389626575,-3.6552769299666674,3.1557638505002368
18453_6561-X9442-Y3817_reg.swc,0.05852610731149577,-5.965542231476899,0.7627640706375256,1.4320952089291132,4.356186946178766,-1.1757602089537114,-7.458764776902195,-1.1915789590315438,-8.05232496940485,-8.490177682817725,6.902420254806076,-8.342864163246768,-2.3389538202393485,4.562891026336725
18453_6604-X9161-Y4006_reg.swc,-1.9469319541188717,-6.472567266418207,2.958396313922809,2.617543791333354,2.829029948210276,0.5372717104967069,-6.964828799325064,-2.173711690721511,-8.119496170999865,-9.388848397470873,5.3545870665365145,-12.112661850796382,-2.3714239490444786,4.733547595441648
18453_6675-X10576-Y3102_reg.swc,-2.4667678191190547,-9.030698531476617,1.1806627748816545,1.230823310749111,1.4668539476281313,0.1735194712816944,-9.652040423027085,-1.18232389449695,-8.00814583685047,-11.296534558266625,5.154028206036619,-14.197233218297189,-3.9446734063147337,3.305895538667192
18453_6675-X8876-Y4461_reg.swc,1.6567516711339552,-3.316370444200338,2.858351465716226,1.8857606672141503,3.2088236190203188,-0.44660597917428324,-4.676412296356819,-1.736010540519254,-6.103732066354956,-7.11987098286004,6.401607836462045,-4.046806353955323,-0.9368872230167669,4.300660332630272
18453_6748-X28152-Y3578_reg.swc,0.9523315421147207,-6.411387085184253,0.10635100513219675,0.7434719669526584,2.8031209078982275,-0.5228487974994268,-7.266055056943334,-1.1179945476493214,-7.489030265509674,-10.15009892196727,5.298006936892989,-7.9522622804147804,-3.75072160018207,2.3678484228873966
18453_6846-X11548-Y2831_reg.swc,-1.3796362977587808,-5.443924475733267,1.0578428760086909,-0.4588065808362125,1.8577113661194027,-2.1972679938813084,-7.464192805175493,-1.2475688761590114,-6.577664360485185,-6.915125618873164,9.009043508311711,-6.083284156035091,-4.102548567960977,1.2787798740314391
18453_7007-X11486-Y3611_reg.swc,1.958145288728978,-5.594621546512094,-2.9005995270771514,0.23846479828100375,0.8087436034035338,0.5533786034806885,-9.101337520228,3.681644439256697,-4.084807738727758,-9.925361029704565,0.6466647792826863,-7.35431165589709,-1.3305349468874823,3.9032707338773407
18453_7010-X8769-Y4509_reg.swc,2.5524966962927085,-4.426298989909921,0.22747100465190306,0.48552209012905045,4.268343947400724,-0.3175453963912295,-6.432997786947573,-0.7227143413667969,-7.34791689198425,-8.811516061772808,6.471250534287374,-3.421730805653546,-2.4520906701867786,3.3314996174824505
18453_7024-X9012-Y4138_reg.swc,-4.040192625702122,-5.277666586811913,2.7208340403896063,-0.547484236668796,0.7683050622836346,-1.840395370495892,-7.002308565234744,-2.0955220479806056,-6.6059307248482115,-5.789565304334488,8.87961336084693,-3.9788801560833784,-5.727875339356246,0.8242633056673543
18453_7112-X9089-Y4667_reg.swc,1.7073979351429205,-3.9479697710405004,-0.20286506762155487,0.0862824505098374,1.48760704566806,-0.01264027534528838,-7.358683638315917,1.4342174584517005,-4.995293685425372,-8.370410044802549,4.31867564566595,-4.973175384277782,-1.943346234890361,2.488700450882273
18453_7132-X11495-Y3152_reg.swc,1.1557379588903103,-4.548308318623209,0.9053791395921961,-0.19464357693888656,2.691530684853678,-0.10271793548576388,-6.748587225381347,-0.9037923744984098,-6.264978417057869,-8.76013050260168,7.077812029164402,-4.651766183490748,-3.585032623246304,2.237665063979505
18453_7132-X31679-Y7308_reg.swc,1.729480736850873,-2.3396084393303713,1.5112444222310275,-0.1690598801302623,0.8155373808025519,-0.8463783257862281,-5.40436850369508,0.9983029258471297,-4.438997697831443,-6.218014395377119,6.45923360817023,-4.841496430348298,-1.5084590243732778,1.9145827307884642
18453_7146-X8788-Y4552_reg.swc,0.6407209582366895,-4.61383332946126,0.5664914802534398,0.6318278553431143,3.082360693072831,-0.7023359971058444,-6.461871082700517,-1.1359397723113602,-6.436030892907174,-7.738279249978191,6.22219198113301,-4.766877266329054,-2.4054964526147753,3.1842011361664375
18453_7188-X11060-Y3637_reg.swc,2.3279146740679884,-4.157589077624405,1.0683097516027145,1.0236620129899994,0.9680843118318525,0.298660445785377,-6.0727607972529345,-0.11802129196451983,-5.159807029953469,-8.314828436723008,4.641881854781747,-6.761728933537372,-2.000288536304442,2.4204912375222265
18453_7223-X30215-Y5120_reg.swc,-2.0556373245831203,-6.457317505887962,1.7565605305890966,0.4289923469657626,1.6652050377553755,-0.8932164508533974,-7.71120441043948,-0.8081786526005024,-7.1476737762996505,-8.121767818659347,7.292010328572518,-6.992308489217663,-3.6702434668576407,2.4927517038348004
18453_7245-X12979-Y2864_reg.swc,1.6697995320108083,-4.7378209325725456,-1.1658959325306877,0.17805761486838234,4.180749957441837,0.15433568320390229,-8.30764529348151,-0.3081331450405993,-6.823806981867811,-9.336497569725367,6.042332454557158,-3.8367959513797185,-3.2910318988959135,3.135142132824198
18453_7304-X11719-Y3749_reg.swc,1.3144339481370118,-7.447209317360092,-2.2040313920990164,0.4730124220684824,-0.5955775116544888,0.06940226430395717,-7.998856649680655,3.8880744514675585,-5.629967446452313,-10.864940293277602,-0.29760094374971446,-9.058287284108395,-2.422705903742803,2.082489389606174
18461_6043-X11080-Y1667_reg.swc,-1.6958675541764574,-7.823039245208763,0.5558403145958113,0.14677440816288523,0.5705923692109853,0.04985453788890447,-7.325983148318981,-0.2959094514400622,-7.669618481916378,-10.494798963204653,4.253191792879502,-6.913283627883671,-5.842027135560922,2.058822895060903
