sample_id,x,y,subclass_label,subclass_color,resp_pc_1
LS-14690_S03_E1-50,-1.8718338,-10.612839,L4,#00979D,14.085542618013609
LS-14690_S05_E1-50,-3.932335,-9.150489,L4,#00979D,10.88127033065762
LS-14690_S06_E1-50,-3.5487223,-11.031075,L4,#00979D,16.76106585132076
LS-14690_S07_E1-50,-1.1443017,-7.8399396,L4,#00979D,-1.7575984300858345
LS-14690_S08_E1-50,-3.8594134,-9.799077,L4,#00979D,15.93919323211286
LS-14690_S09_E1-50,-2.0855095,-8.38891,L4,#00979D,8.635165510018556
LS-14690_S11_E1-50,8.93228,-8.727519,L2/3 IT,#94D9A1,19.554628188831664
LS-14690_S12_E1-50,-1.1857376,-8.372085,L4,#00979D,2.9505979119192944
LS-14690_S13_E1-50,-1.0983002,-8.030125,L4,#00979D,3.819360321043449
LS-14690_S14_E1-50,-3.7441437,-12.116549,L4,#00979D,10.851525350827917
LS-14690_S15_E1-50,-4.5352182,-9.685483,L4,#00979D,16.937135987888603
LS-14690_S17_E1-50,9.243536,9.264521,NP,#3E9E64,-14.708011687386929
LS-14690_S20_E1-50,-4.3397417,-5.9584327,L5 IT,#008A61,7.176284248156191
LS-14690_S26_E1-50,9.836759,7.8668222,NP,#3E9E64,-13.23304934982909
LS-14690_S28_E1-50,-2.1055744,-10.787986,L4,#00979D,8.082964700581844
LS-14690_S30_E1-50,9.48581,9.32473,NP,#3E9E64,-21.868938495511557
LS-14690_S31_E1-50,-6.142615,-2.471525,L5 IT,#008A61,12.558285484494856
LS-14690_S34_E1-50,-0.5967626,14.73747,L6 CT,#2D8CB8,-3.5714132900287323
LS-14690_S35_E1-50,-1.6600511,5.7227387,L6 IT,#A19922,8.614015957639912
LS-14690_S36_E1-50,-1.5960852,15.7728405,L6 CT,#2D8CB8,2.734322149054954
LS-14690_S38_E1-50,-1.3141397,6.295534,L6 IT,#A19922,-2.1795677051253053
LS-14690_S39_E1-50,9.101803,9.826305,NP,#3E9E64,-8.95823723708415
LS-14690_S40_E1-50,-0.743318,7.0015683,L6 IT,#A19922,-11.871548753208485
LS-14690_S41_E1-50,-2.991791,9.063826,L6 IT,#A19922,-5.357386267364572
LS-14690_S42_E1-50,-2.9808204,5.856265,L6 IT,#A19922,13.89537091309504
LS-14690_S43_E1-50,-0.13410482,6.04863,L6 IT,#A19922,-7.11130391912934
LS-14690_S44_E1-50,-1.067146,8.851905,L6 IT,#A19922,-15.900348843420094
LS-14690_S47_E1-50,-1.6246898,5.8875947,L6 IT,#A19922,1.046080860631612
LS-14690_S48_E1-50,0.09697082,4.4068165,L6 IT,#A19922,-7.28201212277843
LS-14692_S01_E1-50,10.75448,-6.9530606,L2/3 IT,#94D9A1,-3.268753717314828
LS-14692_S02_E1-50,-1.8414506,-10.6299515,L4,#00979D,17.42346775923027
LS-14692_S03_E1-50,-1.624508,-8.448752,L4,#00979D,11.92410929504672
LS-14692_S04_E1-50,-1.6490047,-8.535434,L4,#00979D,5.478908781389589
LS-14692_S05_E1-50,-1.5618119,-8.434794,L4,#00979D,11.307664177872214
LS-14692_S06_E1-50,-5.162782,-10.089014,L4,#00979D,0.6826974026118151
LS-14692_S07_E1-50,-1.7424663,-11.829084,L4,#00979D,14.014556202515996
LS-14692_S08_E1-50,-1.4998089,-8.079228,L4,#00979D,-3.159525707474152
LS-14692_S09_E1-50,-2.4990668,-11.724331,L4,#00979D,7.528304732712549
LS-14692_S10_E1-50,-4.2419,-10.27814,L4,#00979D,4.9388694923060354
LS-14692_S11_E1-50,-2.3769336,-8.938045,L4,#00979D,1.6788799673839268
LS-14692_S13_E1-50,-3.474813,-11.4642105,L4,#00979D,14.303241489015576
LS-14692_S14_E1-50,-2.5825965,-8.647632,L4,#00979D,-0.9631915748630472
LS-14692_S15_E1-50,-5.102904,-9.952944,L4,#00979D,-1.81883566099837
LS-14692_S16_E1-50,-4.114392,-10.093686,L4,#00979D,15.11483691003674
LS-14692_S17_E1-50,-0.064455405,4.2379246,L6 IT,#A19922,0.7023611070440946
LS-14692_S19_E1-50,-2.7181568,6.202116,L6 IT,#A19922,0.0167628553580511
LS-14692_S20_E1-50,-10.437692,9.353491,L6 IT,#A19922,9.969175262760809
LS-14692_S21_E1-50,-1.32735,4.3546495,L6 IT,#A19922,5.474788614342186
LS-14692_S23_E1-50,8.983245,9.8301935,NP,#3E9E64,-18.58562663565566
LS-14692_S24_E1-50,9.368036,8.609123,NP,#3E9E64,-24.302315374939784
LS-14696_S33_E1-50,9.622879,-6.6924834,L2/3 IT,#94D9A1,7.597108668020989
LS-14696_S34_E1-50,9.291018,-8.411513,L2/3 IT,#94D9A1,12.387315989073237
LS-14696_S35_E1-50,8.552941,-7.7095637,L2/3 IT,#94D9A1,13.839367706126804
LS-14696_S36_E1-50,10.7908125,-7.563169,L2/3 IT,#94D9A1,2.2059000568968274
LS-14696_S37_E1-50,9.671943,-8.5810585,L2/3 IT,#94D9A1,8.894521934242231
LS-14696_S38_E1-50,10.199445,-6.9687724,L2/3 IT,#94D9A1,1.3725910731613091
LS-14696_S40_E1-50,9.483739,-8.74669,L2/3 IT,#94D9A1,12.92167861168327
LS-14696_S41_E1-50,10.085616,-8.513362,L2/3 IT,#94D9A1,3.580991398202832
LS-14696_S42_E1-50,8.529527,-6.5252643,L2/3 IT,#94D9A1,8.968947672266689
LS-14696_S43_E1-50,10.595515,-6.449482,L2/3 IT,#94D9A1,0.0308620953301327
LS-14696_S44_E1-50,11.068613,-8.0495405,L2/3 IT,#94D9A1,3.720548687832487
LS-14696_S45_E1-50,8.159443,-6.4906926,L2/3 IT,#94D9A1,21.6345767708776
LS-14696_S46_E1-50,10.89555,-8.337339,L2/3 IT,#94D9A1,0.8607418952482078
LS-14696_S47_E1-50,8.673241,-7.854152,L2/3 IT,#94D9A1,17.316741565023023
LS-14696_S48_E1-50,10.050143,-8.641608,L2/3 IT,#94D9A1,5.216730958314972
LS-14696_S50_E1-50,-3.7676718,-11.675609,L4,#00979D,-1.3804383515175267
LS-14696_S51_E1-50,-4.008261,-6.871494,L5 IT,#008A61,-5.250370245359438
LS-14696_S52_E1-50,-2.7630866,-9.773929,L4,#00979D,6.778148149117239
LS-14696_S53_E1-50,-3.5115862,-9.295025,L4,#00979D,6.810539494693015
LS-14696_S54_E1-50,-2.421496,-8.788633,L4,#00979D,0.0715213185261814
LS-14696_S55_E1-50,-3.1911378,-9.023087,L4,#00979D,8.069721047564784
LS-14696_S56_E1-50,-1.29355,-7.778824,L4,#00979D,-6.33089151545514
LS-14696_S57_E1-50,-3.3893237,-8.996535,L4,#00979D,0.6072859317221825
LS-14696_S58_E1-50,-1.6817933,-11.851333,L4,#00979D,-0.4886576454249421
LS-14696_S59_E1-50,-2.4043875,-11.5942955,L4,#00979D,5.891029003320965
LS-14696_S60_E1-50,-2.7666175,-9.8342495,L4,#00979D,6.057498620274487
LS-14696_S61_E1-50,-1.5710181,-8.469874,L4,#00979D,4.940015408550828
LS-14696_S62_E1-50,-2.919142,-9.407262,L4,#00979D,-6.681279529865561
LS-14696_S63_E1-50,-4.320365,-9.550829,L4,#00979D,7.942502666074351
LS-14696_S64_E1-50,-2.6257513,-8.758349,L4,#00979D,7.434855579982177
LS-14696_S65_E1-50,-4.226319,1.5148916,L5 IT,#008A61,5.189147869387496
LS-14696_S66_E1-50,9.139683,9.454221,NP,#3E9E64,-20.04622314282574
LS-14696_S67_E1-50,-6.425625,-2.1970627,L5 IT,#008A61,10.92823290132858
LS-14696_S69_E1-50,9.33357,9.293392,NP,#3E9E64,-22.696386877442905
LS-14696_S70_E1-50,9.70046,7.884215,NP,#3E9E64,-11.507809724164364
LS-14696_S72_E1-50,-6.271327,-2.5973887,L5 IT,#008A61,-1.240948739103061
LS-14696_S75_E1-50,13.294432,4.5629463,L5 PT,#0D5B78,-3.995575365994779
LS-14696_S76_E1-50,9.143962,9.699337,NP,#3E9E64,-18.59631592982072
LS-14696_S79_E1-50,-5.6249084,-6.0661187,L5 IT,#008A61,1.041745664182095
LS-14696_S81_E1-50,-1.3168612,16.214977,L6 CT,#2D8CB8,-10.714034314237418
LS-14696_S82_E1-50,-0.3478182,14.8814745,L6 CT,#2D8CB8,-7.066552107558266
LS-14696_S83_E1-50,0.3858272,15.990611,L6 CT,#2D8CB8,3.0935393491193017
LS-14696_S84_E1-50,0.36309686,18.191973,L6 CT,#2D8CB8,-24.37229436926371
LS-14696_S85_E1-50,-1.365826,5.4421606,L6 IT,#A19922,2.1738591672811363
LS-14696_S86_E1-50,-0.011362057,16.992592,L6 CT,#2D8CB8,-18.891351960216895
LS-14696_S87_E1-50,-1.9607927,8.66811,L6 IT,#A19922,-5.9784862063417
LS-14696_S88_E1-50,-3.0224822,8.815273,L6 IT,#A19922,2.509442423211771
LS-14696_S89_E1-50,-1.3871388,15.245883,L6 CT,#2D8CB8,-4.466010172964862
LS-14696_S90_E1-50,0.14643888,17.500204,L6 CT,#2D8CB8,-14.729177492218083
LS-14696_S91_E1-50,-0.96695405,7.8613725,L6 IT,#A19922,-11.771756683226734
LS-14696_S92_E1-50,-0.3650024,17.372456,L6 CT,#2D8CB8,-14.76408684271387
LS-14696_S93_E1-50,-0.9788821,16.64486,L6 CT,#2D8CB8,-16.52916017643347
LS-14696_S94_E1-50,-2.7975624,6.6866074,L6 IT,#A19922,7.199250620013496
LS-14696_S95_E1-50,0.50279045,4.7831364,L6 IT,#A19922,-11.518492331380507
LS-15000_S09_E1-50,-0.6822413,6.0131364,L6 IT,#A19922,-7.080815450867867
LS-15000_S10_E1-50,-0.28117144,3.8621104,L6 IT,#A19922,-0.8665300202396234
LS-15000_S11_E1-50,0.19813946,17.812368,L6 CT,#2D8CB8,-10.848757413224336
LS-15000_S12_E1-50,-0.5473044,14.947345,L6 CT,#2D8CB8,-9.21327180114939
LS-15000_S13_E1-50,-1.2968018,15.145044,L6 CT,#2D8CB8,-8.37134671023998
LS-15000_S14_E1-50,-1.1545166,7.165127,L6 IT,#A19922,-10.089184623109483
LS-15000_S15_E1-50,0.8322434,16.915352,L6 CT,#2D8CB8,5.5060811536640735
LS-15000_S16_E1-50,-1.6192167,4.45896,L6 IT,#A19922,9.196289695737896
LS-15000_S17_E1-50,-0.00785089,8.225132,L6 IT,#A19922,-20.710794376390016
LS-15000_S18_E1-50,-0.0017906238,18.923286,L6 CT,#2D8CB8,-17.410114611034018
LS-15000_S20_E1-50,-0.76706076,7.6672297,L6 IT,#A19922,-5.066050704779213
LS-15000_S21_E1-50,0.2637387,4.8521814,L6 IT,#A19922,-10.01314236284279
LS-15000_S22_E1-50,-2.100244,5.3885794,L6 IT,#A19922,11.52449377781615
LS-15000_S23_E1-50,-0.3736533,17.103903,L6 CT,#2D8CB8,-15.224770286438613
LS-15000_S24_E1-50,0.064960904,5.9672008,L6 IT,#A19922,-10.180148228443183
LS-15000_S25_E1-50,-0.2500882,17.48098,L6 CT,#2D8CB8,-4.16403198615665
LS-15000_S26_E1-50,-0.47124934,16.937805,L6 CT,#2D8CB8,-11.412992936331984
LS-15000_S27_E1-50,-1.4378647,15.632796,L6 CT,#2D8CB8,-6.969657835674814
LS-15000_S28_E1-50,0.26181242,5.679336,L6 IT,#A19922,-11.605064478585582
LS-15000_S29_E1-50,-0.03839653,4.499034,L6 IT,#A19922,-3.9713739580340057
LS-15000_S30_E1-50,-1.0429729,14.668033,L6 CT,#2D8CB8,-5.361013028063645
LS-15000_S32_E1-50,-0.122660406,5.325781,L6 IT,#A19922,-4.489735521734498
LS-15002_S17_E1-50,9.45315,-5.766223,L2/3 IT,#94D9A1,-3.937288422136852
LS-15002_S18_E1-50,11.198143,-7.874773,L2/3 IT,#94D9A1,-0.9708417777136767
LS-15002_S19_E1-50,8.320104,-6.8160577,L2/3 IT,#94D9A1,14.542029947478868
LS-15002_S20_E1-50,9.563546,-5.4956017,L2/3 IT,#94D9A1,-5.34082651724892
LS-15002_S21_E1-50,9.992668,-7.387174,L2/3 IT,#94D9A1,11.33673936224262
LS-15002_S22_E1-50,9.277998,-6.4375787,L2/3 IT,#94D9A1,7.540190831036023
LS-15002_S23_E1-50,10.595219,-7.5851054,L2/3 IT,#94D9A1,1.4936025808249875
LS-15002_S24_E1-50,9.775298,-5.592464,L2/3 IT,#94D9A1,-8.734381259851794
LS-15002_S25_E1-50,8.696107,-6.135908,L2/3 IT,#94D9A1,1.1247840179836306
LS-15002_S26_E1-50,7.993147,-6.666828,L2/3 IT,#94D9A1,18.56359942964604
LS-15002_S27_E1-50,9.982559,-6.9389367,L2/3 IT,#94D9A1,3.2424133887702102
LS-15002_S28_E1-50,9.638277,-7.3675,L2/3 IT,#94D9A1,11.06540055554032
LS-15002_S29_E1-50,8.009127,-6.785981,L2/3 IT,#94D9A1,19.194752790286287
LS-15002_S30_E1-50,11.022186,-7.963,L2/3 IT,#94D9A1,-5.457373659000526
LS-15002_S31_E1-50,9.837415,-8.140617,L2/3 IT,#94D9A1,10.794865308152572
LS-15002_S32_E1-50,9.934147,-6.1263733,L2/3 IT,#94D9A1,-7.170232262733086
LS-15002_S34_E1-50,-1.0041139,-8.666068,L4,#00979D,5.349553855832987
LS-15002_S35_E1-50,-2.2359648,-10.438462,L4,#00979D,-1.285644363055391
LS-15002_S36_E1-50,-2.4816532,-9.381556,L4,#00979D,11.681272098812244
LS-15002_S37_E1-50,-2.1466806,-9.443113,L4,#00979D,15.26465615858179
LS-15002_S38_E1-50,-2.2427707,-10.863565,L4,#00979D,-0.8669707366162952
LS-15002_S39_E1-50,-1.8045156,-12.124216,L4,#00979D,2.36513244698058
LS-15002_S40_E1-50,-3.9124923,-8.699995,L4,#00979D,5.167098256837273
LS-15002_S41_E1-50,-1.9685968,-12.217385,L4,#00979D,12.429156728254563
LS-15002_S42_E1-50,-4.185419,-7.1166286,L4,#00979D,0.106840846483563
LS-15002_S43_E1-50,-1.8974894,-7.705094,L4,#00979D,-3.9101995926963946
LS-15002_S44_E1-50,-1.0499456,-8.659568,L4,#00979D,3.5007863427854047
LS-15002_S45_E1-50,-1.5210539,-8.043758,L4,#00979D,2.175599734307816
LS-15002_S46_E1-50,-2.3666487,-12.317867,L4,#00979D,7.279289428623611
LS-15002_S47_E1-50,-2.9078472,-9.018449,L4,#00979D,2.4771575234222567
LS-15002_S48_E1-50,-4.0915365,-6.40725,L5 IT,#008A61,-2.164853689286524
LS-15002_S49_E1-50,-1.3335129,5.9195123,L6 IT,#A19922,1.3159822175410445
LS-15002_S50_E1-50,-0.7244785,8.223856,L6 IT,#A19922,-18.327590560855484
LS-15002_S51_E1-50,9.300128,8.914287,NP,#3E9E64,-19.67703297489999
LS-15002_S52_E1-50,-0.2171921,6.0264435,L6 IT,#A19922,-8.397537772153079
LS-15002_S53_E1-50,0.095838405,5.6950436,L6 IT,#A19922,-12.98976639870161
LS-15002_S54_E1-50,-0.3862789,3.1035223,L6 IT,#A19922,-4.698023758360383
LS-15002_S55_E1-50,-1.5030986,6.014488,L6 IT,#A19922,-0.4366231015552882
LS-15002_S56_E1-50,-7.251045,-2.0633821,L5 IT,#008A61,0.2443315262222524
LS-15002_S57_E1-50,-0.55830836,4.3082056,L6 IT,#A19922,3.160149005643291
LS-15002_S58_E1-50,9.021415,9.510101,NP,#3E9E64,-18.47996829092964
LS-15002_S59_E1-50,-0.3456556,5.508397,L6 IT,#A19922,-8.718431548697192
LS-15002_S60_E1-50,-1.6674701,7.738338,L6 IT,#A19922,-9.51357373959713
LS-15002_S61_E1-50,12.32783,4.2431526,L5 PT,#0D5B78,1.785977227860906
LS-15002_S62_E1-50,-0.013385524,4.4165936,L6 IT,#A19922,-9.67046424430714
LS-15002_S63_E1-50,-0.73189616,3.9925838,L6 IT,#A19922,2.7916027411292874
LS-15002_S64_E1-50,12.627797,4.4595366,L5 PT,#0D5B78,0.63337880003972
LS-15002_S65_E1-50,-2.9094782,5.770106,L6 IT,#A19922,13.10462492309884
LS-15002_S66_E1-50,-0.35274497,5.9156713,L6 IT,#A19922,-7.193483753533706
LS-15002_S67_E1-50,-0.13325284,4.7843914,L6 IT,#A19922,0.751773658897326
LS-15002_S68_E1-50,-2.5077522,5.5478854,L6 IT,#A19922,5.128698439391288
LS-15002_S69_E1-50,0.08005354,7.6692047,L6 IT,#A19922,-20.33537738187469
LS-15002_S70_E1-50,0.13482654,6.2954917,L6 IT,#A19922,-10.474931796389866
LS-15002_S71_E1-50,-3.0433419,5.971446,L6 IT,#A19922,11.841407622376302
LS-15002_S72_E1-50,3.5875185,20.739166,L6b,#25596D,-9.368650887860053
LS-15002_S73_E1-50,0.21684526,15.543196,L6 CT,#2D8CB8,-17.539510128496133
LS-15002_S74_E1-50,-0.15868413,8.599615,L6 IT,#A19922,-18.91117816641582
LS-15002_S75_E1-50,-0.75302494,8.04864,L6 IT,#A19922,-13.054512625126838
LS-15002_S76_E1-50,-0.377275,6.2222695,L6 IT,#A19922,-6.746953408803628
LS-15002_S77_E1-50,-0.23275906,6.1770763,L6 IT,#A19922,-9.476424286187438
LS-15002_S78_E1-50,-0.661103,17.309803,L6 CT,#2D8CB8,-13.896505100419176
LS-15002_S79_E1-50,-1.2506093,4.0912824,L6 IT,#A19922,7.45970590523075
LS-15002_S80_E1-50,-1.2469976,16.863699,L6 CT,#2D8CB8,-14.711306852186455
LS-15002_S89_E1-50,-1.553585,16.568624,L6 CT,#2D8CB8,-1.190846385169536
LS-15002_S90_E1-50,-0.997009,4.749748,L6 IT,#A19922,-1.3155924793710632
LS-15002_S91_E1-50,-1.1771059,15.294375,L6 CT,#2D8CB8,-8.810855826387373
LS-15002_S92_E1-50,0.14986312,5.0367975,L6 IT,#A19922,-6.792393095920678
LS-15002_S93_E1-50,-0.37244865,18.645157,L6 CT,#2D8CB8,-11.692146155123304
LS-15002_S94_E1-50,1.2169589,15.793824,L6 CT,#2D8CB8,-11.574396616243252
LS-15002_S95_E1-50,-1.01826,3.898697,L6 IT,#A19922,4.906733626409627
LS-15002_S96_E1-50,0.6649091,16.184547,L6 CT,#2D8CB8,-0.3167734354299708
LS-15003_S17_E1-50,9.490813,-6.5497427,L2/3 IT,#94D9A1,10.548136802616645
LS-15003_S18_E1-50,9.524641,-6.150924,L2/3 IT,#94D9A1,1.9919241187253285
LS-15003_S19_E1-50,9.808352,-6.9871945,L2/3 IT,#94D9A1,4.202595819174462
LS-15003_S20_E1-50,10.705134,-8.323908,L2/3 IT,#94D9A1,-1.138097785069838
LS-15003_S21_E1-50,9.290244,-8.575044,L2/3 IT,#94D9A1,14.37132875978131
LS-15003_S22_E1-50,9.24971,-8.869069,L2/3 IT,#94D9A1,8.284209822476491
LS-15003_S23_E1-50,11.297905,-7.978114,L2/3 IT,#94D9A1,-3.302558430773655
LS-15003_S24_E1-50,9.318821,-7.6341834,L2/3 IT,#94D9A1,14.779662607850756
LS-15003_S25_E1-50,11.231293,-7.8159266,L2/3 IT,#94D9A1,-0.8551171249337813
LS-15003_S26_E1-50,10.990762,-7.627981,L2/3 IT,#94D9A1,-7.211186352256408
LS-15003_S27_E1-50,11.162332,-7.7430263,L2/3 IT,#94D9A1,-5.904145869454894
LS-15003_S28_E1-50,9.623514,-5.623316,L2/3 IT,#94D9A1,-2.2514193010404315
LS-15003_S29_E1-50,7.9653354,-6.8032837,L2/3 IT,#94D9A1,26.88139312466457
LS-15003_S30_E1-50,9.56331,-5.473679,L2/3 IT,#94D9A1,-3.375810820644344
LS-15003_S31_E1-50,10.303957,-7.951192,L2/3 IT,#94D9A1,7.863425949976013
LS-15003_S32_E1-50,9.573532,-5.3731737,L2/3 IT,#94D9A1,-6.713821940785004
LS-15003_S33_E1-50,-2.67605,-8.794881,L4,#00979D,1.8856402382617337
LS-15003_S34_E1-50,-4.5539427,-9.912925,L4,#00979D,4.856364019844599
