sample_id,x,y,subclass_label,subclass_color,resp_pc_1
LS-15038_S31_E1-50,9.809642,-6.5467215,L2/3 IT,#94D9A1,-0.5144818874445347
LS-15038_S41_E1-50,10.004815,-8.363929,L2/3 IT,#94D9A1,14.555534445671926
LS-15038_S42_E1-50,9.4332,-8.320978,L2/3 IT,#94D9A1,15.191540404459106
LS-15038_S43_E1-50,10.472671,-7.1638603,L2/3 IT,#94D9A1,-4.421271867830482
LS-15038_S45_E1-50,10.574156,-7.5241933,L2/3 IT,#94D9A1,2.5847994578542663
LS-15038_S46_E1-50,10.424391,-7.550105,L2/3 IT,#94D9A1,6.253430419606952
LS-15038_S47_E1-50,10.475882,-7.3676834,L2/3 IT,#94D9A1,3.8348906166394015
LS-15038_S48_E1-50,8.861959,-8.416215,L4,#00979D,12.866244184871416
LS-15038_S77_E1-50,11.316661,-8.504772,L2/3 IT,#94D9A1,2.202244387335831
LS-15041_S01_E1-50,-2.110084,-10.129742,L4,#00979D,1.7181451772041605
LS-15041_S02_E1-50,-1.8968376,-12.18535,L4,#00979D,11.428654434319212
LS-15041_S03_E1-50,-1.9016632,-10.995674,L4,#00979D,10.937995900995343
LS-15041_S04_E1-50,-2.63728,-12.237726,L4,#00979D,10.021903323476458
LS-15041_S05_E1-50,-2.7830238,-11.001471,L4,#00979D,3.4258039867690324
LS-15041_S06_E1-50,-2.5860415,-8.45048,L4,#00979D,5.222024707314755
LS-15041_S07_E1-50,-4.8505106,-9.6286,L4,#00979D,7.66020835876829
LS-15041_S08_E1-50,-2.9526715,-12.262919,L4,#00979D,5.524330906816212
LS-15041_S09_E1-50,-2.4251075,-11.904498,L4,#00979D,12.248034519312125
LS-15041_S10_E1-50,-3.1001437,-9.282178,L4,#00979D,4.979447916864557
LS-15041_S11_E1-50,-3.221069,-8.250157,L4,#00979D,6.422700650387141
LS-15041_S12_E1-50,-2.4811645,-8.607691,L4,#00979D,2.493211401426372
LS-15041_S13_E1-50,-3.683347,-8.081741,L4,#00979D,2.4614875275471677
LS-15041_S14_E1-50,-3.9394045,-8.948144,L4,#00979D,12.458342456958166
LS-15041_S15_E1-50,8.64593,9.625441,NP,#3E9E64,-15.437086197061603
LS-15041_S16_E1-50,-1.0979296,-8.277934,L4,#00979D,3.426993557318
LS-15041_S17_E1-50,-5.549868,-1.0094411,L5 IT,#008A61,12.689378298871077
LS-15041_S18_E1-50,-5.4177628,-0.22526929,L5 IT,#008A61,-9.978618142989903
LS-15041_S19_E1-50,-1.8220472,3.456858,L6 IT,#A19922,7.414304082718457
LS-15041_S20_E1-50,-1.2590084,3.5078263,L6 IT,#A19922,-1.1693760742637902
LS-15041_S21_E1-50,-1.8155189,5.479377,L6 IT,#A19922,9.059550431036
LS-15041_S23_E1-50,8.614055,9.545597,NP,#3E9E64,-19.90353130796682
LS-15041_S25_E1-50,-5.9869475,-1.0400103,L5 IT,#008A61,-10.379030357569969
LS-15041_S26_E1-50,-0.24153663,7.3697186,L6 IT,#A19922,-15.476622229528532
LS-15041_S27_E1-50,-3.0366042,9.018227,L6 IT,#A19922,-4.60762955103702
LS-15041_S29_E1-50,-0.8108859,3.3766444,L6 IT,#A19922,-2.903739352550708
LS-15041_S31_E1-50,-1.4117907,4.8681207,L6 IT,#A19922,2.72188551936597
LS-15041_S32_E1-50,8.932344,9.825461,NP,#3E9E64,-18.90019480283497
LS-15041_S33_E1-50,-1.4975102,5.800095,L6 IT,#A19922,5.81444575266221
LS-15041_S34_E1-50,0.1296075,15.502207,L6 CT,#2D8CB8,-5.6287750693518985
LS-15041_S35_E1-50,-1.2805294,5.7146997,L6 IT,#A19922,-2.63631391123293
LS-15041_S36_E1-50,-0.72369903,14.409536,L6 CT,#2D8CB8,-3.614014153247116
LS-15041_S37_E1-50,-2.9436057,6.092856,L6 IT,#A19922,18.848766972564977
LS-15041_S38_E1-50,-0.20343612,14.775565,L6 CT,#2D8CB8,-2.8399735883757296
LS-15041_S39_E1-50,-0.714605,14.386852,L6 CT,#2D8CB8,-7.012941332974713
LS-15041_S40_E1-50,-0.5211171,4.8977046,L6 IT,#A19922,3.1147186775260223
LS-15041_S41_E1-50,-1.1218705,8.684751,L6 IT,#A19922,-16.811184615637572
LS-15041_S43_E1-50,-1.7720944,5.994351,L6 IT,#A19922,9.490968547594832
LS-15041_S44_E1-50,-3.626019,6.916291,L6 IT,#A19922,18.968206353105547
LS-15041_S45_E1-50,-2.0793526,8.805079,L6 IT,#A19922,-8.433883308009557
LS-15041_S46_E1-50,-0.58826524,14.624201,L6 CT,#2D8CB8,-5.790783996267187
LS-15041_S47_E1-50,-0.22980183,6.596901,L6 IT,#A19922,-8.100381998727745
LS-15041_S48_E1-50,0.24545266,5.1137066,L6 IT,#A19922,-4.665153356528942
LS-15041_S50_E1-50,-4.6912575,0.85579574,L5 IT,#008A61,-1.178386079703413
LS-15041_S53_E1-50,9.836178,9.1701975,NP,#3E9E64,-21.0841730919245
LS-15041_S54_E1-50,9.695634,9.289365,NP,#3E9E64,-14.450852468737184
LS-15041_S55_E1-50,9.887907,9.07885,NP,#3E9E64,-18.96245516955388
LS-15041_S56_E1-50,9.782759,9.151725,NP,#3E9E64,-12.30723021997884
LS-15041_S62_E1-50,12.746214,3.0379431,L5 PT,#0D5B78,8.744168051863944
LS-15041_S64_E1-50,9.183936,9.936832,NP,#3E9E64,-18.276929864216115
LS-15041_S65_E1-50,-1.3955466,4.630305,L6 IT,#A19922,6.166233560249607
LS-15041_S66_E1-50,9.857795,9.109899,NP,#3E9E64,-14.374573374862006
LS-15041_S67_E1-50,-4.94368,0.43349808,L5 IT,#008A61,-8.547966115456221
LS-15041_S69_E1-50,9.734021,9.073704,NP,#3E9E64,-21.268505792302378
LS-15041_S70_E1-50,-5.9167323,-1.3823185,L5 IT,#008A61,14.387364946076945
LS-15041_S72_E1-50,9.658726,9.20456,NP,#3E9E64,-17.683897359779774
LS-15041_S74_E1-50,10.0796795,-8.447193,L2/3 IT,#94D9A1,5.971865861502928
LS-15041_S75_E1-50,10.319515,-7.335383,L2/3 IT,#94D9A1,0.8404205189446469
LS-15041_S78_E1-50,8.469914,-7.666073,L2/3 IT,#94D9A1,23.0749242480872
LS-15041_S79_E1-50,8.767752,-7.689286,L2/3 IT,#94D9A1,10.796143946289462
LS-15041_S80_E1-50,10.74412,-6.4192348,L2/3 IT,#94D9A1,-3.0450983098130155
LS-15041_S81_E1-50,8.635303,-8.421035,L2/3 IT,#94D9A1,21.901785125321386
LS-15041_S82_E1-50,9.761084,-7.308572,L2/3 IT,#94D9A1,10.793629629942338
LS-15041_S83_E1-50,8.267749,-7.7562246,L2/3 IT,#94D9A1,24.471250402229977
LS-15041_S86_E1-50,10.03733,-6.7531724,L2/3 IT,#94D9A1,-4.167454963132328
LS-15041_S88_E1-50,9.71686,-8.205404,L2/3 IT,#94D9A1,10.462057879210668
LS-15042_S09_E1-50,-3.3347864,7.0419674,L6 IT,#A19922,24.868461458564443
LS-15042_S10_E1-50,0.36931264,15.743393,L6 CT,#2D8CB8,-4.146582978678373
LS-15042_S11_E1-50,-4.9275556,0.22398537,L5 IT,#008A61,-11.654544284835126
LS-15042_S13_E1-50,-2.8367155,6.5570006,L6 IT,#A19922,18.943754741137308
LS-15042_S14_E1-50,0.7474347,16.996712,L6 CT,#2D8CB8,-2.6042064944660663
LS-15042_S15_E1-50,-10.444114,9.307521,L6 IT,#A19922,-3.4666431966782283
LS-15042_S16_E1-50,-0.79184675,7.6726685,L6 IT,#A19922,-7.03020245077124
LS-15042_S17_E1-50,-1.6946254,5.6334743,L6 IT,#A19922,8.834010391309352
LS-15042_S18_E1-50,0.012697006,16.67193,L6 CT,#2D8CB8,-17.227634281180272
LS-15042_S19_E1-50,-1.058684,16.441181,L6 CT,#2D8CB8,-11.361495119192544
LS-15042_S20_E1-50,-1.4163928,5.094665,L6 IT,#A19922,-7.505291027508183
LS-15042_S21_E1-50,-0.75848746,8.466724,L6 IT,#A19922,-15.197674735362112
LS-15042_S22_E1-50,-0.13100539,17.408941,L6 CT,#2D8CB8,-20.095132358663918
LS-15042_S24_E1-50,-1.6989813,4.52346,L6 IT,#A19922,-5.003844002305362
LS-15042_S25_E1-50,-2.260123,8.673902,L6 IT,#A19922,-3.7732073912966255
LS-15042_S26_E1-50,-0.52959377,6.1620274,L6 IT,#A19922,-7.391408405824673
LS-15042_S27_E1-50,-2.1115975,5.6144443,L6 IT,#A19922,11.681174137634248
LS-15042_S28_E1-50,-0.26060748,17.013449,L6 CT,#2D8CB8,-19.988951154922457
LS-15042_S29_E1-50,-2.211713,5.3990083,L6 IT,#A19922,11.050640385420673
LS-15042_S30_E1-50,-1.3612378,8.809854,L6 IT,#A19922,-13.180957320839244
LS-15042_S31_E1-50,-1.7320168,15.444791,L6 CT,#2D8CB8,3.90142575278376
LS-15042_S32_E1-50,-2.2939668,3.366464,L6 IT,#A19922,11.477792723736991
LS-15042_S34_E1-50,9.580433,8.398906,NP,#3E9E64,-14.53562353619384
LS-15042_S35_E1-50,12.721598,3.6729279,L5 PT,#0D5B78,12.20530888533637
LS-15042_S36_E1-50,8.219552,9.086838,NP,#3E9E64,-9.359046072577508
LS-15042_S37_E1-50,8.643257,8.179197,NP,#3E9E64,-18.87644903863208
LS-15042_S38_E1-50,8.681986,9.317049,NP,#3E9E64,-14.9078542204265
LS-15042_S39_E1-50,-5.0087805,0.26344556,L5 IT,#008A61,-5.031926958145244
LS-15042_S40_E1-50,8.36653,9.126687,NP,#3E9E64,-9.840887304587
LS-15042_S41_E1-50,10.249131,9.914455,NP,#3E9E64,-26.04194957441465
LS-15042_S42_E1-50,12.494396,4.87893,L5 PT,#0D5B78,9.51669467907799
LS-15042_S43_E1-50,8.593054,7.4282875,NP,#3E9E64,-14.361162508801124
LS-15042_S44_E1-50,-3.9347048,1.6282054,L5 IT,#008A61,13.568003587762608
LS-15042_S45_E1-50,8.496307,7.408221,NP,#3E9E64,-14.82559983029411
LS-15042_S46_E1-50,0.17812584,4.40116,L6 IT,#A19922,-8.234272429913645
LS-15042_S47_E1-50,-0.37882462,4.4235735,L6 IT,#A19922,0.298289108393415
LS-15042_S48_E1-50,8.639527,9.657686,NP,#3E9E64,-25.14316636072836
LS-15042_S49_E1-50,-5.2728686,-3.047128,L5 IT,#008A61,13.980134688230716
LS-15042_S50_E1-50,-10.091135,9.55847,L6 IT,#A19922,-3.892579290320093
LS-15042_S51_E1-50,10.065698,10.075176,NP,#3E9E64,-18.38103571428232
LS-15042_S52_E1-50,-4.070721,0.9721368,L5 IT,#008A61,4.954602346353956
LS-15042_S53_E1-50,-5.6177697,-1.9565606,L5 IT,#008A61,10.337668207099853
LS-15042_S55_E1-50,-6.5563626,-3.1655471,L5 IT,#008A61,-4.055185323540916
LS-15042_S65_E1-50,-3.636773,-8.196656,L4,#00979D,17.378474446420313
LS-15042_S66_E1-50,-2.8038514,-11.43916,L4,#00979D,8.44539221897693
LS-15042_S67_E1-50,-1.9373969,-10.278233,L4,#00979D,5.520951244230323
LS-15042_S68_E1-50,-4.829902,-9.744021,L4,#00979D,13.110654453841748
LS-15042_S69_E1-50,-2.9925587,-8.896717,L4,#00979D,11.5597263528815
LS-15042_S70_E1-50,-1.7710462,-7.7587633,L4,#00979D,6.343306766114665
LS-15042_S71_E1-50,-3.2131221,-9.647667,L4,#00979D,11.437326118120556
LS-15042_S72_E1-50,-3.1901462,-8.55194,L4,#00979D,2.056261510865143
LS-15042_S74_E1-50,-2.0571089,-11.201213,L4,#00979D,8.545921720392046
LS-15042_S75_E1-50,-1.4392679,-7.8458467,L4,#00979D,-1.0694222777508535
LS-15042_S76_E1-50,-3.6047137,-8.82661,L4,#00979D,14.346282582731442
LS-15042_S77_E1-50,-3.2373152,-11.336937,L4,#00979D,14.065582130462412
LS-15042_S80_E1-50,-3.4502754,-7.871943,L4,#00979D,7.203009619652599
LS-15042_S81_E1-50,9.237027,-9.214856,L2/3 IT,#94D9A1,20.42939044174008
LS-15042_S83_E1-50,7.8891964,-6.616951,L2/3 IT,#94D9A1,26.03936282784824
LS-15042_S84_E1-50,8.587301,-8.118957,L2/3 IT,#94D9A1,30.933634041704675
LS-15042_S85_E1-50,8.872787,-7.9591274,L2/3 IT,#94D9A1,19.119081125999397
LS-15042_S86_E1-50,11.259358,-7.8273997,L2/3 IT,#94D9A1,-5.599100017390515
LS-15042_S87_E1-50,10.97423,-7.637017,L2/3 IT,#94D9A1,-2.109646849580354
LS-15042_S89_E1-50,-4.924388,-10.252437,L4,#00979D,7.778737771526544
LS-15042_S90_E1-50,-4.644656,-6.237377,L5 IT,#008A61,3.704418266565772
LS-15042_S91_E1-50,-1.7850451,-12.208128,L4,#00979D,6.393625067366877
LS-15042_S93_E1-50,-5.2093678,-6.1643305,L5 IT,#008A61,-2.598948556506714
LS-15042_S94_E1-50,10.167131,9.523043,NP,#3E9E64,-16.411532142634815
LS-15043_S01_E1-50,-1.594515,16.741457,L6 CT,#2D8CB8,-7.900409626816051
LS-15043_S02_E1-50,-1.4986055,8.71986,L6 IT,#A19922,-9.54518409217433
LS-15043_S03_E1-50,-2.2116442,4.928607,L6 IT,#A19922,14.920721851017728
LS-15043_S04_E1-50,0.44558996,17.713148,L6 CT,#2D8CB8,3.1917548650686456
LS-15043_S05_E1-50,0.019771567,3.5917895,L6 IT,#A19922,-5.581335849523294
LS-15043_S06_E1-50,-1.9811904,6.0483956,L6 IT,#A19922,4.228180091851239
LS-15043_S07_E1-50,-2.1687598,18.18071,L6 CT,#2D8CB8,-12.09599149302576
LS-15043_S08_E1-50,-0.060125183,4.124323,L6 IT,#A19922,-7.013178227423039
LS-15043_S17_E1-50,-2.3504512,8.313452,L6 IT,#A19922,-5.776002122872832
LS-15043_S18_E1-50,-0.07818272,4.4664354,L6 IT,#A19922,-1.6046369504245324
LS-15043_S19_E1-50,-0.4035966,15.845533,L6 CT,#2D8CB8,-7.960039840987863
LS-15043_S20_E1-50,0.14536814,4.163167,L6 IT,#A19922,-3.617429514021897
LS-15043_S21_E1-50,-0.50807995,8.107698,L6 IT,#A19922,-17.237723556344505
LS-15043_S22_E1-50,0.1798865,16.290318,L6 CT,#2D8CB8,-10.05378327965794
LS-15043_S23_E1-50,-0.96652657,8.550959,L6 IT,#A19922,-12.272669732497697
LS-15043_S24_E1-50,-1.0403037,5.459149,L6 IT,#A19922,8.368963738365846
LS-15043_S26_E1-50,9.138374,9.370847,NP,#3E9E64,-12.886907421330354
LS-15043_S27_E1-50,-6.372777,-2.2059793,L5 IT,#008A61,-2.756082113316782
LS-15043_S28_E1-50,8.666304,8.3261595,NP,#3E9E64,-16.036929623290227
LS-15043_S29_E1-50,8.652471,8.740116,NP,#3E9E64,-12.868061176734583
LS-15043_S30_E1-50,9.257051,8.154843,NP,#3E9E64,-13.278045147749769
LS-15043_S31_E1-50,9.720009,8.060531,NP,#3E9E64,-17.08006482668028
LS-15043_S33_E1-50,-5.445528,-5.41473,L5 IT,#008A61,11.65940973493306
LS-15043_S34_E1-50,-4.924405,-6.034922,L5 IT,#008A61,6.00376335314181
LS-15043_S35_E1-50,9.141268,9.6605,NP,#3E9E64,-20.315508154008544
LS-15043_S36_E1-50,-6.0758367,-3.804821,L5 IT,#008A61,-5.731134847675566
LS-15043_S37_E1-50,8.471093,8.405198,NP,#3E9E64,-5.889490580608984
LS-15043_S38_E1-50,-5.9464254,-2.2388973,L5 IT,#008A61,5.08092307808324
LS-15043_S40_E1-50,8.424538,8.92625,NP,#3E9E64,-15.96584389241402
LS-15043_S41_E1-50,-3.05422,-8.9884615,L4,#00979D,10.23713950556308
LS-15043_S42_E1-50,-4.437754,-9.052385,L4,#00979D,9.708404155985734
LS-15043_S44_E1-50,-2.453043,-8.502245,L4,#00979D,6.968981108763775
LS-15043_S46_E1-50,-3.6869888,-9.433227,L4,#00979D,14.03094902412487
LS-15043_S47_E1-50,-4.3810143,-8.706925,L4,#00979D,10.743567057735271
LS-15043_S48_E1-50,-2.4081862,-8.655482,L4,#00979D,9.287299960201713
LS-15043_S49_E1-50,-1.6594783,-8.140925,L4,#00979D,9.319976781368428
LS-15043_S50_E1-50,-2.411057,-8.425542,L4,#00979D,1.9292699047228257
LS-15043_S51_E1-50,-3.3032985,-8.593041,L4,#00979D,9.105918485106924
LS-15043_S52_E1-50,-4.342178,-9.1132,L4,#00979D,9.239870475049049
LS-15043_S53_E1-50,-1.9909108,-8.2371855,L4,#00979D,4.482290127374747
LS-15043_S54_E1-50,-3.651498,-7.95408,L4,#00979D,1.459490563599989
LS-15043_S55_E1-50,-3.6314416,-8.7976055,L4,#00979D,16.002435501658635
LS-15043_S56_E1-50,-1.3191873,-8.292976,L4,#00979D,7.762173792093534
LS-15043_S57_E1-50,7.884013,-6.457262,L2/3 IT,#94D9A1,19.81067537276777
LS-15043_S58_E1-50,10.15922,-9.075641,L2/3 IT,#94D9A1,11.524506651601458
LS-15043_S59_E1-50,9.54396,-8.340431,L2/3 IT,#94D9A1,9.36811249029886
LS-15043_S60_E1-50,10.470792,-8.594667,L2/3 IT,#94D9A1,3.306341807752424
LS-15043_S61_E1-50,11.086806,-8.369376,L2/3 IT,#94D9A1,-2.737470642243768
LS-15043_S62_E1-50,10.21956,-5.685242,L2/3 IT,#94D9A1,-7.865131249281762
LS-15043_S63_E1-50,8.484557,-7.3539753,L2/3 IT,#94D9A1,20.708591376882875
LS-15043_S65_E1-50,8.504916,-8.025366,L2/3 IT,#94D9A1,22.193680324303795
LS-15043_S67_E1-50,-1.1708022,-7.811852,L4,#00979D,2.851122392319188
LS-15043_S68_E1-50,11.186029,-8.568516,L2/3 IT,#94D9A1,1.082813587955447
LS-15043_S69_E1-50,9.091416,-8.087758,L2/3 IT,#94D9A1,16.125994914016974
LS-15043_S71_E1-50,10.124517,-7.6365957,L2/3 IT,#94D9A1,-0.2755996364849011
LS-15043_S72_E1-50,9.09528,-8.834031,L2/3 IT,#94D9A1,14.12957045430094
LS-15043_S73_E1-50,-0.39523336,3.7465289,L6 IT,#A19922,-5.304743710691046
LS-15043_S74_E1-50,0.061337285,4.3376527,L6 IT,#A19922,-7.291249177556927
LS-15043_S76_E1-50,-2.1637964,4.4408236,L6 IT,#A19922,13.092546737212638
LS-15043_S77_E1-50,-0.38373584,5.7111516,L6 IT,#A19922,-6.495736050795274
LS-15043_S78_E1-50,0.14910264,4.563436,L6 IT,#A19922,-7.706989226341012
LS-15043_S80_E1-50,-1.723707,4.9042583,L6 IT,#A19922,8.464137187947884
LS-15043_S81_E1-50,-3.6455626,-8.977011,L4,#00979D,8.998856834945483
LS-15043_S83_E1-50,-2.7728705,-11.2190895,L4,#00979D,9.059210781204907
LS-15043_S84_E1-50,-1.9071258,-7.757439,L4,#00979D,-0.7348055117938853
LS-15043_S85_E1-50,-4.011904,-11.267479,L4,#00979D,10.471636869150432
LS-15043_S87_E1-50,-4.979111,-9.341819,L4,#00979D,6.334262778979928
LS-15043_S88_E1-50,-4.1347604,-6.6961303,L5 IT,#008A61,16.683235000157623
LS-15043_S90_E1-50,-4.3255854,-11.608923,L4,#00979D,-0.1309148135391212
LS-15043_S91_E1-50,-3.2817688,-10.765045,L4,#00979D,3.201139989859968
LS-15043_S92_E1-50,-1.2785684,-8.624623,L4,#00979D,-0.2497242280418787
LS-15043_S95_E1-50,-1.3600212,-8.426771,L4,#00979D,3.04983587854112
LS-15043_S96_E1-50,-2.1525984,-10.17888,L4,#00979D,14.241368938079882
LS-15044_S01_E1-50,8.155423,-6.793313,L2/3 IT,#94D9A1,28.819367576937303
LS-15044_S02_E1-50,9.330888,-8.69315,L2/3 IT,#94D9A1,13.202894797320472
LS-15044_S03_E1-50,8.205044,-6.2487154,L2/3 IT,#94D9A1,19.238338714492983
LS-15044_S04_E1-50,-0.9429019,-8.857894,L4,#00979D,8.788980228644759
LS-15044_S05_E1-50,-2.5117323,-8.427412,L4,#00979D,13.802957984245202
LS-15044_S06_E1-50,7.9729233,-6.311932,L2/3 IT,#94D9A1,26.83407008478802
LS-15044_S07_E1-50,10.735586,-5.7412,L2/3 IT,#94D9A1,-0.5291576481726273
LS-15044_S08_E1-50,8.615948,-7.6423874,L2/3 IT,#94D9A1,24.11345568718857
LS-15044_S09_E1-50,9.088915,-9.3295765,L2/3 IT,#94D9A1,17.574762707510388
LS-15044_S10_E1-50,8.028502,-6.4058146,L2/3 IT,#94D9A1,23.34437491034105
LS-15044_S11_E1-50,-0.90346235,-7.9011045,L4,#00979D,-1.9326297363461733
LS-15044_S12_E1-50,8.906348,-8.138334,L2/3 IT,#94D9A1,20.372367007124456
LS-15044_S13_E1-50,9.304826,-9.247194,L2/3 IT,#94D9A1,14.69637365422828
LS-15044_S14_E1-50,8.593244,-8.457379,L2/3 IT,#94D9A1,30.964418500661697
LS-15044_S15_E1-50,8.379341,-8.332498,L2/3 IT,#94D9A1,21.332494718584528
LS-15044_S16_E1-50,9.347538,-9.100143,L2/3 IT,#94D9A1,12.820427958184672
LS-15044_S25_E1-50,-1.3153158,15.91796,L6 CT,#2D8CB8,10.080356307076384
LS-15044_S26_E1-50,-0.018428171,18.78223,L6 CT,#2D8CB8,-17.313520524485444
LS-15044_S27_E1-50,0.88006574,17.152061,L6 CT,#2D8CB8,9.32693786671038
LS-15044_S28_E1-50,-2.9457583,7.5849223,L6 IT,#A19922,8.1110979935734
LS-15044_S29_E1-50,-1.2382869,6.1040707,L6 IT,#A19922,1.613705140257648
LS-15044_S30_E1-50,-0.09060611,16.980556,L6 CT,#2D8CB8,-5.618917640908897
LS-15044_S31_E1-50,-0.116617344,16.470638,L6 CT,#2D8CB8,-12.820240161277791
LS-15044_S32_E1-50,-1.5742321,18.037523,L6 CT,#2D8CB8,-17.79337536266437
LS-15044_S35_E1-50,-0.87983084,-8.165999,L4,#00979D,-0.3881327454543612
LS-15044_S39_E1-50,-0.9893593,-8.664135,L2/3 IT,#94D9A1,5.054931409475533
LS-15044_S42_E1-50,8.961468,-9.096613,L2/3 IT,#94D9A1,21.36213383707461
LS-15044_S43_E1-50,10.222388,-5.2021756,L2/3 IT,#94D9A1,-13.646036637504164
LS-15044_S47_E1-50,10.301484,-5.969055,L2/3 IT,#94D9A1,-1.7345578277949365
LS-15044_S50_E1-50,-1.7079693,-8.440721,L4,#00979D,1.457481234614498
LS-15044_S52_E1-50,9.566251,-8.703767,L2/3 IT,#94D9A1,15.870509681245627
LS-15044_S53_E1-50,8.339666,-7.2437253,L2/3 IT,#94D9A1,25.171135037433324
LS-15044_S54_E1-50,9.268904,-9.047985,L2/3 IT,#94D9A1,20.272841885871607
LS-15044_S55_E1-50,10.402644,-9.069817,L2/3 IT,#94D9A1,5.600945606549964
LS-15044_S57_E1-50,8.232704,8.954556,NP,#3E9E64,-15.918261509829636
LS-15044_S58_E1-50,-1.2930876,3.7668302,L6 IT,#A19922,6.00070585895261
LS-15044_S59_E1-50,-2.1445105,-11.752475,L4,#00979D,5.2946970736136
LS-15044_S60_E1-50,-3.9176583,1.565184,L5 IT,#008A61,10.285970929650142
LS-15044_S61_E1-50,-0.6297645,4.1520157,L6 IT,#A19922,-0.6941513976294671
LS-15044_S62_E1-50,-5.7461653,-6.523884,L5 IT,#008A61,3.803375554283744
LS-15044_S64_E1-50,8.653735,7.5692472,NP,#3E9E64,-13.327318773462077
LS-15044_S65_E1-50,16.461538,6.5170226,L5 PT,#0D5B78,-7.910632688767454
LS-15044_S66_E1-50,-0.57484525,4.5880947,L6 IT,#A19922,-1.9423581940810084
LS-15044_S67_E1-50,-6.0722284,-2.120798,L5 IT,#008A61,3.779083729274516
LS-15044_S69_E1-50,12.179142,4.4784575,L5 PT,#0D5B78,0.7336364023830415
LS-15044_S71_E1-50,9.748712,8.020973,NP,#3E9E64,-6.253948368566324
LS-15044_S73_E1-50,-1.2742347,6.6173115,L6 IT,#A19922,1.7854591546090286
LS-15044_S74_E1-50,0.037464235,7.0623975,L6 IT,#A19922,-14.391127379788834
LS-15044_S75_E1-50,-1.2359014,6.677566,L6 IT,#A19922,-8.360189559420931
LS-15044_S76_E1-50,-2.4414766,3.8185747,L6 IT,#A19922,15.073321434492316
LS-15044_S77_E1-50,-2.42214,17.77968,L6 CT,#2D8CB8,-8.040651171883173
LS-15044_S78_E1-50,0.8755684,15.41618,L6 CT,#2D8CB8,1.2266819049396775
LS-15044_S79_E1-50,0.11338784,16.231956,L6 CT,#2D8CB8,-15.777323874916435
LS-15044_S80_E1-50,-1.133887,3.4291303,L6 IT,#A19922,3.1170425113601112
LS-15044_S81_E1-50,-1.8709067,6.4762535,L6 IT,#A19922,1.1943606831116251
LS-15044_S82_E1-50,-0.7522542,3.0564547,L6 IT,#A19922,-0.6894452639528224
LS-15044_S83_E1-50,-1.6655791,14.84767,L6 CT,#2D8CB8,5.921027179705819
LS-15044_S84_E1-50,-0.832509,15.696313,L6 CT,#2D8CB8,1.9420366490413263
LS-15044_S85_E1-50,-1.0906261,6.7757044,L6 IT,#A19922,-8.018648181267084
LS-15044_S86_E1-50,-3.4160335,8.68683,L6 IT,#A19922,7.682743576646498
LS-15044_S87_E1-50,0.18561347,4.7595887,L6 IT,#A19922,-10.800802819511398
LS-15044_S88_E1-50,-1.8260366,8.458391,L6 IT,#A19922,-8.573993474080803
LS-15044_S89_E1-50,-1.3687739,17.17824,L6 CT,#2D8CB8,-14.64953544045007
LS-15044_S90_E1-50,-1.139157,16.52263,L6 CT,#2D8CB8,-9.733752536068245
LS-15044_S91_E1-50,0.22623609,5.09762,L6 IT,#A19922,-9.025818349753838
LS-15044_S93_E1-50,-2.2328568,4.6888566,L6 IT,#A19922,5.373563290063582
LS-15044_S94_E1-50,-2.235683,4.1129966,L6 IT,#A19922,11.095997999457223
LS-15044_S96_E1-50,-1.7642047,6.3402514,L6 IT,#A19922,-1.2722248582926403
LS-15048_S01_E1-50,8.016689,8.312476,NP,#3E9E64,-16.80462638565958
LS-15048_S02_E1-50,8.960658,8.510563,NP,#3E9E64,-12.942382409271865
LS-15048_S04_E1-50,-1.8412219,3.9482794,L6 IT,#A19922,9.911849878133465
LS-15048_S05_E1-50,-0.3845118,3.1352205,L6 IT,#A19922,1.6124685049363006
LS-15048_S06_E1-50,-6.1272573,-2.3292007,L5 IT,#008A61,6.304890008467521
LS-15048_S08_E1-50,-5.560384,-2.6394227,L5 IT,#008A61,4.842836052921484
LS-15048_S09_E1-50,-0.62840384,2.984726,L6 IT,#A19922,1.7773957917574847
LS-15048_S10_E1-50,-5.156021,-2.5311096,L5 IT,#008A61,9.144293696207452
LS-15048_S11_E1-50,-2.4114842,4.700566,L6 IT,#A19922,13.26161942591312
LS-15048_S12_E1-50,-10.432615,9.398617,L6 IT,#A19922,-2.0911163405519457
LS-15048_S15_E1-50,1.4508895,15.829101,L6 CT,#2D8CB8,-3.6129182842054455
LS-15048_S17_E1-50,-1.8407018,3.2954738,L6 IT,#A19922,6.329016064565994
LS-15048_S19_E1-50,8.401488,8.183319,NP,#3E9E64,-16.14171362736737
LS-15048_S20_E1-50,8.403469,7.7393656,NP,#3E9E64,-13.104972816077437
LS-15048_S21_E1-50,-2.3037932,3.4358408,L6 IT,#A19922,15.974622260323558
LS-15048_S22_E1-50,-5.2791348,-2.090333,L5 IT,#008A61,10.107387353643054
LS-15048_S23_E1-50,-4.060986,0.76628965,L5 IT,#008A61,-4.409089220856758
LS-15048_S24_E1-50,-3.6553338,8.189704,L6 IT,#A19922,13.842587063449722
LS-15048_S25_E1-50,-2.1293373,4.1262755,L6 IT,#A19922,11.41553225164092
LS-15048_S28_E1-50,12.30327,4.9458876,L5 PT,#0D5B78,4.547822561988952
LS-15048_S29_E1-50,-1.7988017,3.449176,L6 IT,#A19922,4.358997261035025
