specimen_id,rheobase_amplitude,rheobase_latency,subthresh_amplitude,hump_v,final_v,hump_t,hump_latency,hump_amplitude
989409283,70.0,0.3063,60.0,-43.181248,-43.39428,0.91498,0.31498000000000004,0.21303177
919109645,120.0,0.15912000000000004,110.0,-53.800003,-55.090405,0.9008,0.30080000000000007,1.2904015
893603853,80.0,0.18972,70.0,-49.362503,-50.579224,0.91684,0.31684,1.2167206
972447764,70.0,0.15108,60.0,-54.475002,-55.514694,0.82148,0.22148,1.0396919
972537876,42.0,0.19545999999999997,40.0,-43.8,-46.296673,0.82396,0.22396000000000005,2.4966736
893366298,48.0,0.29346000000000005,50.0,-45.968754,-49.30729,0.9829,0.3829,3.3385353
895557666,80.0,0.11958000000000002,80.0,-34.375,-40.613194,0.81582,0.21582,6.2381935
742940722,70.0,0.16512000000000004,60.0,-49.112503,-49.704205,1.14744,0.54744,0.5917015
922742835,160.0,0.09062000000000003,190.0,-32.975,-37.512756,0.73372,0.13372000000000006,4.537758
964894772,90.0,0.17558000000000007,80.0,-48.706253,-51.128094,0.93392,0.33392,2.4218407
763994181,130.0,0.19634000000000007,120.0,-47.581253,-49.47951,0.98472,0.38472000000000006,1.8982582
896897092,100.0,0.17980000000000007,90.0,-50.237503,-50.575,1.4814,0.8814000000000001,0.3374977
972419157,60.0,0.13598,64.0,-57.281254,-60.67441,0.76368,0.16368000000000005,3.393158
636784746,80.0,0.12718000000000007,90.0,-46.65625,-50.077236,1.1525,0.13250000000000006,3.4209862
646836355,70.0,0.11821999999999999,60.0,-55.718754,-58.321564,1.1972,0.17720000000000002,2.60281
740290698,70.0,0.29674,60.0,-48.943752,-49.6648,1.08514,0.48514,0.72104645
965591192,70.0,0.0998,60.0,-52.30625,-55.317963,0.79588,0.19588000000000005,3.0117111
990347572,100.0,0.14416000000000007,100.0,-41.200005,-44.307735,0.82362,0.22362000000000004,3.1077309
853868880,40.0,0.12732,30.0,-48.65,-50.822735,1.00716,0.4071600000000001,2.1727333
921710929,80.0,0.11774000000000007,70.0,-53.250004,-55.401073,0.81176,0.21176000000000006,2.1510696
990548306,90.0,0.11150000000000004,80.0,-49.78125,-51.522,0.84432,0.24431999999999998,1.7407494
972443999,24.0,0.7672800000000001,22.0,-47.6875,-49.103043,0.98294,0.38294000000000006,1.4155426
907465109,60.0,0.15871999999999997,50.0,-56.08125,-57.50382,0.79742,0.19742000000000004,1.4225693
973832650,180.0,0.66108,170.0,-43.4,-45.409176,1.22486,0.6248600000000001,2.0091743
882733530,100.0,0.08760000000000001,90.0,-51.36875,-54.195683,0.7592,0.1592,2.826931
969200089,70.0,0.10880000000000001,60.0,-51.9375,-54.235287,0.78428,0.18428,2.2977867
916627946,80.0,0.11974000000000007,70.0,-48.306248,-53.0583,0.83706,0.23706000000000005,4.7520523
742019567,70.0,0.42268000000000006,60.0,-50.487503,-50.731815,1.497,0.8970000000000001,0.24431229
912085494,140.0,0.15214000000000005,130.0,-48.5,-49.025368,0.8321,0.23209999999999997,0.52536774
962105846,70.0,0.09498000000000006,80.0,-48.068752,-49.832275,0.78278,0.18278000000000005,1.7635231
867742255,140.0,0.08267999999999998,130.0,-37.83125,-40.813793,0.7224,0.12240000000000006,2.982544
947139142,100.0,0.16214000000000006,90.0,-51.41875,-52.42955,0.96218,0.36218000000000006,1.0107994
921637459,90.0,0.18100000000000005,80.0,-54.85625,-55.54115,1.01568,0.41567999999999994,0.6848984
1000612469,70.0,0.09567999999999999,60.0,-47.831253,-49.803326,0.77068,0.17068000000000005,1.9720726
898929277,120.0,0.11008000000000007,110.0,-49.575005,-50.291286,0.79692,0.19691999999999998,0.7162819
896053888,110.0,0.11382000000000003,100.0,-45.975,-50.26867,0.75444,0.15444000000000002,4.2936707
880784016,100.0,0.11464000000000008,90.0,-43.60625,-45.013783,0.7709,0.17090000000000005,1.4075317
912896677,70.0,0.28472,60.0,-52.5625,-53.786636,0.85982,0.25982000000000005,1.2241364
966873774,80.0,0.368,70.0,-53.818752,-54.084373,0.91732,0.31732000000000005,0.2656212
989479628,260.0,0.19668000000000008,280.0,-38.575,-43.415813,0.7803,0.18030000000000002,4.8408127
973771485,160.0,0.14204000000000006,150.0,-45.0,-46.289246,1.12242,0.52242,1.2892456
906568427,140.0,0.18228,130.0,-51.850002,-52.975395,0.84898,0.24897999999999998,1.1253929
820060969,80.0,0.11136000000000001,70.0,-53.237503,-54.7642,0.7883,0.18830000000000002,1.5266953
639996724,30.0,0.13725999999999994,20.0,-52.40625,-53.53622,1.55272,0.5327200000000001,1.1299706
900985661,40.0,0.13354,30.0,-52.475002,-53.413113,1.08518,0.48518000000000006,0.93811035
636851021,30.0,0.22560000000000002,30.0,-51.21875,-53.03328,1.4306,0.4106000000000001,1.8145294
896619350,60.0,0.27160000000000006,50.0,-51.9375,-52.39924,1.2445,0.6445,0.4617386
966849374,48.0,0.3074,46.0,-43.50625,-46.36931,0.98812,0.38812,2.86306
1054139238,60.0,0.13680000000000003,60.0,-42.781254,-45.972305,0.735175,0.13517500000000005,3.1910515
837673842,60.0,0.21874000000000005,50.0,-52.575005,-53.62588,0.89074,0.29074,1.0508766
882275192,130.0,0.12106000000000006,120.0,-43.050003,-44.93645,0.81176,0.21176000000000006,1.8864479
740410280,70.0,0.14094000000000007,60.0,-56.918755,-57.77286,0.7755,0.1755,0.8541069
644920260,40.0,0.2958399999999999,30.0,-58.250004,-58.572224,1.5633,0.5432999999999999,0.32221985
965542873,58.0,0.24436000000000002,56.0,-43.75625,-44.343388,1.0954,0.49539999999999995,0.5871391
882770947,100.0,0.07113999999999998,90.0,-48.51875,-52.869038,0.73886,0.13885999999999998,4.3502884
1000625161,110.0,0.08862000000000003,100.0,-51.875004,-54.26948,0.71242,0.11242000000000008,2.3944778
963322913,70.0,0.15244000000000002,60.0,-51.86875,-52.914574,0.8381,0.23809999999999998,1.0458221
990331949,70.0,0.16093999999999997,60.0,-54.281254,-55.794937,0.86024,0.26024,1.5136833
907191349,120.0,0.18552000000000002,110.0,-41.08125,-42.384617,1.49292,0.89292,1.3033676
648115263,80.0,0.09938000000000002,70.0,-39.71875,-46.025314,1.17988,0.15988000000000002,6.3065643
1000125506,140.0,0.07857999999999998,130.0,-41.681248,-46.18625,0.71466,0.11465999999999998,4.505001
972461174,36.0,0.7633200000000001,40.0,-38.31875,-40.702282,1.04304,0.44304,2.3835335
990606480,150.0,0.19190000000000007,160.0,-49.15,-49.448055,1.50732,0.90732,0.29805374
970683578,52.0,0.47822,50.0,-47.91875,-51.0794,0.86034,0.26034,3.1606483
636835010,70.0,0.13253999999999988,70.0,-45.562504,-50.72685,1.28274,0.26274,5.164345
992769223,90.0,0.14594000000000007,80.0,-42.600002,-43.888535,1.5998,0.9998000000000001,1.2885323
896701648,70.0,0.13034,60.0,-50.437504,-50.88143,0.85604,0.25604000000000005,0.44392776
962004183,70.0,0.13968000000000003,60.0,-42.562504,-43.739037,0.8605,0.26050000000000006,1.1765327
929547484,90.0,0.06274000000000002,80.0,-43.343754,-50.534233,0.74236,0.14236000000000004,7.1904793
963093741,80.0,0.10826000000000002,70.0,-50.787502,-52.806362,0.83686,0.23686000000000007,2.0188599
1054106864,160.0,0.19159500000000007,150.0,-43.906254,-45.013138,0.964355,0.364355,1.106884
