,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
993546249,-2.7463393546320303,35.44173425597289,37.24329411377164,-0.1817466461846371,-2.963208883114852,-4.224886566340602,-9.869553561552316,-10.890749619065808,6.859955988836424,-5.0090292286046125,2.8694768329983553,-2.780524983033124,-0.9876410632013664,1.3972295803565522,-0.9639874718748165,6.56830906397453,3.8901088386745224,7.438528144786531,0.31791388674340926,-0.6808157055709967
716853260,-1.6097830573903074,42.211633671334845,17.547338074870108,-2.0830442817382098,4.767022796505694,-6.086927501695887,-4.942975873011939,-1.9612016372756254,5.288745737078711,-3.636796914099917,0.9321364847297937,-3.4502242724928562,3.7917866847569934,-0.6533895056837069,3.484334774971656,-5.009540517655983,0.8742509852597782,5.31762510171627,3.109231361328915,5.423603586762253
953065561,10.178542106669608,30.41563945453835,27.899652810590222,-3.477278485573434,2.2768708171400767,-5.575900450990785,-6.259359955317402,-5.060165924522708,7.250810168235914,-8.746591533537748,4.181846314866487,-4.733514787084298,-2.009917941484499,-2.1758583633900286,-0.010257126386852722,5.083353961611915,2.726318541543808,-1.0305630074116845,-3.634355130208707,1.5549933891156749
912289883,-1.8165091486010254,16.75395163368412,17.885475786296517,1.4550137293766316,-1.5802903672214696,-6.638539135129172,-6.956895210078505,-3.918019266756531,5.844837228978961,2.9258460859338364,0.06009984519612446,-2.959557689868683,-4.405025865746655,-1.4537162022733892,-3.324381862998747,0.00031790223787209193,5.68480807841767,5.891293658681449,1.6603993273912105,1.6051518050575817
919085315,2.9150963312780096,25.003645341479313,21.59331052033815,0.6788672405247167,-1.970613950827811,-1.0318961896419876,-4.912654346367866,-5.057080456869088,3.771671357866847,-5.791410551016645,4.300751362676946,-6.226700656157157,1.9659485527444405,1.9257999041735594,-0.5349010605094339,0.3275671407935101,0.4027592413424752,-0.11929429266622704,-1.2693766784828808,-0.7238067987975396
950034792,0.4238364462191244,41.913573033716375,30.517013643499894,-2.1059957819185255,-1.1420184225157057,-6.856069472912776,-12.231342295144291,-9.544024810346453,9.410887618835606,-4.435466939835022,1.4040336427449123,-1.64249763512183,-0.03774647793348468,0.9742981609576904,0.036767727232218106,1.4364028930038888,4.62057587933803,7.653263094297035,-2.345893276483779,-2.13865764282467
919699890,4.351509393698507,38.30609049425966,32.90193935453356,-0.6513548262527098,-0.036550637834519506,-4.869176725633315,-11.765070666568874,-7.4318941537370895,12.119654001901043,-3.8638644177741193,4.748056261218334,-6.221774126436357,-1.5245744186787382,-3.2106258038979556,-2.637020570619301,1.5852296716078866,2.7858807815713864,4.802800456225061,6.687710305473443,-1.1027617354034183
969998828,0.24670245911867406,24.149982767581342,21.415485122852175,1.1695965594659454,0.5174545698054202,0.01743696182532739,-10.754286480249217,-9.705795501680292,7.8063051257807,-2.2779892814962412,2.518687496550453,-1.7412123128503136,1.712251917088914,-0.2852037763902111,-5.645058212158554,-0.08500440460713898,1.0035057774571157,1.3395068575079117,-0.4311036546431134,3.342505633320295
680858122,-10.985000112700405,9.129819855446044,29.47240584482835,-2.4631343664868437,4.261207125356487,-9.324250514445486,-7.993309340943723,-5.079144585691829,1.4116594031562832,-2.670885605612483,-6.840937040930848,-1.0545940333919908,1.7906551205201984,3.8616798483627277,-0.035387671176453916,1.6941721890149677,6.372730869127274,3.484239464674763,3.098526281794305,0.9775394379858751
962261526,11.278272003249068,19.92812277770538,6.614625980463932,-0.13437179337693927,1.0493192861524419,1.7363132402134078,-5.051780661476185,-3.0918011065923543,3.7581583914914867,-4.823080761655872,1.5814497656589832,-5.656653780755153,-3.408789951367705,2.8519932391713154,-3.9297290313925455,3.3599487916947774,-1.1930305165351736,-1.2063024156621258,-4.324755908752205,1.5889746265772495
