,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
LS-14690_S03_E1-50,14.085542618013609,-8.894650864384454,-3.4892570118096806,-8.136725802197121,1.000293578693747,1.887930362705275,0.45242461605884415,2.928852114026853,-1.9002248898142569,0.8483253130132363,-0.7953384322641995,-2.745758801776088,-2.985772896819964,-1.156001860175203,-0.354822358845658,-1.6379156814013673,-0.19878549412723853,1.9059618908802187,2.0270793507854976,1.5043880908619207
LS-14690_S05_E1-50,10.881270330657621,-4.584519020831496,-6.017996967117608,-4.689202914575271,-4.745773688652311,-1.5147713164048284,-1.4650612750406682,-1.6250052525555636,-0.0520223515927823,3.2306891218993696,-0.35536248159890116,-4.52504290851,0.24780922468104083,-1.0973137711329857,1.5207765962537674,-0.6719149159619453,-4.109832919711213,-0.05415548266256831,1.5354770595048435,-0.6193428527595453
LS-14690_S06_E1-50,16.76106585132076,-8.907399324480743,-2.4144968221885623,-6.076290387838892,-2.0710503507158418,-0.47703468923212833,0.057637715742089556,-1.9968879035230804,-1.5752525759705756,2.1251928931497024,-0.7911623263125546,1.0264610664664566,-1.907421306354428,2.4437736822879366,-3.8773540296917473,5.290998795878787,1.8149562556374264,-0.5310519670010957,1.4282561371315121,-2.8851493436876003
LS-14690_S07_E1-50,-1.7575984300858343,-3.6292622405590467,-6.7224404135332545,-8.811506325916286,-6.690473281711764,6.378262364196234,-3.220739216888636,-3.9703757608751937,-2.0553367189663776,-0.6475425999164436,0.4463390020141621,-0.9702609687640229,-0.9558044110629921,-4.1899417661419625,1.6103334009122288,0.27773598918664405,0.6411134031127592,2.591922593966055,0.8655796731004192,-1.8701122805466315
LS-14690_S08_E1-50,15.93919323211286,-7.977724573271101,-3.302338432201723,-5.926936859835556,-1.8130970338484094,-0.2845849180026917,-0.1784139026714696,-1.8752954927561443,2.8527433246049227,1.5896400844170873,0.9585021281698172,0.2691555071480566,0.9399660541921138,-3.1665405034997693,-1.382929895705073,2.5861786841926295,1.5117553170790612,-0.8887091088844533,0.9310833029680047,-1.1472981399990514
LS-14690_S09_E1-50,8.635165510018556,-6.9577509959391115,-4.127097305469363,-7.736900255716223,-5.741407364197828,4.337238967662995,-1.526044891006373,-4.453826276038176,-2.562344864157975,-1.4962829660925758,-1.2412453291885817,-3.028097648948608,1.0582836303137826,-5.598640610862989,3.127831561273834,1.1923022222900295,0.5268420239421255,1.0112876191550035,-3.291857877360594,-2.979864268210712
LS-14690_S11_E1-50,19.554628188831664,-5.3634520830874255,2.167821114526659,-0.09128455048183243,2.5133446400261117,-3.5704820962674613,2.912697914366283,-1.102256701213031,3.3627299544892617,-2.959752310967535,-5.471518596619555,-1.807036651983157,-2.5790766850960396,5.355031524913726,0.29524290479444365,2.31564378911966,-0.6845854532442517,-3.1905772707167794,0.10613086948400403,-3.2680275981805487
LS-14690_S12_E1-50,2.9505979119192944,-3.8208045202207725,-8.36355555894513,-9.527032211358044,-0.36907713501805467,2.1519069053838344,-1.161262853656928,-2.9760550006778437,1.5402486772629143,-1.8410904795401855,-2.8732760058535325,-3.484374709189736,2.35019798524562,-2.4401046610144252,-0.8820080730505525,-0.29972342153758524,0.6275859076909825,-2.4582834848850093,5.296176015097663,-2.3971583786377533
LS-14690_S13_E1-50,3.819360321043449,-6.172785148718987,-5.590583576533214,-3.16018584279846,1.3827789708604186,-0.32696550505482247,-0.986094025097067,-2.89187288342323,-4.84851302097234,-0.300802424692559,1.2992202747263784,-4.802775856562172,-0.8751440321522281,-6.300249128612487,-2.961087114860608,-2.28647652488905,-0.679191628131147,0.7810066630761312,-0.12753112510111259,-3.800593216633057
LS-14690_S14_E1-50,10.851525350827915,-11.416412858163389,1.3229816838751385,-2.492601001593239,-3.3610484482928267,1.7663709699201204,5.048057881114327,1.7951722880626408,1.8607572368083947,-4.371294635482509,-5.799523797859861,1.1573011227835677,-0.1319304749235814,4.178135970341206,-3.191814547648868,-1.9094398378806476,1.697255227277581,2.186977590036569,0.9514088871036238,1.314715228311649
LS-14690_S15_E1-50,16.937135987888603,-8.291244674499094,-3.297589894482137,-5.922157925100118,0.5398794345665877,1.2075198366915085,-1.0999810804471104,0.46360365178770496,0.5142489085082262,-0.08899240099590289,-1.7620637942357822,-0.03742867338685543,1.553425318332094,-3.2636842371361356,-1.3046984260655492,1.6987133190482342,-0.3475081877330471,-2.003029688861135,-1.9592645521390415,-5.19142856516624
