,specimen_id,sweep_number,stim_amp,tau
218,969200089,14.0,60,0.03118149964190165
219,916627946,4.0,-30,0.01858305948828912
220,916627946,5.0,-50,0.015100886253232559
221,916627946,6.0,-70,0.015154499851421647
222,916627946,8.0,-70,1.6935532103117684e-05
223,916627946,9.0,-90,0.013454154306626357
224,916627946,10.0,-110,0.012522411647843236
225,916627946,17.0,70,0.05005970432104881
226,916627946,39.0,-30,0.015686089309414113
227,916627946,40.0,-50,0.01611412597947249
228,916627946,41.0,-70,0.01532914841433456
229,916627946,42.0,-90,0.01320234695411854
230,916627946,43.0,-110,0.012665759511186944
231,916627946,50.0,70,0.04400689153073247
232,742019567,4.0,-30,0.01104414679986371
233,742019567,5.0,-50,0.009316836919751936
234,742019567,6.0,-70,0.008630368513245753
235,742019567,12.0,60,0.021951364150609005
236,912085494,4.0,-30,0.011624344114275199
237,912085494,5.0,-50,0.010683242321949534
238,912085494,6.0,-70,0.009634136330972211
239,912085494,7.0,-90,0.00932084443746323
240,912085494,8.0,-110,0.009108500417951132
241,912085494,21.0,130,0.02646592455026022
242,962105846,4.0,-30,0.01662459465619972
243,962105846,5.0,-50,0.015180759226801805
244,962105846,6.0,-70,0.012711154491561375
245,962105846,7.0,-90,0.011509693572070085
246,962105846,8.0,-110,0.011719872070022922
247,962105846,15.0,70,0.029269820768693455
248,962105846,16.0,80,0.03204588085507747
249,867742255,4.0,-30,0.00977317204878827
250,867742255,5.0,-50,0.008897354518165094
251,867742255,6.0,-70,0.008297037507934672
252,867742255,7.0,-90,0.010023737753417689
253,867742255,8.0,-110,0.008241444597834451
254,867742255,17.0,130,0.013452098263687979
255,947139142,4.0,-30,0.031603924533961374
256,947139142,5.0,-50,0.01706061111575147
257,947139142,6.0,-70,0.0159967246798493
258,947139142,7.0,-90,0.015269632530984427
259,947139142,9.0,-30,0.019120730817430927
260,947139142,10.0,-50,0.01767491090445345
261,947139142,11.0,-70,0.01633775077644034
262,947139142,12.0,-90,0.01569369299529911
263,947139142,14.0,-90,0.015133696358630457
264,947139142,15.0,-110,0.01521370019509887
265,947139142,24.0,90,0.03508929595057743
266,921637459,4.0,-30,0.016502559845218003
267,921637459,5.0,-50,0.01423084734918382
268,921637459,6.0,-70,0.012851444013995248
269,921637459,7.0,-90,0.012374169187973823
270,921637459,8.0,-110,0.012707374374072784
271,921637459,16.0,80,0.03647648230666265
272,1000612469,5.0,-30,0.03101032150228769
273,1000612469,6.0,-50,0.02590703538302858
274,1000612469,7.0,-70,0.02340694369497504
275,1000612469,8.0,-90,0.021234741000658742
276,1000612469,9.0,-110,0.020163963808728036
277,1000612469,15.0,60,0.041678159272648126
278,898929277,4.0,-30,0.010222453339130367
279,898929277,5.0,-50,0.009125329791164868
280,898929277,6.0,-70,0.00871909453695657
281,898929277,7.0,-90,0.007978544604943636
282,898929277,8.0,-110,0.007906431058253139
283,898929277,16.0,110,0.021028550082322957
284,896053888,4.0,-30,0.011520940075954398
285,896053888,5.0,-50,0.010328441148843022
286,896053888,6.0,-70,0.00979833699381431
287,896053888,7.0,-90,0.009293131012616964
288,896053888,8.0,-110,0.008493696596142969
289,896053888,16.0,100,0.029632649935063045
290,880784016,4.0,-30,0.014374777850171824
291,880784016,5.0,-50,0.013910180212377738
292,880784016,6.0,-70,0.014265546274550428
293,880784016,7.0,-90,0.012190629188545684
294,880784016,8.0,-110,0.011602196484721865
295,880784016,17.0,90,0.03174395202503212
296,912896677,4.0,-30,0.016287505999950217
297,912896677,5.0,-50,0.013857644911524414
298,912896677,6.0,-70,0.012561926900217317
299,912896677,7.0,-90,0.010642271447489018
300,912896677,8.0,-110,0.010191982950996268
301,912896677,14.0,60,0.038485395558432486
302,966873774,5.0,-30,0.0134815211949105
303,966873774,6.0,-50,0.011382481587444064
304,966873774,7.0,-70,0.010315394867885942
305,966873774,8.0,-90,0.009712792952342522
306,966873774,9.0,-110,0.00920635824782979
307,966873774,18.0,70,0.02815730068907473
308,989479628,4.0,-30,0.011609023503642027
309,989479628,5.0,-50,0.011648820178604871
310,989479628,6.0,-70,0.01037076149789196
311,989479628,7.0,-90,0.009588369606507594
312,989479628,8.0,-110,0.009251408964260341
313,989479628,15.0,250,0.01768449276691124
314,989479628,16.0,280,0.014290864934469608
315,973771485,4.0,-30,0.015586713583044162
316,973771485,5.0,-50,0.013643336825780665
317,973771485,6.0,-70,0.015776818936825827
318,973771485,7.0,-90,0.013450940972350466
319,973771485,9.0,-90,0.016626683168036418
320,973771485,10.0,-110,0.014754087296222079
321,973771485,22.0,150,0.04068439605811775
322,906568427,4.0,-30,0.015108341933802148
323,906568427,5.0,-50,0.012852149668408452
324,906568427,6.0,-70,0.012499943783843299
325,906568427,7.0,-90,0.011872621117235312
326,906568427,8.0,-110,0.01195987455052155
327,906568427,18.0,130,0.03464969354887279
328,820060969,4.0,-30,0.011385596621127697
329,820060969,5.0,-50,0.009607289364026208
330,820060969,6.0,-70,0.008987136655658123
331,820060969,7.0,-90,0.008697767392003836
332,820060969,8.0,-110,0.00783985950141906
333,820060969,15.0,70,0.025117956945131498
334,639996724,4.0,-90,0.01598357141618985
335,639996724,5.0,-70,0.01757507643959375
336,639996724,6.0,-30,0.025761038409154335
337,639996724,8.0,10,0.0211044057146413
338,639996724,9.0,20,0.022608881012284424
339,900985661,5.0,-30,0.019518838550905394
340,900985661,12.0,-30,0.0249178068378319
341,900985661,14.0,-30,0.02564074591322744
342,900985661,15.0,-50,0.021756567089587616
343,900985661,16.0,-70,0.0182520777798857
344,900985661,17.0,-90,0.017363790043602396
345,900985661,18.0,-110,0.016166008387693283
346,900985661,27.0,30,0.05387556921634444
347,636851021,4.0,-110,0.0113434618025852
348,636851021,5.0,-70,0.01262346204362549
349,636851021,6.0,-30,0.01818425701315855
350,636851021,7.0,10,0.03464524075733006
351,636851021,10.0,20,0.05215460100061654
352,636851021,31.0,-110,0.015248113809990015
353,636851021,32.0,-90,0.017114508436265698
354,636851021,33.0,-70,0.01883838634638105
355,636851021,34.0,-50,0.019015465993974256
356,636851021,35.0,-30,0.024614134173649965
357,636851021,36.0,-10,0.02793465724336673
358,636851021,37.0,10,0.041758588562775256
359,636851021,38.0,30,0.04634474104410736
360,896619350,4.0,-30,0.015759448892930406
361,896619350,5.0,-50,0.014120188806869934
362,896619350,6.0,-70,0.01222514128518939
363,896619350,7.0,-90,0.011565835952729791
364,896619350,8.0,-110,0.010130924367746898
365,896619350,13.0,50,0.03328508313357744
366,966849374,4.0,-30,0.029380886467321735
367,966849374,5.0,-50,0.024171458824027468
368,966849374,6.0,-70,0.022501654480781744
369,966849374,7.0,-90,0.020544233804434965
370,966849374,8.0,-110,0.019759673817766894
371,966849374,20.0,40,0.055662770310920706
372,966849374,23.0,46,0.07429194620434258
373,1054139238,8.0,-30,0.03366001649777296
374,1054139238,9.0,-50,0.031053672495325625
375,1054139238,10.0,-70,0.025941897023307264
376,1054139238,11.0,-90,0.023064903838713506
377,1054139238,12.0,-110,0.021561791210683433
378,1054139238,17.0,50,0.07049118060440815
379,1054139238,18.0,52,0.06884165376960355
380,1054139238,19.0,54,0.07080089836245865
381,1054139238,21.0,56,0.07692111055909369
382,1054139238,23.0,58,0.09108883165433392
383,1054139238,28.0,60,0.08732731457921235
384,837673842,4.0,-30,0.022566422140740287
385,837673842,5.0,-50,0.01820468960794815
386,837673842,6.0,-70,0.0168643355213169
387,837673842,7.0,-90,0.01557673963178924
388,837673842,9.0,-90,0.01876891073965961
389,837673842,10.0,-110,0.0173056956004452
390,837673842,17.0,50,0.04970822586305793
391,882275192,34.0,-30,0.012082347432707783
392,882275192,35.0,-50,0.011326291903415641
393,882275192,37.0,-50,0.013979665672764827
394,882275192,38.0,-70,0.01374217842393831
395,882275192,39.0,-90,0.012708646670287338
396,882275192,40.0,-110,0.012402854778540164
397,882275192,49.0,120,0.03059122058005654
398,740410280,4.0,-30,0.019129875478002666
399,740410280,5.0,-50,0.016252465913394527
400,740410280,6.0,-70,0.015507152160951259
401,740410280,14.0,60,0.03604217810890799
402,644920260,4.0,-90,0.00937845026130275
403,644920260,5.0,-70,0.010883537532550579
404,644920260,6.0,-30,0.018014528933497476
405,644920260,11.0,30,0.04282365764639297
406,965542873,5.0,-30,0.026124067064386046
407,965542873,6.0,-50,0.02317393953699609
408,965542873,7.0,-70,0.02159300587156504
409,965542873,8.0,-90,0.020162976190299543
410,965542873,9.0,-110,0.018498416035951776
411,965542873,14.0,50,0.055113817440946074
412,965542873,15.0,52,0.05054089465970461
413,965542873,16.0,54,0.059413475200163886
414,965542873,17.0,56,0.062101147009743694
415,882770947,4.0,-30,0.014201597067391146
416,882770947,5.0,-50,0.011506682510761567
417,882770947,6.0,-70,0.010576216215403047
418,882770947,7.0,-90,0.010207988802089665
419,882770947,8.0,-110,0.009418252975746387
420,882770947,17.0,90,0.02696731150630162
421,1000625161,4.0,-30,0.022991846872587863
422,1000625161,5.0,-50,0.02094257934632359
423,1000625161,6.0,-70,0.019093512659168664
424,1000625161,7.0,-90,0.019269556236052907
425,1000625161,9.0,-110,0.017610970781347688
426,1000625161,22.0,100,0.047970741067417395
427,698700813,4.0,-110,0.010243812047681688
428,698700813,5.0,-90,0.011223529682321653
429,698700813,6.0,-70,0.012586230349803112
430,698700813,7.0,-50,0.012815565995727328
431,698700813,8.0,-30,0.015310136144456574
432,963322913,5.0,-30,0.019711578192852894
433,963322913,6.0,-50,0.017814950075386728
434,963322913,7.0,-70,0.015959265216760114
435,963322913,8.0,-90,0.016256517643767524
436,963322913,9.0,-110,0.014994491167268266
437,963322913,14.0,60,0.04133406051024797
438,990331949,4.0,-30,0.01897116600328371
439,990331949,5.0,-50,0.01687713216298154
440,990331949,7.0,-70,0.01627229851718236
441,990331949,8.0,-90,0.015186316547280707
442,990331949,9.0,-110,0.01436122228864526
443,990331949,15.0,60,0.03525600674298382
444,907191349,4.0,-30,0.017712733198188665
445,907191349,5.0,-50,0.012866650383601541
446,907191349,6.0,-70,0.01424986664535698
447,907191349,7.0,-90,0.012743493147366922
448,907191349,8.0,-110,0.011593183802507913
449,907191349,17.0,110,0.05126456979025312
450,648115263,4.0,-110,0.014498876383354956
451,648115263,5.0,-90,0.015487069357705937
452,648115263,6.0,-70,0.016464784436059747
453,648115263,7.0,-50,0.018648754571792745
454,648115263,8.0,-30,0.02146156710599521
455,648115263,12.0,70,0.06903834005247379
456,1000125506,5.0,-30,0.02225136110315837
457,1000125506,6.0,-50,0.0212180456685066
458,1000125506,8.0,-50,0.021701606050856356
459,1000125506,9.0,-70,0.01972654893856762
460,1000125506,10.0,-90,0.017514816844266107
461,1000125506,11.0,-110,0.01736286224504332
462,1000125506,13.0,-110,0.01740632459880692
463,1000125506,19.0,80,0.05974846791847489
464,1000125506,23.0,90,0.052172361894040176
465,1000125506,29.0,80,0.03934805618650212
466,1000125506,32.0,90,0.030098811405203575
467,1000125506,34.0,100,0.034377584470358394
468,1000125506,36.0,100,0.03699226684785273
469,1000125506,37.0,110,0.035463932252867696
470,1000125506,39.0,80,0.032267447101706696
471,1000125506,40.0,90,0.03244130220796954
472,1000125506,41.0,100,0.030751053154359772
473,1000125506,42.0,110,0.030256394276462345
474,1000125506,43.0,120,0.029941990122211937
475,1000125506,44.0,130,0.03247408244088794
476,1000125506,54.0,130,0.028490010024141994
477,697521266,4.0,-110,0.00900186305174533
478,697521266,5.0,-90,0.009727616207244917
479,697521266,6.0,-70,0.009872626806372698
480,697521266,7.0,-50,0.011844102190002804
481,697521266,8.0,-30,0.011974416091303453
482,972461174,4.0,-30,0.01159799170049859
483,972461174,5.0,-50,0.009580309014929896
484,972461174,6.0,-70,0.008888995447447218
485,972461174,7.0,-90,0.008669109405213746
486,972461174,8.0,-110,0.007999886350396114
487,972461174,19.0,40,0.02615337940287541
488,972461174,21.0,40,0.03887485312634492
489,972461174,37.0,30,0.025910456328168206
490,972461174,38.0,32,0.038780194071631045
491,972461174,40.0,34,0.02929672807293088
492,972461174,42.0,34,0.043329282118412596
493,990606480,4.0,-30,0.010197748591013129
494,990606480,5.0,-50,0.00903432876459056
495,990606480,6.0,-70,0.008213858886473416
496,990606480,7.0,-90,0.007989584775276757
497,990606480,8.0,-110,0.007709950034764295
498,990606480,20.0,140,0.019100300235438284
499,990606480,24.0,-30,0.009433541843898264
500,990606480,25.0,-50,0.008727951721358405
501,990606480,26.0,-70,0.008461683276984627
502,990606480,27.0,-90,0.008717932032053352
503,990606480,28.0,-110,0.00786343797655637
504,990606480,35.0,160,0.017983707375932634
505,970683578,13.0,-30,0.021905539081592082
506,970683578,15.0,-50,0.021331610241655575
507,970683578,17.0,-70,0.01815231175340657
508,970683578,18.0,-90,0.012933271435800196
509,970683578,22.0,-110,0.014926352343686534
510,970683578,23.0,-110,0.013584660953849284
511,970683578,25.0,-110,0.015593210232915154
512,970683578,31.0,50,0.06480347375852873
513,970683578,33.0,50,0.07057190153085757
514,636835010,4.0,-110,0.012902221576143102
515,636835010,5.0,-70,0.016288264648163922
516,636835010,6.0,-30,0.01986566966317475
517,636835010,7.0,10,0.026051229763020434
518,636835010,8.0,50,0.0399075707292714
519,636835010,10.0,60,0.06442512856999948
520,636835010,34.0,-110,0.01217188036917027
521,636835010,35.0,-90,0.013195442563721868
522,636835010,36.0,-70,0.015438932028906614
523,636835010,37.0,-50,0.01761381801428072
524,636835010,38.0,-30,0.019448825176760935
525,636835010,39.0,-10,0.022816715612857547
526,636835010,40.0,10,0.02776789183026413
527,636835010,41.0,30,0.02640199945351943
528,636835010,42.0,50,0.04209829411155484
529,636835010,43.0,70,0.051991329922703285
530,992769223,4.0,-30,0.014991699515229271
531,992769223,5.0,-50,0.01521308496256399
532,992769223,6.0,-70,0.012655119441240792
533,992769223,7.0,-90,0.011313082017748131
534,992769223,8.0,-110,0.010890722486183977
535,992769223,16.0,80,0.034031921840877534
536,896701648,4.0,-30,0.008819709138903304
537,896701648,5.0,-50,0.008404912731365514
538,896701648,6.0,-70,0.0077642042459542425
539,896701648,7.0,-90,0.007370142069107853
540,896701648,8.0,-110,0.0065652577754188295
541,896701648,17.0,60,0.027825717921919752
542,962004183,4.0,-30,0.016148109213569708
543,962004183,5.0,-50,5.764379757220231e-05
544,962004183,6.0,-70,0.01603628241070226
545,962004183,7.0,-90,0.014460858876566314
546,962004183,8.0,-110,0.013473720467526517
547,962004183,14.0,60,0.047295237783546266
548,929547484,6.0,-30,0.013312603443061951
549,929547484,7.0,-50,0.010827282018695188
550,929547484,8.0,-70,0.01017540252629225
551,929547484,9.0,-90,0.010220890356676546
552,929547484,10.0,-110,0.010095536982882822
553,929547484,18.0,80,0.033506870042745704
554,963093741,4.0,-30,0.012309059202279277
555,963093741,5.0,-50,0.011595437296894159
556,963093741,6.0,-70,0.011733334626494693
557,963093741,7.0,-90,0.010382996611221353
558,963093741,8.0,-110,0.010172652550555892
559,963093741,15.0,70,0.04376329552789673
560,1054106864,5.0,-30,0.016974785187151495
561,1054106864,6.0,-50,0.013112795170466854
562,1054106864,7.0,-70,0.012849680289262744
563,1054106864,8.0,-90,0.01146663636484645
564,1054106864,9.0,-110,0.011037423191605325
565,1054106864,15.0,150,0.024239978238707188
566,1054106864,39.0,-30,0.018581494925295906
567,973792505,4.0,-30,0.012179408193331347
568,973792505,5.0,-50,0.010038515474515659
569,973792505,7.0,-70,0.009205406156847248
570,973792505,8.0,-90,0.008133336900095291
571,973792505,9.0,-110,0.00828602072864986
572,973792505,27.0,290,0.017507364153543998
573,908948756,5.0,-30,1.8959307500128475e-05
574,908948756,6.0,-50,0.015366215577931617
575,908948756,7.0,-70,0.012929879769289306
576,908948756,8.0,-90,0.012433454800625455
577,908948756,9.0,-110,0.011955353492028312
578,908948756,14.0,60,0.0476353917409101
579,908948756,41.0,50,0.04226665168874964
580,989164849,4.0,-30,0.010792789059236281
581,989164849,5.0,-50,0.010138968609068445
582,989164849,6.0,-70,0.009730507807104325
583,989164849,7.0,-90,0.009188055711747556
584,989164849,8.0,-110,0.008760065866833935
585,989164849,14.0,260,0.014928309943133433
586,989164849,15.0,270,0.014212633746463692
587,989164849,16.0,280,0.013793459514827132
588,989164849,17.0,290,0.012819661684795303
589,1000756535,4.0,-30,0.010823970734573451
590,1000756535,5.0,-30,0.01460048116341272
591,1000756535,6.0,-50,0.011193131735232929
592,1000756535,8.0,-50,0.01285239165249537
593,1000756535,9.0,-70,0.011498464552589526
594,1000756535,10.0,-90,0.01161525647700638
595,1000756535,11.0,-110,0.010504884853041203
596,1000756535,24.0,180,0.02572949972842412
597,992769339,5.0,-30,0.015331999191501019
598,992769339,6.0,-50,0.015294133340850733
599,992769339,7.0,-70,0.013154732127456693
600,992769339,9.0,-70,0.013102001767088986
601,992769339,10.0,-90,0.01222876279026389
602,992769339,11.0,-110,0.01183369201201265
603,992769339,20.0,70,0.030855544608565745
604,901334338,6.0,-30,0.014924876121649661
605,901334338,7.0,-50,0.011590635288984616
606,901334338,8.0,-70,0.012200525684905435
607,901334338,12.0,-70,0.014365559666258165
608,901334338,13.0,-90,0.011917797512912666
609,901334338,14.0,-110,0.011360711622579754
610,901334338,26.0,80,0.026286568235672342
611,901334338,28.0,80,0.021215798115715005
612,901334338,29.0,90,0.02376863507860081
613,990348610,4.0,-30,0.009573865699413493
614,990348610,5.0,-50,0.009253918929253592
615,990348610,6.0,-70,0.008617353723657668
616,990348610,7.0,-90,0.008775706740626677
617,990348610,10.0,-90,0.00833851224230319
618,990348610,11.0,-110,0.00770642965265153
619,990348610,18.0,100,0.027810764838908684
620,736499017,4.0,-30,0.016991003048146488
621,736499017,5.0,-50,0.014653597915887637
622,736499017,6.0,-70,0.013172245220369886
623,736499017,13.0,70,0.03165405111767393
624,913773906,4.0,-30,0.014587066338426456
625,913773906,5.0,-50,0.013766977384526237
626,913773906,6.0,-70,0.013223551214144562
627,913773906,7.0,-90,0.010940315359394867
628,913773906,8.0,-110,0.009786635829137004
629,913773906,16.0,80,0.0459057435187834
630,992441763,4.0,-30,0.013132559935771698
631,992441763,5.0,-50,0.01123024873720217
632,992441763,6.0,-70,0.01042723385424932
633,992441763,7.0,-90,0.009718422482559417
634,992441763,8.0,-110,0.009155073638142568
635,992441763,17.0,120,0.024916329066367645
636,919979431,4.0,-30,0.02736074742093232
637,919979431,5.0,-50,0.02323506485718387
