,specimen_id,sweep_number,stim_amp,tau
0,989409283,4.0,-30,0.013118410164456666
1,989409283,5.0,-50,0.012528229509985665
2,989409283,6.0,-70,0.010355123952255577
3,989409283,7.0,-90,0.009021445922940071
4,989409283,8.0,-110,0.008271951281249877
5,989409283,10.0,-110,0.008488064505769208
6,989409283,17.0,60,0.025588807345274227
7,919109645,4.0,-30,0.013692885848719586
8,919109645,8.0,-50,0.009702054831373387
9,919109645,9.0,-70,0.008399450388812678
10,919109645,11.0,-90,0.007278927229498073
11,919109645,13.0,-110,0.0073206016909122765
12,919109645,27.0,110,0.03677082834222051
13,893603853,4.0,-30,0.015028991008991235
14,893603853,5.0,-50,0.013183241544555102
15,893603853,6.0,-70,0.012455618527202504
16,893603853,7.0,-90,0.011880844555218718
17,893603853,9.0,-110,0.010900186086904257
18,893603853,17.0,70,0.03805987567640712
19,972447764,5.0,-30,0.015794441971438207
20,972447764,8.0,-50,0.01425425774419478
21,972447764,9.0,-70,0.013206873736459634
22,972447764,10.0,-90,0.011570855812353883
23,972447764,11.0,-110,0.011364574958401553
24,972447764,17.0,60,0.04010352168176382
25,972537876,4.0,-30,0.019116959176762913
26,972537876,5.0,-50,0.015470692389078458
27,972537876,8.0,-70,0.014936733275420165
28,972537876,9.0,-90,0.014626092500037852
29,972537876,11.0,-110,0.013461329550810275
30,972537876,13.0,-110,0.015438474376220729
31,972537876,23.0,40,0.05078682193074789
32,972537876,25.0,40,0.05551024278446824
33,893366298,4.0,-30,0.022507740363388953
34,893366298,5.0,-50,0.02166718185228345
35,893366298,6.0,-70,0.018827146806593358
36,893366298,7.0,-90,0.017321220221203013
37,893366298,8.0,-110,0.01700830084079661
38,893366298,13.0,50,0.05694891627100329
39,893366298,16.0,40,0.044439118414522416
40,893366298,17.0,42,0.046102348462074824
41,893366298,18.0,44,0.05061753482795293
42,893366298,19.0,46,0.0587188416989187
43,893366298,20.0,48,0.051650482298839624
44,893366298,31.0,40,0.05095344229454886
45,893366298,32.0,42,0.05052416098852276
46,893366298,33.0,44,0.05763740250484564
47,893366298,34.0,46,0.07644145061586032
48,895557666,4.0,-30,0.015695511840156714
49,895557666,5.0,-50,0.014343099410407454
50,895557666,6.0,-70,0.013286277854260327
51,895557666,7.0,-90,0.012296328067651434
52,895557666,8.0,-110,2.4254384033182454e-05
53,895557666,16.0,80,0.04764220305547418
54,742940722,4.0,-30,0.016139298817010053
55,742940722,5.0,-50,0.014355634837587406
56,742940722,7.0,-50,0.013807841563182256
57,742940722,8.0,-70,0.013423499156687942
58,742940722,14.0,60,0.03447007682678163
59,922742835,4.0,-30,0.019131516204594252
60,922742835,6.0,-30,0.02064327050499638
61,922742835,7.0,-50,0.018339145447064182
62,922742835,9.0,-50,0.016395953692282205
63,922742835,10.0,-70,0.016482827411666425
64,922742835,11.0,-90,0.014687458761883392
65,922742835,13.0,-90,0.013391225828504555
66,922742835,14.0,-110,0.013144311117811907
67,922742835,27.0,160,0.032346685273261955
68,922742835,47.0,160,0.02043755194021306
69,922742835,49.0,160,0.023911704574290493
70,922742835,50.0,170,0.025130099791059655
71,922742835,51.0,180,0.029863489525484944
72,922742835,52.0,190,0.03054121573524971
73,922742835,53.0,190,0.031196929280991124
74,922742835,54.0,160,0.0233723640972545
75,922742835,55.0,170,0.022797295997136705
76,922742835,56.0,180,0.024546367354712814
77,964894772,4.0,-30,0.015211765607548194
78,964894772,5.0,-50,0.014298243106150842
79,964894772,6.0,-70,0.012757399466068206
80,964894772,7.0,-90,0.011897166739950659
81,964894772,8.0,-110,0.011281058007388253
82,964894772,16.0,80,0.04430900944197352
83,763994181,4.0,-30,0.024497950322213826
84,763994181,6.0,-30,0.019478633889390733
85,763994181,7.0,-50,0.015610722703448633
86,763994181,8.0,-70,0.015969783514518266
87,763994181,22.0,120,0.042416245113354234
88,896897092,4.0,-30,0.013532669929176597
89,896897092,5.0,-50,0.012604816279939157
90,896897092,6.0,-70,0.01062215469750456
91,896897092,7.0,-90,0.010167450652782978
92,896897092,8.0,-110,0.009141050402106141
93,896897092,17.0,90,0.031572398729512674
94,972419157,4.0,-30,0.011615654257749249
95,972419157,5.0,-50,0.011409384116362711
96,972419157,17.0,-30,0.01604589036741218
97,972419157,18.0,-50,0.01328557090198865
98,972419157,20.0,-50,0.014584236464304833
99,972419157,22.0,-70,0.014445709264386224
100,972419157,23.0,-90,0.013070758471027656
101,972419157,24.0,-110,0.011844947741556752
102,972419157,29.0,50,0.03233904831413673
103,972419157,30.0,52,0.03385122431284523
104,972419157,31.0,54,0.034241267096093285
105,972419157,32.0,56,0.04631171095200094
106,972419157,34.0,58,0.03228021505985628
107,972419157,35.0,60,0.03367504839261682
108,972419157,36.0,62,0.033683860650724
109,972419157,37.0,64,0.0388726746404833
110,972419157,52.0,-30,0.021543753179921823
111,972419157,53.0,-50,0.01986432167862842
112,972419157,54.0,-70,0.016257241853591915
113,972419157,55.0,-90,0.015651664163051297
114,972419157,56.0,-110,0.014446013744036076
115,972419157,62.0,60,0.0439233735300852
116,636784746,4.0,-110,0.012051888693836705
117,636784746,5.0,-70,0.014653809238825775
118,636784746,6.0,-30,0.01843680781073998
119,636784746,7.0,10,0.01994556294313674
120,636784746,8.0,50,0.02712743869614915
121,636784746,10.0,60,0.029708481993540977
122,636784746,42.0,-110,0.013108057735507382
123,636784746,43.0,-90,0.013862118340072954
124,636784746,44.0,-70,0.014843772132346682
125,636784746,45.0,-50,0.016526810937427732
126,636784746,46.0,-30,0.018614289479003357
127,636784746,47.0,-10,0.02112837752293005
128,636784746,48.0,10,0.021038118633053993
129,636784746,49.0,30,0.0230588058747255
130,636784746,50.0,50,0.023354157983264224
131,636784746,51.0,70,0.02442891475402937
132,636784746,52.0,90,0.0295695303963241
133,646836355,4.0,-110,0.01010448630521909
134,646836355,5.0,-90,0.009207084091803007
135,646836355,6.0,-70,0.010582238706066057
136,646836355,7.0,-50,0.012543189183569274
137,646836355,8.0,-30,0.01721061600843485
138,646836355,11.0,60,0.025486556956775742
139,740290698,5.0,-30,0.017085727665993908
140,740290698,6.0,-50,0.014861299214063898
141,740290698,7.0,-70,0.013294399851424575
142,740290698,13.0,60,0.03213263728279679
143,965591192,4.0,-30,0.013467461304231142
144,965591192,5.0,-50,0.012882318704383632
145,965591192,6.0,-70,0.011392280298693016
146,965591192,8.0,-90,0.010208517358912315
147,965591192,9.0,-110,0.009687467671957233
148,965591192,15.0,60,0.03097757868384608
149,716779804,4.0,-110,0.014633998905611451
150,716779804,5.0,-90,0.016086125846408107
151,716779804,6.0,-70,0.018209278189622254
152,716779804,7.0,-50,0.02033790478820139
153,716779804,8.0,-30,0.023140335467595953
154,990347572,4.0,-30,0.018418773657464818
155,990347572,6.0,-50,0.012780646665720109
156,990347572,7.0,-70,0.012608891480481983
157,990347572,8.0,-90,0.011126981445000695
158,990347572,9.0,-110,0.012020311671013924
159,990347572,18.0,100,0.035703134565966174
160,990347572,22.0,90,0.040718718801459386
161,853868880,4.0,-30,0.028271422772537653
162,853868880,6.0,-50,0.024682751712139295
163,853868880,7.0,-70,0.019298452403594006
164,853868880,8.0,-90,0.01764210885996116
165,853868880,9.0,-110,0.01621718300753917
166,853868880,18.0,30,0.06003812300840663
167,921710929,4.0,-30,0.023419898499348214
168,921710929,5.0,-50,0.021474087024856214
169,921710929,6.0,-70,0.019378024168465877
170,921710929,8.0,-70,0.018907427684891457
171,921710929,9.0,-90,0.016982394595894
172,921710929,10.0,-110,0.016258636132513438
173,921710929,17.0,70,0.039086064161413275
174,990548306,4.0,-30,0.013922637334185833
175,990548306,5.0,-50,0.012661477109369554
176,990548306,6.0,-70,0.011592699319582336
177,990548306,7.0,-90,0.009990069023746063
178,990548306,8.0,-110,0.009641676961951853
179,990548306,16.0,80,0.03251790076706946
180,972443999,4.0,-30,0.022390577137766224
181,972443999,5.0,-50,0.01602550856378047
182,972443999,7.0,-70,0.015405145743385163
183,972443999,8.0,-90,0.013649717512323325
184,972443999,9.0,-110,0.01297448306845503
185,972443999,18.0,20,0.042303351640280255
186,972443999,19.0,22,0.054809497792905115
187,907465109,4.0,-30,0.01705751785196982
188,907465109,5.0,-50,0.017330557359400693
189,907465109,6.0,-70,0.015015025279682688
190,907465109,8.0,-70,0.01543423585818114
191,907465109,9.0,-70,0.0144002134288383
192,907465109,10.0,-90,0.012657257038447155
193,907465109,12.0,-90,0.012114703070286191
194,907465109,13.0,-110,0.012513363185196571
195,907465109,19.0,50,0.03633127571486446
196,973832650,5.0,-30,0.011242627057562198
197,973832650,6.0,-50,0.012560162727314233
198,973832650,7.0,-70,0.01179625685936164
199,973832650,8.0,-90,0.011104214308615277
200,973832650,9.0,-110,0.010310501390324394
201,973832650,10.0,-30,0.016216294441824708
202,973832650,11.0,-50,0.015158259085648322
203,973832650,12.0,-70,0.014689256319146925
204,973832650,13.0,-90,0.01448672074900091
205,973832650,14.0,-110,0.012941786603013953
206,973832650,20.0,170,0.02647521433224143
207,882733530,4.0,-30,0.014011554004538473
208,882733530,5.0,-50,0.012351185378936628
209,882733530,6.0,-70,0.010681503205552481
210,882733530,7.0,-90,0.010027890904329281
211,882733530,8.0,-110,0.010108244826247963
212,882733530,17.0,90,0.039961484673592756
213,969200089,4.0,-30,0.014016061375010469
214,969200089,5.0,-50,0.013194678705591344
215,969200089,6.0,-70,0.012690811967294753
216,969200089,7.0,-90,0.012044998020965677
217,969200089,8.0,-110,0.011849239620782295
