,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Arc,0.1945828855309456,-0.035711960382535844,0.13675207352754998,-0.11025268388452665,-0.2343091530923181,0.14571094173347296,-0.1279338288681913,0.08398440244858157,-0.04733158204825203,-0.0985967341917442,-0.0028272151818172775,0.04384746109238138,0.01682689224138472,0.02381935839865828,0.1394413248175959,-0.04817913592921018,0.04898641262589541,-0.057468715684546215,0.06923763688471783,0.058015504010228765
Arl4d,0.06436112331827197,0.056714333163114763,0.09079614906101277,0.07214207358474548,-0.049869738776913385,0.08664871335973898,-0.15068485590997427,0.06836533654712713,0.11026694884627197,-0.04039208120770068,0.03512862128315924,0.3638034899724959,0.07282684234694806,0.07112074992695089,0.1799284393989753,0.0034380417785083283,-0.09712787679860534,-0.08844805696942351,0.20015224763166883,-0.02383863629301658
Arl5b,0.04254147407657515,0.028083840959406435,0.05277017471664113,0.028397328288339175,0.02818409248981213,-0.01363211067956477,0.052613752462124595,0.021173566034580836,0.021509481226235187,-0.03401165284249605,-0.06455857930425385,-0.04845299425798494,0.04044246329475111,0.09154248344224677,-0.05391151168606106,-0.06400709717352067,0.0580828147982231,-0.10532532064461889,0.015381849103267203,-0.10168793390569048
Bdnf,0.21842288176940983,0.10706384396391551,-0.18273711069119467,-0.07641390096991915,0.10286468072206091,-0.024225636840368416,-0.09996333187942572,-0.29582945857804954,-0.09367484334723573,0.0896150012724851,0.1625086520234799,0.09995353076398997,-0.014089471282404582,-0.10986163152201303,0.051749850316321414,-0.055556332461622476,0.04827334135031619,-0.1401762843402698,0.04653124240346343,-0.028516115996020903
Cdc42ep3,0.02722358078098788,0.10577450827759136,0.0421161102221057,0.1344729515397485,0.08787473627603516,-0.07017369984022216,0.00302094815480233,-0.18166873945132633,-0.016203524187268108,-0.0697877456509985,-0.06993467795789308,-0.2542787365304473,0.03860544871371437,0.20109314973571826,0.21202301206703872,-0.2497537323073354,-0.2242782436446769,-0.20431150107081478,0.13755409023316678,-0.007052971988345466
Cdkn1a,0.16645525311752718,0.14564594230224523,-0.059282092140651985,-0.17623241315397617,-0.17183423998967995,-0.03411369579252599,0.02853619459019514,0.06895408072945323,-0.015846559597052588,0.07716827919154579,0.1283192814246348,-0.025255623917090107,0.10091240476153314,-0.13096729915457936,0.011708676336552176,0.0924682319020596,-0.042373129444478644,-0.021524458344488108,-0.12826779512385392,-0.033885920117368774
Cited2,0.02570795347277371,-0.019135805121580574,0.039348349075765225,-0.09263456202808676,0.08498346744722805,-0.06877927227029586,-0.03832031791082757,0.07036424094243103,0.11682366256183646,-0.016096400592892603,-0.0036711200366415933,0.01091060365411184,-0.1696599481956844,0.09516648192430081,-0.01083627859039658,-0.07288832428420007,-0.020429841313687018,0.08162921834419762,-0.018960626342146496,0.08874095583822289
Crem,0.067185675616144,0.0280887395036944,0.05971248979780672,-0.08171296897241387,0.01285780622335065,-0.11705993420876931,-0.0006216934563252759,-0.066306692059109,-0.014411923576883206,0.05601671578297531,0.0955070647497433,-0.18214046548108043,-0.06645261854893914,-0.13860823550199955,0.08453588683730691,0.016217357161933878,0.02666077200463258,-0.025433554795936425,-0.10935596121725805,-0.03307330413349469
Dnajb1,0.02253490165175465,0.06299976559118477,0.0338113055531721,0.15465833149732763,0.07492875047174392,-0.037325468117192326,-0.01960435562979074,0.0066391904983688615,0.16956252223352442,-0.0568552263720227,-0.058910488246147495,-0.045472854442898156,0.014165731859075865,-0.04411298164329231,-0.005843003072715921,0.006707290398433286,0.05253954259627029,0.010176883627670233,0.009345397706759151,-0.009781560413000833
Dnajb5,0.08887610846296334,-0.03353730917069107,0.026231187352335726,0.016947312036697786,-0.03818681686916963,0.008179934441484049,0.04479377849440897,-0.012286605131518752,0.08901238599858453,-0.09514996389867304,-0.06836840228786784,0.0065381480586345665,0.07184593996852225,-0.02366407336193475,0.004102411366421598,0.01152341543994387,0.01142388672324239,0.022326978818156727,0.05054090492064426,-0.02078168080595644
Dusp1,0.11090413845466829,-0.038207810222832,0.19004508910003085,-0.024579595188646414,0.016002599616081206,0.06614209097402267,-0.2581573697978668,-0.006733117952782102,0.07893802012859806,-0.09514540965572658,0.1259590494464338,-0.07263020676033653,-0.06250483201217671,-0.1142877671126658,0.14546557585276185,-0.24727500681026604,0.13986918476961685,0.016314057702783435,0.05451825508943417,0.02380682819197035
Dusp14,0.07750557900322486,0.008270332084092476,-0.03881125438987868,0.003961357352007607,-0.004967094178829765,0.04360312490634172,0.05936822443613834,0.0036481119404365926,0.042631816950352765,-0.0103701670756231,0.06501959334482901,-0.054468185881558016,-0.007528402715503009,-0.024917311538252458,0.005191648953776296,0.05245350270242961,-0.00596605582126679,-0.03853653826246519,-0.04081700129681848,0.004145532393654184
Dusp6,0.1654668296897967,0.003224871236564817,-0.005510797427980751,0.06721283242037197,-0.034682106514656315,0.10815413977286813,-0.0843493264680633,-0.1426326492932022,0.06819649596813747,-0.047879951969849364,-0.07867305977663519,-0.16540640989441077,0.05954430783865919,-0.07125354054375689,0.016641124186131475,-0.04930756160961544,-0.02415989016341636,-0.07960074974827869,-0.004117048331675907,-0.10479986752298373
Egr1,0.14123941057791503,-0.05486123840009033,0.09769453664726446,-0.03444009313071856,-0.10422182309306952,0.09588636019068734,0.0013694563571569895,0.06207822183942469,-0.022932182336859293,-0.045221880143631994,-0.02522538787254438,-0.01977750286059696,-0.021487843372908995,-0.051523195547276704,-0.021618269859893697,0.06253344156036987,-0.03242694336611482,-0.06513217146086842,-0.013271413850415397,0.09365416116244468
Egr2,0.13999468422542952,0.010035205120286411,0.06920565086722506,0.05149414756762991,0.10827841013393376,0.1515467306338682,0.06753735711122026,0.14345514252605476,0.008336159828236588,-0.07568949778535142,0.016091252127524814,-0.015621107713919499,-0.007220093806990846,0.0369343666456481,-0.05931242579309991,0.030751802407332135,-0.009177671990044024,0.03441792554801745,-0.08432486612309012,-0.09284167104825101
Egr4,0.1623578681573969,-0.014864377885696983,0.1368302298591592,0.14541732832513207,0.07714791084176005,0.09751951926209518,0.016526594195441783,-0.020757860129299168,0.01912915070652606,0.01335993333231034,0.019582607263003968,0.01893492849590699,0.04327247841407357,-0.015890166505313875,0.01799711779436438,0.11610770828572703,-0.07347036211706907,-0.0025961051757159015,0.003804133691659191,0.09939772771309544
Fbxo33,0.06423216638465665,0.0019102462439187214,0.046051350198980295,0.02518818763670457,0.03519335199047694,-0.07241248365425522,0.04971127617567865,0.0004776005651352821,-0.04242797162381736,-0.03360939208397872,-0.10141820366003762,0.027650006473426924,0.12828813229650762,0.08519739554022511,-0.10290400843995048,-0.01913687846137553,-6.8095726307775e-05,-0.054591510929575926,0.03750626991305812,-0.01302209910784127
