specimen_id,x,y
601628311,4.7475476,7.440768
603229579,4.414655,9.693643
603337985,2.332922,5.103037
603481505,4.732608,10.961406
603511210,4.419349,7.9526534
603902877,4.433166,8.017405
604098167,4.902232,11.128989
604527243,3.87393,7.543032
605493156,3.7472935,10.297676
610400799,-0.32362887,3.415171
610440978,2.054299,2.9776545
612402470,3.2677896,7.9925227
612410245,4.5221004,4.3291283
628756464,3.6966038,7.277309
637380444,3.6297019,6.923673
637414095,3.285067,7.288429
638806925,4.451058,7.507114
639827216,5.4007096,7.445113
639910703,2.4011364,2.6808667
640006296,2.4152088,0.074599415
640026162,-0.1113073,3.66229
640106757,2.5132294,2.517137
640111874,2.5051715,5.2475133
642763833,2.7632108,7.165199
642777215,2.8066533,2.686863
642999751,5.044947,11.342516
643002356,4.2486,9.919656
643798256,2.7689884,1.9796454
644818070,4.937076,7.1670065
644821657,5.6051164,11.733029
644827374,5.584537,11.560215
644832461,3.7002115,5.1101384
644836206,4.4472847,11.487776
644864693,5.2427974,6.887231
644933664,2.1499877,0.54385656
644953476,5.5998235,5.2324624
645354028,3.3502908,7.3157377
645363692,4.188119,11.304553
645379626,5.437809,8.065089
645449840,5.079819,10.254346
645453340,3.6717937,8.0461235
645453746,3.41839,8.055596
645529777,3.4637034,6.628935
645530172,2.4258482,6.0241694
645807027,5.1119757,10.107588
645834123,4.7810173,5.7221704
645834778,4.0373564,8.689845
645913812,5.2003746,10.59902
646177634,6.416716,7.981825
646836355,-0.515039,3.192285
648093076,4.1206875,7.3260045
650331035,1.1822869,3.7095373
651041745,3.5417845,7.7352347
652544407,4.632751,11.401277
652789704,2.6690278,7.8204803
652959315,3.8193967,7.4998193
652960852,4.432656,11.09528
653195521,6.9258947,4.799107
656721795,3.4352593,7.4721923
661481525,1.5476995,0.5842289
661513942,4.9735603,4.1943684
673387671,5.248126,6.3475914
673643261,3.880204,6.940974
680954928,1.6513802,2.5475159
680973517,3.5636513,3.9555392
681400617,6.0031867,11.05842
681405248,5.7411385,11.27309
681419547,3.8065543,6.9166245
681554845,2.4935293,7.5751743
681636493,3.4880087,10.542643
681639459,3.5587406,10.073437
681912683,3.1619787,9.056837
681931335,3.1711936,7.2846484
681937682,2.6452193,7.6666913
681939807,2.6250615,7.486903
694841940,-0.24872036,3.2498457
695424422,5.491959,9.97785
695440507,5.38165,10.415749
697525735,3.8255064,4.513453
697538916,3.5629773,4.7855763
698658322,3.8571982,6.527863
698668188,6.18785,7.533605
698675821,6.0297585,7.765649
698676093,6.1607585,7.855981
698700813,4.277646,4.3600354
699818438,6.8676667,5.7851005
701074357,6.2862377,7.911527
701074400,5.686026,7.7198443
701075085,3.3535562,4.829153
702023186,3.4129026,10.197012
705839974,3.196487,0.62231046
706461666,3.0323486,0.011880064
711573106,4.015386,7.7155027
712145820,4.7960696,7.6707597
712153315,4.918706,7.7464085
716309237,6.25005,3.6659696
716596648,3.0349572,7.7391024
716793760,0.51720655,3.3967686
717313398,2.0911298,2.5651782
724539260,5.0077033,5.1968412
733620016,4.6243305,5.1870484
736499017,4.122202,3.536634
739840659,2.1991217,1.2660732
740305711,5.168333,4.3464246
740318831,5.7999167,3.1530879
740373591,1.376573,1.409842
740410280,1.0502511,3.7013307
741206508,5.3606973,3.8735046
741213831,3.2822137,3.8442318
742023028,5.0443897,6.357552
742717602,6.0207033,4.7764425
742734652,4.425532,9.712237
763994181,3.7790234,4.84797
764477652,2.702746,7.6157894
764497316,2.8351088,4.5603395
765881445,5.7060566,3.2012386
792687812,2.3069391,5.637263
794963377,5.8105087,4.3943305
811341605,6.1376095,4.7911096
811355609,5.2871785,4.5443115
811375643,7.5405016,4.7647796
819950000,4.1700835,8.060837
820060969,5.46724,4.9693327
823024502,4.1612096,11.580372
823083861,5.874182,11.2231245
823218199,4.304133,11.94298
824909637,2.6476216,0.9595314
824937690,2.449278,1.2959498
824990654,2.6626139,6.1003013
825002523,2.6968951,6.0055084
825436260,3.1984892,7.923222
826765287,0.4483691,3.7726414
826780116,3.7416494,11.330667
826830025,3.2094128,10.571651
827638657,3.6889713,9.968771
827873742,4.908474,10.909858
827903615,5.6394224,10.708126
827968165,5.3279386,11.165509
828885535,4.8319325,11.361899
828890584,4.476025,8.966831
828894369,3.2676597,9.573741
829296573,2.9216127,7.7873797
829298408,3.2855034,9.953764
829305793,3.9593995,11.389498
831254527,7.112453,5.749582
833872706,5.0263085,9.827616
837673842,3.8919988,4.0319285
839584863,1.484413,4.28971
841817193,8.161107,5.1492715
841854478,4.7291894,12.025799
841866643,5.2185354,10.695998
841871826,4.043273,7.724093
841882659,4.2323055,4.115807
841888315,5.346319,10.241633
845402780,5.1718726,9.707934
847876759,2.9156778,0.42582393
847902873,3.1248653,6.59758
850968263,2.587102,5.5274677
851542876,6.2153606,6.0745087
851580386,6.359412,5.9557548
853618984,7.9650803,5.1056314
853692765,5.652674,5.605922
863404974,6.296696,5.1146703
863418322,7.344638,5.5795283
863450651,8.003782,5.266939
863478540,6.9129934,4.531879
863483123,1.4314749,3.387774
863515305,7.3371067,4.7152395
864030679,5.9268093,4.196132
864068767,5.0490966,4.911656
867650384,1.2972608,1.5880443
880772136,4.2544436,12.034894
880871943,6.1138463,10.930862
882198617,4.1381693,4.9523253
882763615,3.2654872,10.494519
884596365,5.436037,5.4521136
886474771,7.2168355,4.7708383
887207252,4.1943293,7.156951
889271408,3.3469741,-0.06758139
891558275,3.8266191,3.1260784
891594369,2.544607,1.733793
893354404,5.1825595,4.356389
893366298,5.271818,5.495155
893371082,5.813823,5.775718
893401406,3.405063,5.986614
895548208,4.841877,6.220281
895580896,5.342501,11.357731
895609799,3.317315,0.09756265
895740352,4.1664557,11.842321
895740736,2.881108,1.3022692
896053888,3.9683383,2.991304
896619350,5.322585,5.798784
897009330,5.1569977,11.774046
898559010,2.203557,0.8709062
898881170,3.0225177,-0.0833428
899424012,4.9798203,3.9082444
899452696,4.510017,6.6430287
899583778,3.031031,1.1559503
899711102,3.1717303,8.286306
901424290,3.4916792,7.6838694
901440363,3.6831803,10.161963
902000094,7.4222007,6.345358
902029302,5.2353115,4.7635956
902140767,5.473099,4.9157877
902255361,5.829182,6.3282976
902284440,6.8648953,5.190848
903814839,4.7825003,4.6980624
903831367,7.270726,5.1943145
903853784,7.6107206,5.581488
903864968,7.768463,5.424503
904690163,5.242664,3.7880797
904725260,6.151178,3.3796122
904731534,5.4863453,9.127199
904832267,2.3102102,0.65795135
904862358,2.2395017,0.36258915
904935208,5.443022,4.878612
904948028,6.676616,4.549069
906532711,5.1129427,6.203266
907337101,4.9613876,4.931153
907357811,6.1440654,5.763175
907429679,4.898137,10.126093
907460164,8.126057,5.060408
908669318,5.410716,11.36966
908675487,5.7772675,4.6825657
908855729,6.49244,6.2031326
908894026,7.2767496,5.91904
908894436,8.043403,5.5695677
910287738,8.200785,5.507333
910287886,5.6076803,4.5398083
910375338,3.4487813,0.24660061
912063608,5.9189186,7.1519995
912289883,2.9995682,0.30430323
912301547,1.5210158,1.3462398
912329296,4.5741997,4.0524516
912340608,1.2975998,0.43967736
912868696,2.3529975,0.37241304
912889454,1.2393829,1.2732676
912918179,1.3861333,1.0618784
913716620,3.4125807,10.870577
913765840,4.1780934,6.715012
914250949,6.9586687,6.0290647
914265453,3.06143,3.6793735
914354735,5.7311435,10.88528
914412754,1.212158,0.64843166
914432180,2.166979,4.2942357
915441937,3.4154868,4.2548833
915479566,1.6420083,0.3262424
916473265,5.5906687,11.171653
916490671,0.8472287,3.7141457
916620597,5.937223,11.376748
917588572,4.504219,5.01361
917624301,4.315529,3.337291
917657507,-0.1366067,3.543101
919091442,4.4129443,3.6545315
919102928,1.5902722,1.0244545
919699890,2.7606926,0.4298897
919979431,4.2242694,3.255836
921637459,3.8040707,2.9961412
922562221,5.5388827,3.269814
922613228,1.4546194,0.618287
922742835,4.582114,4.32233
924610453,2.6571198,0.77005255
925242241,1.040977,1.1724774
926866005,1.6616707,0.6980243
927797864,7.665544,4.840753
927833265,2.826908,-0.12811147
929406809,5.986665,4.637591
929533489,1.599629,0.6977064
932678695,7.6749206,4.6948714
934844641,5.811656,6.4176836
935046071,1.0402263,1.0306112
935214823,6.501443,5.451041
936001075,2.0999017,0.16312407
940783281,5.8626633,11.511728
941552661,7.829677,5.405771
942307202,5.6734285,3.6673343
942421907,6.155997,4.8939853
945063428,5.4379115,11.030554
945796367,5.3289084,11.658172
945833568,3.6413472,6.209804
947139142,5.824768,3.8956218
947344218,1.9582412,1.0521333
947496055,2.6041794,0.16046336
948126701,3.567823,2.49164
948302732,5.309739,10.67181
948318130,3.7978506,5.3245993
948360440,4.6281013,10.356499
948366592,3.2858963,2.9676096
948429967,2.4907978,5.9465303
950034792,1.9526491,0.17970277
950075297,2.7293358,0.5874829
950265290,4.1313214,9.64098
952669499,2.708305,0.33283946
954032889,2.2403483,1.3003224
954066469,2.6776867,0.43441826
958619600,5.386482,8.086531
959190247,5.8332686,8.119542
961104301,4.391325,8.046794
961114647,5.6610403,7.8645906
961226203,5.248266,8.255443
961230415,5.7086043,7.3627796
961238285,6.2519855,7.745843
961238333,4.169084,3.973114
961846146,6.4583826,6.131506
