specimen_id,sweep_number,avg_rate,max_inst_rate
647764362,17,4.000000000000002,3.9625931209383434
647764362,18,8.000000000000004,64.10256410256386
652544407,13,2.000000000000001,1.500870504892838
652544407,14,9.000000000000004,9.048136083966707
915675559,15,3.0,211.86440677965842
915675559,18,6.0,193.79844961240525
915675559,19,8.0,196.85039370078414
603511210,39,2.000000000000001,2.1354745024344406
603511210,9,8.000000000000004,11.967448539971267
603511210,42,11.000000000000005,18.52537977028532
895740352,15,4.0,331.1258278145792
895740352,18,13.0,340.1360544217753
895740352,19,17.0,326.7973856209202
901433799,16,4.0,248.75621890547805
901433799,21,10.0,248.75621890547117
901433799,22,13.0,215.5172413793114
827873742,16,4.0,264.55026455026416
827873742,19,11.0,239.23444976076775
827873742,20,14.0,242.718446601941
915642833,14,3.0,82.23684210526275
915642833,18,8.0,35.21126760563383
915642833,19,11.0,51.17707267144319
826780116,13,1.0,1.0
826780116,16,9.0,18.228217280349977
826780116,17,12.0,29.052876234747234
880847320,32,3.0,153.84615384615503
880847320,33,7.0,165.56291390728353
880847320,34,10.0,158.73015873015942
882440699,17,1.0,1.0
882440699,20,7.0,34.989503149055224
882440699,21,8.0,112.61261261261262
880871943,22,1.0,1.0
880871943,23,5.0,11.064394777605663
880871943,25,10.0,22.563176895306846
828885535,15,1.0,1.0
828885535,18,3.0,9.228497600590623
828885535,19,6.0,22.686025408348453
973388326,16,5.0,161.2903225806456
973388326,19,7.0,185.87360594795746
973388326,20,10.0,211.86440677966343
906545713,17,3.0,297.619047619045
906545713,20,9.0,295.85798816568587
906545713,21,12.0,285.71428571428095
939539000,18,2.0,2.1326508850501176
939539000,21,11.0,34.38789546079781
939539000,22,14.0,44.8833034111309
987036222,15,2.0,2.053472421865374
987036222,18,11.0,33.624747814391405
987036222,19,14.0,45.662100456621175
973478464,14,4.0,4.91980714355997
973478464,17,16.0,49.11591355599203
973478464,18,20.0,90.74410163339358
990231113,16,2.0,122.54901960784396
990231113,19,11.0,140.0560224089629
990231113,20,15.0,173.61111111111148
916699724,20,4.0,204.91803278688545
916699724,23,7.0,154.32098765432
916699724,24,9.0,203.25203252032375
899705429,16,4.0,185.87360594795362
899705429,19,11.0,167.7852348993267
899705429,20,15.0,161.8122977346288
963287636,17,5.0,245.09803921568792
963287636,18,8.0,182.48175182481617
963287636,19,11.0,182.48175182481987
992393816,16,3.0,161.8122977346288
992393816,18,7.0,147.05882352941114
992393816,19,12.0,144.50867052023042
898894447,14,4.0,297.619047619045
898894447,17,6.0,253.80710659898125
898894447,18,9.0,255.1020408163243
915757680,17,2.0,159.74440894568863
915757680,26,6.0,125.62814070351811
915757680,27,9.0,133.68983957219177
973486704,16,2.0,81.69934640522857
973486704,19,6.0,98.61932938855979
973486704,20,8.0,96.89922480620159
796858996,12,4.0,212.76595744680682
796858996,15,14.0,180.50541516245522
796858996,16,16.0,226.24434389140376
963283581,20,4.0,268.8172043010712
963283581,23,10.0,214.5922746781117
963283581,24,13.0,151.05740181268723
880777888,15,2.0,160.77170418006423
880777888,18,7.0,148.8095238095225
880777888,19,10.0,152.43902439024367
909564578,17,4.0,183.8235294117647
909564578,18,10.0,163.93442622950835
909564578,21,17.0,168.3501683501699
827968165,16,7.0,224.21524663677033
827968165,19,11.0,229.35779816514184
827968165,20,15.0,226.24434389140376
983550630,15,1.0,1.0
983550630,18,9.0,18.8040616773223
983550630,19,12.0,38.81987577639751
992021164,16,6.0,194.55252918288232
992021164,19,8.0,194.55252918287812
992021164,20,9.0,203.25203252032375
898947776,17,2.0,208.333333333337
898947776,18,5.0,206.6115702479358
898947776,19,8.0,174.82517482517645
818825921,16,2.0,1.3883489753984564
818825921,19,10.0,100.80645161290282
818825921,20,13.0,124.06947890818927
895580896,17,4.0,328.947368421048
895580896,18,9.0,299.40119760478956
895580896,19,13.0,277.7777777777741
990350059,17,3.0,211.86440677965842
990350059,20,13.0,243.90243902439067
990350059,21,16.0,248.75621890547117
982731503,15,4.0,207.4688796680478
982731503,18,14.0,238.09523809523915
982731503,21,17.0,178.571428571427
962087670,24,4.0,297.619047619045
962087670,27,12.0,284.0909090909117
962087670,31,15.0,284.0909090909117
990354179,15,2.0,68.39945280437772
990354179,18,7.0,72.2543352601158
990354179,19,10.0,101.83299389002099
972557075,16,2.0,107.99136069114547
972557075,17,4.0,102.24948875255728
972557075,18,8.0,206.6115702479358
990599962,15,2.0,1.4595557112414979
990599962,18,17.0,40.03202562049639
990599962,19,22.0,63.53240152477773
976964380,15,3.0,167.7852348993267
976964380,18,7.0,140.84507042253531
976964380,19,9.0,131.23359580052562
973384481,16,5.0,7.80396441392227
973384481,19,15.0,25.879917184265004
973384481,20,20.0,42.553191489361765
975477551,23,3.0,3.7464408811628944
975477551,29,8.0,10.586491636671608
975477551,30,10.0,17.39735560194851
992774965,13,6.0,135.86956521739273
992774965,16,17.0,126.90355329949242
992774965,17,21.0,140.44943820224688
742734652,22,2.0,2.961032808243516
742734652,27,11.0,28.985507246376834
742734652,28,15.0,48.449612403100794
681405248,12,2.000000000000001,2.2735540196435067
681405248,14,7.0000000000000036,119.04761904761958
914389834,15,3.0,246.3054187192147
914389834,18,9.0,185.18518518518655
914389834,19,13.0,132.62599469496035
951700309,13,2.0,1.477890754315441
951700309,16,7.0,31.928480204342257
951700309,17,10.0,192.30769230769295
827882326,20,7.0,210.08403361344108
827882326,23,13.0,225.22522522522524
827882326,24,19.0,225.22522522522524
948321114,18,1.0,1.0
948321114,22,8.0,15.128593040847191
948321114,23,11.0,22.904260192395768
992205657,27,3.0,193.79844961240525
992205657,31,9.0,187.26591760299584
992205657,32,13.0,190.1140684410631
828009310,18,7.0,8.591065292096216
828009310,35,15.0,22.58355916892503
991980391,18,4.0,210.08403361344597
991980391,19,9.0,193.7984496124011
991980391,20,12.0,122.85012285012398
899513194,15,3.0,226.24434389139807
899513194,18,6.0,214.5922746781066
899513194,19,8.0,196.07843137254926
644836206,8,6.000000000000003,115.4734411085465
644836206,12,9.000000000000004,121.0653753026644
971561834,16,2.0,1.8724487885256338
971561834,19,8.0,49.60317460317444
971561834,20,11.0,66.31299734748018
901151599,18,2.0,4.977600796416128
901151599,21,13.0,34.84320557491296
901151599,22,16.0,40.29008863819508
823024502,18,7.0,98.81422924901169
823024502,21,11.0,107.06638115631675
823024502,22,14.0,92.08103130754986
992406414,19,1.0,1.0
992406414,20,7.0,11.55001155001155
992406414,21,10.0,28.835063437139617
992205711,17,3.0,121.06537530266277
992205711,18,6.0,120.77294685990243
992205711,19,9.0,119.04761904761958
694451109,11,35.000000000000014,181.81818181817982
694451109,12,85.00000000000004,204.91803278688545
742521771,11,2.0,170.64846416382
742521771,14,6.0,151.97568389057682
742521771,15,7.0,187.26591760299584
989477803,18,3.0,3.3331111259249377
989477803,21,9.0,29.568302779420495
989477803,22,11.0,57.01254275940707
827595695,16,1.0,1.0
827595695,19,4.0,21.285653469561506
827595695,22,4.0,28.137310073156993
645807027,12,6.000000000000003,171.82130584191972
645807027,16,9.000000000000004,55.24861878453037
971582405,14,2.0,155.76323987539254
971582405,17,8.0,174.2160278745621
971582405,18,12.0,174.21602787456544
880774141,17,3.0,138.8888888888892
880774141,20,10.0,153.37423312883246
880774141,21,14.0,128.20512820512954
828886063,23,5.0,7.825950853028643
828886063,26,14.0,31.11387678904786
828886063,38,17.0,32.78688524590167
865311811,18,3.0,80.38585209003212
865311811,21,6.0,97.65624999999974
865311811,22,7.0,132.97872340425582
991968323,17,3.0,116.27906976744266
991968323,22,8.0,117.0960187353631
991968323,24,13.0,119.33174224343598
972549205,16,2.0,223.21428571428928
972549205,19,8.0,217.3913043478238
972549205,20,12.0,224.21524663677033
902278249,17,1.0,1.0
902278249,22,8.0,20.86811352253758
902278249,24,12.0,28.026905829596465
896044181,12,1.0,1.0
896044181,15,12.0,19.223375624759683
896044181,16,15.0,34.435261707989035
1034751127,18,3.0,210.08403361344597
1034751127,21,10.0,160.25641025640965
1034751127,22,13.0,142.04545454545362
742538397,18,3.0,93.28358208955265
742538397,21,6.0,111.11111111111101
742538397,22,8.0,115.20737327189059
828894369,15,1.0,1.0
828894369,18,8.0,13.213530655391127
828894369,19,11.0,21.786492374727697
978652336,18,3.0,78.74015748031537
978652336,19,9.0,93.28358208955265
978652336,20,13.0,85.3242320819108
882449590,15,2.0,187.26591760299584
882449590,18,9.0,257.73195876288696
882449590,19,13.0,235.8490566037724
896126139,14,2.0,2.5545394165431965
896126139,17,11.0,14.033118158854899
896126139,18,14.0,29.585798816568097
826830025,15,3.0,6.4724919093851145
826830025,19,9.0,15.847860538827247
826830025,21,13.0,27.731558513588478
645913812,12,7.0000000000000036,110.13215859030865
645913812,13,13.000000000000005,135.1351351351338
902266075,21,5.0,248.75621890547805
902266075,24,8.0,247.52475247525845
902266075,25,13.0,264.55026455026416
939633886,18,1.0,1.0
939633886,21,8.0,153.37423312883504
939633886,22,10.0,195.3124999999995
978676960,21,4.0,132.27513227513208
978676960,22,9.0,175.4385964912303
978676960,23,12.0,183.8235294117647
975449315,16,3.0,2.640473172792564
975449315,19,16.0,172.41379310345076
975449315,20,22.0,155.76323987538987
827944175,16,4.0,5.519372999227287
827944175,19,13.0,22.01673271686481
827944175,20,18.0,37.06449221645663
982703343,73,5.0,4.845430758794457
982703343,79,12.0,25.06265664160405
982703343,81,18.0,44.326241134751726
989134063,15,4.0,106.60980810234479
989134063,18,8.0,121.95121951219534
989134063,19,10.0,115.74074074074099
970747135,18,3.0,3.3584094572810312
970747135,19,10.0,13.635124079629112
970747135,21,16.0,26.680896478121618
963308801,15,5.0,227.27272727272936
963308801,18,14.0,120.77294685990405
963308801,19,17.0,113.63636363636324
926842115,14,3.0,3.658179689786362
926842115,17,13.0,29.222676797194598
926842115,19,15.0,50.200803212851284
1034747172,16,3.0,2.678667095253401
1034747172,19,12.0,174.82517482517304
1034747172,20,16.0,136.23978201634853
642993450,10,2.000000000000001,2.378347524140227
642993450,11,9.000000000000004,41.80602006688974
908688687,18,4.0,249.99999999999977
908688687,21,11.0,252.5252525252407
908688687,22,13.0,242.71844660194756
895593803,15,2.0,1.358880282647099
895593803,18,9.0,11.296882060551297
895593803,19,14.0,23.364485981308377
952581459,22,3.0,3.4230163620182124
952581459,25,12.0,17.869907076483198
952581459,26,15.0,36.76470588235294
994889056,17,3.0,102.45901639344272
994889056,20,6.0,113.37868480725702
994889056,21,8.0,131.92612137203307
681897314,13,1.0000000000000004,1.0000000000000004
681897314,15,7.0000000000000036,8.382229673093045
951696740,19,5.0,94.517958412098
951696740,22,11.0,79.36507936507901
951696740,23,14.0,147.05882352941114
841866603,19,2.0,106.83760683760644
841866603,22,10.0,162.3376623376609
841866603,23,12.0,107.29613733905585
937880943,21,2.0,204.08163265306058
937880943,24,7.0,177.30496453900778
937880943,25,8.0,182.48175182481987
908602736,12,3.0,2.4514610707981954
908602736,15,14.0,77.76049766718518
908602736,16,17.0,103.30578512396671
975408498,16,3.0,3.292289458089156
975408498,19,13.0,58.685446009389864
975408498,21,17.0,166.66666666666652
972483962,15,3.0,3.485778025655325
972483962,18,14.0,15.979546180888443
972483962,19,19.0,33.78378378378383
637394306,14,3.0000000000000013,3.809814081072843
637394306,42,14.000000000000007,18.6150409530901
637394306,43,18.000000000000007,28.55511136493428
982732167,21,2.0,202.42914979757313
982732167,24,6.0,196.07843137254926
982732167,25,10.0,196.85039370078843
603229579,10,2.000000000000001,2.238739142115161
826842508,18,4.0,221.23893805309888
826842508,22,16.0,207.4688796680478
826842508,23,22.0,210.97046413502258
841866643,18,1.0,1.0
841866643,21,11.0,34.84320557491296
841866643,22,14.0,56.882821387940716
990219668,20,4.0,145.3488372093024
990219668,21,12.0,170.06802721088445
990219668,23,17.0,154.79876160990662
965057941,16,4.0,242.718446601941
965057941,19,16.0,260.4166666666622
965057941,20,16.0,261.78010471204635
645442972,9,2.000000000000001,3.4604470897639974
645442972,11,13.000000000000005,13.69863013698631
899673509,17,5.0,199.20318725099506
899673509,22,8.0,196.85039370078843
1044635068,23,0.0,0.0
1044635068,25,0.0,0.0
1044635068,26,0.0,0.0
982728140,26,4.0,196.85039370078843
982728140,29,11.0,157.2327044025149
982728140,30,15.0,213.6752136752129
947162577,17,3.0,203.25203252032375
947162577,22,8.0,170.06802721088445
827772373,13,4.0,4.052849152954527
827772373,16,11.0,27.88622420524261
827772373,17,14.0,42.15851602023596
828890584,17,1.0,1.0
828890584,20,10.0,29.103608847497135
828890584,21,13.0,55.187637969094844
898485751,15,3.0,218.34061135371573
898485751,18,10.0,219.29824561403467
898485751,19,13.0,222.22222222221927
973778435,16,3.0,107.5268817204304
973778435,19,9.0,153.37423312883246
973778435,20,12.0,141.24293785310783
645451268,10,3.0000000000000013,273.22404371584724
645451268,12,8.000000000000004,239.2344497607614
898670093,14,3.0,282.4858757062068
898670093,17,11.0,210.08403361344108
898670093,18,16.0,231.48148148148198
841854478,17,5.0,128.86597938144348
841854478,20,10.0,98.03921568627463
841854478,21,13.0,105.93220338983046
950300190,16,3.0,301.2048192771094
950300190,19,9.0,253.8071065989884
950300190,23,6.0,235.8490566037724
681639459,10,5.000000000000003,103.51966873706002
681639459,11,10.000000000000005,115.4734411085465
951729703,17,3.0,3.0650401520259924
951729703,20,9.0,48.16955684007707
951729703,21,12.0,71.02272727272737
907148849,16,3.0,136.61202185792362
907148849,19,7.0,148.8095238095225
907148849,20,10.0,146.62756598240367
948338231,17,2.0,83.33333333333326
948338231,20,8.0,88.96797153024889
948338231,21,10.0,93.45794392523425
971546167,16,1.0,1.0
971546167,19,10.0,191.57088122605356
971546167,20,13.0,205.76131687242903
908639803,13,4.0,4.020262121090294
908639803,16,13.0,17.863522686673804
908639803,17,16.0,28.555111364934373
912014913,15,3.0,201.61290322580788
912014913,16,8.0,186.56716417910337
912014913,17,11.0,151.05740181268723
975429194,16,4.0,3.6501679077237528
975429194,19,13.0,284.0909090909117
975429194,20,17.0,52.854122621564656
990531168,20,1.0,1.0
990531168,21,15.0,31.8471337579618
990531168,22,21.0,56.30630630630631
898952816,19,6.0,183.82352941176845
898952816,20,9.0,179.2114695340528
898952816,26,16.0,213.6752136752129
604098167,13,3.0000000000000013,170.6484641638232
827903615,17,4.0,251.2562814070292
827903615,20,10.0,247.52475247524487
827903615,21,12.0,224.21524663677033
841875079,14,2.0,120.19230769230778
841875079,17,9.0,107.29613733905585
841875079,18,10.0,98.81422924901169
853892758,17,2.0,1.339871908245572
853892758,20,9.0,11.26633618747184
853892758,21,12.0,13.908205841446438
645443249,9,1.0000000000000004,1.0000000000000004
645443249,10,10.000000000000005,14.71886959081545
908537533,20,2.0,1.8000504014112395
908537533,21,8.0,122.24938875305676
908537533,22,11.0,138.50415512465366
866049737,53,3.0,3.028467595396729
866049737,56,11.0,27.839643652561197
866049737,57,15.0,38.10975609756092
645373650,16,1.0000000000000004,1.0000000000000004
645373650,17,9.000000000000004,22.33139794551137
908615401,18,1.0,1.0
908615401,19,10.0,14.83679525222554
908615401,20,15.0,18.903591682419638
947363567,22,2.0,1.9744895944398377
947363567,25,15.0,29.256875365710954
947363567,26,19.0,41.32231404958678
992227058,14,1.0,1.0
992227058,17,8.0,36.656891495601215
992227058,18,12.0,55.24861878453037
867147516,17,2.0,157.72870662460812
867147516,21,5.0,168.35016835016674
867147516,22,6.0,141.64305949008588
902311705,16,4.0,227.27272727272936
902311705,17,9.0,196.07843137254926
902311705,18,12.0,205.76131687242432
987172681,35,1.0,1.0
987172681,36,9.0,114.67889908256946
987172681,37,12.0,129.53367875647567
984092499,21,3.0,223.21428571428373
984092499,24,9.0,199.20318725099506
984092499,25,13.0,196.85039370078843
642998101,13,6.000000000000003,115.4734411085465
642998101,14,13.000000000000005,159.2356687898073
907087713,17,2.0,155.27950310559004
907087713,20,8.0,157.23270440251767
907087713,21,12.0,168.3501683501699
951537534,18,2.0,3.134206732276062
951537534,21,13.0,15.73316551290118
951537534,22,18.0,23.79819133745832
992219017,25,2.0,185.87360594795746
992219017,26,5.0,189.39393939393716
992219017,27,11.0,179.85611510791335
992399256,28,5.0,190.1140684410671
992399256,41,5.0,217.39130434782905
992399256,47,12.0,176.05633802816845
899674024,54,2.0,1.7910875483593638
899674024,59,11.0,20.781379883624297
899674024,60,15.0,31.407035175879418
901369771,16,3.0,2.7027027027027026
901369771,19,11.0,15.243902439024392
901369771,20,14.0,22.421524663677143
945758130,16,4.0,251.25628140703623
945758130,19,8.0,232.55813953488533
945758130,21,12.0,225.22522522522524
829296573,21,2.0,5.093205663644699
829296573,24,4.0,10.458063166701535
829296573,25,8.0,18.2083029861617
990236615,16,2.0,175.4385964912269
990236615,19,9.0,162.86644951139974
990236615,20,12.0,175.4385964912269
995565521,15,3.0,132.97872340425582
995565521,18,7.0,118.48341232227484
995565521,19,11.0,138.8888888888892
896118739,14,2.0,191.57088122605356
896118739,17,4.0,186.56716417910337
896118739,18,6.0,186.56716417910337
957104091,15,2.0,1.4530659691950016
957104091,22,7.0,13.487995683841383
957104091,23,11.0,30.525030525030516
963325924,16,1.0,1.0
963325924,17,7.0,8.060615831049489
963325924,18,10.0,17.45810055865922
826765287,15,1.0,1.0
826765287,18,7.0,17.58705592683784
826765287,19,11.0,40.61738424045495
950255593,21,5.0,233.64485981309286
950255593,23,7.0,205.76131687242432
950255593,24,11.0,145.3488372093024
643002356,13,4.000000000000002,5.122425980944577
643002356,15,7.0000000000000036,7.854225573358461
948277237,30,3.0,116.27906976744266
948277237,34,7.0,105.26315789473736
948277237,35,10.0,135.1351351351338
826798072,15,6.0,196.078431372545
826798072,18,11.0,188.6792452830199
826798072,19,14.0,198.41269841270105
