specimen_id,sweep_number,avg_rate,max_inst_rate
866083691,14,2.0,193.79844961240525
866083691,17,8.0,203.25203252032375
866083691,18,15.0,204.08163265306058
901440363,16,4.0,308.64197530864
901440363,19,12.0,304.87804878049246
901440363,20,11.0,301.2048192771094
895562607,14,1.0,1.0
895562607,17,10.0,17.099863201094397
895562607,18,13.0,61.72839506172843
828842878,18,1.0,1.0
828842878,21,4.0,28.935185185185155
828842878,22,6.0,46.46840148698888
827638657,15,1.0,1.0
827638657,20,9.0,26.483050847457616
827638657,21,13.0,39.58828186856681
899462020,18,1.0,1.0
899462020,45,8.0,10.121457489878543
899462020,22,14.0,25.746652935118444
896111494,16,2.0,56.433408577877884
896111494,17,6.0,60.38647342995162
896111494,18,9.0,72.35890014471809
948302732,17,4.0,4.531858968548902
948302732,22,18.0,39.84063745019918
948302732,23,21.0,60.168471720818005
828879764,14,1.0,1.0
828879764,17,10.0,41.186161449752746
828879764,18,13.0,59.45303210463713
826848163,14,3.0,117.0960187353631
826848163,17,9.0,114.67889908256801
826848163,18,12.0,109.89010989010993
990557098,17,3.0,187.26591760299584
990557098,20,5.0,163.93442622950835
990557098,21,8.0,154.32098765432
992412609,16,3.0,201.6129032258034
992412609,17,7.0,168.3501683501699
992412609,19,10.0,180.50541516245522
829305793,17,1.0,1.0
829305793,20,2.0,192.30769230769295
829305793,21,4.0,213.6752136752129
828879817,18,1.0,1.0
828879817,19,3.0,10.354110581901015
828879817,21,4.0,16.270745200130175
898962389,17,4.0,264.55026455026416
898962389,22,12.0,230.41474654377825
898962389,23,12.0,226.24434389140376
826909667,15,6.0,247.52475247525166
826909667,18,12.0,233.64485981308076
826909667,19,15.0,233.64485981308076
829305835,12,4.0,3.844083954793572
829305835,15,10.0,13.444474321054047
829305835,16,12.0,30.769230769230795
898671597,15,6.0,181.81818181817982
898671597,18,11.0,155.27950310559004
898671597,19,14.0,136.98630136986353
972563450,14,3.0,88.18342151675472
972563450,17,7.0,117.37089201877973
972563450,18,9.0,113.12217194570188
908649467,17,4.0,193.7984496124011
908649467,20,7.0,231.48148148148198
908649467,21,11.0,229.35779816514184
990213121,18,5.0,165.5629139072896
990213121,22,7.0,153.8461538461524
990213121,23,11.0,155.27950310559004
973501446,25,1.0,1.0
973501446,28,11.0,12.462612163509458
973501446,29,14.0,15.513496742165694
926770192,16,1.0,1.0
926770192,19,9.0,23.843586075345744
926770192,20,12.0,41.63197335553698
973472798,17,7.0,208.333333333337
973472798,18,10.0,230.41474654377825
973472798,19,12.0,229.35779816514184
645444644,14,4.000000000000002,7.419498441905333
645444644,16,10.000000000000005,91.7431192660558
906552358,13,3.0,154.79876160990662
906552358,20,6.0,177.30496453900778
906552358,21,10.0,160.25641025640965
880772136,39,5.0,197.6284584980212
880772136,42,10.0,235.8490566037724
880772136,43,13.0,195.31250000000372
991953962,19,3.0,152.90519877675862
991953962,22,7.0,115.47344110854502
991953962,23,9.0,123.15270935960567
645444689,11,4.000000000000002,5.099439061703214
645444689,13,12.000000000000005,19.17913310318379
652960852,10,5.000000000000003,158.22784810126325
652960852,13,13.000000000000005,125.62814070351811
989385812,20,2.0,127.55102040816215
989385812,22,8.0,217.3913043478238
989385812,24,15.0,161.2903225806427
823268448,20,3.0,155.76323987538987
823268448,23,6.0,179.85611510791335
823268448,24,7.0,183.15018315018247
957039728,21,1.0,1.0
957039728,31,9.0,15.225334957369071
957039728,32,13.0,24.16626389560169
947504249,17,8.0,292.3976608187153
947504249,18,11.0,284.0909090909117
947504249,19,14.0,274.7252747252765
970810491,14,1.0,1.0
970810491,17,5.0,76.56967840735027
970810491,18,9.0,141.24293785310783
695440507,12,1.0000000000000004,1.0000000000000004
695440507,13,6.000000000000003,7.0018204733230665
799954058,15,7.0,240.38461538461877
799954058,18,14.0,247.52475247525166
799954058,19,15.0,217.39130434782905
973374623,14,2.0,95.05703422053155
973374623,17,10.0,88.18342151675472
973374623,20,10.0,101.01010101010081
965113010,16,1.0,1.0
965113010,19,11.0,38.66976024748647
965113010,20,15.0,50.70993914807284
970085557,14,2.0,98.03921568627463
970085557,17,8.0,156.7398119122244
970085557,18,11.0,135.5013550135512
990258379,16,3.0,195.3124999999995
990258379,19,7.0,202.42914979756858
990258379,20,8.0,177.30496453900778
929535184,16,3.0,239.23444976076775
929535184,19,16.0,274.7252747252765
929535184,20,19.0,247.52475247524487
992023765,16,3.0,224.21524663677033
992023765,19,9.0,202.42914979756858
992023765,20,10.0,221.23893805309888
908960987,15,5.0,125.62814070351811
908960987,16,8.0,100.20040080160332
908960987,17,12.0,106.83760683760644
743134436,14,2.0,2.0028841531805797
743134436,17,9.0,246.30541871920798
743134436,18,10.0,85.91065292096232
915690724,31,1.0,1.0
915690724,32,9.0,64.51612903225778
915690724,39,13.0,68.77579092159561
906552550,17,6.0,177.3049645390043
906552550,18,11.0,190.1140684410671
906552550,19,12.0,159.2356687898073
826750185,14,1.0,1.0
826750185,18,9.0,15.792798483891335
826750185,19,13.0,42.26542688081147
992769264,17,2.0,156.73981191222714
992769264,20,4.0,106.60980810234605
992769264,21,6.0,125.62814070351811
972461300,23,2.0,1.2112109687265327
972461300,24,6.0,6.655131106082787
972461300,27,8.0,16.181229773462793
948360440,15,3.0,3.2469640885771813
948360440,18,15.0,18.294914013904158
948360440,19,18.0,33.53454057679414
945796367,16,3.0,3.010959894014213
945796367,19,12.0,219.29824561403467
945796367,20,14.0,203.25203252032375
965088550,22,2.0,156.24999999999824
965088550,25,7.0,180.50541516245522
965088550,26,8.0,183.8235294117647
916620597,18,3.0,114.15525114155264
916620597,21,7.0,133.33333333333223
916620597,22,10.0,134.4086021505376
823260493,21,4.0,147.9289940828405
823260493,24,5.0,142.04545454545362
823260493,25,8.0,133.68983957219177
965719385,21,3.0,25.49719530851604
965719385,24,6.0,43.668122270742295
965719385,25,8.0,54.58515283842794
989128029,15,1.0,1.0
989128029,16,4.0,71.83908045977046
989128029,17,7.0,83.33333333333402
829318500,16,1.0,1.0
829318500,20,6.0,46.511627906976585
829318500,21,9.0,45.45454545454542
992195946,42,2.0,123.76237623762412
992195946,20,2.0,157.2327044025149
642999662,12,3.0000000000000013,4.0866366979975455
642999662,14,13.000000000000005,15.151515151515138
940778879,22,3.0,134.04825737265375
940778879,27,6.0,115.74074074074099
940778879,28,9.0,117.37089201877819
898553217,18,3.0,236.9668246445497
898553217,19,9.0,217.39130434782905
898553217,20,10.0,209.2050209205018
948360577,23,4.0,92.42144177449124
948360577,25,3.0,103.30578512396671
948360577,27,4.0,107.5268817204304
898598276,13,3.0,150.6024096385547
898598276,20,8.0,132.62599469496035
898598276,21,11.0,114.67889908256946
950322566,19,1.0,1.0
950322566,21,9.0,19.623233908948194
950322566,22,14.0,31.113876789047968
991966596,15,3.0,229.35779816514184
991966596,18,9.0,192.30769230769295
991966596,19,13.0,193.05019305019445
913716620,17,3.0,2.983471567515961
913716620,20,15.0,25.075225677031078
913716620,21,19.0,37.45318352059917
965072268,15,3.0,136.61202185792362
965072268,18,10.0,214.5922746781117
965072268,21,14.0,118.76484560569939
947340690,23,5.0,5.679881858457348
947340690,26,14.0,24.213075060532752
947340690,27,18.0,37.397157816006
901346711,16,2.0,141.24293785310562
901346711,19,10.0,184.50184501845087
901346711,20,13.0,158.73015873015942
929527191,19,1.0,1.0
929527191,22,9.0,98.2318271119846
929527191,23,11.0,87.87346221441166
991978907,15,6.0,165.56291390728353
991978907,18,8.0,84.033613445378
991978907,19,11.0,86.65511265164649
603481505,9,5.000000000000003,264.5502645502564
603481505,50,2.000000000000001,155.27950310559004
603481505,51,3.0000000000000013,158.73015873015942
695424422,11,4.000000000000002,4.745634016704631
695424422,14,19.000000000000007,23.674242424242518
1043785128,18,5.0,160.25641025640965
1043785128,19,5.0,164.473684210527
1043785128,20,8.0,162.33766233766383
978159020,14,3.0,3.3357795716859036
978159020,17,12.0,47.214353163361714
978159020,18,15.0,166.11295681063052
992396717,19,4.0,128.2051282051314
992396717,22,7.0,132.97872340425582
992396717,23,9.0,162.8664495114027
916473265,16,4.0,131.92612137203307
916473265,37,9.0,150.15015015015015
916473265,38,15.0,132.97872340425582
1035142577,16,3.0,89.7666068222618
1035142577,17,5.0,88.33922261484102
1035142577,18,9.0,99.20634920634943
970683827,19,5.0,231.48148148148198
970683827,22,14.0,222.2222222222138
970683827,25,19.0,234.74178403755639
975488447,16,3.0,2.7181299266104926
975488447,19,11.0,179.21146953404923
975488447,20,14.0,220.2643171806173
642999751,10,4.000000000000002,3.7080984870958185
642999751,12,14.000000000000007,37.06449221645663
950265290,14,6.0,7.503001200480188
950265290,17,14.0,24.236548715462874
950265290,18,17.0,33.53454057679414
950322658,13,4.0,172.41379310345076
950322658,21,7.0,173.01038062283715
950322658,22,10.0,180.50541516245522
992220647,15,3.0,156.25000000000094
992220647,18,9.0,162.33766233766383
992220647,19,8.0,152.43902439024367
973846017,15,1.0,1.0
973846017,18,12.0,30.084235860409102
973846017,19,15.0,48.97159647404507
945063428,18,3.0,186.56716417910337
945063428,21,11.0,240.38461538461877
945063428,22,14.0,303.0303030302956
1040463370,18,1.0,1.0
1040463370,24,1.0,1.0
1040463370,25,3.0,26.539278131634866
898676236,14,5.0,126.58227848101414
898676236,17,14.0,132.97872340425582
898676236,18,18.0,122.2493887530551
702023186,10,5.000000000000003,6.083465141744739
702023186,11,14.000000000000007,34.01360544217702
970073623,14,3.0,177.3049645390043
970073623,17,10.0,175.4385964912269
970073623,18,14.0,187.26591760299584
880784944,97,1.0,1.0
880784944,98,6.0,55.24861878453037
880784944,100,6.0,5.931198102016609
908543551,27,1.0,1.0
908543551,34,10.0,22.09456473707464
908543551,35,15.0,24.950099800399197
987121219,18,1.0,1.0
987121219,20,4.0,3.563030000712604
987121219,21,8.0,219.29824561404
937854542,18,3.0,210.08403361344597
937854542,21,9.0,205.76131687242903
937854542,22,15.0,179.85611510791335
948405847,15,2.0,123.45679012345686
948405847,18,9.0,133.68983957219177
948405847,19,11.0,133.68983957219177
992790109,16,3.0,158.227848101266
992790109,19,11.0,149.70059880239478
992790109,20,15.0,131.23359580052562
994887261,13,2.0,23.062730627306237
994887261,16,13.0,54.704595185995736
994887261,17,16.0,73.09941520467822
880784997,18,4.0,301.2048192771094
880784997,21,6.0,232.55813953488533
880784997,22,9.0,222.22222222222476
926803573,18,3.0,138.1215469613255
926803573,19,11.0,160.77170418006423
926803573,22,14.0,164.473684210527
940635765,15,1.0,1.0
940635765,18,5.0,142.45014245014417
940635765,19,7.0,134.4086021505376
908682883,14,4.0,4.126433935792688
908682883,17,14.0,63.29113924050663
908682883,18,18.0,163.39869281045713
826840735,27,2.0,147.49262536873138
826840735,33,6.0,138.1215469613255
826840735,36,6.0,125.94458438287238
895833764,18,1.0,1.0
895833764,19,4.0,119.61722488038387
895833764,20,8.0,114.15525114155264
940783281,16,3.0,201.6129032258034
940783281,19,5.0,205.76131687242903
940783281,20,7.0,209.2050209205018
897009330,15,2.0,1.611084259706783
897009330,18,11.0,46.38218923933204
897009330,19,15.0,57.07762557077632
982738610,16,3.0,163.39869281045713
982738610,19,7.0,82.64462809917356
982738610,20,10.0,107.7586206896557
991975097,18,3.0,140.0560224089629
991975097,21,10.0,151.97568389057682
991975097,22,15.0,188.6792452830199
978147006,20,2.0,122.54901960784396
978147006,23,7.0,112.86681715575648
978147006,24,10.0,116.82242990654188
826840774,15,3.0,226.24434389140376
826840774,21,3.0,223.21428571428928
992749267,17,5.0,175.4385964912269
992749267,18,5.0,173.01038062283715
992749267,19,10.0,140.84507042253531
827655895,17,4.0,4.449982200071199
827655895,20,14.0,15.571473061351618
827655895,21,18.0,26.34351949420443
829302487,17,4.0,4.464285714285713
829302487,20,11.0,25.9470679813181
829302487,21,14.0,53.937432578209275
829298408,26,1.0,1.0
829298408,27,1.0,1.0
829298408,28,2.0,21.72968274663187
896124663,19,3.0,289.01734104046085
896124663,20,6.0,226.24434389140376
896124663,21,9.0,218.34061135371044
973772579,17,1.0,1.0
973772579,22,10.0,31.133250311332468
973772579,23,13.0,49.95004995004986
972560174,16,4.0,220.2643171806173
972560174,19,10.0,28.39295854628059
972560174,20,13.0,36.954915003695525
907429679,18,4.0,271.7391304347814
907429679,22,8.0,252.52525252524777
907429679,23,10.0,252.52525252525484
839337787,19,2.0,77.04160246533132
839337787,23,10.0,103.51966873706002
839337787,24,13.0,102.88065843621452
926926652,13,3.0,160.25641025640965
926926652,16,10.0,117.37089201877973
926926652,17,13.0,116.00928074245992
990607167,18,3.0,223.21428571428373
990607167,34,6.0,121.65450121654494
990607167,35,9.0,130.20833333333488
901412692,15,2.0,45.955882352941174
901412692,18,7.0,53.87931034482752
901412692,19,10.0,79.49125596184467
637380444,15,3.0000000000000013,114.15525114155409
637380444,53,12.000000000000005,73.74631268436569
637380444,54,14.000000000000007,115.20737327188913
973440862,14,2.0,1.564602434521388
973440862,17,10.0,82.50825082508237
973440862,18,13.0,96.15384615384545
882763615,14,4.0,195.3124999999995
882763615,17,7.0,190.83969465648772
882763615,18,10.0,183.15018315018247
645818223,13,5.000000000000003,125.3132832080185
645818223,14,8.000000000000004,128.20512820512772
880875384,289,3.0,2.5219408857056393
880875384,175,6.0,106.83760683760644
880875384,176,9.0,128.5347043701798
992782216,15,3.0,3.2632815559326454
992782216,18,12.0,252.52525252525484
992782216,19,16.0,236.9668246445497
906581896,19,3.0,171.8213058419263
906581896,22,9.0,165.56291390728353
906581896,23,12.0,161.8122977346288
989460363,17,2.0,151.97568389057682
989460363,20,8.0,159.2356687898073
989460363,21,13.0,166.11295681063052
605493156,12,5.000000000000003,176.05633802816502
605493156,46,5.000000000000003,154.79876160990395
605493156,47,7.0000000000000036,120.19230769230938
945768358,32,3.0,81.56606851549797
945768358,35,7.0,131.23359580052562
945768358,36,10.0,159.74440894568863
995575732,15,2.0,1.4698533086397978
995575732,18,13.0,27.793218454697044
995575732,19,17.0,41.288191577208885
904050612,13,4.0,223.21428571428373
904050612,16,9.0,162.86644951139974
904050612,17,13.0,168.3501683501699
898967483,19,2.0,93.45794392523425
898967483,23,11.0,186.56716417910337
898967483,24,15.0,163.93442622950835
828880827,14,2.0,2.7043106712099094
828880827,18,9.0,22.73760800363801
828880827,19,13.0,36.28447024673436
965052351,15,5.0,249.99999999999977
965052351,25,9.0,225.22522522522524
965052351,26,13.0,236.9668246445559
948312017,18,2.0,170.06802721088445
948312017,21,10.0,193.05019305019445
948312017,22,14.0,181.1594202898561
992393180,15,5.0,136.2397820163506
992393180,19,16.0,151.97568389057938
992393180,20,21.0,157.2327044025149
645363692,16,3.0000000000000013,133.68983957219373
645363692,17,8.000000000000004,200.00000000000426
990271469,14,4.0,259.0673575129551
990271469,17,8.0,246.30541871920124
990271469,18,12.0,243.90243902439067
898967534,14,3.0,274.7252747252765
898967534,18,14.0,273.22404371584724
898967534,19,17.0,271.7391304347814
990238702,18,3.0,150.6024096385547
990238702,21,10.0,148.80952380952496
990238702,22,13.0,155.76323987538987
961935353,22,4.0,111.11111111111101
961935353,24,7.0,114.67889908256946
961935353,25,10.0,91.24087591240809
823220235,19,1.0,1.0
823220235,22,9.0,45.08566275924261
823220235,23,10.0,66.93440428380158
645834778,13,1.0000000000000004,1.0000000000000004
645834778,17,8.000000000000004,14.033118158854878
992393250,18,3.0,128.5347043701798
992393250,21,6.0,136.2397820163506
992393250,22,10.0,139.2757660167138
940603431,16,4.0,151.51515151515292
940603431,19,13.0,165.56291390728353
940603431,23,16.0,94.16195856873757
644581427,10,5.000000000000003,224.21524663676473
644581427,11,11.000000000000005,216.45021645021325
947390515,15,3.0,245.09803921568127
947390515,18,11.0,173.01038062283715
947390515,19,14.0,117.9245283018862
965744709,63,1.0,1.0
965744709,66,8.0,9.349289454001491
965744709,67,11.0,16.44736842105264
841889888,17,8.0,109.64912280701733
841889888,18,13.0,109.89010989010993
841889888,19,17.0,120.19230769230778
644548713,9,4.000000000000002,4.329754069968829
644548713,10,15.000000000000007,17.74308019872251
645449840,11,2.000000000000001,2.338743626923616
645449840,14,11.000000000000005,173.61111111111148
867207304,16,4.0,131.23359580052372
867207304,17,8.0,108.45986984815612
867207304,18,8.0,106.15711252653946
983472272,15,2.0,187.26591760299584
983472272,18,6.0,189.39393939393716
983472272,19,9.0,191.57088122605356
826837153,18,3.0,83.19467554076518
826837153,19,8.0,88.8099467140316
826837153,20,10.0,123.15270935960567
898939046,16,2.0,214.5922746781117
898939046,19,4.0,221.23893805309345
898939046,20,6.0,220.2643171806173
951720102,19,3.0,3.062036866923879
951720102,29,1.0,1.0
989153463,16,2.0,1.557923599426684
989153463,19,10.0,128.5347043701798
989153463,20,17.0,156.7398119122244
845555925,13,3.0,2.6228820227666163
845555925,16,9.0,16.041065126724426
845555925,17,12.0,29.222676797194598
644827374,9,1.0000000000000004,1.0000000000000004
644827374,10,10.000000000000005,22.851919561243133
645458163,12,3.0000000000000013,152.90519877675862
645458163,13,6.000000000000003,176.05633802816502
989464819,20,3.0,3.551136363636363
989464819,26,16.0,25.82644628099175
989464819,27,20.0,46.3392029657089
865208579,16,3.0,149.2537313432827
865208579,19,8.0,151.05740181268976
865208579,20,11.0,159.23566878981012
912767246,23,1.0,1.0
912767246,38,11.0,65.10416666666697
912767246,39,13.0,39.09304143862402
909547798,17,1.0,1.0
909547798,20,12.0,290.6976744186048
909547798,21,16.0,265.95744680851163
681400617,10,1.0000000000000004,1.0000000000000004
681400617,13,6.000000000000003,33.003300330033014
972458284,19,3.0,66.57789613848237
972458284,22,9.0,191.57088122605356
972458284,23,13.0,131.23359580052562
961235271,14,8.0,270.2702702702676
961235271,17,13.0,253.80710659898125
961235271,19,13.0,259.0673575129551
847862090,16,2.0,79.113924050633
847862090,19,7.0,100.60362173038281
847862090,20,9.0,84.45945945945974
951683418,16,2.0,1.6352160120351902
951683418,20,6.0,28.089887640449465
951683418,21,9.0,60.901339829476285
901445982,15,4.0,265.95744680851163
901445982,18,10.0,255.1020408163243
901445982,19,11.0,219.29824561403467
898529637,15,3.0,3.3983551960850953
898529637,18,14.0,25.380710659898483
898529637,19,18.0,47.214353163361466
681912683,16,3.0000000000000013,104.82180293501177
681912683,17,6.000000000000003,146.62756598240367
940583276,13,2.0,2.5006251562890722
940583276,18,11.0,27.533039647577162
940583276,19,14.0,56.81818181818198
901376365,13,3.0,245.09803921568792
901376365,18,12.0,120.77294685990405
901376365,19,15.0,109.17030567685522
926894447,14,1.0,1.0
926894447,17,9.0,98.23182711198353
926894447,18,12.0,98.61932938855979
882829701,14,4.0,240.38461538461877
882829701,19,7.0,106.60980810234479
882829701,20,9.0,120.48192771084214
989522310,16,3.0,3.175813008130081
989522310,19,16.0,49.652432969215376
989522310,20,20.0,98.81422924901169
