sample_id,x,y
LS-15353_S71_E1-50,3.2447786,0.7154357
LS-15353_S72_E1-50,3.43119,1.4004614
LS-15353_S73_E1-50,3.926681,-0.40361887
LS-15353_S74_E1-50,4.893618,1.2013065
LS-15353_S75_E1-50,3.2508996,6.9434924
LS-15353_S76_E1-50,3.4207497,-0.5470657
LS-15353_S77_E1-50,3.567973,0.77359456
LS-15353_S78_E1-50,4.5261774,0.6549692
LS-15353_S79_E1-50,3.5363767,1.0128865
LS-15353_S80_E1-50,3.6534379,7.1281614
LS-15353_S82_E1-50,2.8339505,0.059343968
LS-15353_S83_E1-50,7.5478506,11.891714
LS-15353_S84_E1-50,3.079055,-0.49908355
LS-15353_S85_E1-50,-0.7281961,-2.5734484
LS-15353_S86_E1-50,4.4245477,0.9431496
LS-15353_S87_E1-50,4.7769465,15.224943
LS-15353_S88_E1-50,6.979181,15.282635
LS-15354_S01_E1-50,10.218241,-7.8579874
LS-15354_S03_E1-50,11.573936,-3.7772756
LS-15354_S05_E1-50,12.261573,-3.992381
LS-15354_S06_E1-50,13.246224,-4.93999
LS-15354_S07_E1-50,13.056139,-5.46651
LS-15354_S08_E1-50,12.907819,-4.570776
LS-15354_S09_E1-50,12.579769,-4.1312943
LS-15354_S12_E1-50,14.205836,-6.3272057
LS-15354_S13_E1-50,14.239055,-6.516657
LS-15354_S15_E1-50,14.14068,-6.0947213
LS-15355_S89_E1-50,10.184071,-7.761108
LS-15355_S90_E1-50,13.78852,-6.639802
LS-15355_S93_E1-50,12.016389,-7.7373567
LS-15355_S94_E1-50,10.587958,-7.551157
LS-15355_S95_E1-50,10.9249735,-7.815221
LS-15355_S96_E1-50,10.446364,-7.6466455
LS-15356_S01_E3-50,13.998529,-6.1545987
LS-15356_S02_E3-50,13.407594,-5.30678
LS-15356_S03_E3-50,10.01321,-3.2491477
LS-15356_S04_E3-50,11.583254,-4.350161
LS-15356_S05_E3-50,14.171326,-6.286684
LS-15356_S06_E3-50,12.848457,-7.012038
LS-15356_S07_E3-50,10.655927,-7.8169684
LS-15356_S09_E3-50,12.855936,-7.270752
LS-15356_S10_E3-50,10.240919,-7.523257
LS-15356_S11_E3-50,13.515891,-5.2403793
LS-15356_S12_E3-50,13.9359045,-6.2730145
LS-15356_S13_E3-50,11.31696,-4.1105375
LS-15356_S14_E3-50,10.460881,-8.19027
LS-15356_S15_E3-50,14.205912,-6.0830817
LS-15356_S16_E3-50,11.315936,-3.896954
LS-15359_S01_E1-50,6.0272827,13.604777
LS-15359_S02_E1-50,3.2696648,0.7575726
LS-15359_S03_E1-50,4.040136,0.2733802
LS-15359_S04_E1-50,3.7203212,0.27949247
LS-15359_S05_E1-50,4.707347,1.3322352
LS-15359_S06_E1-50,5.876987,13.836847
LS-15359_S07_E1-50,3.3829205,6.916865
LS-15359_S08_E1-50,5.4802766,15.841392
LS-15359_S09_E1-50,2.9678478,2.4002707
LS-15359_S10_E1-50,5.7508817,15.793669
LS-15359_S11_E1-50,4.3275976,-0.14448528
LS-15359_S12_E1-50,3.8035874,-0.5529212
LS-15359_S13_E1-50,4.1969986,-0.3109006
LS-15359_S14_E1-50,6.036779,14.001335
LS-15359_S15_E1-50,5.467461,16.213575
LS-15359_S16_E1-50,-3.1878479,13.758382
LS-15359_S17_E1-50,3.823589,0.006571909
LS-15359_S18_E1-50,2.8698616,6.6533833
LS-15359_S19_E1-50,4.451077,0.1463933
LS-15359_S20_E1-50,3.2531943,-0.05514963
LS-15359_S21_E1-50,6.1340027,13.399167
LS-15359_S22_E1-50,3.246741,6.6475954
LS-15359_S23_E1-50,6.2719007,15.803592
LS-15359_S24_E1-50,2.282118,1.2952049
LS-15359_S25_E1-50,7.0964146,12.161104
LS-15359_S26_E1-50,0.9516317,10.862086
LS-15359_S27_E1-50,5.7159853,15.422344
LS-15359_S28_E1-50,6.8839636,14.631445
LS-15359_S29_E1-50,2.7651172,-0.22208723
LS-15359_S30_E1-50,4.2202325,1.2127084
LS-15359_S31_E1-50,3.8024175,0.09193318
LS-15359_S32_E1-50,6.6195693,16.245594
LS-15359_S33_E1-50,4.0677485,0.28233147
LS-15359_S34_E1-50,-1.6233976,15.252943
LS-15359_S35_E1-50,8.157639,12.025989
LS-15359_S36_E1-50,6.9178348,15.917504
LS-15359_S37_E1-50,5.1015177,16.254349
LS-15359_S39_E1-50,-1.2213352,-2.0845013
LS-15359_S40_E1-50,-2.0497653,11.949384
LS-15359_S41_E1-50,-0.61665803,-2.5306802
LS-15359_S42_E1-50,-1.2963759,-2.9516404
LS-15359_S43_E1-50,-2.1455529,-6.684809
LS-15359_S44_E1-50,2.094125,-0.7788088
LS-15359_S45_E1-50,2.5303926,-0.691142
LS-15359_S46_E1-50,-0.20716467,-1.0575536
LS-15359_S47_E1-50,3.0837555,6.9437113
LS-15359_S48_E1-50,3.974907,1.2431378
LS-15360_S01_E1-50,6.2909436,13.019641
LS-15360_S02_E1-50,5.6395793,15.893527
LS-15360_S03_E1-50,6.0279713,14.617454
LS-15360_S05_E1-50,-0.12710516,-0.9500224
LS-15360_S06_E1-50,4.512138,15.680162
LS-15360_S07_E1-50,2.4384189,5.8868957
LS-15360_S08_E1-50,2.861176,4.721539
LS-15360_S09_E1-50,5.995674,16.467886
LS-15360_S10_E1-50,5.226655,16.35692
LS-15360_S11_E1-50,3.6084228,3.2787943
LS-15360_S12_E1-50,3.7543285,1.9957696
LS-15360_S13_E1-50,0.66911393,-1.0987464
LS-15360_S14_E1-50,3.891569,0.54417074
LS-15360_S15_E1-50,2.9911933,-0.47930044
LS-15360_S18_E1-50,6.028941,13.993498
LS-15360_S19_E1-50,4.167254,0.045997817
LS-15360_S20_E1-50,6.939876,10.530479
LS-15360_S21_E1-50,4.5776377,16.010206
LS-15360_S22_E1-50,4.9554873,14.940934
LS-15360_S23_E1-50,5.059934,16.520721
LS-15360_S24_E1-50,3.7268963,-0.55173385
LS-15360_S25_E1-50,2.8562343,0.94407487
LS-15360_S26_E1-50,5.8960724,13.206299
LS-15360_S27_E1-50,3.3917115,6.251976
LS-15360_S28_E1-50,-0.8214754,-2.3593867
LS-15360_S29_E1-50,7.86523,12.211489
LS-15360_S30_E1-50,2.4177735,-1.2021062
LS-15360_S31_E1-50,3.570157,1.0286382
LS-15360_S32_E1-50,3.087127,4.0017314
LS-15360_S33_E1-50,2.985058,4.4007297
LS-15360_S34_E1-50,3.7416463,7.2269397
LS-15360_S35_E1-50,5.873891,12.97923
LS-15360_S36_E1-50,11.207344,10.574582
LS-15360_S37_E1-50,6.4703007,14.386949
LS-15360_S38_E1-50,1.2207147,-0.5595728
LS-15360_S39_E1-50,5.7122226,16.251518
LS-15360_S41_E1-50,6.317218,13.4854
LS-15360_S42_E1-50,1.9198967,-1.1574118
LS-15360_S43_E1-50,2.475359,0.39483482
LS-15360_S44_E1-50,6.193714,12.900831
LS-15360_S45_E1-50,6.322536,13.195612
LS-15360_S46_E1-50,1.4520218,-0.99734086
LS-15360_S47_E1-50,-1.8986686,-2.9631164
LS-15360_S48_E1-50,-1.8565888,-1.8379129
LS-15361_S57_E1-50,4.0901084,-0.13676377
LS-15361_S58_E1-50,3.9992752,0.48667294
LS-15361_S59_E1-50,3.0315561,5.8623495
LS-15361_S60_E1-50,0.42176887,-1.2282704
LS-15361_S65_E1-50,4.5428853,0.60299355
LS-15361_S66_E1-50,6.4895144,13.1248
LS-15361_S67_E1-50,2.9846954,1.6098315
LS-15361_S68_E1-50,3.5698597,-0.7213055
LS-15361_S69_E1-50,0.49918014,-1.4943177
LS-15361_S70_E1-50,4.408479,0.6918409
LS-15361_S71_E1-50,3.2777228,-1.0253681
LS-15361_S72_E1-50,2.4218037,0.35551664
LS-15361_S81_E1-50,1.0193729,-1.3926973
LS-15361_S82_E1-50,-0.5668491,-1.6532454
LS-15361_S83_E1-50,6.4802275,13.823118
LS-15361_S85_E1-50,6.650473,13.846095
LS-15361_S86_E1-50,7.0489025,15.503499
LS-15361_S88_E1-50,1.2315171,-0.48666605
LS-15361_S89_E1-50,-0.1490261,-1.5868477
LS-15361_S91_E1-50,10.319002,10.585698
LS-15361_S92_E1-50,6.730111,13.646334
LS-15361_S93_E1-50,4.661761,0.21021935
LS-15361_S94_E1-50,6.9332423,16.575958
LS-15361_S95_E1-50,0.81940293,-1.2179091
LS-15361_S96_E1-50,10.484876,10.602927
LS-15362_S01_E1-50,0.13470516,-1.8261216
LS-15362_S02_E1-50,6.9038124,15.753713
LS-15362_S03_E1-50,-1.2637724,-1.5999762
LS-15362_S04_E1-50,-1.1253768,-1.6427666
LS-15362_S05_E1-50,2.0932863,-1.2379409
LS-15362_S06_E1-50,8.141641,11.390451
LS-15362_S07_E1-50,8.131345,11.448178
LS-15362_S08_E1-50,4.12198,2.0514107
LS-15362_S09_E1-50,0.57880014,-1.4143304
LS-15362_S10_E1-50,10.2554,11.439151
LS-15362_S11_E1-50,3.3321395,-0.893852
LS-15362_S12_E1-50,1.3327254,-1.0680072
LS-15362_S13_E1-50,5.3325286,16.355556
LS-15362_S14_E1-50,11.3097925,10.445627
LS-15362_S17_E1-50,7.274444,12.514984
LS-15362_S18_E1-50,7.018082,15.148066
LS-15362_S19_E1-50,2.1901288,6.114856
LS-15362_S20_E1-50,7.7538385,11.554419
LS-15362_S21_E1-50,3.8807194,0.76559216
LS-15362_S22_E1-50,2.9554045,0.118878625
LS-15362_S23_E1-50,2.9001923,6.3139253
LS-15362_S26_E1-50,2.8820193,7.2149835
LS-15362_S27_E1-50,6.3843846,13.682065
LS-15362_S28_E1-50,6.055081,12.063571
LS-15362_S29_E1-50,-0.95473653,-1.4221616
LS-15362_S30_E1-50,5.0914354,15.691366
LS-15362_S31_E1-50,5.326289,16.149782
LS-15362_S32_E1-50,3.5847788,0.76239383
LS-15362_S66_E1-50,3.1518292,3.4027894
LS-15362_S67_E1-50,3.519407,-0.51438564
LS-15362_S68_E1-50,2.442038,-0.49920613
LS-15362_S70_E1-50,2.2972171,0.108003795
LS-15362_S71_E1-50,-2.146333,-1.4929664
LS-15362_S72_E1-50,3.0569797,0.87415236
LS-15362_S73_E1-50,-0.94246817,-2.41153
LS-15362_S74_E1-50,2.386383,-0.23509526
LS-15362_S75_E1-50,4.260534,0.8398881
LS-15362_S76_E1-50,-2.0880682,-1.4395728
LS-15362_S77_E1-50,-1.6250534,-1.8312342
LS-15362_S78_E1-50,4.8499265,1.1501724
LS-15362_S79_E1-50,1.0778773,-1.3216295
LS-15362_S80_E1-50,2.5926979,4.4518676
LS-15362_S89_E1-50,3.6393487,-0.6750346
LS-15362_S90_E1-50,7.8790956,12.720701
LS-15362_S91_E1-50,-1.6619536,-1.4376237
LS-15362_S93_E1-50,-2.565367,-1.849363
LS-15362_S94_E1-50,0.94794184,-1.4277227
LS-15362_S95_E1-50,2.8904853,2.8355198
LS-15362_S96_E1-50,-0.10788106,-1.5584714
LS-15363_S01_E1-50,-1.225851,-1.9550701
LS-15363_S02_E1-50,3.8057017,0.101538435
LS-15363_S03_E1-50,6.5000377,13.64166
LS-15363_S05_E1-50,6.6167727,15.595901
LS-15363_S08_E1-50,-2.4553788,13.754958
LS-15363_S09_E1-50,9.666458,2.2785816
LS-15363_S10_E1-50,-0.20498529,10.539706
LS-15363_S11_E1-50,-4.985247,12.867091
LS-15363_S12_E1-50,6.8179293,13.59639
LS-15363_S13_E1-50,5.917985,16.313246
LS-15363_S14_E1-50,7.7014585,11.182331
LS-15363_S17_E1-50,-1.1890323,-2.3306093
LS-15363_S18_E1-50,-0.4802261,-2.3853786
LS-15363_S19_E1-50,2.4912422,1.6410279
LS-15363_S21_E1-50,2.935206,-0.96721226
LS-15363_S22_E1-50,1.8562047,-1.0245173
LS-15363_S23_E1-50,7.4467535,12.914058
LS-15363_S24_E1-50,7.331923,13.112554
LS-15363_S25_E1-50,-1.4045023,-2.0954752
LS-15363_S27_E1-50,1.0795288,-1.0298584
LS-15363_S28_E1-50,3.3248053,4.0057616
LS-15363_S29_E1-50,-0.6291403,-1.6821127
LS-15363_S30_E1-50,2.9494705,-0.6111736
LS-15363_S31_E1-50,2.2543638,-0.39531437
LS-15363_S32_E1-50,2.9046664,-0.98482364
LS-15364_S09_E1-50,3.7835839,0.4243878
LS-15364_S10_E1-50,8.067563,11.853606
LS-15364_S11_E1-50,6.8270307,16.203363
LS-15364_S14_E1-50,6.385759,16.047647
LS-15364_S15_E1-50,-1.0365053,-2.8312097
LS-15364_S16_E1-50,3.4027154,-0.014224926
LS-15364_S17_E1-50,-2.051245,14.55063
LS-15364_S18_E1-50,4.476546,14.808284
LS-15364_S20_E1-50,8.174472,11.756291
LS-15364_S21_E1-50,4.055905,1.9845111
LS-15364_S22_E1-50,5.807906,16.447731
LS-15364_S23_E1-50,2.6421053,2.0762784
LS-15364_S24_E1-50,0.7472179,-1.2975048
LS-15364_S25_E1-50,4.0423083,0.30736685
LS-15364_S26_E1-50,6.3576746,13.303752
LS-15364_S27_E1-50,5.6298933,16.277836
LS-15364_S29_E1-50,6.2303987,13.391046
LS-15364_S30_E1-50,6.102167,15.509653
LS-15364_S31_E1-50,7.846874,11.6726055
LS-15364_S32_E1-50,1.8519306,-1.3725846
LS-15364_S34_E1-50,4.348554,1.7866577
LS-15364_S35_E1-50,-1.3223758,-1.3255146
LS-15364_S36_E1-50,4.573043,14.485064
LS-15364_S37_E1-50,3.1563463,3.9133606
LS-15364_S38_E1-50,7.0177803,11.312678
LS-15364_S39_E1-50,2.3691494,-1.2486105
LS-15364_S40_E1-50,2.5516639,1.8023132
LS-15364_S41_E1-50,2.5748138,0.6396378
LS-15364_S42_E1-50,2.8251,3.0871842
LS-15364_S43_E1-50,3.1589444,7.01328
LS-15364_S44_E1-50,8.826376,12.809464
LS-15364_S45_E1-50,-2.9180303,15.237198
LS-15364_S46_E1-50,4.66406,1.4229217
LS-15364_S47_E1-50,6.3239393,15.689444
LS-15364_S48_E1-50,3.181333,3.6362312
LS-15364_S49_E1-50,3.55262,0.23210496
LS-15364_S50_E1-50,7.580651,14.477544
LS-15364_S51_E1-50,2.1400542,2.5689607
LS-15364_S52_E1-50,3.1468844,6.9628625
LS-15364_S53_E1-50,3.699289,0.3452148
LS-15364_S54_E1-50,2.8042593,3.3634958
LS-15364_S55_E1-50,3.5789514,0.6053147
LS-15364_S56_E1-50,3.3124533,0.99036205
LS-15364_S57_E1-50,2.8001127,5.219804
LS-15364_S58_E1-50,1.9896171,2.2893608
LS-15364_S59_E1-50,2.4962904,2.3333962
LS-15364_S60_E1-50,3.3438716,1.7815188
LS-15364_S61_E1-50,4.4595146,1.1132699
LS-15364_S62_E1-50,2.143798,2.057388
LS-15364_S63_E1-50,4.189214,1.1825577
LS-15364_S64_E1-50,9.571427,1.5815492
LS-15365_S01_E1-50,10.708788,10.650933
LS-15365_S02_E1-50,2.8054261,-1.0416975
LS-15365_S03_E1-50,4.5171185,1.2988272
LS-15365_S04_E1-50,4.873947,15.974068
LS-15365_S06_E1-50,2.384647,1.7617744
LS-15365_S07_E1-50,7.50589,11.4599905
LS-15365_S17_E1-50,0.0036945469,-1.3179449
LS-15365_S19_E1-50,10.803656,10.450277
LS-15365_S20_E1-50,2.3119714,-0.750095
LS-15365_S21_E1-50,1.507269,-0.6873616
LS-15365_S22_E1-50,1.499772,-0.34274924
LS-15365_S23_E1-50,2.635034,-1.2605847
LS-15365_S24_E1-50,4.787698,16.1121
LS-15365_S25_E1-50,7.005704,16.422207
LS-15365_S26_E1-50,8.116974,11.951913
LS-15365_S28_E1-50,4.3109097,1.1004852
LS-15365_S31_E1-50,5.04916,16.390825
LS-15365_S33_E1-50,16.940134,11.412675
LS-15365_S34_E1-50,10.0132265,10.887528
LS-15365_S36_E1-50,10.55784,11.245853
LS-15365_S37_E1-50,4.308176,15.164445
LS-15365_S38_E1-50,3.7545016,-0.10898588
LS-15365_S39_E1-50,-1.6586813,-1.9389515
LS-15365_S41_E1-50,2.2290165,1.4756092
LS-15365_S43_E1-50,3.5468533,1.7845951
LS-15365_S44_E1-50,5.824863,13.192716
LS-15365_S45_E1-50,4.6270466,1.0848128
LS-15365_S46_E1-50,2.0866876,-0.8202509
LS-15365_S47_E1-50,3.1179209,0.40999174
LS-15365_S48_E1-50,4.5329294,0.8908969
LS-15365_S49_E1-50,8.239866,11.606613
LS-15365_S50_E1-50,8.109428,11.702683
LS-15365_S51_E1-50,2.7778149,3.4123397
LS-15365_S52_E1-50,15.247893,9.319842
LS-15365_S53_E1-50,2.1380157,0.043898735
LS-15365_S55_E1-50,4.125971,-0.08444078
LS-15366_S01_E1-50,7.3319983,14.03957
LS-15366_S02_E1-50,2.1421318,-1.1774092
LS-15366_S03_E1-50,4.46969,1.427348
LS-15366_S04_E1-50,2.9352405,0.22408663
LS-15366_S05_E1-50,2.5014775,0.43274415
LS-15366_S06_E1-50,17.694536,9.411803
LS-15366_S07_E1-50,6.311097,13.091906
LS-15366_S08_E1-50,-0.27450427,-1.3189027
LS-15366_S10_E1-50,2.9592495,1.5695634
LS-15366_S11_E1-50,2.8652406,2.7576592
LS-15366_S12_E1-50,-0.53626186,-1.8532352
LS-15366_S13_E1-50,-0.76098126,-1.8584305
LS-15366_S14_E1-50,2.8978992,-0.8405752
LS-15366_S15_E1-50,5.2022305,15.776081
LS-15366_S25_E1-50,7.8867297,12.987668
LS-15366_S26_E1-50,-0.42073417,-2.0844612
LS-15366_S27_E1-50,8.116426,12.141115
LS-15366_S28_E1-50,3.1931324,0.3944943
LS-15366_S29_E1-50,2.3629894,1.4899745
LS-15366_S30_E1-50,8.270335,12.760492
LS-15366_S32_E1-50,2.7322512,1.3661453
LS-15366_S34_E1-50,1.2706795,-0.8145682
LS-15366_S35_E1-50,7.6921463,12.368921
LS-15366_S36_E1-50,3.339513,-0.53083783
LS-15366_S37_E1-50,-0.8080832,-2.0515928
LS-15366_S38_E1-50,2.3733554,5.7668853
LS-15366_S39_E1-50,-7.3636484,-6.322338
LS-15366_S40_E1-50,1.1531494,-0.7836462
LS-15367_S65_E1-50,-0.5540733,9.812227
LS-15367_S66_E1-50,14.890737,3.2303083
LS-15367_S67_E1-50,13.374446,1.2427769
LS-15367_S68_E1-50,15.913736,4.818535
LS-15367_S69_E1-50,15.548754,3.4348562
LS-15367_S70_E1-50,-2.5174267,11.236719
LS-15367_S71_E1-50,0.66658854,6.3185716
LS-15367_S72_E1-50,0.5885811,6.5015655
LS-15367_S73_E1-50,-0.05929302,12.249797
LS-15367_S74_E1-50,15.89149,4.8228564
LS-15367_S75_E1-50,1.4493937,8.205361
LS-15367_S76_E1-50,15.621244,0.47525018
LS-15367_S77_E1-50,0.038335964,10.668965
LS-15367_S78_E1-50,15.408977,3.5580928
LS-15367_S79_E1-50,13.6589365,1.8931625
LS-15367_S80_E1-50,1.178023,7.9578433
LS-15367_S81_E1-50,-8.094003,-2.2910886
LS-15367_S82_E1-50,-6.8432565,-1.8873807
LS-15367_S84_E1-50,-3.4481351,-6.443145
LS-15367_S85_E1-50,-4.273969,-5.3689423
LS-15367_S87_E1-50,-3.638589,-5.1020207
LS-15367_S88_E1-50,-2.607345,-6.5286727
LS-15367_S89_E1-50,14.086339,-6.815728
LS-15367_S90_E1-50,10.220414,-7.845641
LS-15367_S91_E1-50,10.37705,-8.178229
LS-15367_S94_E1-50,12.592273,-7.8139625
LS-15367_S96_E1-50,1.8263009,9.360309
LS-15368_S81_E1-50,-10.328341,11.761457
LS-15368_S82_E1-50,14.219176,-0.2629183
LS-15368_S83_E1-50,0.039639764,10.731312
LS-15368_S84_E1-50,13.945728,1.0152946
LS-15368_S85_E1-50,-2.0606682,10.837335
LS-15368_S86_E1-50,-0.1381164,8.647064
LS-15368_S87_E1-50,-4.504708,12.141352
LS-15368_S88_E1-50,-3.5831256,9.482308
LS-15368_S89_E1-50,-3.2124832,13.544564
LS-15368_S90_E1-50,-1.5125215,9.950276
LS-15368_S91_E1-50,0.27844736,11.907002
LS-15368_S92_E1-50,-2.5794148,-6.1742854
LS-15368_S93_E1-50,-0.49797973,8.084326
LS-15368_S94_E1-50,1.3382765,10.255816
LS-15368_S95_E1-50,12.332236,-0.9815486
LS-15368_S96_E1-50,15.178969,2.1734474
LS-15369_S65_E1-50,1.3085474,7.3291154
LS-15369_S66_E1-50,-0.4387062,7.680426
LS-15369_S67_E1-50,1.6833414,9.133156
LS-15369_S68_E1-50,9.627245,-0.47597048
LS-15369_S69_E1-50,-4.289639,10.67403
LS-15369_S70_E1-50,0.95899034,10.22985
LS-15369_S71_E1-50,-1.9384705,8.057681
LS-15369_S72_E1-50,11.283513,1.6374116
LS-15369_S73_E1-50,9.998224,-0.9387026
LS-15369_S74_E1-50,9.753516,-0.26204032
LS-15369_S75_E1-50,-0.5739275,11.810557
LS-15369_S76_E1-50,15.804428,1.1869543
LS-15369_S77_E1-50,-3.410456,13.4203415
LS-15369_S78_E1-50,3.8156192,7.1460466
LS-15369_S79_E1-50,-2.1526124,15.15938
LS-15369_S80_E1-50,-4.2461,11.445771
LS-15369_S81_E1-50,15.125436,2.0531385
LS-15369_S82_E1-50,15.217576,1.6119121
LS-15369_S83_E1-50,15.10409,1.1906575
LS-15369_S84_E1-50,0.43190563,12.178132
LS-15369_S85_E1-50,0.7447979,6.3286104
LS-15369_S86_E1-50,0.37586445,8.272522
LS-15369_S87_E1-50,-4.1364903,11.475288
LS-15369_S88_E1-50,0.3852531,12.464933
LS-15369_S89_E1-50,13.961238,1.5522529
LS-15369_S90_E1-50,1.6097683,9.146353
LS-15369_S91_E1-50,14.946763,1.333408
LS-15369_S92_E1-50,0.60801214,9.573814
LS-15369_S93_E1-50,9.601476,1.7451679
LS-15369_S94_E1-50,-2.8527575,11.401992
LS-15369_S95_E1-50,-0.39737678,9.919062
LS-15369_S96_E1-50,-2.3144739,8.701289
LS-15370_S41_E1-50,13.443305,1.0419233
LS-15370_S42_E1-50,-4.7105665,13.293612
LS-15370_S43_E1-50,-0.45932198,7.550746
LS-15370_S44_E1-50,-1.465369,13.990603
LS-15370_S45_E1-50,-0.59233856,13.063619
LS-15370_S46_E1-50,-0.07050982,7.179793
LS-15370_S47_E1-50,-4.21305,13.01874
LS-15370_S48_E1-50,0.01787104,10.361278
LS-15370_S57_E1-50,-0.5070347,8.947289
LS-15370_S58_E1-50,-3.9071293,13.408709
LS-15370_S59_E1-50,13.235132,1.0073515
LS-15370_S60_E1-50,14.941112,1.3678194
LS-15370_S61_E1-50,10.061403,2.3443706
LS-15370_S62_E1-50,10.918143,2.017112
LS-15370_S63_E1-50,12.889362,-0.15627499
LS-15370_S64_E1-50,15.788819,0.48888573
LS-15370_S65_E1-50,1.3163139,8.2223015
LS-15370_S66_E1-50,11.234095,0.72038573
LS-15370_S67_E1-50,15.186046,0.697887
LS-15370_S69_E1-50,-2.5701578,9.274969
LS-15370_S71_E1-50,-1.0755489,8.770836
LS-15370_S72_E1-50,-3.006789,10.359355
LS-15370_S73_E1-50,10.210767,2.9403052
LS-15370_S74_E1-50,-1.1013312,14.915231
LS-15370_S75_E1-50,1.2809758,8.637008
LS-15370_S76_E1-50,12.989995,1.4045527
LS-15370_S77_E1-50,-0.8568788,8.715322
LS-15370_S78_E1-50,-4.505937,13.324758
LS-15370_S79_E1-50,9.653134,1.6748637
LS-15370_S80_E1-50,12.923775,-0.6849783
LS-15370_S81_E1-50,-3.2798364,9.682753
LS-15370_S82_E1-50,12.590363,1.4372667
LS-15370_S83_E1-50,-1.7604395,12.675534
LS-15370_S84_E1-50,1.436568,9.3541
LS-15370_S85_E1-50,13.058671,1.5823323
LS-15370_S88_E1-50,13.485532,0.96411735
LS-15370_S89_E1-50,0.049659126,8.894897
LS-15370_S90_E1-50,0.065246455,9.679917
LS-15370_S91_E1-50,0.25555536,12.945653
LS-15370_S92_E1-50,-4.7353377,12.925041
LS-15370_S93_E1-50,0.56946135,12.161746
LS-15370_S94_E1-50,13.692206,1.315341
LS-15370_S95_E1-50,-0.8417758,10.115616
LS-15370_S96_E1-50,15.685825,4.0337563
LS-15371_S01_E1-50,-2.5723088,14.963724
LS-15371_S02_E1-50,-3.7185135,10.268048
LS-15371_S03_E1-50,15.1772995,3.1203442
LS-15371_S04_E1-50,-0.504525,12.685083
LS-15371_S05_E1-50,13.069895,0.21680427
LS-15371_S06_E1-50,-0.5434512,7.861284
LS-15371_S07_E1-50,-0.8032337,10.781983
LS-15371_S08_E1-50,-2.809111,13.720912
LS-15371_S17_E1-50,-2.5969636,11.789039
LS-15371_S18_E1-50,-1.4178303,9.707504
LS-15371_S20_E1-50,-1.5639268,12.447877
LS-15371_S21_E1-50,-1.6169788,9.333682
LS-15371_S22_E1-50,-1.0523968,9.169987
LS-15371_S23_E1-50,-3.6486325,11.473348
LS-15371_S24_E1-50,-1.0385356,8.6550665
LS-15371_S25_E1-50,13.488365,0.84163547
LS-15371_S26_E1-50,0.39336005,11.198064
LS-15371_S27_E1-50,-1.4052452,8.506078
LS-15371_S28_E1-50,12.135002,1.2190427
LS-15371_S29_E1-50,15.681546,3.9597208
LS-15371_S30_E1-50,-2.725456,11.646661
LS-15371_S31_E1-50,1.3699896,7.783033
LS-15371_S32_E1-50,-0.36787972,6.8192296
LS-15371_S33_E1-50,-2.0149264,15.225506
LS-15371_S34_E1-50,-2.0802011,11.287118
LS-15371_S35_E1-50,-2.1475341,12.333324
LS-15371_S36_E1-50,-1.710326,11.01088
LS-15371_S37_E1-50,-0.6296852,9.2270155
LS-15371_S38_E1-50,0.17334206,10.541725
LS-15371_S39_E1-50,-0.47786367,9.090525
LS-15371_S40_E1-50,0.5829866,8.218032
LS-15371_S41_E1-50,16.576662,0.46559283
LS-15371_S42_E1-50,-10.330741,11.73748
LS-15371_S43_E1-50,11.9874735,0.9954743
LS-15371_S44_E1-50,14.261997,1.9789555
LS-15371_S45_E1-50,15.459872,1.5949901
LS-15371_S46_E1-50,-3.022619,9.837123
LS-15371_S47_E1-50,12.748035,1.3496515
LS-15371_S48_E1-50,-0.2145281,10.544593
LS-15371_S49_E1-50,0.70432687,8.680946
LS-15371_S50_E1-50,-2.211458,9.269293
LS-15371_S51_E1-50,0.48026258,7.5583344
LS-15371_S52_E1-50,-1.5245411,10.44176
LS-15371_S53_E1-50,-3.0690343,13.186388
LS-15371_S54_E1-50,-2.2175705,8.697247
LS-15371_S55_E1-50,9.850687,1.1264558
LS-15371_S56_E1-50,-4.4316835,12.666683
LS-15371_S57_E1-50,-1.8555017,12.30322
LS-15371_S58_E1-50,13.068664,0.72706044
LS-15371_S59_E1-50,-10.086635,11.302485
LS-15371_S60_E1-50,-3.3216205,12.027527
LS-15371_S61_E1-50,-0.75288767,13.754347
LS-15371_S62_E1-50,0.3586355,8.098967
LS-15371_S63_E1-50,0.5119102,9.95279
LS-15371_S64_E1-50,-1.963478,15.095773
LS-15371_S65_E1-50,14.301837,1.2770032
LS-15371_S66_E1-50,10.6878805,3.3086345
LS-15371_S67_E1-50,0.09665041,8.803361
LS-15371_S68_E1-50,-3.1216428,13.191255
LS-15371_S69_E1-50,-2.692502,10.545589
LS-15371_S70_E1-50,0.24888067,7.0153847
LS-15371_S71_E1-50,0.9966385,7.3424335
LS-15371_S72_E1-50,-0.5715785,8.14148
LS-15371_S74_E1-50,14.387931,2.035025
LS-15371_S75_E1-50,-1.7362661,11.189635
LS-15371_S77_E1-50,0.08584143,6.8309298
LS-15371_S78_E1-50,13.062804,1.2367015
LS-15371_S79_E1-50,-0.3492363,12.065457
LS-15371_S80_E1-50,11.656797,0.7881339
LS-15371_S81_E1-50,0.48328796,12.170793
LS-15371_S82_E1-50,13.423064,1.9622276
LS-15371_S83_E1-50,-1.6203772,10.283554
LS-15371_S84_E1-50,-1.1179478,8.851557
LS-15371_S85_E1-50,-3.4117658,11.661174
