sample_id,x,y
LS-15041_S05_E1-50,-6.9003644,-4.899783
LS-15041_S06_E1-50,-4.405651,-6.005786
LS-15041_S07_E1-50,-6.6187024,-1.8510928
LS-15041_S08_E1-50,-8.134569,-3.8076775
LS-15041_S09_E1-50,-7.040682,-4.2625537
LS-15041_S10_E1-50,-5.752623,-4.897985
LS-15041_S11_E1-50,-4.1932735,-4.2476783
LS-15041_S12_E1-50,-3.9962714,-5.3076444
LS-15041_S13_E1-50,-3.9699643,-3.7248857
LS-15041_S14_E1-50,-4.9452496,-4.060167
LS-15041_S15_E1-50,16.806187,12.141287
LS-15041_S16_E1-50,-2.8923743,-6.834647
LS-15041_S17_E1-50,2.6230195,2.7845657
LS-15041_S18_E1-50,3.1523323,4.243361
LS-15041_S19_E1-50,-0.38497505,7.4003453
LS-15041_S20_E1-50,-0.38995367,6.6059837
LS-15041_S21_E1-50,-0.12531824,10.534261
LS-15041_S23_E1-50,16.964039,12.1473465
LS-15041_S25_E1-50,3.522493,2.8700478
LS-15041_S26_E1-50,-4.264187,10.745019
LS-15041_S27_E1-50,-2.8840432,15.160336
LS-15041_S29_E1-50,0.6497944,7.647029
LS-15041_S31_E1-50,-1.2207092,9.431375
LS-15041_S32_E1-50,16.731544,12.246263
LS-15041_S33_E1-50,-0.5744232,10.527152
LS-15041_S34_E1-50,14.011057,-0.08477745
LS-15041_S35_E1-50,-0.8442201,10.531236
LS-15041_S36_E1-50,15.884598,0.8760401
LS-15041_S37_E1-50,0.3081121,12.386234
LS-15041_S38_E1-50,15.430495,0.1756357
LS-15041_S39_E1-50,16.577917,0.90131414
LS-15041_S40_E1-50,-0.45868978,9.442615
LS-15041_S41_E1-50,-4.336885,13.025192
LS-15041_S43_E1-50,-0.52237016,11.27291
LS-15041_S44_E1-50,0.36185327,13.966793
LS-15041_S45_E1-50,-2.9896667,14.147751
LS-15041_S46_E1-50,15.817193,0.32753557
LS-15041_S47_E1-50,-2.5554771,10.020934
LS-15041_S48_E1-50,-1.7455266,7.7755156
LS-15041_S50_E1-50,2.9365373,5.5860095
LS-15041_S53_E1-50,15.840146,10.3693695
LS-15041_S54_E1-50,16.148684,10.898906
LS-15041_S55_E1-50,15.4536705,10.494087
LS-15041_S56_E1-50,15.522955,10.627594
LS-15041_S62_E1-50,4.6713247,14.848297
LS-15041_S64_E1-50,16.876787,12.372367
LS-15041_S65_E1-50,0.9879623,9.421487
LS-15041_S66_E1-50,16.041407,9.660703
LS-15041_S67_E1-50,2.9617934,5.0971856
LS-15041_S69_E1-50,15.833709,10.665997
LS-15041_S70_E1-50,2.1459343,2.395348
LS-15041_S72_E1-50,16.1848,10.933058
LS-15041_S74_E1-50,3.3371952,-10.474499
LS-15041_S75_E1-50,3.6339328,-7.489232
LS-15041_S78_E1-50,0.8603492,-7.873846
LS-15041_S79_E1-50,1.302378,-8.476381
LS-15041_S80_E1-50,4.750035,-6.5020313
LS-15041_S81_E1-50,0.8097114,-9.233305
LS-15041_S82_E1-50,2.7339735,-7.144371
LS-15041_S83_E1-50,0.49820438,-8.430509
LS-15041_S86_E1-50,3.4649591,-6.4427657
LS-15041_S88_E1-50,4.0082765,-9.13203
LS-15042_S09_E1-50,-0.07007989,14.251052
LS-15042_S10_E1-50,13.280609,-0.15568887
LS-15042_S11_E1-50,3.0009604,4.5916867
LS-15042_S13_E1-50,-0.7135328,12.893258
LS-15042_S14_E1-50,11.936389,-0.025600007
LS-15042_S15_E1-50,-10.5774355,11.337949
LS-15042_S16_E1-50,-3.4179442,11.810481
LS-15042_S17_E1-50,-0.03857624,10.651186
LS-15042_S18_E1-50,12.042727,1.3037183
LS-15042_S19_E1-50,14.387896,2.00031
LS-15042_S20_E1-50,-2.1555526,9.396156
LS-15042_S21_E1-50,-4.1488204,11.90062
LS-15042_S22_E1-50,11.229556,1.8121812
LS-15042_S24_E1-50,-1.838043,8.95864
LS-15042_S25_E1-50,-3.4602802,14.429436
LS-15042_S26_E1-50,-2.340798,9.722515
LS-15042_S27_E1-50,0.54347163,11.386756
LS-15042_S28_E1-50,12.929599,1.618737
LS-15042_S29_E1-50,-1.3129213,10.586289
LS-15042_S30_E1-50,-4.155661,13.31206
LS-15042_S31_E1-50,15.791192,1.4308263
LS-15042_S32_E1-50,1.6570007,7.9980855
LS-15042_S34_E1-50,16.172453,9.811767
LS-15042_S35_E1-50,5.175297,15.4325
LS-15042_S36_E1-50,18.135859,11.246687
LS-15042_S37_E1-50,17.973694,9.730394
LS-15042_S38_E1-50,17.247871,11.745473
LS-15042_S39_E1-50,2.9376795,5.2019887
LS-15042_S40_E1-50,17.832901,11.602628
LS-15042_S41_E1-50,14.831131,10.940474
LS-15042_S42_E1-50,6.6679897,16.709356
LS-15042_S43_E1-50,17.055769,8.574282
LS-15042_S44_E1-50,3.5900533,7.0056324
LS-15042_S45_E1-50,17.285023,8.315455
LS-15042_S46_E1-50,-1.6620467,7.714324
LS-15042_S47_E1-50,-0.7742889,8.199074
LS-15042_S48_E1-50,16.839542,11.490004
LS-15042_S49_E1-50,2.1395476,-0.4835949
LS-15042_S50_E1-50,-10.754952,11.000528
LS-15042_S51_E1-50,15.502061,11.846007
LS-15042_S52_E1-50,2.9211884,6.0833125
LS-15042_S53_E1-50,2.5751078,0.7645824
LS-15042_S55_E1-50,3.669454,-0.6084887
LS-15042_S65_E1-50,-4.747853,-4.311256
LS-15042_S66_E1-50,-6.669571,-3.9253554
LS-15042_S67_E1-50,-4.399665,-6.6321673
LS-15042_S68_E1-50,-5.9622316,-1.7411492
LS-15042_S69_E1-50,-5.3074527,-5.8482523
LS-15042_S70_E1-50,-3.5123048,-6.9128637
LS-15042_S71_E1-50,-5.9339113,-5.17189
LS-15042_S72_E1-50,-5.2007666,-4.404926
LS-15042_S74_E1-50,-6.7095494,-5.429969
LS-15042_S75_E1-50,-3.3122349,-6.7316546
LS-15042_S76_E1-50,-5.0447884,-3.53164
LS-15042_S77_E1-50,-7.037655,-3.8602486
LS-15042_S80_E1-50,-3.4254382,-3.7140248
LS-15042_S81_E1-50,2.1545064,-10.81124
LS-15042_S83_E1-50,0.426308,-7.051466
LS-15042_S84_E1-50,1.213187,-9.02886
LS-15042_S85_E1-50,1.9328189,-8.377104
LS-15042_S86_E1-50,5.330725,-8.588584
LS-15042_S87_E1-50,5.01025,-7.6785855
LS-15042_S89_E1-50,-6.7501593,-1.2181423
LS-15042_S90_E1-50,-1.5359918,-2.5241046
LS-15042_S91_E1-50,-7.4037232,-6.122658
LS-15042_S93_E1-50,-1.9828813,-1.8353345
LS-15042_S94_E1-50,15.0369425,9.934545
LS-15043_S01_E1-50,13.773111,1.9807584
LS-15043_S02_E1-50,-4.3112364,13.0827675
LS-15043_S03_E1-50,1.4204305,10.278603
LS-15043_S04_E1-50,10.587018,-0.8689384
LS-15043_S05_E1-50,-0.057838265,6.070007
LS-15043_S06_E1-50,-1.8311672,11.202666
LS-15043_S07_E1-50,16.032589,4.331236
LS-15043_S08_E1-50,-0.7836015,6.4480953
LS-15043_S17_E1-50,-2.0689824,14.166463
LS-15043_S18_E1-50,0.15066908,7.9736958
LS-15043_S19_E1-50,13.725449,1.3865936
LS-15043_S20_E1-50,0.38127962,6.8544436
LS-15043_S21_E1-50,-4.511504,11.619697
LS-15043_S22_E1-50,13.191962,0.51937723
LS-15043_S23_E1-50,-4.077609,12.469528
LS-15043_S24_E1-50,-1.1976882,10.444379
LS-15043_S26_E1-50,16.634459,11.1584635
LS-15043_S27_E1-50,3.462759,1.4928422
LS-15043_S28_E1-50,16.73909,9.733359
LS-15043_S29_E1-50,17.721348,10.572259
LS-15043_S30_E1-50,16.29611,8.871344
LS-15043_S31_E1-50,15.835409,9.229409
LS-15043_S33_E1-50,-0.3679798,-1.4250801
LS-15043_S34_E1-50,-1.5666696,-2.1444323
LS-15043_S35_E1-50,16.47981,11.272035
LS-15043_S36_E1-50,2.142491,-1.2261168
LS-15043_S37_E1-50,17.978127,10.513775
LS-15043_S38_E1-50,3.007564,0.045021012
LS-15043_S40_E1-50,17.496643,11.262317
LS-15043_S41_E1-50,-5.186797,-4.632098
LS-15043_S42_E1-50,-4.5453734,-2.3088393
LS-15043_S44_E1-50,-4.5669813,-6.4575295
LS-15043_S46_E1-50,-6.0159993,-4.2148995
LS-15043_S47_E1-50,-5.1023297,-2.5213504
LS-15043_S48_E1-50,-5.2476997,-6.296123
LS-15043_S49_E1-50,-3.5517356,-6.6224155
LS-15043_S50_E1-50,-4.425053,-6.4807863
LS-15043_S51_E1-50,-4.908966,-4.833494
LS-15043_S52_E1-50,-5.541637,-2.2824318
LS-15043_S53_E1-50,-4.403292,-6.8766975
LS-15043_S54_E1-50,-4.711569,-3.824173
LS-15043_S55_E1-50,-4.939088,-3.5678637
LS-15043_S56_E1-50,-3.6977198,-7.119276
LS-15043_S57_E1-50,0.41640475,-6.5284863
LS-15043_S58_E1-50,3.4560947,-10.386191
LS-15043_S59_E1-50,3.048136,-8.881312
LS-15043_S60_E1-50,3.811417,-9.988974
LS-15043_S61_E1-50,4.8930597,-9.152336
LS-15043_S62_E1-50,4.5101686,-5.50624
LS-15043_S63_E1-50,1.0437199,-7.9784904
LS-15043_S65_E1-50,1.278103,-9.108562
LS-15043_S67_E1-50,-2.3676634,-6.268785
LS-15043_S68_E1-50,4.562856,-9.761234
LS-15043_S69_E1-50,1.9203719,-8.743319
LS-15043_S71_E1-50,3.4771821,-8.242457
LS-15043_S72_E1-50,1.8819807,-9.179293
LS-15043_S73_E1-50,-0.76024234,7.2410207
LS-15043_S74_E1-50,-1.183059,6.972421
LS-15043_S76_E1-50,1.6141695,9.757817
LS-15043_S77_E1-50,-1.3297302,9.364584
LS-15043_S78_E1-50,-1.4255095,7.5193458
LS-15043_S80_E1-50,0.60301167,9.573631
LS-15043_S81_E1-50,-5.4072556,-4.420063
LS-15043_S83_E1-50,-6.5571485,-3.8102643
LS-15043_S84_E1-50,-3.2387629,-5.9933715
LS-15043_S85_E1-50,-7.1692724,-1.7742158
LS-15043_S87_E1-50,-5.905752,-1.634934
LS-15043_S88_E1-50,-2.8844924,-3.728877
LS-15043_S90_E1-50,-7.904921,-1.8935665
LS-15043_S91_E1-50,-7.0277696,-3.7129025
LS-15043_S92_E1-50,-3.2577202,-6.767258
LS-15043_S95_E1-50,-3.5501995,-7.161403
LS-15043_S96_E1-50,-5.958208,-5.3729944
LS-15044_S01_E1-50,0.86783147,-6.9855866
LS-15044_S02_E1-50,2.3802009,-9.360768
LS-15044_S03_E1-50,1.0439667,-6.27906
LS-15044_S04_E1-50,-2.770143,-7.7565823
LS-15044_S05_E1-50,-3.9050708,-5.022972
LS-15044_S06_E1-50,0.51746833,-6.683007
LS-15044_S07_E1-50,5.0123243,-5.223953
LS-15044_S08_E1-50,1.426393,-7.708725
LS-15044_S09_E1-50,1.6987803,-9.363315
LS-15044_S10_E1-50,0.8458588,-6.479888
LS-15044_S11_E1-50,-1.8111447,-6.969552
LS-15044_S12_E1-50,1.4516413,-8.580055
LS-15044_S13_E1-50,2.3215015,-10.715085
LS-15044_S14_E1-50,0.9608939,-9.428393
LS-15044_S15_E1-50,0.7503684,-9.153228
LS-15044_S16_E1-50,2.052499,-9.18067
LS-15044_S25_E1-50,14.500501,-0.02665565
LS-15044_S26_E1-50,9.8315935,-0.8263278
LS-15044_S27_E1-50,11.982159,-0.9529115
LS-15044_S28_E1-50,-1.1207963,14.154706
LS-15044_S29_E1-50,-2.0616708,9.6365595
LS-15044_S30_E1-50,12.381629,0.57698333
LS-15044_S31_E1-50,13.225034,1.5166032
LS-15044_S32_E1-50,10.842791,0.12410492
LS-15044_S35_E1-50,-2.1050107,-6.969869
LS-15044_S39_E1-50,-2.8501172,-6.3707314
LS-15044_S42_E1-50,1.4230025,-10.614572
LS-15044_S43_E1-50,4.479323,-4.796721
LS-15044_S47_E1-50,4.7944174,-5.625679
LS-15044_S50_E1-50,-3.6006973,-6.811147
LS-15044_S52_E1-50,2.469381,-9.213948
LS-15044_S53_E1-50,1.0225176,-7.432774
LS-15044_S54_E1-50,1.7234422,-10.3161
LS-15044_S55_E1-50,3.6976233,-10.350764
LS-15044_S57_E1-50,17.987062,11.058779
LS-15044_S58_E1-50,-0.116798356,8.248781
LS-15044_S59_E1-50,-6.762242,-6.006882
LS-15044_S60_E1-50,3.7280543,6.9432917
LS-15044_S61_E1-50,-0.6056788,8.200235
LS-15044_S62_E1-50,-2.4557033,-1.5953172
LS-15044_S64_E1-50,16.75601,8.65499
LS-15044_S65_E1-50,9.88654,10.710077
LS-15044_S66_E1-50,-0.37158108,8.913635
LS-15044_S67_E1-50,3.1540194,1.1990715
LS-15044_S69_E1-50,-1.2431972,8.945218
LS-15044_S71_E1-50,15.890996,8.851489
LS-15044_S73_E1-50,-1.74725,11.169745
LS-15044_S74_E1-50,-3.7726357,9.838889
LS-15044_S75_E1-50,-4.1632714,10.349311
LS-15044_S76_E1-50,1.9396601,9.403732
LS-15044_S77_E1-50,16.00112,4.863131
LS-15044_S78_E1-50,11.962312,1.3240305
LS-15044_S79_E1-50,13.030074,0.49264926
LS-15044_S80_E1-50,0.7102866,7.5102987
LS-15044_S81_E1-50,-2.0148966,11.598832
LS-15044_S82_E1-50,-0.6294101,6.1048374
LS-15044_S83_E1-50,16.57581,2.1409168
LS-15044_S84_E1-50,14.5398035,0.044576567
LS-15044_S85_E1-50,-2.9561982,11.33197
LS-15044_S86_E1-50,-2.0258417,15.41895
LS-15044_S87_E1-50,-1.9251285,7.529934
LS-15044_S88_E1-50,-4.5552816,13.62913
LS-15044_S89_E1-50,13.821235,2.494294
LS-15044_S90_E1-50,14.151232,1.9415028
LS-15044_S91_E1-50,-2.5204527,7.9414577
LS-15044_S93_E1-50,0.8853795,9.700915
LS-15044_S94_E1-50,1.896378,9.5162945
LS-15044_S96_E1-50,-2.0163999,10.652348
LS-15048_S01_E1-50,18.164734,10.503691
LS-15048_S02_E1-50,16.928583,10.242146
LS-15048_S04_E1-50,1.8797288,9.112627
LS-15048_S05_E1-50,-0.39533287,6.1858006
LS-15048_S06_E1-50,3.3598914,0.5561776
LS-15048_S08_E1-50,3.098032,-0.48168224
LS-15048_S09_E1-50,-0.6772138,6.004958
LS-15048_S10_E1-50,2.259646,-0.0958299
LS-15048_S11_E1-50,0.85974157,10.2889385
LS-15048_S12_E1-50,-10.804082,11.388229
LS-15048_S15_E1-50,9.739055,2.4308448
LS-15048_S17_E1-50,-0.4664737,7.508191
LS-15048_S19_E1-50,17.727552,9.8949175
LS-15048_S20_E1-50,17.453178,8.889531
LS-15048_S21_E1-50,2.0535057,8.847454
LS-15048_S22_E1-50,2.473075,0.51097286
LS-15048_S23_E1-50,2.400846,6.129327
LS-15048_S24_E1-50,-0.9371582,15.597649
LS-15048_S25_E1-50,0.25239494,8.998556
LS-15048_S28_E1-50,6.5446053,16.725883
LS-15048_S29_E1-50,-0.15623811,7.172107
LS-15048_S30_E1-50,0.20443393,7.9140773
LS-15048_S31_E1-50,-1.7094344,9.08389
LS-15048_S33_E1-50,-0.5820992,8.441549
LS-15048_S34_E1-50,0.21805003,8.297118
LS-15048_S35_E1-50,11.795479,0.9704267
LS-15048_S36_E1-50,-0.08933363,8.661935
LS-15048_S37_E1-50,-3.4271548,15.222683
LS-15048_S38_E1-50,-1.7042892,15.2050495
LS-15048_S39_E1-50,1.146192,9.583666
LS-15048_S40_E1-50,-1.8547044,8.8727
LS-15048_S41_E1-50,-4.387787,11.659473
LS-15048_S42_E1-50,15.64867,0.45610192
LS-15048_S44_E1-50,-2.4408863,7.66169
LS-15048_S45_E1-50,14.100227,0.856661
LS-15048_S46_E1-50,14.625258,2.277028
LS-15048_S47_E1-50,-2.5125246,7.708963
LS-15048_S48_E1-50,-0.419768,7.0982356
LS-15048_S49_E1-50,-2.2854347,9.938874
LS-15048_S50_E1-50,-0.5129702,7.714157
LS-15048_S51_E1-50,-0.99952894,6.945055
LS-15048_S52_E1-50,1.5680029,8.470922
LS-15048_S53_E1-50,-3.2698743,14.487549
LS-15048_S54_E1-50,0.95715773,8.565269
LS-15048_S55_E1-50,-4.9543014,11.87223
LS-15048_S56_E1-50,-2.6089911,10.517521
LS-15049_S02_E1-50,4.113859,-5.2688346
LS-15049_S03_E1-50,4.5847263,-5.257346
LS-15049_S04_E1-50,0.6103395,-5.986265
LS-15049_S06_E1-50,4.860599,-9.047604
LS-15049_S07_E1-50,4.0117173,-10.416735
LS-15049_S08_E1-50,3.5515113,-10.452607
LS-15049_S13_E1-50,3.8905091,-5.127188
LS-15049_S14_E1-50,4.7946577,-7.8988633
LS-15049_S15_E1-50,2.741164,-8.068191
LS-15049_S17_E1-50,-4.7799296,13.234071
LS-15049_S18_E1-50,-1.7313157,11.056015
LS-15049_S19_E1-50,-0.4606478,6.9551363
LS-15049_S20_E1-50,-0.15709727,12.936457
LS-15049_S22_E1-50,10.467085,0.6328509
LS-15049_S23_E1-50,14.069787,-0.25614753
LS-15049_S24_E1-50,11.018073,0.43257496
LS-15049_S25_E1-50,15.10259,0.43102404
LS-15049_S26_E1-50,13.720619,1.838477
LS-15049_S27_E1-50,14.595434,0.78734887
LS-15049_S28_E1-50,-2.1588244,9.221907
LS-15049_S29_E1-50,-0.27102053,8.035234
LS-15049_S30_E1-50,14.892611,0.73073214
LS-15049_S31_E1-50,13.430234,1.8194149
LS-15049_S32_E1-50,-0.19806801,10.680419
LS-15049_S33_E1-50,-3.1203609,13.258975
LS-15049_S34_E1-50,-2.2269795,15.079887
LS-15049_S35_E1-50,-0.8511705,9.229573
LS-15049_S36_E1-50,0.7265034,11.255831
LS-15049_S37_E1-50,1.7059741,9.8096895
LS-15049_S38_E1-50,0.37240678,12.634565
LS-15049_S39_E1-50,0.559698,10.829273
LS-15049_S40_E1-50,0.055691473,10.156354
LS-15049_S41_E1-50,-1.0581232,10.342738
LS-15049_S42_E1-50,-2.1931036,9.502667
LS-15049_S43_E1-50,11.49268,-0.32660437
LS-15049_S44_E1-50,15.849358,1.1723213
LS-15049_S45_E1-50,16.168097,4.685555
LS-15049_S46_E1-50,9.996718,-1.8030065
LS-15049_S47_E1-50,10.999547,0.27026913
LS-15049_S48_E1-50,0.27805597,8.550077
LS-15049_S49_E1-50,4.9457603,15.476699
LS-15049_S50_E1-50,-1.1434836,9.551382
LS-15049_S51_E1-50,-1.4028565,9.631365
LS-15049_S52_E1-50,4.806848,1.2171155
LS-15049_S53_E1-50,-1.1623461,7.692229
LS-15049_S55_E1-50,2.658443,1.702713
LS-15049_S56_E1-50,3.0171652,-0.035961777
LS-15049_S57_E1-50,-1.9912117,-1.2988876
LS-15049_S58_E1-50,0.47683698,-1.3174691
LS-15049_S59_E1-50,4.0951,0.71990293
LS-15049_S60_E1-50,6.986654,14.393166
LS-15049_S61_E1-50,3.816212,7.231155
LS-15049_S62_E1-50,-1.9285599,7.6105146
LS-15049_S63_E1-50,-2.2432318,15.113927
LS-15049_S64_E1-50,-3.653261,9.864518
LS-15049_S73_E1-50,7.742116,11.602823
LS-15049_S75_E1-50,2.9268599,8.202318
LS-15049_S77_E1-50,17.456942,10.143536
LS-15049_S78_E1-50,3.3671105,-1.1130362
LS-15049_S79_E1-50,2.8488116,-0.11330178
LS-15049_S80_E1-50,3.1814394,6.6546364
LS-15049_S82_E1-50,16.142675,9.811904
LS-15049_S83_E1-50,2.7165468,4.2487597
LS-15049_S85_E1-50,17.815163,11.258516
LS-15049_S87_E1-50,17.245111,11.925144
LS-15049_S88_E1-50,11.378046,10.41346
LS-15049_S89_E1-50,-2.262824,10.740038
LS-15049_S90_E1-50,-4.141541,12.892641
LS-15049_S91_E1-50,13.051422,1.439583
LS-15049_S92_E1-50,15.600491,2.24765
LS-15049_S93_E1-50,0.78964615,7.8514886
LS-15049_S94_E1-50,-1.6260223,9.535327
LS-15050_S01_E1-50,12.143664,1.484589
LS-15050_S02_E1-50,-1.0647905,8.948831
LS-15050_S03_E1-50,15.520678,4.127069
LS-15050_S04_E1-50,16.143074,4.7679996
LS-15050_S05_E1-50,15.508449,3.7377098
LS-15050_S07_E1-50,-2.1211336,10.711784
LS-15050_S09_E1-50,13.908748,-0.5912873
LS-15050_S10_E1-50,1.0874815,8.51628
LS-15050_S11_E1-50,-1.0772516,9.864678
LS-15050_S12_E1-50,-1.1818608,12.573438
LS-15050_S14_E1-50,1.6805793,8.879343
LS-15050_S15_E1-50,1.8539026,9.509225
LS-15050_S16_E1-50,-0.87131816,15.429435
LS-15050_S17_E1-50,0.5988344,8.675174
LS-15050_S18_E1-50,-3.1982028,8.390054
LS-15050_S19_E1-50,16.145008,4.440954
LS-15050_S20_E1-50,-3.8605464,12.091346
LS-15050_S21_E1-50,-1.2795187,8.865805
LS-15050_S22_E1-50,16.445148,0.7915058
LS-15050_S23_E1-50,-0.8427109,8.029782
LS-15050_S24_E1-50,-4.183373,10.265769
LS-15050_S25_E1-50,2.709659,4.0897603
LS-15050_S26_E1-50,2.380459,1.7922747
LS-15050_S28_E1-50,2.7319973,6.1691422
LS-15050_S29_E1-50,4.580215,0.9754254
LS-15050_S30_E1-50,6.3322973,13.696102
LS-15050_S31_E1-50,3.081415,-0.57298934
LS-15050_S33_E1-50,7.298088,11.314028
LS-15050_S34_E1-50,8.225649,12.932253
LS-15050_S35_E1-50,3.812384,0.20127377
LS-15050_S36_E1-50,5.5533643,16.627663
LS-15050_S37_E1-50,2.6633465,4.7328405
LS-15050_S38_E1-50,2.9868646,4.839348
LS-15050_S41_E1-50,-2.098034,15.0719595
LS-15050_S43_E1-50,-4.4091015,12.322524
LS-15050_S44_E1-50,10.094308,1.7243177
LS-15050_S45_E1-50,-1.9749434,14.6156025
LS-15050_S46_E1-50,10.553056,2.3615458
LS-15050_S47_E1-50,-2.5326982,8.813032
LS-15050_S48_E1-50,-3.9343247,12.740056
LS-15050_S52_E1-50,9.587612,1.3793137
LS-15050_S54_E1-50,-0.28027293,12.3470545
LS-15050_S55_E1-50,-4.9220104,12.034593
LS-15050_S56_E1-50,-3.3684564,13.355628
LS-15050_S57_E1-50,10.622894,3.1612544
LS-15050_S58_E1-50,1.924369,-0.4602106
LS-15050_S59_E1-50,-2.2941923,-2.6035616
LS-15050_S60_E1-50,1.6972235,0.00664235
LS-15050_S61_E1-50,2.1532686,1.9477159
LS-15050_S62_E1-50,7.192678,15.94272
LS-15050_S63_E1-50,3.3402445,0.20285046
LS-15050_S64_E1-50,-1.3300133,-2.3704886
LS-15050_S65_E1-50,-5.816758,-4.5247493
LS-15050_S66_E1-50,-4.0882616,-6.6257343
LS-15050_S67_E1-50,-3.800328,-6.2471905
LS-15050_S68_E1-50,-5.1249146,-3.9692156
LS-15050_S69_E1-50,-3.474274,-6.289071
LS-15050_S84_E1-50,-0.58691317,9.059062
LS-15050_S85_E1-50,-3.7712722,13.323839
LS-15050_S86_E1-50,12.315484,0.9340912
LS-15050_S87_E1-50,0.81652826,6.7467628
LS-15050_S88_E1-50,1.1939836,7.5633965
LS-15050_S89_E1-50,-2.0423183,15.553766
LS-15050_S91_E1-50,-4.3473277,12.2211275
LS-15050_S92_E1-50,13.270782,0.8308258
LS-15050_S93_E1-50,-1.773043,8.143266
LS-15050_S94_E1-50,-0.7788773,9.929965
LS-15050_S95_E1-50,-3.361207,12.855329
LS-15052_S01_E1-50,6.643554,14.425142
LS-15052_S02_E1-50,11.18036,10.995004
LS-15052_S03_E1-50,3.8081574,-0.41993457
LS-15052_S04_E1-50,3.4384055,-0.8297009
LS-15052_S05_E1-50,10.619481,10.712303
LS-15052_S06_E1-50,3.76083,0.5280175
LS-15052_S07_E1-50,3.4346716,-0.8114868
LS-15052_S08_E1-50,2.501036,1.0516707
LS-15052_S09_E1-50,4.725496,1.5851452
LS-15052_S10_E1-50,5.833959,14.421098
LS-15052_S11_E1-50,2.9662232,6.1766667
LS-15052_S12_E1-50,8.522412,12.713886
LS-15052_S13_E1-50,3.564212,1.8061718
LS-15052_S14_E1-50,10.110882,11.783575
LS-15052_S15_E1-50,2.7450771,1.963902
LS-15052_S16_E1-50,6.270095,14.669991
LS-15052_S17_E1-50,5.8186574,16.523033
LS-15052_S22_E1-50,6.927148,16.338163
LS-15052_S23_E1-50,2.071843,6.2510614
LS-15052_S25_E1-50,3.55127,6.872701
LS-15052_S26_E1-50,4.2455077,2.072071
LS-15052_S28_E1-50,8.290042,12.000545
LS-15052_S29_E1-50,7.1884103,14.705166
LS-15052_S30_E1-50,-0.590634,-1.9499698
LS-15052_S31_E1-50,-0.87127376,-1.860322
LS-15052_S32_E1-50,8.566617,13.107528
LS-15052_S33_E1-50,0.881929,-10.000554
LS-15052_S35_E1-50,2.4816387,-9.238775
LS-15052_S36_E1-50,5.049189,-7.380263
LS-15052_S37_E1-50,4.7440157,-8.658399
LS-15052_S38_E1-50,4.0150623,-6.65768
LS-15052_S39_E1-50,2.1493518,-9.116302
LS-15052_S41_E1-50,5.0184994,-9.453063
LS-15052_S42_E1-50,2.8202333,-6.58809
LS-15052_S43_E1-50,3.4277058,-8.427484
LS-15052_S44_E1-50,4.816824,-9.324159
LS-15052_S45_E1-50,1.4889245,-9.944821
LS-15052_S47_E1-50,4.060585,-8.566486
LS-15052_S48_E1-50,3.789892,-9.83304
LS-15052_S49_E1-50,4.947359,-9.636672
LS-15052_S50_E1-50,4.2479987,-9.491859
LS-15052_S51_E1-50,3.7071092,-5.254312
LS-15052_S52_E1-50,4.9273086,-7.267259
LS-15052_S53_E1-50,0.35844335,-6.2913666
LS-15052_S54_E1-50,2.888831,-9.711146
LS-15052_S55_E1-50,4.3894134,-10.133204
LS-15052_S56_E1-50,2.368,-7.2256045
LS-15052_S57_E1-50,-3.1913133,-3.608655
LS-15052_S58_E1-50,-2.3597703,-7.1640573
LS-15052_S59_E1-50,-2.551995,-6.4405503
LS-15052_S60_E1-50,-2.9806478,-2.2972786
LS-15052_S61_E1-50,-2.942311,-7.198337
LS-15052_S62_E1-50,-3.9447455,-5.4153414
LS-15052_S63_E1-50,-3.0763378,-7.1629
LS-15052_S64_E1-50,-3.9001188,-7.11766
LS-15052_S65_E1-50,-1.8099071,-6.6690807
LS-15052_S66_E1-50,-3.5935163,-5.092117
LS-15052_S67_E1-50,-5.791506,-4.702766
LS-15052_S68_E1-50,-3.2821002,-6.3826275
LS-15052_S69_E1-50,-5.757189,-5.634089
LS-15052_S70_E1-50,-2.714959,-7.1447544
LS-15052_S71_E1-50,-5.4888964,-5.5448623
LS-15052_S72_E1-50,-5.709789,-3.1583147
LS-15052_S73_E1-50,-0.46481627,8.359305
LS-15052_S76_E1-50,15.404956,1.4698387
LS-15052_S77_E1-50,-0.967412,9.63068
LS-15052_S78_E1-50,16.065842,4.4031444
LS-15052_S79_E1-50,-3.6872795,12.7764
LS-15052_S80_E1-50,-1.3027258,7.385661
LS-15052_S82_E1-50,-1.7119981,11.346952
LS-15052_S83_E1-50,-2.8141983,8.8553
LS-15052_S84_E1-50,-1.8637921,10.429372
LS-15052_S85_E1-50,16.505795,1.539418
LS-15052_S86_E1-50,15.516251,0.96334696
LS-15052_S87_E1-50,10.398413,3.0163083
LS-15052_S88_E1-50,15.833757,1.1094958
LS-15058_S09_E1-50,14.046087,0.6174176
LS-15058_S10_E1-50,0.73977023,10.341525
LS-15058_S11_E1-50,11.402162,1.7319471
LS-15058_S12_E1-50,-2.9285138,9.898498
LS-15058_S13_E1-50,-4.235626,12.73484
LS-15058_S14_E1-50,0.7086569,10.903582
LS-15058_S15_E1-50,13.234775,-0.67941713
LS-15058_S16_E1-50,-2.7940016,10.338652
LS-15058_S17_E1-50,0.6801085,7.654773
LS-15058_S18_E1-50,11.566581,-0.10542801
LS-15058_S19_E1-50,-1.5788442,6.7797647
