specimen_id,x,y,depth,structure,in_allowed_region,top_struct,top_in_allowed_region
638978050,7498.428129189147,10745.113309475002,488.14380375413805,VISpm5,True,VISpm1,True
638988062,5850.261264390994,10989.088878116128,380.24007620138684,VISp4,True,VISp1,True
639242112,5853.968285798781,11397.568463886,365.763510747472,VISp4,True,VISp1,True
639360153,5452.128230917915,9929.48023589564,454.3490065433727,VISal5,True,VISal1,True
639374007,5535.326635712399,9995.59141955421,392.41198762043547,VISal4,True,VISl1,True
639827216,5919.752526884537,11481.119057508335,565.452599049176,VISp5,True,VISp1,True
639881020,5085.343367560059,10967.902014694844,394.0133974146722,VISp4,True,VISp1,True
639910566,4853.545225350999,10980.124486704255,395.35535582957607,VISp4,True,VISp1,True
639910703,7005.115573560084,11112.597367918177,511.23415787249144,VISp5,True,VISp1,True
639996724,6846.9713898239515,10361.717292750596,760.8042765354526,VISp6a,True,VISp1,True
640002660,4199.149666874904,10618.83691689123,829.4196689489216,VISli6a,True,VISli1,True
640006296,7941.417314157488,10560.010745427382,163.56067081805583,VISpm2/3,True,VISpm1,True
640026162,4993.534938193053,11065.798110110354,767.2000684302253,VISp6a,True,VISp1,True
640088868,6950.840635430831,10872.764265919417,354.17336470918343,VISp4,True,VISp1,True
640106757,6199.631066759531,10394.574708890605,376.76280600545016,VISp4,True,VISp1,True
640109779,5755.736684238423,10111.856732104518,421.45462928562716,VISp4,True,VISp1,True
640109906,5588.381707740786,10195.737539518455,405.855971472658,VISp4,True,VISp1,True
640111874,5278.839704995476,10088.062746709045,384.79605222310516,VISl4,True,VISl1,True
640285026,6151.473296068699,11008.114739091456,332.164228262148,VISp4,True,VISp1,True
640314301,6606.347668655963,10962.766378986571,281.3675938448407,VISp2/3,True,VISp1,True
642753179,6681.362308826669,10510.31342496389,386.2315943814163,VISp4,True,VISp1,True
642763833,5422.709546111302,10918.128188837398,446.76483198758615,VISp5,True,VISp1,True
642777215,4883.172145104247,10638.791741114837,399.31183080877497,VISl4,True,VISl1,True
642790804,5735.8552289163945,11298.275405102086,451.3301221885559,VISp5,True,VISp1,True
642993450,5207.201275712,11609.34037302576,537.3304790663528,VISp5,True,VISp1,True
642998101,5432.677721269561,11741.487216720761,527.8591489708181,VISp5,True,VISp1,True
642999662,4961.094840299975,10935.665521429826,521.8435358551296,VISp5,True,VISp1,True
642999751,5545.55397547761,10199.85396416047,575.0865754380438,VISp5,True,VISp1,True
643002356,6076.654207549677,10781.632030500288,599.085049877812,VISp5,True,VISp1,True
643003647,5724.309566672708,11316.844095729386,490.5953629157815,VISp5,True,VISp1,True
643501648,6512.68452287407,10726.262224514541,377.7978637355071,VISp4,True,VISp1,True
643506594,7301.6844323702735,10864.706159123054,471.9125299620966,VISp5,True,VISp1,True
643508561,4992.023187590645,11983.395140083996,337.69790517010625,VISp4,True,VISp1,True
643510812,4836.442232787145,10926.805188580247,413.1740630821093,VISp4,True,VISl1,True
643511500,4102.120539692817,11280.705872501363,334.5520621332284,VISpl4,True,VISpl1,True
643541667,7400.806236371234,10204.13732746462,657.3537188032305,VISpm5,True,VISpm1,True
643798256,4518.782794199657,10516.72527338923,357.56551003478575,VISl4,True,VISl1,True
643808289,5621.748245792197,11111.57964345115,308.6234542951544,VISp4,True,VISp1,True
643825527,6208.632502627255,10463.523570494119,397.9823021935187,VISp4,True,VISp1,True
644482280,5258.066492428939,10614.931575241144,479.97378217542484,VISp5,True,VISp1,True
644548713,6005.538979186629,10534.052947572585,498.64622740543825,VISp5,True,VISp1,True
644581427,5582.657100525529,10457.763730196108,519.6639833164126,VISp5,True,VISp1,True
644592469,6571.183585609675,11051.142643109106,506.35184367621457,VISp5,True,VISp1,True
644818070,5493.725612279564,10410.082373831357,601.9738403997577,VISp5,True,VISp1,True
644821657,6017.185192399651,10712.247659675852,576.1063919473455,VISp5,True,VISp1,True
644827374,3635.156449616916,10960.148169268363,542.6931010548559,VISpor5,True,VISpor1,True
644832461,3845.3965991536684,11400.451982188235,628.9004164388383,VISpl5,True,VISpl1,True
644836206,4414.999423018443,11738.75722214443,561.2039356333848,VISpl5,True,VISpl1,True
644857353,5272.737180188862,10949.494486448708,156.18171974087372,VISp2/3,True,VISp1,True
644858243,4032.429395215913,10843.998933625497,494.4692014211118,VISpor5,True,VISpor1,True
644864693,4268.601338211655,11017.925475245273,500.2102833698527,VISl5,True,VISl1,True
644920260,5279.138655080766,10490.35433841246,798.0127970019646,VISp6a,True,VISp1,True
644933664,5108.589934945756,11359.874066270539,230.45711099259813,VISp2/3,True,VISp1,True
644953476,4096.968404834237,10657.194227273978,850.4131673493799,VISli6a,True,VISli1,True
644953743,4593.398903084447,10925.010919752296,809.8707654651946,VISl6a,True,VISl1,True
644964595,6617.426704650038,11225.330421307262,573.1792424519299,VISp5,True,VISp1,True
645000232,5874.201519279475,11038.833636084944,367.76408276030554,VISp4,True,VISp1,True
645144344,6281.239542842642,10497.966137562009,385.80810641534555,VISp4,True,VISp1,True
645348660,6224.092512844171,11117.878600233616,356.1370573284699,VISp4,True,VISp1,True
645354028,6112.810532628538,11090.644550317013,493.97092358585957,VISp5,True,VISp1,True
645363692,5347.287347324856,10928.863985011085,499.7354006425176,VISp5,True,VISp1,True
645364320,5683.989570505756,10513.335842051525,510.78963522144943,VISp5,True,VISp1,True
645368074,5323.969663759522,10942.119868116752,380.84643823628693,VISp4,True,VISp1,True
645369849,5020.600610878659,10772.932589639655,386.2815577878075,VISp4,True,VISp1,True
645373650,6535.3830955245285,10303.283738960166,582.6902603447414,VISp5,True,VISp1,True
645379626,3928.5047641956953,10554.602990071813,526.7676113567859,VISli5,True,VISli1,True
645379753,7691.042215452907,10881.977892724386,568.7301519382786,VISpm5,True,VISpm1,True
645380099,5994.202347338283,9924.036326312222,430.06064998414064,VISp4,True,VISp1,True
645435058,7583.760503655699,11184.935441381678,595.1001391732432,VISp5,True,VISpm1,True
645442972,5000.55971305649,10795.580110675111,551.9663668578119,VISp5,True,VISp1,True
645443249,6082.071756389714,10246.821665631187,501.2963961850006,VISp5,True,VISp1,True
645443849,5843.146987021711,10023.090688812255,392.8227302692188,VISp4,True,VISp1,True
645444644,7891.74894494058,10976.097417421708,528.6079532883377,VISpm5,True,VISpm1,True
645444689,5513.904421098206,11053.206747695769,593.0789125002945,VISp5,True,VISp1,True
645447975,5591.18853856182,11945.698314741887,547.1457916926757,VISp5,True,VISp1,True
645449397,6440.916666756001,10281.796643026333,484.3362622095076,VISp5,True,VISp1,True
645449840,5116.780350010182,11629.152958662387,543.9852333880406,VISp5,True,VISp1,True
645451268,7227.727764508971,10542.238181670507,512.9534970376437,VISp5,True,VISp1,True
645451457,5217.424079074131,12385.929486694897,713.2763932520261,VISp6a,True,VISp1,True
645453340,4765.285307620936,11744.246944059902,499.46762608626426,VISp5,True,VISp1,True
645453746,4517.594304636851,11484.439173726098,475.15796515925786,VISpl5,True,VISpl1,True
645453779,7721.813008479907,10963.743989222414,433.09731208771916,VISpm5,True,VISpm1,True
645458163,7012.72428101394,10710.025427903252,465.4217522524592,VISp5,True,VISp1,True
645518718,3889.6249164668216,10645.8558146945,349.5706869987057,VISli4,True,VISli1,True
645529777,5680.31163646589,11600.319471155322,527.9820323300805,VISp5,True,VISp1,True
645529985,4988.779070112132,11549.217561120238,571.0823675806255,VISp5,True,VISp1,True
645530172,5872.786271689167,11986.635319907964,399.74341783226475,VISp4,True,VISp1,True
645536677,6142.135566608456,10718.09115228789,338.73051822252995,VISp4,True,VISp1,True
645542364,4782.75547934298,11298.383804314088,521.8661660901448,VISp5,True,VISp1,True
645547517,6210.951214632658,10454.65067027479,527.6384330032698,VISp5,True,VISp1,True
645551825,6120.117137889375,10706.273676305002,429.3807169668965,VISp4,True,VISp1,True
645608113,5462.195263502777,10695.29541839747,413.94804410060925,VISp4,True,VISp1,True
645635525,5399.262274289351,11488.303573258505,497.585655273908,VISp5,True,VISp1,True
645648565,6075.915628571512,10505.349574116895,603.8902346914733,VISp5,True,VISp1,True
645807027,4537.293288401654,11008.145419715358,560.7584064468643,VISl5,True,VISl1,True
645814831,7040.687781479015,10350.806756448492,467.5199373955282,VISp5,True,VISp1,True
645818223,6206.771477794732,10452.39847287143,505.02402196675575,VISp5,True,VISp1,True
645834123,5753.215052513691,12189.89104596122,556.3246256177864,VISp5,True,VISp1,True
645834778,7053.312141971228,11324.301831792402,481.11646608196634,VISp5,True,VISp1,True
645902724,7197.227232567022,10392.340541962403,521.8819143517703,VISp5,True,VISp1,True
645913812,5941.948003342987,10516.787837337812,562.7911914046741,VISp5,True,VISp1,True
645934635,5487.816756200072,10275.913589453046,692.5636511402464,VISp6a,True,VISp1,True
645955689,4345.77524150382,10690.689915284918,595.9047759849411,VISl5,True,VISl1,True
646101314,4731.267171153903,11081.607863150837,396.39031056632433,VISl4,True,VISl1,True
646177634,7614.144002232151,11127.343756596147,567.3379476932515,VISpm5,True,VISpm1,True
646545810,7620.4760810616335,11701.10051221712,726.95298447731,VISp6a,True,VISp1,True
646553705,7346.286177645171,11584.368780619834,783.1391577172385,VISp6a,True,VISp1,True
646565496,5957.204511294686,10486.171620450608,876.7228279037226,VISp6b,True,VISp1,True
646574007,7129.482937622855,10686.352207961916,800.1772666697975,VISp6a,True,VISp1,True
646827381,7164.508247447889,10628.451107763609,764.3315981723654,VISp6a,True,VISp1,True
646828468,6574.294528392628,10574.684266860286,763.6383636201708,VISp6a,True,VISp1,True
646836355,6153.848070208479,9970.843345309511,687.6201511189657,VISp6a,True,VISp1,True
646849289,7828.806712057896,11687.51974239115,772.2507699868044,VISpm6a,True,RSPagl1,False
646854566,7027.25125631105,10432.313853785363,768.0625113181311,VISp6a,True,VISp1,True
647401222,4298.707571880718,10744.075240032613,696.1271179172707,VISl6a,True,VISl1,True
647764362,6058.979394297598,11360.44690453322,575.2631865876341,VISp5,True,VISp1,True
648035771,5905.485718646864,11378.057253556093,465.01907646113347,VISp5,True,VISp1,True
648093076,6571.932533710775,10146.019629366085,531.2799797822692,VISp5,True,VISp1,True
648115263,6652.4418545982535,10713.610115362908,700.7122815433762,VISp6a,True,VISp1,True
648143167,6656.414059145119,11413.293092380816,529.1120730221387,VISp5,True,VISp1,True
648315812,7205.949847021124,10840.832901565995,404.7293082685568,VISp4,True,VISp1,True
650331035,5277.458261276204,9985.621832070741,897.0611942262935,VISl6b,True,VISl1,True
650346437,7109.505843969642,10425.674170368437,874.861449574704,VISp6b,True,VISp1,True
651041745,6704.407758317234,10549.046625960393,430.32795538131705,VISp5,True,VISp1,True
651055533,6223.4179912727,11487.343744364494,488.47472127965773,VISp5,True,VISp1,True
652175435,6657.097406333882,10373.869372342195,558.4934782497802,VISp5,True,VISp1,True
652532278,6375.622715342617,10968.019031326254,545.0147643717339,VISp5,True,VISp1,True
652544407,4761.525909951794,9983.993941268187,556.1459759964525,VISl5,True,VISl1,True
652789704,5869.040899781404,11561.44596345176,477.776115792536,VISp5,True,VISp1,True
652958648,5559.714194587623,10687.248543614021,420.96456159387606,VISp4,True,VISp1,True
652959315,4547.1813038819455,10870.058559101544,387.5506716705752,VISl4,True,VISl1,True
652959487,6563.048449255465,11115.47707955233,560.1473694169713,VISp5,True,VISp1,True
652960852,6588.901929446443,11774.453302213355,510.21463788041024,VISp5,True,VISp1,True
653193740,5320.424892120277,10721.87392621041,730.3341146505298,VISp6a,True,VISp1,True
653195521,5726.180795809056,10891.320055622356,784.7772142729648,VISp6a,True,VISp1,True
653196313,6832.739426844682,10696.832292331817,843.2571512343486,VISp6a,True,VISp1,True
653197964,7351.680670204685,11278.106581844642,745.5983578396474,VISp6a,True,VISp1,True
653200894,6259.558543717891,10656.249636410894,824.5255675366395,VISp6a,True,VISp1,True
656714583,5861.400334920895,11737.977026741375,502.51050903098536,VISp5,True,VISp1,True
656721795,5740.410296930839,11295.005987320186,545.8235537128216,VISp5,True,VISp1,True
656947791,6423.529258134802,11378.344965041013,505.54121736096056,VISp5,True,VISp1,True
656948675,4954.4024299172615,11511.179740844636,532.1603365470233,VISp5,True,VISp1,True
657192687,6688.96826478961,10643.280503890566,526.1052898880838,VISp5,True,VISp1,True
661481525,7189.77367345932,11395.995327890872,43.15232240470004,VISp1,True,VISp1,True
661513942,7386.8789917976355,11513.515078140015,834.4927283720926,VISp6a,True,VISp1,True
665201523,5747.763249973965,12417.17449600964,863.0701562443809,VISp6a,True,VISp1,True
667328279,5096.705756208756,11181.339232332331,91.6035525526185,VISp1,True,VISp1,True
667490896,4390.292500961812,11074.312371049966,825.8744574413926,VISl6a,True,VISl1,True
668474280,6930.770085585833,11233.75193027028,132.24881925192818,VISp2/3,True,VISp1,True
672644038,6756.542279727627,10963.647326011138,391.13832809362276,VISp4,True,VISp1,True
672645198,6130.705966696563,10812.463873492927,270.5406617509792,VISp2/3,True,VISp1,True
673387671,6983.324298863826,10941.413096509277,488.2619012896466,VISp5,True,VISp1,True
673583983,6283.940099298766,10688.044009260691,575.0951184685922,VISp5,True,VISp1,True
673643261,7262.0642888584425,10459.936350326208,563.9663605504828,VISp5,True,VISp1,True
678661149,7617.996180179371,10732.036647234565,639.0100458161711,VISpm5,True,VISpm1,True
679010561,6236.628919257455,11693.403076858332,465.1436357069074,VISp5,True,VISp1,True
679183249,3993.32296928269,11754.294643118046,482.5242605699298,VISpl5,True,VISpl1,True
679185666,6002.060254809885,11715.171195581497,511.05684052638475,VISp5,True,VISp1,True
679211312,7314.474218141518,12241.377641913881,468.22411499222704,VISp5,True,VISp1,True
679270434,5123.191703588781,11183.078589938761,509.7997021089934,VISp5,True,VISp1,True
679471718,7466.29310681667,11431.216509117987,497.2769778775311,VISp5,True,VISp1,True
679471957,7441.935711051138,11821.966971313395,506.61825526382546,VISp5,True,VISp1,True
679511332,6564.328524709854,11163.11135619061,469.5619824701174,VISp5,True,VISp1,True
679557513,5463.885070102095,11309.123725406622,528.2268241099936,VISp5,True,VISp1,True
679647266,6929.57298824964,11204.895987054579,449.8258407475416,VISp4,True,VISp1,True
680574993,6282.150672983184,11211.22347710532,536.8933618329793,VISp5,True,VISp1,True
680858122,7691.204349058961,11140.937480035982,127.5662547687989,VISpm2/3,True,VISpm1,True
680954928,5942.623148909079,10555.249552745372,382.152433009372,VISp4,True,VISp1,True
680969310,6849.571226061397,10747.554089068346,402.6337354286198,VISp4,True,VISp1,True
680973517,7193.916921312286,10823.564028647097,397.70392704286644,VISp4,True,VISp1,True
681400617,7848.822004397951,10428.018307971213,589.7788209617054,VISpm5,True,VISpm1,True
681405248,7343.583229695114,10308.274410482047,580.370579572204,VISp5,True,VISp1,True
681419547,6833.937815547148,10197.837430089188,598.0360639694678,VISp5,True,VISp1,True
681554845,4793.907657217328,10227.515828811196,490.8614348060302,VISl5,True,VISl1,True
681636493,5318.757596654781,10879.291643789198,490.6928026206535,VISp5,True,VISp1,True
681639459,5130.025465037769,10820.321913144537,509.7972603002115,VISp5,True,VISp1,True
681897314,7651.563374021025,11311.495132637712,572.2937665538097,VISpm5,True,VISpm1,True
681907807,7255.998814647264,11113.05458195039,455.06434070539706,VISp5,True,VISp1,True
681912683,6805.006449642168,11002.657195528453,484.0195548326343,VISp5,True,VISp1,True
681931335,6272.677722010266,10539.901255666027,521.6411250091943,VISp5,True,VISp1,True
681937682,7349.240419257071,10904.16303817798,518.8649154076958,VISp5,True,VISp1,True
681939807,6615.745099159348,10589.052867581213,409.7692453764679,VISp4,True,VISp1,True
693261769,7536.855366163877,10717.875949031328,469.83438390206015,VISpm5,True,VISpm1,True
693265542,6349.671909728204,10656.56350994969,453.94147972367244,VISp5,True,VISp1,True
693266006,6169.363350113289,10565.639294526434,691.8724939943095,VISp6a,True,VISp1,True
693269523,6438.98903720767,10129.026299098192,278.9485627361418,VISp2/3,True,VISp1,True
693274467,6945.118758702393,10267.108323428125,547.9704793966982,VISp5,True,VISp1,True
694745882,7261.972241372949,10486.811017049984,487.3264599639161,VISp5,True,VISp1,True
694830305,6952.362835346349,10367.46533121056,538.8806430558459,VISp5,True,VISp1,True
694841940,7615.317501887972,10535.731392153193,679.6142438930272,VISpm5,True,VISpm1,True
695406854,5904.546046201258,10882.831958670828,544.4057438933647,VISp5,True,VISp1,True
695424422,7086.4346627791165,10168.7299219062,637.1945423083937,VISp5,True,VISp1,True
695440507,7944.060914270067,10334.91300638697,735.856415043439,VISpm6a,True,VISpm1,True
697506892,7385.60872692643,10444.884503543728,711.4796883958309,VISp6a,True,VISp1,True
697521266,6656.247704242267,10363.838947122636,745.9611190550813,VISp6a,True,VISp1,True
697525735,6291.308245575593,10283.276475705889,814.2931648303598,VISp6a,True,VISp1,True
697538916,5876.110160472423,10141.91816710873,730.6795967343264,VISp6a,True,VISp1,True
698237160,7023.671469983432,11486.043233640303,621.1631008916416,VISp5,True,VISp1,True
698658322,6970.869114806032,10982.821974408467,585.3161638237758,VISp5,True,VISp1,True
698668188,6794.452726119069,10771.86411072749,580.0804462255544,VISp5,True,VISp1,True
698675821,7251.25941282763,10481.567265800306,508.8131475636895,VISp5,True,VISp1,True
698676093,6662.889589225043,10858.967563515453,477.4669466937352,VISp5,True,VISp1,True
698700813,7690.304504065715,10618.970455558509,723.666511964837,VISpm6a,True,VISpm1,True
698726330,8003.164672667757,10437.207407117321,344.06423482198915,VISpm4,True,VISpm1,True
699810540,7855.349005868437,10734.879695158437,420.42921518217554,VISpm4,True,VISpm1,True
699818438,7351.820050323275,10644.827980929922,680.8935348089788,VISp5,True,VISp1,True
701074357,6509.96449282908,10401.754446737497,551.6260765738259,VISp5,True,VISp1,True
701074400,6133.863552353151,10984.104829856275,535.2664915055694,VISp5,True,VISp1,True
701075085,7534.892553398915,10724.253206675312,786.1933676665774,VISpm6a,True,VISpm1,True
701075123,5671.3126380728,10993.370511143714,892.9574085419839,VISp6b,True,VISp1,True
701160557,6465.934378637196,11288.821808658093,448.8459223327971,VISp5,True,VISp1,True
702023186,7485.130840537399,10436.98833942595,551.72418874773,VISpm5,True,VISpm1,True
705302304,7059.696284328014,11124.655016494844,238.73247058618688,VISp2/3,True,VISp1,True
705839974,7192.438422548967,10191.027060079867,178.94895642240442,VISp2/3,True,VISp1,True
706461666,6635.141948976099,9821.65467969992,182.6426589853437,VISp2/3,True,VISp1,True
709442586,7582.750309708977,10545.854584125878,212.53523487423024,VISpm2/3,True,VISpm1,True
711564509,6885.250107774738,11170.411023339177,468.1541293763322,VISp5,True,VISp1,True
711573106,6302.934511556683,10921.111758142226,515.1638524852665,VISp5,True,VISp1,True
712145820,7070.5993568337235,10782.20673559757,496.2850905432026,VISp5,True,VISp1,True
712153315,6495.926548438597,10480.369197658656,524.4372131834463,VISp5,True,VISp1,True
716309237,6077.721669966488,10902.338522482609,876.4075454426395,VISp6b,True,VISp1,True
716591562,7905.422269848845,11269.169590038253,486.94111852322203,VISpm5,True,RSPagl1,False
716596648,6592.713726282189,10925.430324823807,484.09070876886113,VISp5,True,VISp1,True
716779804,7156.593497208807,11243.772645265726,730.3295551683759,VISp6a,True,VISp1,True
716784611,7521.108929844096,10740.81337310397,365.7995137014097,VISpm4,True,VISpm1,True
716793760,6703.7225436141125,11042.53630720311,642.3074839094475,VISp5,True,VISp1,True
716853260,7570.9334469373825,10825.797449591311,132.6038298405212,VISpm2/3,True,VISpm1,True
716853454,6052.085691142887,11379.356323059332,787.0339498915881,VISp6a,True,VISp1,True
717076419,7228.000227775633,11501.433945479785,732.5831452517831,VISp6a,True,VISp1,True
717079828,6285.353869194047,10977.226549235902,359.16508275646765,VISp4,True,VISp1,True
717085044,7285.209699825758,10959.620172318035,445.803309572041,VISp4,True,VISp1,True
717089521,7574.083408908868,10484.028693897715,124.19012223386885,VISpm2/3,True,VISpm1,True
717094565,6265.72790721387,10283.815854784927,877.4798580018265,VISp6b,True,VISp1,True
717113701,6714.699048581852,10635.726203571285,220.4331060597629,VISp2/3,True,VISp1,True
717306549,6620.522566015747,10715.279047294482,438.6793462624209,VISp4,True,VISp1,True
717313398,5966.241639945849,10530.499518756485,408.91383060201383,VISp4,True,VISp1,True
724539260,6681.855130474611,11043.017910932265,781.4234007520652,VISp6a,True,VISp1,True
727134547,8051.371068034072,12375.041800621455,874.5433205702818,VISp6a,True,RSPagl1,False
728498232,7207.2063510097,11455.348204136484,734.9846639952173,VISp6a,True,VISp1,True
730820711,7035.118262369848,11077.704738581378,740.7963071938653,VISp6a,True,VISp1,True
731877507,6769.2789660511935,10953.322108205912,524.7704302524788,VISp5,True,VISp1,True
732003615,6558.048055354297,11436.671678671335,902.9349606081512,VISp6b,True,VISp1,True
733620016,6838.902387646559,10547.689914409211,893.0759199276414,VISp6b,True,VISp1,True
735205632,7367.214582449465,11280.87852947396,393.24112190338667,VISp4,True,VISp1,True
735258437,6356.256162941601,11230.835241470464,379.15366008803124,VISp4,True,VISp1,True
736491141,7900.654100360279,10250.012468802524,701.7431567335283,VISpm6a,True,VISpm1,True
736499017,7238.627661994879,10520.972580436519,748.6331852022595,VISp6a,True,VISp1,True
737997401,7484.8486958465055,10710.7793635647,133.0483545018097,VISpm2/3,True,VISpm1,True
739840659,7218.607286658461,10862.19809438018,128.90182040088632,VISp2/3,True,VISp1,True
740290698,6333.7838861026175,10572.355409558928,833.7169065352259,VISp6a,True,VISp1,True
740305711,6429.560499520544,10594.659437698076,853.0340495619147,VISp6a,True,VISp1,True
740318831,6774.359076517647,10656.94200437825,763.7946112433898,VISp6a,True,VISp1,True
740373591,7037.943561436667,11622.021026585326,168.1076275733881,VISp2/3,True,VISp1,True
740410280,6186.078436981403,11426.064577285306,737.2868998580332,VISp6a,True,VISp1,True
741206508,7557.924482700802,10465.060737768883,721.1447963490058,VISpm6a,True,VISpm1,True
741213831,8034.235032343764,10595.006428437035,774.9125179728503,VISpm6a,True,VISpm1,True
741865175,6625.601691320078,10507.358221274364,815.1938424384084,VISp6a,True,VISp1,True
742014521,6441.479961669253,10956.491242018314,743.252659356759,VISp6a,True,VISp1,True
742019567,6196.818462116058,10844.15343744229,821.0362245948055,VISp6a,True,VISp1,True
742023028,5760.267123465292,10657.821230902064,718.9530686211967,VISp6a,True,VISp1,True
742521771,7724.725586682663,10986.416541551895,513.3999057369496,VISpm5,True,VISpm1,True
742538397,7912.214355447087,11033.453043689315,482.4694164080495,VISpm5,True,VISpm1,True
742596680,4542.886607754257,10281.872295021314,552.2715817643925,VISl5,True,VISl1,True
742717602,4877.672186470604,11012.440322834234,798.1448344644975,VISp6a,True,VISp1,True
742734652,7476.9297392721355,11725.722772420278,589.4518787181293,VISp5,True,VISp1,True
742940722,7098.114570405753,11191.809327666359,698.8297874535236,VISp6a,True,VISp1,True
743027332,6769.5103437938815,9861.009734365185,518.1270850791159,VISp5,True,VISp1,True
743115891,6096.244950247084,10857.375065521448,553.8240736802998,VISp5,True,VISp1,True
743122822,6495.327724563204,10937.046706990839,507.5804609337803,VISp5,True,VISp1,True
743134436,6851.358138241498,11086.762485907217,619.9300423805616,VISp5,True,VISp1,True
743754524,5631.040532172698,11339.543431477068,708.1131970221415,VISp6a,True,VISp1,True
762706824,6586.354871443933,11038.956901377802,291.2097732147646,VISp2/3,True,VISp1,True
763943332,6348.503561673431,10962.80661072521,819.6156325266468,VISp6a,True,VISp1,True
763970766,5835.11863027985,10724.009479656006,365.73803333656923,VISp4,True,VISp1,True
763994181,5326.179196271658,10505.494858188056,633.9722505293462,VISp5,True,VISp1,True
764033223,6832.159714139174,11124.788518224632,486.08761533192876,VISp5,True,VISp1,True
764056194,7349.053546094015,11342.826270633797,484.64474308882694,VISp5,True,VISp1,True
764475368,4932.528285167034,10052.181493331655,411.59541411797574,VISl4,True,VISl1,True
764477652,6025.8847786309725,10822.069934685234,358.9572299189873,VISp4,True,VISp1,True
764482368,5892.1419171569905,10754.004731386147,405.52589961155513,VISp4,True,VISp1,True
764492424,5985.3570147049595,10550.577938844743,427.42104757436346,VISp4,True,VISp1,True
764494187,6849.613073406207,11147.848944387162,352.3744349369708,VISp4,True,VISp1,True
764495103,6402.630549164407,10745.750840438724,399.2449204868707,VISp4,True,VISp1,True
764497316,4043.3268517239253,11071.887758209545,868.2075836543331,VISp,True,VISpl1,True
764497776,6693.712651218253,10971.43599241772,377.6922286107971,VISp4,True,VISp1,True
764498318,6042.583829568483,10571.845701986358,759.8569356406002,VISp6a,True,VISp1,True
764500477,7338.07938682623,11219.18654386369,354.9544140484301,VISp4,True,VISp1,True
765881445,5044.699897909123,10518.582595388973,785.2987314992613,VISl6a,True,VISl1,True
767362340,5934.174008791592,10961.565602585631,766.7864566268596,VISp6a,True,VISp1,True
