"","x"
"128","Dapk2"
"129","Scnn1a"
"130","LOC102634300"
"131","Mmel1"
"132","Kcnab1"
"133","Slc24a3"
"134","Cxxc4"
"135","Mb21d2"
"136","Plxdc1"
"137","Gm29674"
"138","Kcnab3"
"139","Lhfp"
"140","Tanc1"
"141","Zfp385b"
"142","Tox"
"143","Col26a1"
"144","Ptgfrn"
"145","Medag"
"146","Lama4"
"147","6330416G13Rik"
"148","Bok"
"149","Calb1"
"150","Ntrk3"
"151","Fam84a"
"152","C1ql3"
"153","Gnal"
"154","Gsg1l"
"155","D8Ertd82e"
"156","Reln"
"157","Pter"
"158","G630016G05Rik"
"159","Matn2"
"160","Gucy1a3"
"161","Evc2"
"162","Gm31075"
"163","Cdh7"
"164","Fezf2"
"165","BC006965"
"166","Klhdc8a"
"167","Sulf2"
"168","Galntl6"
"169","Dpy19l1"
"170","Hsd11b1"
"171","Hs3st2"
"172","Ptprm"
"173","Endou"
"174","Pkib"
"175","Slc35g2"
"176","Slc5a5"
"177","Vwc2l"
"178","Deptor"
"179","BC030500"
"180","Trpc3"
"181","Susd5"
"182","Shisa3"
"183","Gm9844"
"184","G0s2"
"185","Htr1f"
"186","Crym"
"187","Sstr2"
"188","1700019D03Rik"
"189","Cux2"
"190","B230216N24Rik"
"191","Pvrl3"
"192","Kctd1"
"193","Nr4a3"
"194","Lingo2"
"195","Nr4a2"
"196","Prkg2"
"197","Kitl"
"198","Il1rapl2"
"199","Tmem91"
"200","Tcerg1l"
"201","Cryab"
"202","Chrna4"
"203","Tcrb"
"204","Myl4"
"205","Olfm3"
"206","Foxo1"
"207","Plcxd3"
"208","Ccdc80"
"209","Fras1"
"210","Esrrg"
"211","Rprm"
"212","Lamp5"
"213","Cpne6"
"214","Ptprk"
"215","Car4"
"216","BC030499"
"217","Btbd3"
"218","Nav1"
"219","Synpr"
"220","Rgs14"
"221","Batf3"
"222","Gm3788"
"223","Ctsz"
"224","Grik3"
"225","Gadd45a"
"226","Aldoc"
"227","Cd83"
"228","Gng12"
"229","St6galnac5"
"230","Fam19a1"
"231","Gpr88"
"232","Rbm24"
"233","LOC102634502"
"234","Tmem108"
"235","Lppr3"
"236","Gm20063"
"237","Slit3"
"238","Egr2"
"239","Atp6ap1l"
"240","Sema3e"
"241","Asb2"
"242","Arhgap25"
"243","Blnk"
"244","Pdlim1"
"245","Colq"
"246","Galnt14"
"247","Adamts5"
"248","Col6a1"
"249","Lmo3"
"250","Itga7"
"251","Stac2"
"252","Stxbp6"
"253","Marcksl1"
"254","Bhlhe22"
"255","Lhx2"
"256","Pak6"
"257","Marcksl1-ps3"
"258","Gm7334"
"259","Rasgrf2"
"260","Pld5"
"261","Npc1l1"
"262","Pitpnc1"
"263","Ucma"
"264","Adssl1"
"265","Arhgap15"
"266","Inf2"
"267","Ccnd1"
"268","Dpp4"
"269","Hrh3"
"270","Lypd6b"
"271","Hgf"
"272","Onecut2"
"273","Pdzrn3"
"274","Cpne8"
"275","BC048546"
"276","A830009L08Rik"
"277","Fam19a2"
"278","Gpc6"
"279","Rcn1"
"280","Cpne4"
"281","Kirrel3"
"282","Prdm8"
"283","Gm2694"
"284","Cdh9"
"285","Bcl11b"
"286","Osr1"
"287","Sema5b"
"288","Slc26a4"
"289","Adra1b"
"290","Nfia"
"291","Rspo2"
"292","Pdia5"
"293","Drd1"
"294","Kazald1"
"295","Plekha2"
"296","Ptpru"
"297","8030453O22Rik"
"298","Fgf10"
"299","Nnat"
"300","Spsb1"
"301","Cited1"
"302","Plaur"
"303","Serinc2"
"304","Qpct"
"305","Cxx1a"
"306","S100a10"
"307","Grp"
"308","LOC102637959"
"309","Gm30687"
"310","Kcnk2"
"311","Ankrd6"
"312","Rxfp1"
"313","Ppapdc1a"
"314","LOC105245190"
"315","Cplx3"
"316","Cmbl"
"317","Sulf1"
"318","Gm36916"
"319","Gm5864"
"320","Dlc1"
"321","Tunar"
"322","Pou6f2"
"323","Cntnap4"
"324","Nptx2"
"325","Mir132"
"326","Prss22"
"327","Lpar1"
"328","Thrsp"
"329","Adamts2"
"330","St6gal1"
"331","Acot1"
"332","Islr2"
"333","C1ra"
"334","Foxo6"
"335","Epha6"
"336","Gm20754"
"337","LOC105245487"
"338","Egfem1"
"339","Tle1"
"340","Serpine2"
"341","Plagl1"
"342","Zar1l"
"343","Tgm3"
"344","Abi3bp"
"345","Gm19410"
"346","Ntn5"
"347","LOC105246064"
"348","Col18a1"
"349","Rmst"
"350","Csrp2"
"351","Mir135a-2"
"352","LOC105244137"
"353","Mustn1"
"354","Sema3c"
"355","Dnah14"
"356","Serpina3n"
"357","Ifitm10"
"358","Kcng1"
"359","Ntng1"
"360","Opn3"
"361","Tubb2b"
"362","Slc35f1"
"363","Slc30a3"
"364","Timp2"
"365","Enpp2"
"366","Btg3"
"367","Mpped1"
"368","Kcnip3"
"369","2010204K13Rik"
"370","Fam135b"
"371","Baalc"
"372","Synj2"
"373","2510009E07Rik"
"374","Pvrl1"
"375","Spon1"
"376","Car2"
"377","Nr2f2"
"378","Oprk1"
"379","Col11a1"
"380","Cntnap3"
"381","Car3"
"382","Casp12"
"383","Gtf2a1l"
"384","Car1"
"385","Gm32647"
"386","Cgnl1"
"387","Lypd6"
"388","Rarres1"
"389","Gfra1"
"390","Col24a1"
"391","Rgs12"
"392","LOC105246048"
"393","Nmb"
"394","E030003E18Rik"
"395","Luzp2"
"396","Ctgf"
"397","Cbln1"
"398","B3gat2"
"399","Serpinb9"
"400","Cartpt"
"401","Trem2"
"402","Itm2a"
"403","Shisa6"
"404","Itpkb"
"405","Gm35222"
"406","Gm34583"
"407","Npbwr1"
"408","LOC102638890"
"409","Zfp804a"
"410","Copz2"
"411","Pmp22"
"412","Lepr"
"413","Ntng2"
"414","Lrrtm4"
"415","Kcnv1"
"416","Atp2b4"
"417","Bdnf"
"418","Cdkn1a"
"419","Fstl4"
"420","Gm34996"
"421","Igfbp6"
"422","Crtac1"
"423","Nptx1"
"424","Kctd4"
"425","Alcam"
"426","Pcdh17"
"427","Wipf3"
"428","Mmp17"
"429","Otx1"
"430","Chrna6"
"431","Grin3a"
"432","Chrnb3"
"433","Fam84b"
"434","2310002F09Rik"
"435","Klk8"
"436","Vgll3"
"437","Fn1"
"438","Lyz2"
"439","Klk9"
"440","Scml2"
"441","Snx8"
"442","Gm30648"
"443","Wwtr1"
"444","Rasgrp2"
"445","Pygm"
"446","Gm32517"
"447","Coro6"
"448","Parm1"
"449","Gm36357"
"450","9930014A18Rik"
"451","Gm30371"
"452","Ndrg2"
"453","Nrip3"
"454","Mme"
"455","Sema4g"
"456","Rnd2"
"457","Raver2"
"458","Sorcs1"
"459","Gm2164"
"460","Vsig2"
"461","Akap12"
"462","Syt9"
"463","Fxyd6"
"464","Hpcal1"
"465","Ak4"
"466","Nbl1"
"467","Hspa2"
"468","Rsph9"
"469","Dusp18"
"470","Ak3l2-ps"
"471","Gm7271"
"472","Lgr5"
"473","Tnfaip8"
"474","Gm20609"
"475","Erg"
"476","Syt2"
"477","Pvalb"
"478","Stk17b"
"479","Gprc5b"
"480","Bcan"
"481","Mt2"
"482","Tekt5"
"483","Teddm3"
"484","H2-M3"
"485","6430573F11Rik"
"486","Nudt7"
"487","A330050F15Rik"
"488","Gng5"
"489","Kctd8"
"490","LOC105245960"
"491","Casz1"
"492","Tshz2"
"493","Oprm1"
"494","Gm13629"
"495","Car10"
"496","Camk2d"
"497","Rasgef1b"
"498","Nrtn"
"499","Depdc7"
"500","Stac"
"501","Fgf11"
"502","Amdhd1"
"503","Alk"
"504","Mmp9"
"505","Fam20a"
"506","Cort"
"507","Npr3"
"508","Gpr161"
"509","Samd3"
"510","Kcns3"
"511","Prph"
"512","Fxyd7"
"513","Rasl11b"
"514","Camk1"
"515","Pde7b"
"516","Gm9925"
"517","Zdhhc22"
"518","Klf5"
"519","C1ql2"
"520","Gm32960"
"521","Pbx3"
"522","Snrpn"
"523","Ankrd34b"
"524","Gm19744"
"525","Fgfr1"
"526","Tox2"
"527","Kcnip2"
"528","Kcng2"
"529","Gm34587"
"530","Scara3"
"531","Cntn6"
"532","Scn4b"
"533","Pcsk5"
"534","Krt80"
"535","Lhfpl5"
"536","Capn3"
"537","Penk"
"538","Cbln4"
"539","Pcdh20"
"540","Dusp5"
"541","Pcdh15"
"542","Igfbp4"
"543","Qrfpr"
"544","Grb14"
"545","Ccbe1"
"546","Lpl"
"547","Pts"
"548","Grm1"
"549","Etv1"
"550","Aldh3b2"
"551","Neto2"
"552","Gfra2"
"553","Scube1"
"554","Rnd3"
"555","Osbpl3"
"556","Dcdc2a"
"557","Igsf3"
"558","Trhde"
"559","Grm4"
"560","Asb11"
"561","Palmd"
"562","Ankrd63"
"563","Gm11744"
"564","Ephx1"
"565","Plcb4"
"566","Mxra7"
"567","Hbegf"
"568","Adra1d"
"569","Rbp4"
"570","Amn"
"571","H2-D1"
"572","Dclk3"
"573","Gm3948"
"574","Crlf1"
"575","Slc7a3"
"576","Pxdc1"
"577","Tmem243"
"578","Dact2"
"579","Fhl1"
"580","Masp1"
"581","Zfp296"
"582","Sptssb"
"583","Neurod1"
"584","Plxnd1"
"585","Arhgap31"
"586","Ddah1"
"587","Clmp"
"588","Slc17a6"
"589","Nrp1"
"590","Llgl2"
"591","Rhoc"
"592","Gm31097"
"593","Dmkn"
"594","Pdzrn4"
"595","Pou3f2"
"596","Gpr133"
"597","Lbh"
"598","Lipg"
"599","Prss23"
"600","Lor"
"601","Ddit4l"
"602","Alox12b"
"603","Gm34843"
"604","Cd24a"
"605","Tmem163"
"606","Gpx3"
"607","Ppfibp2"
"608","Cd34"
"609","Mmd2"
"610","Bmp2"
"611","Dkk3"
"612","Scn3b"
"613","Slitrk1"
"614","Unc5d"
"615","Cpne5"
"616","Cav2"
"617","Cacna2d2"
"618","Lacc1"
"619","Cdh10"
"620","Pde1b"
"621","Tmem145"
"622","Fstl5"
"623","Shroom2"
"624","Cited4"
"625","Rims3"
"626","Vwa1"
"627","Gpc4"
"628","Cxcl12"
"629","Trpc6"
"630","Fam183b"
"631","Hspa1b"
"632","Tmem196"
"633","Jsrp1"
"634","Sox5"
"635","Fcor"
"636","Cygb"
"637","Gm32575"
"638","Pip5k1b"
"639","Ccdc3"
"640","Prox2"
"641","Jup"
"642","Kazn"
"643","Igsf21"
"644","Gm765"
"645","Acvr1c"
"646","Prex1"
"647","Csgalnact1"
"648","Rab3b"
"649","Jam2"
"650","S1pr3"
"651","Bglap3"
"652","Fbxo32"
"653","Tgfbr1"
"654","Tspan9"
"655","Sorcs3"
"656","Metrnl"
"657","Gm5454"
"658","Vstm2b"
"659","Epb4.1l2"
"660","Gpr115"
"661","Susd2"
"662","Itga4"
"663","LOC102640985"
"664","Coro1c"
"665","Ifi27"
"666","Man1a"
"667","Cdh18"
"668","Cd302"
"669","Grm2"
"670","Homer2"
"671","Myh14"
"672","LOC105245598"
"673","Fancd2"
"674","Sdk2"
"675","LOC105242740"
"676","Cwh43"
"677","Syt10"
"678","LOC101056001"
"679","Krt12"
"680","Prss12"
"681","Cbln2"
"682","Ptgs2os"
"683","Kcnh4"
"684","A830029E22Rik"
"685","Klhl4"
"686","Tmem44"
"687","Sema5a"
"688","Cdh12"
"689","Kcnc2"
"690","Ust"
"691","Ipcef1"
"692","Gng7"
"693","Tmem150c"
"694","Cenpa"
"695","Fndc5"
"696","Npy1r"
"697","Mc4r"
"698","Fxyd1"
"699","Rhbdl3"
"700","Gm26604"
"701","Igfbp2"
"702","Aldh1l1"
"703","Slc6a7"
"704","Htr1a"
"705","Tspan6"
"706","Gabra5"
"707","Ninj1"
"708","Chst8"
"709","Cyb5r1"
"710","Ryr3"
"711","Smpdl3a"
"712","Ppfia4"
"713","Spag5"
"714","Plch2"
"715","Rai2"
"716","B9d2"
"717","Hrk"
"718","Myo1b"
"719","Hkdc1"
"720","Gm15723"
"721","LOC100861727"
"722","Akap13"
"723","Limch1"
"724","Ndst3"
"725","Grm8"
"726","Dleu7"
"727","Fam124a"
"728","Kcnh5"
"729","Tshz1"
"730","Pdzd2"
"731","Hs6st3"
"732","Gm6087"
"733","Mt1"
"734","Col6a2"
"735","Cntn4"
"736","Ackr3"
"737","Lamc2"
"738","Sema3f"
"739","Frzb"
"740","Gnb4"
"741","Hs6st2"
"742","2810468N07Rik"
"743","Plcxd2"
"744","Wls"
"745","Hspb3"
"746","Prr16"
"747","Bmp3"
"748","Ptpre"
"749","1110032F04Rik"
"750","Car12"
"751","Rcan2"
"752","Hs3st1"
"753","Adamts3"
"754","Socs2"
"755","Tnnt2"
"756","St3gal6"
"757","Acer2"
"758","Epb4.1"
"759","Cdkn1c"
"760","Ramp3"
"761","Chn2"
"762","Grm3"
"763","Pacsin2"
"764","Trib2"
"765","Crhr1"
"766","Exph5"
"767","Sema3a"
"768","Plxna4"
"769","Herc6"
"770","Ncam2"
"771","Smad3"
"772","C130074G19Rik"
"773","3110007F17Rik"
"774","Kcnh1"
"775","St6gal2"
"776","Scn3a"
"777","Fxyd5"
"778","Ovol2"
"779","Kcnc1"
"780","Vat1l"
"781","Pde9a"
"782","Il1rap"
"783","Cacna1h"
"784","Fam126a"
"785","Spock3"
"786","1810041L15Rik"
"787","Barx2"
"788","Fjx1"
"789","Gm13306"
"790","Il11ra1"
"791","Cnn3"
"792","Sema6a"
"793","Efna1"
"794","Zfp462"
"795","Plxdc2"
"796","Col25a1"
"797","LOC105244051"
"798","Slc29a1"
"799","E230016M11Rik"
"800","Gabrg3"
"801","Cdh6"
"802","Igfbp5"
"803","LOC102635707"
"804","Slc13a5"
"805","LOC105244162"
"806","9430021M05Rik"
"807","Cdh20"
"808","N4bp3"
"809","Rai14"
"810","Anxa4"
"811","Sall2"
"812","Aldh1b1"
"813","Ltbp3"
"814","Sstr1"
"815","Alox5ap"
"816","Maf"
"817","Fam43a"
"818","Trps1"
"819","Dynlrb2"
"820","Col19a1"
"821","Robo3"
"822","LOC105244904"
"823","Ifitm2"
"824","Cdh8"
"825","Adamts13"
"826","Utrn"
"827","Rgs9"
"828","Cbfb"
"829","Lppr1"
"830","Nrsn2"
"831","LOC105243177"
"832","Gpr12"
"833","Rnf39"
"834","Il12a"
"835","Gstt1"
"836","Rgma"
"837","Robo1"
"838","Ndrg1"
"839","Ugt8a"
"840","Agpat9"
"841","Rgs10"
"842","Dtl"
"843","Lrg1"
"844","Efnb3"
"845","Dnah5"
"846","Col15a1"
"847","Gm13791"
"848","Hopx"
"849","Nppc"
"850","Dcc"
"851","Phlda3"
"852","Runx2"
"853","Igtp"
"854","1700028P14Rik"
"855","Ptchd2"
"856","Sntb2"
"857","Gstm1"
"858","Krt77"
"859","Dner"
"860","Gm2824"
"861","Sertm1"
"862","Htra1"
"863","Tns1"
"864","Phactr2"
"865","LOC102640042"
"866","Cyp7b1"
"867","Arhgap12"
"868","Mobp"
"869","Sgcz"
"870","Crim1"
"871","Rnf144a"
"872","Stat4"
"873","Gcnt2"
"874","Gse1"
"875","Gm32793"
"876","Man1c1"
"877","Nr3c2"
"878","Neu2"
"879","A330102I10Rik"
"880","Tmod1"
"881","Ptprt"
"882","Per3"
"883","LOC102633357"
"884","Adcyap1r1"
"885","Gm30512"
"886","Parva"
"887","Trpc5"
"888","Cast"
"889","Efemp2"
"890","Mfap2"
"891","Relt"
"892","1700016K19Rik"
"893","Fabp7"
"894","Tnfrsf19"
"895","Pparg"
"896","Cox7a1"
"897","Yap1"
"898","Fhad1"
"899","Pcdh11x"
"900","Slc24a4"
"901","1700001O22Rik"
"902","Mkx"
"903","Ptprf"
"904","Pdgfc"
"905","Zfp57"
"906","Efcab6"
"907","Ctxn3"
"908","I830012O16Rik"
"909","BB557941"
"910","Ccdc141"
"911","Zfp941"
"912","Sftpc"
"913","LOC102635783"
"914","Cthrc1"
"915","LOC102640933"
"916","C77080"
"917","Chst11"
"918","Gm32091"
"919","Fgf9"
"920","Mgp"
"921","Epha3"
"922","Cdk18"
"923","Cflar"
"924","Ubash3b"
"925","Pvt1"
"926","Fam101b"
"927","Kiss1r"
"928","Nog"
"929","Krt1"
"930","C130026L21Rik"
"931","Efcab1"
"932","Chst15"
"933","Tmem200a"
"934","Cacna1a"
"935","Hrh1"
"936","LOC105242741"
"937","Klhl40"
"938","Tnnc1"
"939","Cntn5"
"940","Ifit3"
"941","Elovl2"
"942","Gm8281"
"943","Kit"
"944","Pwwp2b"
"945","Angpt1"
"946","Il17ra"
"947","Sept9"
"948","Ramp2"
"949","5330416C01Rik"
"950","Aldh1a1"
"951","Srgap1"
"952","Aard"
"953","Cdc42ep2"
"954","Zeb1"
"955","Spns2"
"956","1500009L16Rik"
"957","Cracr2a"
"958","Zeb2"
"959","Gpd1"
"960","Slc35f4"
"961","Orai2"
"962","Phf21b"
"963","Abhd2"
"964","Bid"
"965","Rab31"
"966","Adra1a"
"967","Gcnt4"
"968","Sept4"
"969","Cib2"
"970","LOC105245926"
"971","Mir344g"
"972","Klhdc8b"
"973","6530402F18Rik"
"974","Htr2a"
"975","Sergef"
"976","Mylip"
"977","Dock10"
"978","Ppp1r14c"
"979","Igf2bp2"
"980","Sgpp2"
"981","Doc2b"
"982","Amigo2"
"983","Tmtc2"
"984","LOC102633724"
"985","Rnf152"
"986","Slc9a3r2"
"987","Actn2"
"988","Tph2"
"989","4833415N18Rik"
"990","Ccdc122"
"991","Tpbg"
"992","Gpsm2"
"993","Paqr8"
"994","Gm32778"
"995","Nacc2"
"996","Hhatl"
"997","Fbxl21"
"998","Glra2"
"999","Trpc7"
"1000","Rhobtb3"
"1001","Cd55"
"1002","S100b"
"1003","3300002P13Rik"
"1004","Samd5"
"1005","4833422C13Rik"
"1006","Sv2c"
"1007","Rab3il1"
"1008","Wnt5a"
"1009","1810010H24Rik"
"1010","Zfpm2"
"1011","Thbd"
"1012","9530091C08Rik"
"1013","Kcnk13"
"1014","Tmtc4"
"1015","Shisa9"
"1016","Acot5"
"1017","Zfp804b"
"1018","Acadl"
"1019","LOC105243282"
"1020","Tgfb2"
"1021","Gm28175"
"1022","Echdc2"
"1023","Elk3"
"1024","Slc35f3"
"1025","Olfml2b"
"1026","Ntsr1"
"1027","Lrrc75a"
"1028","Hs3st5"
"1029","Astn2"
"1030","Gm10635"
"1031","Syt6"
"1032","Ceacam9"
"1033","Foxp2"
"1034","Faim3"
"1035","Hcrtr2"
"1036","Nxph3"
"1037","Col12a1"
"1038","Gm26974"
"1039","Stap2"
"1040","H60b"
"1041","Urah"
"1042","Gm30564"
"1043","Slc12a4"
"1044","Hcrtr1"
"1045","Mapk4"
"1046","Camk2n2"
"1047","Cacna2d3"
"1048","Rtn4rl2"
"1049","Rtn4rl1"
"1050","Atp1b2"
"1051","Vstm2l"
"1052","Ajap1"
"1053","Srgap3"
"1054","Spats2l"
"1055","Gm34991"
"1056","Edil3"
"1057","Mapk3"
"1058","Mgat4c"
"1059","Shb"
"1060","St3gal1"
"1061","Sphkap"
"1062","Cnr1"
"1063","Brinp3"
"1064","Mylk"
"1065","Rora"
"1066","Mettl24"
"1067","Ccnd2"
"1068","Wscd1"
"1069","Arpc1b"
"1070","Arg2"
"1071","Camk1g"
"1072","Limk1"
"1073","Nrn1l"
"1074","Slc4a3"
"1075","3110079O15Rik"
"1076","Unc5c"
"1077","Cacna1g"
"1078","Akr1b10"
"1079","Rell1"
"1080","Snx7"
"1081","Rhou"
"1082","Sdc3"
"1083","Cacna1b"
"1084","Dcbld1"
"1085","Vamp1"
"1086","Wnt4"
"1087","Cotl1"
"1088","Sgk1"
"1089","LOC105246832"
"1090","Zfp703"
"1091","Ier3"
"1092","Pdgfb"
"1093","Podn"
"1094","Ddo"
"1095","LOC105246377"
"1096","Stard5"
"1097","Rasgrf1"
"1098","4930447C04Rik"
"1099","Sox8"
"1100","Gpr139"
"1101","Ly6d"
"1102","Lsp1"
"1103","Acaa1b"
"1104","Adm"
"1105","Cidea"
"1106","Ccdc88b"
"1107","Upb1"
"1108","Sebox"
"1109","Gm30620"
"1110","Mndal"
"1111","LOC105243280"
"1112","Pcp4l1"
"1113","Aif1"
"1114","Creb3l1"
"1115","Mro"
"1116","Rcan3"
"1117","Tbata"
"1118","Aspg"
"1119","Samd9l"
"1120","Inpp4b"
"1121","Gstt2"
"1122","Gm32849"
"1123","Strip2"
"1124","Trip10"
"1125","Gpr176"
"1126","Ptk7"
"1127","Pth1r"
"1128","A730090H04Rik"
"1129","Obscn"
"1130","Dhrs3"
"1131","Etv4"
"1132","Pantr1"
"1133","Nrep"
"1134","Ptn"
"1135","Pou3f3"
"1136","2900092D14Rik"
"1137","Sla"
"1138","Adra2a"
"1139","Syndig1"
"1140","Gm34992"
"1141","LOC105245003"
"1142","Cldn10"
"1143","Nrn1"
"1144","Rtn4r"
"1145","2900055J20Rik"
"1146","Nxph4"
"1147","Svil"
"1148","Clic5"
"1149","Ly6g6e"
"1150","Cacng5"
"1151","Pmfbp1"
"1152","Rxrg"
"1153","Klhl13"
"1154","Ddah2"
"1155","Abca6"
"1156","Gm33437"
"1157","Tmem40"
"1158","Galnt10"
"1159","Nfe2l3"
"1160","A330070K13Rik"
"1161","Col8a1"
"1162","Lgals3bp"
"1163","Bmpr1b"
"1164","Skap1"
"1165","Cgref1"
"1166","Tcf4"
"1167","Lphn2"
"1168","Ephb6"
"1169","Ephb1"
"1170","Tmem159"
"1171","Moxd1"
"1172","Ngf"
"1173","Gm32392"
"1174","Lman1l"
"1175","Syndig1l"
"1176","Cpne2"
"1177","Mapk13"
"1178","Defb1"
"1179","Mup5"
"1180","1700019L22Rik"
"1181","Gpr126"
"1182","Arhgap22"
"1183","Nmbr"
"1184","Glt28d2"
"1185","Psd4"
"1186","5930412G12Rik"
"1187","Tnmd"
"1188","Ifi35"
"1189","Pth2r"
"1190","6530403H02Rik"
"1191","Cpo"
"1192","Dlg5"
"1193","Ramp1"
"1194","Egr3"
"1195","H2-T23"
"1196","Fam212b"
"1197","Tesc"
"1198","Gm2163"
"1199","P2ry12"
"1200","Htr1d"
"1201","Serpinb11"
"1202","Fbxl7"
"1203","Epas1"
"1204","Synpo2"
"1205","Vwc2"
"1206","Rasgrp3"
"1207","Ptger2"
"1208","Nxph1"
"1209","Gpr4"
"1210","Itga9"
"1211","Fam46a"
"1212","Tgfa"
"1213","Gdpd2"
"1214","Lancl3"
"1215","Fgf16"
"1216","Trh"
"1217","Wnt5b"
"1218","Clstn2"
"1219","Necab1"
"1220","Kynu"
"1221","Crh"
"1222","Eya4"
"1223","Fibin"
"1224","Itga5"
"1225","Gm9866"
"1226","Bhlhe40"
"1227","Gm27572"
"1228","Ano4"
"1229","Hist1h2bc"
"1230","Sstr4"
"1231","Gm29907"
"1232","Peak1"
"1233","Irak2"
"1234","Tmem74"
"1235","Kcnk3"
"1236","Gm35161"
"1237","Rin1"
"1238","Tspan17"
"1239","Trpv6"
"1240","Cmya5"
"1241","Dpy19l3"
"1242","Pgm1"
"1243","Mgat5"
"1244","Rimbp2"
"1245","Mtus1"
"1246","Slit1"
"1247","Gm5468"
"1248","Sox11"
"1249","LOC105244249"
"1250","Lix1"
"1251","C730002L08Rik"
"1252","Gm35853"
"1253","Zfhx3"
"1254","Krt17"
"1255","C1qtnf1"
"1256","Islr"
"1257","Col16a1"
"1258","Sema4a"
"1259","H2-T22"
"1260","Fgf5"
"1261","Maml3"
"1262","Pgam2"
"1263","Prss35"
"1264","Wnt2"
"1265","Gm13530"
"1266","Zdhhc12"
"1267","Plp2"
"1268","Ostf1"
"1269","Grem2"
"1270","Drc1"
"1271","Net1"
"1272","Epha4"
"1273","Sntg1"
"1274","Fam19a5"
"1275","Slc2a13"
"1276","Trpc4"
"1277","Chrna5"
"1278","Lhfpl3"
"1279","Maob"
"1280","Ass1"
"1281","Mtcl1"
"1282","Plekho1"
"1283","Phlda1"
"1284","Myh3"
"1285","Khdrbs2"
"1286","Ankrd33b"
"1287","Sidt1"
"1288","LOC102638670"
"1289","Ppp1r18"
"1290","Drd5"
"1291","Pcdh18"
"1292","Sdk1"
"1293","Tmem47"
"1294","Rgs5"
"1295","Kcnq5"
"1296","Gm31445"
"1297","Itga8"
"1298","Incenp"
"1299","Rasgef1c"
"1300","Plcl1"
"1301","Ppp1r1b"
"1302","Tcte1"
"1303","Smim3"
"1304","D930048N14Rik"
"1305","Entpd3"
"1306","Sorcs2"
"1307","Adcy8"
"1308","Helt"
"1309","Flrt3"
"1310","Pard6g"
"1311","Rnf182"
"1312","Rassf2"
"1313","Arhgdib"
"1314","Fam53b"
"1315","Grb7"
"1316","Bcar3"
"1317","Gm31518"
"1318","Nlrp6"
"1319","Phldb2"
"1320","Tcirg1"
"1321","A530058N18Rik"
"1322","D030068K23Rik"
"1323","Thsd7b"
"1324","Il34"
"1325","Epha10"
"1326","Slc6a11"
"1327","Gm34006"
"1328","Gm34832"
"1329","Anxa5"
"1330","Myo5b"
"1331","Plekhb1"
"1332","Fmn1"
"1333","Gm32587"
"1334","Eepd1"
"1335","Vldlr"
"1336","Pde8b"
"1337","Nptxr"
"1338","Ahnak"
"1339","Rgs3"
"1340","Hbq1b"
"1341","Sh3pxd2b"
"1342","Fam189a1"
"1343","Id4"
"1344","Cnksr3"
"1345","Auts2"
"1346","Gm20570"
