,PC1,PC2,PC3
973832650,-1.821731602983491,-3.2574638111744485,9.664960538617578
867742255,-16.58893880100426,-4.323950427798653,25.34018717660238
1000612469,4.790409255331186,5.475739809323812,9.177998736545607
989479628,-8.138073284249167,0.19680777455481735,8.913151344603836
973771485,-10.15879498872984,-1.4667911026322549,9.650684932847913
1054139238,-1.6369104723803838,1.5270296640124423,14.072955008604456
1000625161,6.3110057234143975,-5.406935985205132,8.902847735728013
1000125506,-12.68496306503613,-4.807059439675908,12.309582987645703
1054106864,2.0821678161896613,-0.725472546104101,2.4517375790087477
973792505,-3.116697568279103,-4.285221637775496,7.211940842919869
989164849,-7.224008699226928,-6.085131293679979,4.388346997670457
1000756535,-5.842808530191597,0.2945551147945853,5.679273185215905
1054721489,-1.384974115613147,-16.734515903501396,11.257634725610039
1054714226,3.511119392642162,-8.791096793197111,10.035106393890569
975325599,-5.621902988191877,-10.386481675488435,15.421316440128745
1044355522,-0.9482905462397874,-9.735368935674401,13.67177139361646
975477315,-13.653561280735342,2.925977452354923,3.0653722328164448
1000110992,4.1303863942401176,4.2891615782045385,6.421323851461629
914275457,6.27350296407917,-4.217138084389562,10.467913803080043
1000131771,-11.547565621646335,-1.6706963009416818,4.798432442227568
989502887,-0.7247141311250093,-3.825275026070308,5.569922618737719
1054146046,-2.4384689331626066,3.4531666727853545,9.245086666007953
1000742412,-15.9222593344198,3.310659046336893,10.35707780171166
975392497,1.6853744950089395,-9.63884058734054,2.890071348331194
