,PC1,PC2,PC3,PC4
978149378,8.360446864800013,-12.36646918394728,-2.432398845507275,-1.3632652959277314
823218199,-9.70375820764308,-0.6020522338928713,5.202655967314933,-0.5465879036241935
944750626,8.223526666446716,6.860416483835726,-8.689178984635884,1.0645968889005224
965861424,5.804028827893615,-5.4356669370546165,0.2584085608224354,3.5599182878050724
896692280,9.402997178058865,-0.44205671725628415,8.974345558416786,-7.5494348491810825
947396671,5.609806649337071,2.192119792055439,-9.027269661608813,-7.164443499884087
971702340,-10.601156795395834,10.850065839675647,7.600812709598827,1.0953984156778658
742596680,3.4665247015569953,-3.0550202929796746,-3.6826711807496815,-4.039497649726695
950243428,-2.8869125264258173,12.393946591401818,9.010456763597118,-5.291586850406405
645955689,-8.351219798320685,4.296489174855892,9.648594315488722,4.464811748838776
904839273,-8.93299599920056,9.830447099005168,7.76396286926483,-4.35046517627938
906485870,9.152902631983718,-1.7773567440565115,9.121377907715578,-8.801347956696354
932130950,5.235866566328126,6.994518908835077,-1.7428233698765485,-2.0291902496684924
973488284,1.3649164503130915,10.125345123706047,-1.3887339694258494,-4.139025830809823
896110766,-34.92492062326359,-5.903767953095853,3.5574995066199024,-6.655463396017969
908644527,8.201967119750043,4.930802993409115,-5.738433556889801,-8.00083877680475
899473601,0.5753488110662468,1.3629504168094795,11.23958419166277,-8.827708513344318
820945099,11.008204847972841,-4.211459946130536,1.6691937077943422,-2.8373083770975294
970760401,1.2395218484324952,3.9242509654672806,8.03260809748285,-4.47433377435458
827969748,4.034488451232415,3.9759352756788107,-3.4077949863936166,-0.15759534345915038
896602326,6.288008364723968,3.932443957822323,10.94886709811377,-3.679429171730222
989163765,-34.39203988304844,-0.5739734693363334,2.6763659983976904,5.948170220969069
995574011,11.576306976287674,-0.9706578464810984,0.15811042511771722,-11.336669006297722
912589058,9.391974757249375,-1.282481792597841,5.764017938247718,-5.0935612728110335
908632324,5.262966363370186,0.17631543368457414,11.67785844750562,-10.52455304512268
957120771,6.71029401326937,-2.032449366443293,1.6353809143566593,0.032729383691085356
813003041,7.604651005839307,-5.7760064194982,3.9540089168090122,-0.7173417040981115
898949412,-3.22255295673179,16.124751251065128,-5.0528322078428705,-6.498932293174523
970723621,0.5494748610856572,1.0107876518901786,15.962284744092281,-3.1344243641943077
645447975,11.245431313235072,-9.837300735639072,3.1459006776955922,5.613916190833702
926761275,7.21915881266694,0.11779348741488349,0.26781281147612357,-6.397765017132904
648143167,9.752205659065345,-4.290172008457177,6.859860689756426,-2.6429648304110844
914399613,-0.030435543592647885,-3.521969456631663,-7.97497197793622,1.0071117378058647
975282560,7.019254059791611,-11.637774444085467,8.976133858565362,1.5070929072674695
645529985,6.391044969402917,2.0923226195277564,2.398079671924279,3.606812467771832
950284677,-3.506076646233197,12.304726447263683,5.411706369202222,-3.593873141608456
908669318,-1.1245624227884992,7.800266215460538,4.030409629557307,0.8273152369403504
994718096,5.541105282526165,8.92990645968999,-13.398504775117368,-9.063384632030976
998064533,4.620576082531523,3.4719644012930027,-7.9696848733100305,-7.538431700001493
826782115,-33.801093417781814,-1.1043886533435308,5.755950325710993,-1.281918093161841
898683305,-2.689500349332246,9.118002441098499,-3.5491516866296458,-8.34618523353459
651055533,-2.2194712664769303,13.60107985737552,-1.724835052573491,4.254028106615208
950272456,-3.0565389605012463,15.01136303377656,4.755915813851761,0.8937567138346448
716591562,-0.3219370179260985,0.11506693091634246,-1.5478407160494847,1.016560726746894
948376025,-1.8792077412883084,12.293678785034054,-0.8742259785382929,-1.6547588647824027
645542364,2.5117003454375815,12.150203677254837,-0.7093727477649721,9.296396167683326
898953706,-4.672380307764882,18.320163564153866,1.8002509249888785,-5.81217255970817
916681208,4.190856956016587,3.179046008162294,-1.226411405330033,-3.2070176333779075
915788289,3.7878492259107386,2.1986485085070058,0.4088949649906221,1.7948802682727374
867099146,7.85799839061089,1.9997122392194489,-2.9620303964956567,-8.228967781844629
989467159,12.074872972199813,5.6109534210064025,-3.517224753205365,-9.530473134285414
904876570,8.465886404292743,-9.5215506834685,1.024141409008255,4.079527661068278
1000780329,0.7287663198392438,-11.235877644886608,8.021981002939992,-1.058679483779998
908628525,9.000666177986929,-8.954023156438126,3.861057596045679,-1.3908237586710115
940794414,-0.1335607262768561,4.1747948348727935,8.06115676366088,-5.39336413301405
914354735,8.40463498904548,-8.297765616877243,-0.933758250053819,-0.8489107826495054
972517935,12.12145734615427,-8.530315676180706,-1.257824922302351,2.686252178477071
982745652,10.834109368279,-3.3219303325982277,2.8674031257776313,-8.07058068090827
841888315,7.362587314798661,-10.681779467417156,1.72631440459844,-3.2977717933947424
901403196,-5.997586267379621,8.676147466334438,7.680894306067891,-8.478645784172194
990282326,8.529471882137528,-1.5722043840037825,-6.034699481442868,-13.048865947291414
830435948,7.256367752683084,4.625355304925277,0.7508423368612624,1.465212107597376
681636493,-0.2838700849237243,16.039335328687375,4.05827182223115,5.046782084017952
965771919,8.668706957957067,8.529515182662863,-7.250273327247551,-7.494664983595614
644821657,5.526596134039467,11.310313909947704,-3.1738771144481777,3.0642209969646084
960656026,3.600307040245342,0.8911252283575659,5.672419152048969,-3.1295444979350497
845402780,10.66721461085814,-13.973865474498783,-2.0838274107438632,-1.8095351192757783
983638695,-0.592844635021414,10.08730123108703,4.002213303070213,-5.3834662700981255
637383404,-2.3744326134078175,11.887598690934675,-5.343779339715953,-6.836793817219545
827867891,6.435910980006592,9.331307921742113,-9.152657625391633,-4.401105603325442
965821175,-0.27578381368596694,12.61912985418177,-4.599214042622041,-4.345783341023642
994882296,7.3007698618166685,0.12236051369022886,-7.745137142072049,-13.638007274694424
993993470,6.340933001340761,-3.6368409317686066,3.6355392363740497,-1.1434714353257078
992400811,1.0167539230184937,-3.898757529116536,-0.07528572701004671,-1.3020971329898412
992396042,6.927287453649178,5.733051691007016,-7.447558841390494,1.7545769529531772
916624146,7.085049563174904,4.162281743403824,-5.854887775386688,-3.741718240392729
913695508,6.396111668278721,3.4395806123985055,3.994871559498396,-7.910743224487311
880853797,9.61240060948694,-12.000218371870217,0.790626279913029,3.5813020146591135
990229295,0.23713014901351198,14.609285169101266,3.3576914101073156,-6.015868932581506
899683133,7.398493625128088,-3.295300768616393,7.292474727046199,-4.417309207723596
833872706,11.381953699724287,-9.608420148720052,2.2012605410147197,-1.4793145937531231
990225226,-4.286310569300056,7.190128900070387,-1.371188445865459,-9.97827883798994
907125584,7.841010280844723,7.500599304949849,-8.984994553757154,-2.079557143613161
898667347,9.805779053458483,-11.424882967693122,-2.9147949987013444,2.6133469306998487
906597203,-2.4715982912775134,14.774707806335318,-1.9050137576399473,2.0421860462566035
823083861,5.486102477429422,6.0355733180213695,-14.87116521563147,-8.18033352390218
989131618,4.922643951298077,1.3175959383242433,0.3958280554051353,-10.167971832562673
866083691,9.1419924944904,7.3071497576122075,-5.351985608119374,-3.254279305710428
901440363,-0.702100783468843,10.681909673060035,5.486440316327343,-0.8240664215010616
895562607,-24.953081524835916,-3.1778511814072115,4.489790096704132,-9.782721706027395
828842878,-29.473694139710148,-5.465798397238363,4.3903466623255785,-9.71970550285729
827638657,-37.90909144001621,-9.643185153148048,0.762895708562374,-6.800471067443482
899462020,-7.979868831992885,5.4172979941501636,8.62739883492288,-4.839597085493633
896111494,-3.442012480646604,15.115275545671992,0.24252933836964574,-3.807118696680008
948302732,8.195271917941172,-9.359586835057732,2.9056399774236676,-3.579433158691705
828879764,-26.23625859985522,-6.869359878683493,1.2796990598106943,-3.3542363166257236
826848163,-5.770017945436251,10.892188332071877,0.5658722685914819,-9.856179366710018
990557098,-0.4945756750544592,12.529556896844856,3.4689361867679436,5.91999114147345
992412609,3.2558301837390213,13.836840401799599,-5.354381378629184,-9.047515327678722
829305793,-36.904436105646376,-8.82133502842784,2.2317010012547804,-10.958093432467145
828879817,-40.368553486601265,-9.43982436600124,1.2442157201698132,-2.7152112461068665
898962389,-4.5657017003936655,11.688196976720814,7.4527295383208205,-5.409670925227359
826909667,-8.176938574878426,11.928550155300721,3.128346753705232,-5.538139152246671
829305835,-37.39227668292896,-10.003438941908342,-2.3206905767237562,-1.6780453192324893
898671597,9.751864917301384,-0.8537076096940509,-7.264847337289605,-5.226497097404196
972563450,3.4346748238416827,-14.188861655810808,-5.687210740893686,9.998143817285287
908649467,1.7131721654534064,-1.4366386059562775,3.8418603412851215,2.1241921943482724
990213121,-3.3375110485119035,16.37228481590962,2.5648771090381595,-4.7764323413440986
973501446,6.728501819852085,4.450492039472559,3.7128655706231255,-3.3183024561926837
926770192,-0.8749823817287254,-2.9258132346394303,1.1455938607933225,14.776172802957458
973472798,3.3055545262349066,-10.185718568607935,11.779069641787634,-2.559094774049071
645444644,-1.0007392448115473,10.373617126894555,-0.6061649374640251,6.814844577098021
