"","x"
"LS-15006_S69_E1-50",1
"LS-15006_S70_E1-50",2
"LS-15006_S72_E1-50",1
"LS-15006_S73_E1-50",1
"LS-15006_S74_E1-50",1
"LS-15006_S75_E1-50",1
"LS-15006_S76_E1-50",1
"LS-15006_S77_E1-50",1
"LS-15006_S78_E1-50",2
"LS-15006_S79_E1-50",1
"LS-15006_S81_E1-50",1
"LS-15006_S82_E1-50",1
"LS-15006_S83_E1-50",1
"LS-15006_S84_E1-50",1
"LS-15006_S85_E1-50",1
"LS-15006_S86_E1-50",1
"LS-15006_S87_E1-50",1
"LS-15006_S88_E1-50",1
"LS-15009_S38_E1-50",1
"LS-15015_S57_E1-50",1
"LS-15015_S62_E1-50",1
"LS-15016_S65_E1-50",1
"LS-15016_S69_E1-50",2
"LS-15016_S70_E1-50",1
"LS-15016_S74_E1-50",1
"LS-15016_S75_E1-50",1
"LS-15016_S76_E1-50",1
"LS-15016_S77_E1-50",1
"LS-15016_S78_E1-50",1
"LS-15016_S79_E1-50",2
"LS-15020_S73_E1-50",1
"LS-15020_S75_E1-50",1
"LS-15020_S76_E1-50",2
"LS-15020_S82_E1-50",1
"LS-15020_S83_E1-50",2
"LS-15020_S85_E1-50",2
"LS-15020_S86_E1-50",1
"LS-15020_S88_E1-50",2
"LS-15020_S89_E1-50",1
"LS-15020_S90_E1-50",2
"LS-15020_S92_E1-50",1
"LS-15020_S93_E1-50",1
"LS-15020_S94_E1-50",1
"LS-15020_S95_E1-50",2
"LS-15020_S96_E1-50",2
"LS-15024_S25_E1-50",1
"LS-15024_S26_E1-50",1
"LS-15024_S27_E1-50",2
"LS-15024_S28_E1-50",1
"LS-15024_S29_E1-50",1
"LS-15024_S30_E1-50",1
"LS-15024_S32_E1-50",1
"LS-15024_S73_E1-50",1
"LS-15024_S75_E1-50",1
"LS-15024_S76_E1-50",2
"LS-15024_S79_E1-50",1
"LS-15024_S80_E1-50",2
"LS-15024_S82_E1-50",1
"LS-15024_S83_E1-50",2
"LS-15024_S85_E1-50",1
"LS-15024_S86_E1-50",2
"LS-15024_S88_E1-50",1
"LS-15025_S10_E1-50",1
"LS-15025_S14_E1-50",1
"LS-15025_S15_E1-50",2
"LS-15025_S16_E1-50",1
"LS-15025_S17_E1-50",2
"LS-15025_S20_E1-50",1
"LS-15025_S21_E1-50",2
"LS-15025_S22_E1-50",1
"LS-15025_S23_E1-50",1
"LS-15025_S25_E1-50",1
"LS-15025_S27_E1-50",1
"LS-15025_S28_E1-50",1
"LS-15025_S29_E1-50",1
"LS-15025_S30_E1-50",1
"LS-15029_S09_E1-50",2
"LS-15029_S11_E1-50",1
"LS-15029_S12_E1-50",2
"LS-15029_S15_E1-50",1
"LS-15029_S16_E1-50",1
"LS-15031_S01_E1-50",1
"LS-15031_S02_E1-50",1
"LS-15031_S04_E1-50",1
"LS-15031_S06_E1-50",1
"LS-15031_S17_E1-50",2
"LS-15031_S18_E1-50",1
"LS-15031_S20_E1-50",2
"LS-15031_S22_E1-50",2
"LS-15031_S24_E1-50",1
"LS-15032_S92_E1-50",1
"LS-15033_S13_E1-50",1
"LS-15038_S25_E1-50",1
"LS-15038_S28_E1-50",1
"LS-15038_S29_E1-50",1
"LS-15038_S30_E1-50",1
"LS-15038_S31_E1-50",2
"LS-15038_S41_E1-50",1
"LS-15038_S42_E1-50",1
"LS-15038_S43_E1-50",1
"LS-15038_S45_E1-50",1
"LS-15038_S46_E1-50",1
"LS-15038_S47_E1-50",1
"LS-15038_S77_E1-50",1
"LS-15041_S74_E1-50",1
"LS-15041_S75_E1-50",1
"LS-15041_S78_E1-50",1
"LS-15041_S79_E1-50",1
"LS-15041_S80_E1-50",2
"LS-15041_S81_E1-50",1
"LS-15041_S82_E1-50",1
"LS-15041_S83_E1-50",1
"LS-15041_S86_E1-50",1
"LS-15041_S88_E1-50",1
"LS-15042_S81_E1-50",1
"LS-15042_S83_E1-50",2
"LS-15042_S84_E1-50",1
"LS-15042_S85_E1-50",1
"LS-15042_S86_E1-50",1
"LS-15042_S87_E1-50",1
"LS-15043_S57_E1-50",2
"LS-15043_S58_E1-50",1
"LS-15043_S59_E1-50",1
"LS-15043_S60_E1-50",1
"LS-15043_S61_E1-50",1
"LS-15043_S62_E1-50",2
"LS-15043_S63_E1-50",2
"LS-15043_S65_E1-50",1
"LS-15043_S68_E1-50",1
"LS-15043_S69_E1-50",1
"LS-15043_S71_E1-50",1
"LS-15043_S72_E1-50",1
"LS-15044_S01_E1-50",2
"LS-15044_S02_E1-50",1
"LS-15044_S03_E1-50",2
"LS-15044_S06_E1-50",2
"LS-15044_S07_E1-50",2
"LS-15044_S08_E1-50",1
"LS-15044_S09_E1-50",1
"LS-15044_S10_E1-50",2
"LS-15044_S12_E1-50",1
"LS-15044_S13_E1-50",1
"LS-15044_S14_E1-50",1
"LS-15044_S15_E1-50",1
"LS-15044_S16_E1-50",1
"LS-15044_S39_E1-50",1
"LS-15044_S42_E1-50",1
"LS-15044_S43_E1-50",2
"LS-15044_S47_E1-50",2
"LS-15044_S52_E1-50",1
"LS-15044_S53_E1-50",2
"LS-15044_S54_E1-50",1
"LS-15044_S55_E1-50",1
"LS-15049_S02_E1-50",2
"LS-15049_S03_E1-50",2
"LS-15049_S04_E1-50",2
"LS-15049_S06_E1-50",1
"LS-15049_S07_E1-50",1
"LS-15049_S08_E1-50",1
"LS-15049_S13_E1-50",2
"LS-15049_S14_E1-50",1
"LS-15049_S15_E1-50",1
"LS-15052_S33_E1-50",1
"LS-15052_S35_E1-50",1
"LS-15052_S36_E1-50",2
"LS-15052_S37_E1-50",1
"LS-15052_S38_E1-50",2
"LS-15052_S39_E1-50",1
"LS-15052_S41_E1-50",1
"LS-15052_S42_E1-50",2
"LS-15052_S43_E1-50",1
"LS-15052_S44_E1-50",1
"LS-15052_S45_E1-50",1
"LS-15052_S47_E1-50",1
"LS-15052_S48_E1-50",1
"LS-15052_S49_E1-50",1
"LS-15052_S50_E1-50",1
"LS-15052_S51_E1-50",2
"LS-15052_S52_E1-50",1
"LS-15052_S53_E1-50",2
"LS-15052_S54_E1-50",1
"LS-15052_S55_E1-50",1
"LS-15052_S56_E1-50",2
"LS-15058_S35_E1-50",1
"LS-15058_S37_E1-50",1
"LS-15058_S38_E1-50",1
"LS-15058_S43_E1-50",1
"LS-15058_S45_E1-50",1
"LS-15058_S46_E1-50",1
"LS-15058_S48_E1-50",1
"LS-15058_S49_E1-50",1
"LS-15058_S52_E1-50",1
"LS-15058_S55_E1-50",1
"LS-15058_S56_E1-50",1
"LS-15059_S57_E1-50",1
"LS-15059_S60_E1-50",1
"LS-15059_S62_E1-50",1
"LS-15059_S63_E1-50",1
"LS-15059_S65_E1-50",1
"LS-15059_S66_E1-50",1
"LS-15059_S67_E1-50",2
"LS-15059_S68_E1-50",1
"LS-15059_S69_E1-50",1
"LS-15059_S70_E1-50",1
"LS-15059_S71_E1-50",1
"LS-15059_S72_E1-50",1
"LS-15059_S73_E1-50",1
"LS-15059_S74_E1-50",1
"LS-15059_S75_E1-50",1
"LS-15059_S76_E1-50",1
"LS-15059_S77_E1-50",1
"LS-15059_S78_E1-50",2
"LS-15059_S79_E1-50",1
"LS-15059_S80_E1-50",1
"LS-15060_S25_E1-50",1
"LS-15060_S26_E1-50",1
"LS-15060_S27_E1-50",1
"LS-15060_S28_E1-50",2
"LS-15060_S29_E1-50",1
"LS-15060_S30_E1-50",2
"LS-15060_S32_E1-50",1
"LS-15060_S34_E1-50",1
"LS-15060_S35_E1-50",1
"LS-15060_S37_E1-50",1
"LS-15060_S38_E1-50",2
"LS-15060_S39_E1-50",1
"LS-15060_S40_E1-50",1
"LS-15060_S42_E1-50",1
"LS-15060_S43_E1-50",1
"LS-15060_S44_E1-50",2
"LS-15060_S46_E1-50",1
"LS-15060_S48_E1-50",2
"LS-15060_S93_E1-50",1
"LS-15061_S01_E1-50",1
"LS-15061_S05_E1-50",2
"LS-15061_S06_E1-50",1
"LS-15061_S07_E1-50",1
"LS-15061_S12_E1-50",1
"LS-15061_S13_E1-50",1
"LS-15061_S14_E1-50",2
"LS-15061_S15_E1-50",1
"LS-15063_S50_E1-50",1
"LS-15063_S55_E1-50",2
"LS-15064_S32_E1-50",2
"LS-15065_S03_E1-50",2
"LS-15066_S04_E1-50",1
"LS-15066_S38_E1-50",2
"LS-15067_S01_E1-50",1
"LS-15067_S02_E1-50",1
"LS-15067_S10_E1-50",1
"LS-15067_S11_E1-50",1
"LS-15067_S17_E1-50",2
"LS-15067_S34_E1-50",2
"LS-15067_S35_E1-50",1
"LS-15067_S81_E1-50",2
"LS-15068_S77_E1-50",1
"LS-15080_S73_E1-50",2
"LS-15080_S74_E1-50",1
"LS-15080_S75_E1-50",1
"LS-15080_S76_E1-50",2
"LS-15080_S77_E1-50",2
"LS-15080_S78_E1-50",1
"LS-15080_S80_E1-50",1
"LS-15080_S81_E1-50",2
"LS-15080_S82_E1-50",1
"LS-15080_S83_E1-50",2
"LS-15080_S84_E1-50",1
"LS-15080_S85_E1-50",1
"LS-15080_S86_E1-50",2
"LS-15080_S88_E1-50",1
"LS-15081_S57_E1-50",1
"LS-15081_S60_E1-50",1
"LS-15081_S61_E1-50",1
"LS-15081_S62_E1-50",1
"LS-15081_S63_E1-50",1
"LS-15082_S41_E1-50",2
"LS-15082_S42_E1-50",2
"LS-15082_S43_E1-50",2
"LS-15082_S44_E1-50",2
"LS-15082_S45_E1-50",1
"LS-15082_S46_E1-50",2
"LS-15082_S47_E1-50",1
"LS-15082_S48_E1-50",1
"LS-15082_S49_E1-50",2
"LS-15082_S50_E1-50",1
"LS-15082_S51_E1-50",1
"LS-15082_S52_E1-50",2
"LS-15082_S53_E1-50",2
"LS-15082_S54_E1-50",1
"LS-15082_S55_E1-50",2
"LS-15082_S56_E1-50",1
"LS-15082_S66_E1-50",1
"LS-15082_S67_E1-50",1
"LS-15082_S68_E1-50",2
"LS-15082_S69_E1-50",1
"LS-15082_S70_E1-50",1
"LS-15082_S71_E1-50",2
"LS-15082_S72_E1-50",1
"LS-15083_S41_E1-50",2
"LS-15083_S42_E1-50",2
"LS-15083_S43_E1-50",1
"LS-15083_S44_E1-50",1
"LS-15083_S45_E1-50",1
"LS-15083_S46_E1-50",1
"LS-15083_S47_E1-50",1
"LS-15083_S49_E1-50",1
"LS-15083_S50_E1-50",1
"LS-15083_S51_E1-50",2
"LS-15083_S52_E1-50",1
"LS-15083_S53_E1-50",2
"LS-15083_S54_E1-50",1
"LS-15083_S55_E1-50",1
"LS-15083_S56_E1-50",2
"LS-15083_S57_E1-50",1
"LS-15083_S58_E1-50",1
"LS-15083_S59_E1-50",1
"LS-15083_S60_E1-50",1
"LS-15083_S61_E1-50",1
"LS-15083_S62_E1-50",1
"LS-15083_S63_E1-50",1
"LS-15083_S64_E1-50",2
"LS-15085_S41_E1-50",2
"LS-15085_S49_E1-50",2
"LS-15085_S75_E1-50",1
"LS-15085_S77_E1-50",1
"LS-15085_S79_E1-50",2
"LS-15085_S80_E1-50",1
"LS-15086_S65_E1-50",1
"LS-15086_S66_E1-50",2
"LS-15086_S67_E1-50",2
"LS-15086_S68_E1-50",2
"LS-15086_S69_E1-50",1
"LS-15086_S71_E1-50",1
"LS-15086_S72_E1-50",1
"LS-15086_S73_E1-50",2
"LS-15086_S74_E1-50",2
"LS-15086_S76_E1-50",1
"LS-15086_S78_E1-50",2
"LS-15086_S80_E1-50",1
"LS-15089_S10_E1-50",2
"LS-15089_S17_E1-50",1
"LS-15089_S18_E1-50",2
"LS-15089_S19_E1-50",1
"LS-15089_S20_E1-50",2
"LS-15089_S21_E1-50",2
"LS-15089_S22_E1-50",1
"LS-15089_S23_E1-50",2
"LS-15089_S24_E1-50",1
"LS-15090_S01_E1-50",1
"LS-15090_S02_E1-50",1
"LS-15090_S03_E1-50",2
"LS-15090_S04_E1-50",2
"LS-15090_S05_E1-50",1
"LS-15090_S06_E1-50",2
"LS-15090_S07_E1-50",1
"LS-15090_S09_E1-50",1
"LS-15090_S10_E1-50",1
"LS-15090_S11_E1-50",2
"LS-15090_S12_E1-50",1
"LS-15090_S13_E1-50",1
"LS-15090_S14_E1-50",2
"LS-15090_S15_E1-50",2
"LS-15090_S16_E1-50",1
"LS-15090_S23_E1-50",2
"LS-15090_S24_E1-50",1
"LS-15342_S01_E1-50",1
"LS-15342_S02_E1-50",1
"LS-15342_S03_E1-50",1
"LS-15342_S05_E1-50",2
"LS-15346_S43_E1-50",1
"LS-15346_S45_E1-50",1
"LS-15346_S57_E1-50",1
"LS-15346_S58_E1-50",1
"LS-15346_S60_E1-50",1
"LS-15346_S61_E1-50",1
"LS-15346_S62_E1-50",1
"LS-15346_S66_E1-50",1
"LS-15346_S67_E1-50",1
"LS-15346_S68_E1-50",1
"LS-15346_S70_E1-50",2
"LS-15346_S72_E1-50",1
"LS-15347_S01_E1-50",1
"LS-15347_S04_E1-50",1
"LS-15347_S05_E1-50",1
"LS-15347_S06_E1-50",1
"LS-15347_S07_E1-50",2
"LS-15347_S08_E1-50",1
"LS-15347_S09_E1-50",1
"LS-15347_S11_E1-50",1
"LS-15347_S13_E1-50",2
"LS-15347_S16_E1-50",1
"LS-15347_S17_E1-50",1
"LS-15347_S18_E1-50",1
"LS-15347_S19_E1-50",1
"LS-15347_S24_E1-50",1
"LS-15347_S25_E1-50",1
"LS-15347_S26_E1-50",1
"LS-15347_S27_E1-50",1
"LS-15347_S28_E1-50",1
"LS-15347_S29_E1-50",1
"LS-15347_S30_E1-50",1
"LS-15348_S01_E1-50",1
"LS-15348_S02_E1-50",2
"LS-15348_S05_E1-50",1
"LS-15348_S07_E1-50",1
"LS-15348_S08_E1-50",1
"LS-15348_S09_E1-50",1
"LS-15348_S10_E1-50",1
"LS-15348_S11_E1-50",1
"LS-15348_S14_E1-50",1
"LS-15348_S18_E1-50",1
"LS-15348_S20_E1-50",1
"LS-15348_S21_E1-50",1
"LS-15349_S01_E1-50",1
"LS-15349_S02_E1-50",2
"LS-15349_S03_E1-50",2
"LS-15349_S04_E1-50",1
"LS-15349_S05_E1-50",2
"LS-15349_S06_E1-50",1
"LS-15349_S08_E1-50",1
"LS-15349_S10_E1-50",1
"LS-15349_S11_E1-50",1
"LS-15349_S13_E1-50",1
"LS-15349_S14_E1-50",1
"LS-15349_S16_E1-50",1
"LS-15349_S18_E1-50",1
"LS-15349_S21_E1-50",1
"LS-15349_S23_E1-50",1
"LS-15349_S24_E1-50",1
"LS-15376_S09_E1-50",2
"LS-15376_S10_E1-50",2
"LS-15376_S11_E1-50",1
"LS-15376_S12_E1-50",2
"LS-15376_S13_E1-50",2
"LS-15376_S14_E1-50",1
"LS-15376_S15_E1-50",2
"LS-15376_S16_E1-50",2
"LS-15379_S02_E1-50",1
"LS-15379_S03_E1-50",2
"LS-15379_S04_E1-50",1
"LS-15379_S07_E1-50",1
"LS-15379_S08_E1-50",1
"LS-15379_S09_E1-50",1
"LS-15379_S10_E1-50",1
"LS-15379_S11_E1-50",2
"LS-15379_S13_E1-50",1
"LS-15379_S14_E1-50",1
"LS-15379_S15_E1-50",2
"LS-15379_S16_E1-50",2
"LS-15379_S25_E1-50",2
"LS-15379_S26_E1-50",1
"LS-15379_S27_E1-50",2
"LS-15379_S28_E1-50",2
"LS-15379_S29_E1-50",2
"LS-15379_S30_E1-50",1
"LS-15379_S31_E1-50",1
"LS-15379_S32_E1-50",2
"LS-15380_S01_E1-50",1
"LS-15380_S02_E1-50",2
"LS-15380_S04_E1-50",1
"LS-15380_S06_E1-50",1
"LS-15380_S07_E1-50",1
"LS-15380_S08_E1-50",1
"LS-15380_S09_E1-50",2
"LS-15380_S10_E1-50",1
"LS-15380_S11_E1-50",1
"LS-15380_S12_E1-50",1
"LS-15380_S15_E1-50",1
"LS-15380_S16_E1-50",1
"LS-15380_S17_E1-50",1
"LS-15380_S18_E1-50",1
"LS-15380_S19_E1-50",2
"LS-15380_S20_E1-50",1
"LS-15380_S21_E1-50",2
"LS-15380_S22_E1-50",1
"LS-15380_S23_E1-50",2
"LS-15380_S24_E1-50",1
"LS-15380_S33_E1-50",2
"LS-15380_S34_E1-50",1
"LS-15380_S35_E1-50",1
"LS-15380_S36_E1-50",1
"LS-15380_S37_E1-50",2
"LS-15380_S39_E1-50",1
"LS-15380_S40_E1-50",2
"LS-15380_S41_E1-50",1
"LS-15380_S42_E1-50",1
"LS-15380_S43_E1-50",1
"LS-15380_S44_E1-50",1
"LS-15380_S46_E1-50",1
"LS-15380_S47_E1-50",1
"LS-15380_S48_E1-50",1
"LS-15380_S49_E1-50",2
"LS-15380_S50_E1-50",1
"LS-15380_S51_E1-50",1
"LS-15380_S52_E1-50",2
"LS-15380_S53_E1-50",1
"LS-15380_S55_E1-50",1
"LS-15380_S56_E1-50",1
"LS-15381_S57_E1-50",2
"LS-15381_S58_E1-50",1
"LS-15381_S59_E1-50",2
"LS-15381_S60_E1-50",1
"LS-15381_S61_E1-50",2
"LS-15381_S62_E1-50",1
"LS-15381_S63_E1-50",2
"LS-15381_S64_E1-50",1
"LS-15381_S65_E1-50",1
"LS-15381_S66_E1-50",1
"LS-15381_S67_E1-50",2
"LS-15381_S68_E1-50",2
"LS-15381_S69_E1-50",1
"LS-15381_S70_E1-50",2
"LS-15381_S71_E1-50",2
"LS-15381_S72_E1-50",1
"LS-15381_S73_E1-50",1
"LS-15381_S74_E1-50",1
"LS-15381_S75_E1-50",2
"LS-15381_S76_E1-50",1
"LS-15381_S77_E1-50",1
"LS-15381_S78_E1-50",2
"LS-15381_S79_E1-50",1
"LS-15381_S80_E1-50",1
"LS-15381_S81_E1-50",2
"LS-15381_S82_E1-50",1
"LS-15381_S83_E1-50",1
"LS-15381_S84_E1-50",2
"LS-15381_S85_E1-50",1
"LS-15381_S86_E1-50",2
"LS-15381_S87_E1-50",2
"LS-15381_S88_E1-50",2
"LS-15381_S90_E1-50",1
"LS-15381_S91_E1-50",1
"LS-15381_S92_E1-50",1
"LS-15381_S93_E1-50",2
"LS-15381_S94_E1-50",1
"LS-15381_S95_E1-50",2
"LS-15381_S96_E1-50",1
"LS-15384_S01_E2-50",1
"LS-15384_S02_E2-50",1
"LS-15384_S03_E2-50",2
"LS-15384_S04_E2-50",2
"LS-15384_S05_E2-50",2
"LS-15384_S06_E2-50",1
"LS-15384_S08_E2-50",1
"LS-15384_S09_E2-50",1
"LS-15384_S10_E2-50",2
"LS-15384_S11_E2-50",2
"LS-15384_S12_E2-50",2
"LS-15384_S13_E2-50",1
"LS-15384_S14_E2-50",1
"LS-15384_S15_E2-50",1
"LS-15384_S16_E2-50",2
"LS-15561_S62_E1-50",1
"LS-15911_S26_E1-50",1
"LS-15911_S36_E1-50",1
"LS-15911_S39_E1-50",1
"LS-15911_S41_E1-50",1
"LS-15911_S48_E1-50",1
"LS-15912_S49_E1-50",1
"LS-15912_S51_E1-50",1
"LS-15912_S52_E1-50",1
"LS-15912_S55_E1-50",2
"LS-15912_S71_E1-50",1
"LS-15912_S85_E1-50",1
"LS-15912_S86_E1-50",1
"LS-15912_S92_E1-50",1
"LS-15920_S19_E1-50",2
"LS-15920_S22_E1-50",1
"LS-15920_S23_E1-50",2
"LS-15920_S25_E1-50",2
"LS-15920_S28_E1-50",1
"LS-15920_S33_E1-50",1
"LS-15920_S39_E1-50",2
"LS-15920_S51_E1-50",1
"LS-15920_S54_E1-50",1
"LS-15920_S59_E1-50",1
"LS-15920_S64_E1-50",2
"LS-15920_S73_E1-50",2
"LS-15920_S75_E1-50",1
"LS-15920_S76_E1-50",2
"LS-15920_S85_E1-50",2
"LS-15921_S03_E1-50",1
"LS-15921_S05_E1-50",1
"LS-15921_S17_E1-50",2
"LS-15921_S22_E1-50",1
"LS-15921_S25_E1-50",2
"LS-15921_S26_E1-50",1
"LS-15921_S28_E1-50",2
"LS-15921_S29_E1-50",1
"LS-15921_S30_E1-50",1
"LS-15921_S31_E1-50",1
"LS-15921_S32_E1-50",1
"LS-15921_S33_E1-50",1
"LS-15921_S37_E1-50",1
"LS-15921_S38_E1-50",1
"LS-15921_S39_E1-50",1
"LS-15921_S40_E1-50",2
"LS-15921_S41_E1-50",1
"LS-15921_S42_E1-50",1
"LS-15921_S44_E1-50",2
"LS-15921_S46_E1-50",1
"LS-15921_S47_E1-50",2
"LS-15921_S48_E1-50",1
"LS-15921_S49_E1-50",1
"LS-15921_S50_E1-50",1
"LS-15921_S51_E1-50",1
"LS-15921_S52_E1-50",2
"LS-15921_S53_E1-50",1
"LS-15921_S55_E1-50",1
"LS-15921_S56_E1-50",1
"LS-15921_S66_E1-50",1
"LS-15921_S67_E1-50",2
"LS-15921_S69_E1-50",1
"LS-15921_S70_E1-50",1
"LS-15921_S72_E1-50",1
"LS-15921_S73_E1-50",1
"LS-15921_S74_E1-50",2
"LS-15921_S75_E1-50",1
"LS-15921_S76_E1-50",1
"LS-15921_S78_E1-50",1
"LS-15921_S79_E1-50",1
"LS-15921_S80_E1-50",1
"LS-15921_S82_E1-50",1
"LS-15921_S83_E1-50",1
"LS-15921_S84_E1-50",2
"LS-15921_S85_E1-50",1
"LS-15921_S87_E1-50",1
"LS-15921_S88_E1-50",2
"LS-15921_S89_E1-50",1
"LS-15921_S90_E1-50",2
"LS-15921_S91_E1-50",1
"LS-15921_S92_E1-50",1
"LS-15921_S93_E1-50",1
"LS-15921_S94_E1-50",1
"LS-15921_S95_E1-50",1
"LS-15921_S96_E1-50",1
"LS-15933_S11_E1-50",2
"LS-15933_S12_E1-50",2
"LS-15933_S19_E1-50",2
"LS-15933_S22_E1-50",1
"LS-15933_S30_E1-50",2
"LS-15933_S32_E1-50",1
"LS-15933_S36_E1-50",1
"LS-15933_S40_E1-50",1
"LS-15933_S46_E1-50",2
"LS-15933_S47_E1-50",1
"LS-15933_S60_E1-50",1
"LS-15933_S70_E1-50",1
"LS-15933_S78_E1-50",1
"LS-15933_S88_E1-50",1
"LS-15933_S93_E1-50",2
"SM-D9CXO_S95_E1-50",1
"SM-D9CY7_S09_E1-50",1
"SM-D9CY7_S11_E1-50",2
"SM-D9CY7_S13_E1-50",1
"SM-D9CY7_S14_E1-50",1
"SM-D9CY7_S15_E1-50",1
"SM-D9CY7_S16_E1-50",2
"SM-D9CY7_S17_E1-50",1
"SM-D9CY7_S18_E1-50",2
"SM-D9CY7_S19_E1-50",1
"SM-D9CY7_S24_E1-50",1
"SM-D9CY7_S25_E1-50",1
"SM-D9CY7_S26_E1-50",1
"SM-D9CY7_S27_E1-50",1
"SM-D9CY7_S28_E1-50",1
"SM-D9CY7_S29_E1-50",1
"SM-D9CY7_S30_E1-50",1
"SM-D9CY7_S31_E1-50",1
"SM-D9CY7_S32_E1-50",1
"SM-D9CY7_S33_E1-50",1
"SM-D9CY7_S34_E1-50",2
"SM-D9CY7_S35_E1-50",1
"SM-D9CY7_S37_E1-50",1
"SM-D9CY7_S38_E1-50",2
"SM-D9CY7_S40_E1-50",1
"SM-D9CY7_S44_E1-50",1
"SM-D9CY7_S45_E1-50",1
"SM-D9CY7_S59_E1-50",1
"SM-D9CY7_S64_E1-50",1
"SM-D9CY7_S82_E1-50",1
"SM-D9CYA_S41_E1-50",1
"SM-D9CYA_S42_E1-50",1
"SM-D9CYA_S48_E1-50",1
"SM-D9CYA_S62_E1-50",2
"SM-D9CYA_S68_E1-50",1
"SM-D9CYA_S93_E1-50",1
"SM-D9CYA_S94_E1-50",1
"SM-D9CYB_S01_E1-50",1
"SM-D9CYB_S02_E1-50",1
"SM-D9CYB_S03_E1-50",1
"SM-D9CYB_S04_E1-50",1
"SM-D9CYB_S05_E1-50",2
"SM-D9CYB_S06_E1-50",2
"SM-D9CYB_S07_E1-50",1
"SM-D9CYB_S08_E1-50",1
"SM-D9CYB_S09_E1-50",2
"SM-D9CYB_S10_E1-50",1
"SM-D9CYB_S11_E1-50",2
"SM-D9CYB_S12_E1-50",2
"SM-D9CYB_S13_E1-50",1
"SM-D9CYB_S14_E1-50",1
"SM-D9CYB_S15_E1-50",1
"SM-D9CYB_S16_E1-50",1
"SM-D9CYB_S17_E1-50",1
"SM-D9CYB_S18_E1-50",2
"SM-D9CYB_S19_E1-50",2
"SM-D9CYB_S21_E1-50",1
"SM-D9CYB_S22_E1-50",1
"SM-D9CYB_S24_E1-50",1
"SM-D9CYH_S01_E1-50",1
"SM-D9CYH_S03_E1-50",2
"SM-D9CYH_S04_E1-50",2
"SM-D9CYH_S05_E1-50",2
"SM-D9CYH_S06_E1-50",1
"SM-D9CYH_S07_E1-50",1
"SM-D9CYH_S08_E1-50",1
"SM-D9CYH_S09_E1-50",2
"SM-D9CYH_S10_E1-50",2
"SM-D9CYH_S11_E1-50",2
"SM-D9CYH_S12_E1-50",2
"SM-D9CYH_S15_E1-50",1
"SM-D9CYH_S16_E1-50",1
"SM-D9CYV_S95_E1-50",2
"SM-D9CZ2_S67_E1-50",2
"SM-D9CZ2_S68_E1-50",2
"SM-D9CZ2_S72_E1-50",2
"SM-D9CZ2_S73_E1-50",2
"SM-D9CZ2_S76_E1-50",1
"SM-D9CZ2_S80_E1-50",2
"SM-D9CZ2_S87_E1-50",1
"SM-D9CZ2_S96_E1-50",1
"SM-D9CZ6_S09_E1-50",1
"SM-D9CZ6_S14_E1-50",1
"SM-D9CZE_S14_E1-50",1
"SM-D9CZE_S63_E1-50",1
"SM-D9CZE_S71_E1-50",1
"SM-D9CZE_S88_E1-50",2
"SM-D9CZF_S07_E1-50",1
