"","x"
"LS-14690_S11_E1-50",1
"LS-14692_S01_E1-50",1
"LS-14696_S33_E1-50",1
"LS-14696_S34_E1-50",1
"LS-14696_S35_E1-50",1
"LS-14696_S36_E1-50",1
"LS-14696_S37_E1-50",1
"LS-14696_S38_E1-50",1
"LS-14696_S40_E1-50",1
"LS-14696_S41_E1-50",1
"LS-14696_S42_E1-50",2
"LS-14696_S43_E1-50",2
"LS-14696_S44_E1-50",1
"LS-14696_S45_E1-50",2
"LS-14696_S46_E1-50",1
"LS-14696_S47_E1-50",1
"LS-14696_S48_E1-50",1
"LS-15002_S17_E1-50",2
"LS-15002_S18_E1-50",1
"LS-15002_S19_E1-50",2
"LS-15002_S20_E1-50",2
"LS-15002_S21_E1-50",1
"LS-15002_S22_E1-50",2
"LS-15002_S23_E1-50",1
"LS-15002_S24_E1-50",2
"LS-15002_S25_E1-50",2
"LS-15002_S26_E1-50",2
"LS-15002_S27_E1-50",1
"LS-15002_S28_E1-50",1
"LS-15002_S29_E1-50",2
"LS-15002_S30_E1-50",1
"LS-15002_S31_E1-50",1
"LS-15002_S32_E1-50",2
"LS-15003_S17_E1-50",1
"LS-15003_S18_E1-50",2
"LS-15003_S19_E1-50",1
"LS-15003_S20_E1-50",1
"LS-15003_S21_E1-50",1
"LS-15003_S22_E1-50",1
"LS-15003_S23_E1-50",1
"LS-15003_S24_E1-50",1
"LS-15003_S25_E1-50",1
"LS-15003_S26_E1-50",1
"LS-15003_S27_E1-50",1
"LS-15003_S28_E1-50",2
"LS-15003_S29_E1-50",2
"LS-15003_S30_E1-50",2
"LS-15003_S31_E1-50",1
"LS-15003_S32_E1-50",2
"LS-15004_S74_E1-50",1
"LS-15006_S49_E1-50",1
"LS-15006_S50_E1-50",1
"LS-15006_S51_E1-50",1
"LS-15006_S52_E1-50",1
"LS-15006_S53_E1-50",1
"LS-15006_S55_E1-50",2
"LS-15006_S57_E1-50",1
"LS-15006_S58_E1-50",2
"LS-15006_S59_E1-50",1
"LS-15006_S60_E1-50",1
"LS-15006_S61_E1-50",1
"LS-15006_S62_E1-50",1
"LS-15006_S63_E1-50",1
"LS-15006_S65_E1-50",1
"LS-15006_S66_E1-50",2
"LS-15006_S67_E1-50",2
"LS-15006_S68_E1-50",1
