"","log2Gene","ME4 Habp4"
"LS-15031_S57_E1-50",0.112026290980172,1.69369206957609
"LS-15031_S58_E1-50",-0.135841915346518,-6.73412945877987
"LS-15031_S59_E1-50",0.0847249891333988,-0.876528457075973
"LS-15031_S60_E1-50",-0.184932853302094,-4.53224022151469
"LS-15031_S61_E1-50",-0.0670811236877498,0.734389156088502
"LS-15031_S62_E1-50",0.0395398784754022,2.44679406562683
"LS-15031_S63_E1-50",0.254238035069134,1.28124378991481
"LS-15031_S64_E1-50",-0.169087396218607,-0.181705629964159
"LS-15031_S65_E1-50",-0.0894573302282762,1.04378491399503
"LS-15031_S66_E1-50",0.0231492414746715,-4.15260545574163
"LS-15031_S67_E1-50",-0.353765317743393,-8.29121647916205
"LS-15031_S68_E1-50",-0.115700550928553,-0.7381817974042
"LS-15031_S69_E1-50",-0.0852806030438398,-4.94686524287623
"LS-15031_S70_E1-50",-0.00213356506027829,1.86335369379255
"LS-15031_S71_E1-50",-0.29701378017212,-4.20053459895739
"LS-15031_S72_E1-50",-0.165248907747255,-2.77957534787627
"LS-15031_S73_E1-50",0.194400584295071,3.96964931106322
"LS-15031_S74_E1-50",-0.278858558510423,-6.10315697326125
"LS-15031_S75_E1-50",0.0338744021035744,-0.290864282728542
"LS-15031_S76_E1-50",0.0450175283106233,5.14306469488518
"LS-15031_S77_E1-50",-0.825453330513561,-14.5302401756677
"LS-15031_S78_E1-50",-0.163716367392396,-8.78038537237194
"LS-15031_S79_E1-50",0.126816837564729,0.766468453872555
"LS-15031_S81_E1-50",-0.594217534248322,-15.0159719843041
"LS-15031_S83_E1-50",-0.29701378017212,-2.77377049965167
"LS-15031_S84_E1-50",-0.232737363693856,-0.64387790085196
"LS-15031_S85_E1-50",-0.0749814025213169,-0.868544729021548
"LS-15031_S86_E1-50",0.00196888805735718,-3.08123998836104
"LS-15031_S87_E1-50",-0.114959947708547,-3.24651872191084
"LS-15031_S88_E1-50",0.220307763679633,0.0911067795780587
"LS-15031_S89_E1-50",0.0785872266789873,4.87869275147
"LS-15031_S90_E1-50",0.111551746255463,3.11185685057372
"LS-15031_S91_E1-50",-0.104815019725894,2.11700035000667
"LS-15031_S92_E1-50",-0.0107179950110599,2.06321346117899
"LS-15031_S94_E1-50",-0.110524294588293,-3.23634934113403
"LS-15031_S95_E1-50",-0.00607605975405434,4.10538450361988
"LS-15031_S96_E1-50",0.0686795719234272,-0.339093675166779
"LS-15032_S01_E1-50",0.172273156843501,1.36888180696329
"LS-15032_S02_E1-50",0.259530759909969,2.63723551962687
"LS-15032_S03_E1-50",0.369858554703331,3.59864573426444
"LS-15032_S04_E1-50",0.255956722901772,-1.07657438106912
"LS-15032_S05_E1-50",0.246910683055034,3.82615955693124
"LS-15032_S06_E1-50",0.394643908446019,1.7163059370176
"LS-15032_S07_E1-50",0.279524200021026,2.01470150190831
"LS-15032_S08_E1-50",0.225726205466176,-0.808515626717289
"LS-15032_S09_E1-50",0.302989986672218,3.76245762298254
"LS-15032_S10_E1-50",0.140372147456194,1.81383808045687
"LS-15032_S11_E1-50",0.105686157546751,3.06288765101837
"LS-15032_S12_E1-50",0.299383247191486,2.83285198595162
"LS-15032_S13_E1-50",0.187362668327122,1.12182546252699
"LS-15032_S14_E1-50",0.273597627551414,4.25537268512761
"LS-15032_S15_E1-50",0.298549640634651,3.99227354591432
"LS-15032_S16_E1-50",0.0142067139051196,-2.11754512521515
"LS-15032_S25_E1-50",0.09644318852121,1.08985882728234
"LS-15032_S26_E1-50",0.348538206728099,0.423638826464744
"LS-15032_S27_E1-50",0.24892582162196,1.79651793725618
"LS-15032_S28_E1-50",0.215899443767025,0.0520965597463292
"LS-15032_S29_E1-50",0.192008550518667,-0.574620690358212
"LS-15032_S30_E1-50",0.250938149393916,1.55357717116501
"LS-15032_S31_E1-50",0.210296164896571,2.79866076640102
"LS-15032_S32_E1-50",0.330980383268804,1.45302501914203
"LS-15032_S33_E1-50",0.192457359058881,1.29986672430834
"LS-15032_S34_E1-50",0.222506882606874,1.93444425283881
"LS-15032_S35_E1-50",0.196639519679337,1.93750574560248
"LS-15032_S36_E1-50",0.317053065741558,0.582540921766966
"LS-15032_S37_E1-50",0.197534121841667,2.06061787391306
"LS-15032_S38_E1-50",0.410419703804202,2.80806035587695
"LS-15032_S39_E1-50",0.214721613277366,1.97862828551793
"LS-15032_S40_E1-50",0.237227644677676,1.86596808972507
"LS-15032_S41_E1-50",0.201255671242926,1.76917467898681
"LS-15032_S42_E1-50",0.149955115252824,0.437864883255803
"LS-15032_S43_E1-50",0.158862564495537,2.28961534793302
"LS-15032_S44_E1-50",0.243593975517923,1.00578900789732
"LS-15032_S45_E1-50",0.222653371416554,2.68064252282488
"LS-15032_S46_E1-50",0.164211262580221,1.15649555433869
"LS-15032_S47_E1-50",0.278256268161863,4.40561877006764
"LS-15032_S48_E1-50",0.318150276587021,-0.0939545088922616
"LS-15032_S49_E1-50",0.146716395002434,-3.32533598539131
"LS-15032_S50_E1-50",0.232725346135886,-0.592830856065896
"LS-15032_S51_E1-50",0.250219783078776,-0.648792870031548
"LS-15032_S52_E1-50",0.237082628339323,0.491418002295638
"LS-15032_S53_E1-50",0.24214954704235,0.507766399661953
"LS-15032_S54_E1-50",0.17136274765833,-0.834157160282119
"LS-15032_S55_E1-50",0.119125794272032,-0.966228323832178
"LS-15032_S56_E1-50",0.168475989201943,0.46740151187498
"LS-15032_S57_E1-50",0.200363374518746,-0.221452072039502
"LS-15032_S58_E1-50",0.269207582812523,1.48727328377904
"LS-15032_S59_E1-50",0.178025778479494,-5.0925411413783
"LS-15032_S60_E1-50",0.216046604989256,-0.512636851509652
"LS-15032_S61_E1-50",0.217811369785322,-2.36172479717868
"LS-15032_S62_E1-50",0.234760382299257,0.353578793492999
"LS-15032_S63_E1-50",0.209261604048443,0.129312747308805
"LS-15032_S64_E1-50",0.257959274340934,1.09123038754429
"LS-15032_S65_E1-50",0.184808560323905,-0.589667962313641
"LS-15032_S66_E1-50",0.222506882606874,-2.04402033262908
"LS-15032_S67_E1-50",0.155643801316153,-0.766982961583114
"LS-15032_S68_E1-50",0.128381413188071,0.449032616723874
"LS-15032_S69_E1-50",0.291723764240416,-0.624490692163412
"LS-15032_S70_E1-50",0.0281865896122362,-3.60345560667152
"LS-15032_S71_E1-50",0.314993543563263,1.16311080487531
"LS-15032_S72_E1-50",0.208817993618805,1.95458462100152
"LS-15032_S73_E1-50",0.100593912980347,2.59244108219214
"LS-15032_S75_E1-50",0.151340915601441,2.52974117245321
"LS-15032_S76_E1-50",0.350818511762833,2.61889111753281
"LS-15032_S78_E1-50",-0.210613679541471,-7.48057792090245
"LS-15032_S79_E1-50",-0.105182679014552,0.140779301520528
"LS-15032_S80_E1-50",0.195296575447495,1.92763458183737
"LS-15032_S81_E1-50",-0.160083095437411,-1.76292857575587
"LS-15032_S82_E1-50",-0.372451914759143,-8.75560965443049
"LS-15032_S83_E1-50",-0.249504854598177,-4.21916372086846
"LS-15032_S84_E1-50",-0.100227166718543,-3.19072856107885
"LS-15032_S85_E1-50",-0.210415901072331,-8.49440911414501
"LS-15032_S87_E1-50",-0.364287984353556,-4.43761403558056
"LS-15032_S88_E1-50",0.152571621618398,2.8247923444836
"LS-15032_S89_E1-50",0.17484953398653,6.35571967829409
"LS-15032_S90_E1-50",0.0766435483238403,1.2150856538013
"LS-15032_S91_E1-50",0.0446861409103168,1.26096778399409
"LS-15032_S92_E1-50",0.237517633631594,0.451610490384875
"LS-15032_S93_E1-50",-0.14961701679267,-5.42704533266009
"LS-15032_S94_E1-50",0.0372097290795548,-1.40819799936766
"LS-15032_S95_E1-50",-0.110339771336665,-4.15152258790062
"LS-15032_S96_E1-50",-0.338556042415306,-6.43314124696496
"LS-15033_S01_E1-50",-0.0152021673076987,2.45578724011132
"LS-15033_S02_E1-50",0.176060356584578,-0.0715363797737348
"LS-15033_S03_E1-50",-0.131903453900408,-1.33302333210331
"LS-15033_S04_E1-50",-0.0690521412519534,-4.79318115911294
"LS-15033_S05_E1-50",0.0848861570988095,0.254919702407096
"LS-15033_S06_E1-50",0.0123437512174434,-1.7327134084157
"LS-15033_S07_E1-50",0.0763193471896919,1.00225268578581
"LS-15033_S08_E1-50",0.0573899245393026,-1.42457479098356
"LS-15033_S09_E1-50",0.181797926842183,0.632470381834277
"LS-15033_S10_E1-50",0.133376683414307,-0.574321535531311
"LS-15033_S11_E1-50",0.125563954254647,-0.342346940459173
"LS-15033_S12_E1-50",-0.0537136640328519,-3.24081462324379
"LS-15033_S13_E1-50",0.369858554703331,1.73557540886561
"LS-15033_S14_E1-50",0.207782371845758,0.751965276044435
"LS-15033_S15_E1-50",0.102187171056014,-0.945896540874156
"LS-15033_S16_E1-50",0.151956399843236,-0.198120327199287
"LS-15033_S17_E1-50",0.0395398784754022,1.70384078174074
"LS-15033_S18_E1-50",0.17862998539478,-4.32915010423905
"LS-15033_S19_E1-50",0.0746972478048544,0.252926114235508
"LS-15033_S20_E1-50",0.15487636949802,-1.43322615748441
"LS-15033_S21_E1-50",0.142386760333283,-1.90336179678217
"LS-15033_S22_E1-50",0.177723580103674,-0.458024505317417
"LS-15033_S23_E1-50",0.14517158808656,0.372683410477251
"LS-15033_S24_E1-50",0.135867847496941,2.22987216430614
"LS-15033_S33_E1-50",0.173637694317723,2.49414975527059
"LS-15033_S34_E1-50",0.294513738114924,2.40662859691065
"LS-15033_S35_E1-50",0.114870286067848,4.14997519684873
"LS-15033_S36_E1-50",0.293816750304426,3.73429083127573
"LS-15033_S37_E1-50",0.324033530674781,4.15930270781661
"LS-15033_S38_E1-50",0.300216372358559,1.76454191445936
"LS-15033_S39_E1-50",0.096603052784312,2.51387675166905
"LS-15033_S40_E1-50",0.374348821179685,1.29266883548818
"LS-15033_S41_E1-50",0.171969750945244,0.113515175236605
"LS-15033_S42_E1-50",0.287388613761106,0.0435111796100422
"LS-15033_S43_E1-50",0.309900782799646,0.751168124477477
"LS-15033_S44_E1-50",0.226310765863513,2.86313135371736
"LS-15033_S45_E1-50",0.284023398805262,1.06351250386864
"LS-15033_S46_E1-50",0.291584123816275,-1.21069917606367
"LS-15033_S47_E1-50",0.212510585962013,1.12656533758853
"LS-15033_S48_E1-50",0.166192882156558,2.94164837898725
"LS-15033_S49_E1-50",0.0385417038224212,3.82285902927187
"LS-15033_S50_E1-50",-0.469934379191098,-7.32494942673381
"LS-15033_S51_E1-50",0.0256701141078288,-1.95141139157772
"LS-15033_S52_E1-50",-0.433236876698757,-6.72817603183678
"LS-15033_S53_E1-50",0.0727483180374939,0.195085755327677
"LS-15033_S54_E1-50",-0.519301205690256,-10.010655431396
"LS-15033_S55_E1-50",0.0219713251222782,0.611150297511626
"LS-15033_S56_E1-50",-0.138661699371863,-1.97537033975139
"LS-15033_S57_E1-50",-0.19096883569034,-5.06153258897425
"LS-15033_S58_E1-50",-0.1218250775702,-1.09831974062612
"LS-15033_S59_E1-50",-0.203510680856409,3.26085812671172
"LS-15033_S60_E1-50",0.0435256851986559,2.61332985838144
"LS-15033_S61_E1-50",-0.0462816358569249,-2.32332349851747
"LS-15033_S62_E1-50",-0.228725974926011,-4.36113847551351
"LS-15033_S63_E1-50",0.0559108271416466,3.45351954522608
"LS-15033_S64_E1-50",-0.522980613552733,-6.87118777870536
"LS-15033_S65_E1-50",0.0270127805992395,4.01414194456235
"LS-15033_S66_E1-50",-0.610305307525714,-15.8086561235935
"LS-15033_S67_E1-50",-0.0512320648741689,3.63042862571734
"LS-15033_S68_E1-50",-0.0146840509290342,1.04966142197516
"LS-15033_S69_E1-50",-0.0717442395156489,1.87277945805289
"LS-15033_S70_E1-50",-0.355951219738676,-2.7347732141415
"LS-15033_S71_E1-50",-0.275130662273671,0.358846378735197
"LS-15033_S72_E1-50",-1.05371366403285,-18.3852978165085
"LS-15033_S73_E1-50",0.138510004518235,2.72174286034292
"LS-15033_S74_E1-50",-0.198990894289588,-4.66984914880042
"LS-15033_S75_E1-50",0.287388613761106,1.98950265267155
"LS-15033_S76_E1-50",0.375666832454334,3.27715620532359
"LS-15033_S77_E1-50",0.0991584747581182,4.39879382907968
"LS-15033_S78_E1-50",0.0818208827248945,-1.09567321830779
"LS-15033_S79_E1-50",-0.1735143206368,-0.909546356327638
"LS-15033_S80_E1-50",0.102664805571514,2.04094659577047
"LS-15033_S81_E1-50",0.289907383628439,5.08222266639435
"LS-15033_S82_E1-50",-0.250724548942395,-4.26186096627477
"LS-15033_S83_E1-50",-0.295544533622465,-6.58328552477712
"LS-15033_S84_E1-50",-0.476816233869711,-14.3195767876201
"LS-15033_S85_E1-50",-0.0352048904955371,0.371026979763735
"LS-15033_S86_E1-50",-0.0259517774944715,-3.81801026188544
"LS-15033_S87_E1-50",-0.109048768976789,-5.28724810815504
"LS-15033_S88_E1-50",-0.361650113667309,-3.58833594985551
"LS-15033_S89_E1-50",0.283321323244719,2.1770739275302
"LS-15033_S90_E1-50",0.196639519679337,2.90539437250325
"LS-15033_S91_E1-50",0.258530921714787,3.47106102778787
"LS-15033_S92_E1-50",0.0940430964007231,4.66405572739347
"LS-15033_S93_E1-50",0.259816300740368,3.05378645736968
"LS-15033_S94_E1-50",-0.0905489028207462,2.64293068406743
"LS-15033_S95_E1-50",0.228354864026791,3.84583455218092
"LS-15033_S96_E1-50",-0.0983961028340978,3.2387289653398
"LS-15035_S01_E1-50",0.251943261680028,0.311230635781649
"LS-15035_S02_E1-50",0.314581286083422,1.13364004909753
"LS-15035_S03_E1-50",0.243882687754406,-1.24577242851809
"LS-15035_S04_E1-50",0.377641594419215,-0.470820572759804
"LS-15035_S05_E1-50",0.237517633631594,0.736575064458288
"LS-15035_S06_E1-50",0.270908540023774,3.38964668333972
"LS-15035_S07_E1-50",0.294653095279088,2.11865819234615
"LS-15035_S08_E1-50",0.115659290758495,0.354307480554336
"LS-15035_S09_E1-50",0.0271805260840967,0.859611569168352
"LS-15035_S10_E1-50",0.237807564307991,4.77537621691327
"LS-15035_S11_E1-50",-0.938181860069808,-13.3142402762728
"LS-15035_S12_E1-50",-1.37245191475914,-20.9097705728549
"LS-15035_S13_E1-50",-0.240591798756361,-6.97622932388619
"LS-15035_S14_E1-50",-1.51123938870003,-21.904253457079
"LS-15035_S15_E1-50",-0.285093205382312,-9.20503983357674
"LS-15035_S16_E1-50",-0.125176719595975,-3.726219489744
"LS-15035_S17_E1-50",-0.897176018057069,-18.9062450079412
"LS-15035_S18_E1-50",-1.24463636277597,-16.8284479303548
"LS-15035_S19_E1-50",0.320752812851948,4.19193470434618
"LS-15035_S20_E1-50",-1.22213147125634,-17.2740179710435
"LS-15035_S21_E1-50",-0.97298721940076,-13.2701081855081
"LS-15035_S22_E1-50",-1.00350364592382,-16.6429859966358
"LS-15035_S23_E1-50",-1.2458519463678,-17.3297307950821
"LS-15035_S24_E1-50",-0.376884161074404,-3.46045993544105
"LS-15035_S25_E1-50",0.14779677646894,2.73276550866918
"LS-15035_S26_E1-50",0.0318694984235677,2.05036846372537
"LS-15035_S27_E1-50",0.440077808059131,2.90821550238651
"LS-15035_S28_E1-50",0.133376683414307,2.4568553190286
"LS-15035_S29_E1-50",-0.265852848685661,-3.91461353028652
"LS-15035_S30_E1-50",-0.00144901224036964,-0.162867841725098
"LS-15035_S31_E1-50",0.0445204186608805,1.85663700098541
"LS-15035_S32_E1-50",0.133220842740013,3.44103539361804
"LS-15035_S33_E1-50",0.249069652442167,3.76875556403887
"LS-15035_S34_E1-50",0.0742102621324197,2.56390210636216
"LS-15035_S35_E1-50",0.0224762641839185,1.10201569494672
"LS-15035_S36_E1-50",-0.478482301082211,-7.68978257862583
"LS-15035_S37_E1-50",-0.315613094852154,0.162208548973915
"LS-15035_S38_E1-50",-0.201740381995243,0.948484700637217
"LS-15035_S39_E1-50",-0.235149561621107,-4.29235308332425
"LS-15035_S40_E1-50",-0.087821518353115,0.269302045146428
"LS-15035_S41_E1-50",-0.157030579004489,-2.47534403886166
"LS-15035_S42_E1-50",-0.100227166718543,-1.38848553926746
"LS-15035_S43_E1-50",-0.355732480440116,-4.25695952851264
"LS-15035_S44_E1-50",0.0400387069391588,2.914113587889
"LS-15035_S45_E1-50",0.317464617603111,3.96981826241166
"LS-15035_S46_E1-50",-0.216956949077376,0.688163810523937
"LS-15035_S48_E1-50",0.00299268115121798,-1.95304111114175
"LS-15035_S57_E1-50",0.533848500828508,-0.578984703557887
"LS-15035_S58_E1-50",-0.362089423975481,-5.72920788002556
"LS-15035_S59_E1-50",-0.0247340930565674,2.66731684433755
"LS-15035_S60_E1-50",0.055252963454512,0.370778592628272
"LS-15035_S61_E1-50",0.0742102621324197,3.02065712234339
"LS-15035_S62_E1-50",-0.224525986396726,-0.811307990501523
"LS-15035_S63_E1-50",0.208817993618805,5.26670829261587
"LS-15035_S64_E1-50",0.219867537350359,4.12860416737278
"LS-15035_S65_E1-50",0.289627737370363,5.10379227568833
"LS-15035_S67_E1-50",0.118653579427091,2.08528125113679
"LS-15035_S68_E1-50",-0.288638168601963,-1.9828254360728
"LS-15035_S69_E1-50",0.218399145324472,3.67277815708267
"LS-15035_S70_E1-50",-1.02143412101921,-16.8128216077142
"LS-15035_S71_E1-50",-0.245446638023823,-2.46273020622298
"LS-15035_S72_E1-50",0.0756707262769378,1.42651500767879
"LS-15035_S73_E1-50",0.519849705456535,0.650264034304561
"LS-15035_S74_E1-50",0.380533031198272,1.0891555449595
"LS-15035_S75_E1-50",0.545840656437097,2.33460514103257
"LS-15035_S76_E1-50",0.512319777623567,2.97107562967993
"LS-15035_S77_E1-50",0.451872388783894,1.49998655791782
"LS-15035_S78_E1-50",0.485101732745127,2.13078986087914
"LS-15035_S79_E1-50",0.476282377470376,2.44997294189747
"LS-15035_S80_E1-50",0.539621880823164,2.10332738817092
"LS-15035_S81_E1-50",0.467903189004655,3.44712283535325
"LS-15035_S82_E1-50",0.334373524305374,2.80008079396103
"LS-15035_S83_E1-50",0.473330570730365,3.25988579032209
"LS-15035_S84_E1-50",0.511600587658082,3.37511188732518
"LS-15035_S85_E1-50",0.482045562808256,2.65837633925739
"LS-15035_S86_E1-50",0.444731869945468,3.77455245068699
"LS-15035_S87_E1-50",0.442595381406999,0.438845048666346
"LS-15035_S88_E1-50",0.51172047755227,2.48903976585019
"LS-15035_S89_E1-50",0.478246898680675,0.975444776735195
"LS-15035_S90_E1-50",0.0913181563433429,4.97684128789983
"LS-15035_S91_E1-50",0.311416725571767,2.62740111672238
"LS-15035_S92_E1-50",0.3788251554325,4.69576113358372
"LS-15035_S93_E1-50",0.372501580157929,4.88261571543092
"LS-15035_S94_E1-50",0.406943173396462,2.4828145987279
"LS-15035_S95_E1-50",0.366282772260119,2.8317824273165
"LS-15035_S96_E1-50",0.378956602295229,3.63336976749546
"LS-15036_S01_E1-50",0.322804135593238,0.334271745858107
"LS-15036_S02_E1-50",-0.338339924514985,-9.06906132217432
"LS-15036_S03_E1-50",-0.931972493642876,-16.7699788871497
"LS-15036_S04_E1-50",-1.03888769755939,-17.6161062097189
"LS-15036_S05_E1-50",0.123839461199571,1.1569740401653
"LS-15036_S06_E1-50",-0.256021839325967,-5.9395444710559
"LS-15036_S07_E1-50",-0.0177955439558648,-0.998176307397281
"LS-15036_S08_E1-50",-0.305649545307125,-8.54681930893007
"LS-15036_S10_E1-50",-0.848351309455335,-17.2124903864022
"LS-15036_S11_E1-50",-1.28072612516719,-20.9545915092026
"LS-15036_S13_E1-50",-0.833654798248634,-13.5599031665613
"LS-15036_S15_E1-50",-0.858542711431427,-11.0467567949349
"LS-15036_S18_E1-50",-1.33704389654261,-14.1482526055752
"LS-15036_S19_E1-50",-1.35180083368647,-17.5355244910508
"LS-15036_S20_E1-50",-0.822729836182356,-16.9266960937779
"LS-15036_S21_E1-50",-0.739612787087207,-14.9485549709092
"LS-15036_S22_E1-50",-1.00179124804814,-19.4141669666229
"LS-15036_S23_E1-50",-1.07444137068238,-21.1915911394061
"LS-15036_S25_E1-50",-0.281141468495491,-2.40819435841098
"LS-15036_S26_E1-50",-0.261543536633257,-4.54338951000583
"LS-15036_S27_E1-50",-0.434160349312069,-3.29692032929915
"LS-15036_S28_E1-50",-0.313699846893565,-4.81418087645114
"LS-15036_S29_E1-50",-0.0733619130630743,0.823301946518315
"LS-15036_S30_E1-50",-0.412386001773745,4.3225641967458
"LS-15036_S31_E1-50",0.00486775029326481,-5.27598967035349
"LS-15036_S32_E1-50",0.0882665319629243,1.04098772503726
"LS-15036_S33_E1-50",0.166192882156558,5.68386287313339
"LS-15036_S34_E1-50",-0.548752560344738,-8.29317284901155
"LS-15036_S35_E1-50",-0.231733470367642,-2.01711543466297
"LS-15036_S36_E1-50",-0.401056470949607,-3.31287157894559
"LS-15036_S37_E1-50",-0.201740381995243,2.53164678339588
"LS-15036_S38_E1-50",-0.0127858812335493,2.90424531253592
"LS-15036_S39_E1-50",-0.00247596331533018,-0.976765244522128
"LS-15036_S40_E1-50",-0.248083179916197,-2.71557665440694
"LS-15036_S41_E1-50",0.243160798802197,3.25560044027275
"LS-15036_S42_E1-50",0.0395398784754022,3.0990367202449
"LS-15036_S43_E1-50",-0.242208263957279,-1.56865132907651
"LS-15036_S44_E1-50",0.114712433336043,3.58472613972132
"LS-15036_S45_E1-50",-0.302273337732322,1.56972115791859
"LS-15036_S46_E1-50",0.100275050112236,-2.77292243804919
"LS-15036_S47_E1-50",0.178025778479494,1.96220290033761
"LS-15036_S48_E1-50",-0.0991282495338446,1.43459504728082
"LS-15036_S49_E1-50",0.114870286067848,3.49172023995213
"LS-15036_S50_E1-50",-0.345706156374876,-3.15929273162731
"LS-15036_S51_E1-50",-0.0778649913206912,2.69987768310374
"LS-15036_S52_E1-50",0.0182630287822274,2.16875928391121
"LS-15036_S53_E1-50",-0.34700999292172,-4.61747173515877
"LS-15036_S54_E1-50",-0.373558700422087,-3.56232675689738
"LS-15036_S55_E1-50",-0.181245823818433,-0.630937138522093
"LS-15036_S56_E1-50",-0.357702329091444,-7.82217052254972
"LS-15036_S65_E1-50",0.433258333508595,4.08289866911676
"LS-15036_S66_E1-50",0.447366700947752,1.03469469622213
"LS-15036_S67_E1-50",0.466419443545568,3.52635924180242
"LS-15036_S68_E1-50",0.484124462569984,4.42989139005923
"LS-15036_S69_E1-50",0.345043694952178,2.60761218562762
"LS-15036_S70_E1-50",0.399964878511069,4.00669077191847
"LS-15036_S71_E1-50",0.4304707609832,5.05706657514795
"LS-15036_S72_E1-50",0.468520966190855,3.90181050424219
"LS-15036_S73_E1-50",0.280368869272841,2.11525933794835
"LS-15036_S74_E1-50",0.320205300495894,2.81944514208962
"LS-15036_S75_E1-50",0.503062838389766,3.45143846650217
"LS-15036_S76_E1-50",0.53997460362535,3.86624168852754
"LS-15036_S77_E1-50",0.393343128409391,4.12611315696221
"LS-15036_S78_E1-50",0.389564220392725,2.13198864835023
"LS-15036_S79_E1-50",0.441463017038222,4.28122651280297
"LS-15036_S80_E1-50",0.31485613749231,1.58535561644825
"LS-15036_S81_E1-50",0.465676998186929,2.95327049898502
"LS-15036_S82_E1-50",0.365486948920518,1.50871790868543
"LS-15036_S83_E1-50",0.305896554150159,1.32263591696056
"LS-15036_S84_E1-50",0.518060426992172,3.43540341338275
"LS-15036_S85_E1-50",0.408360549069775,4.11424532540292
"LS-15036_S86_E1-50",0.544903689337504,3.79083260183745
"LS-15036_S87_E1-50",0.485223844983626,4.24811369182098
"LS-15036_S88_E1-50",0.418115463735788,4.32975385448278
"LS-15036_S90_E1-50",0.383811735943119,2.56924484774111
"LS-15036_S92_E1-50",0.45312147547741,1.59427762042062
"LS-15036_S93_E1-50",0.492896153410966,2.707374215516
"LS-15036_S94_E1-50",0.54560647170468,2.73117518604255
"LS-15036_S95_E1-50",0.455741042654141,2.25825563222384
"LS-15036_S96_E1-50",0.267220594739214,2.6895719236636
"LS-15038_S01_E1-50",-0.0560218345493908,-0.316499204742938
"LS-15038_S02_E1-50",-0.293867224855257,-0.976597939322803
"LS-15038_S03_E1-50",-0.073901540913349,-3.68422208453486
"LS-15038_S04_E1-50",0.307554824494673,3.15076710306088
"LS-15038_S05_E1-50",-0.449717041085847,-7.38043078650639
"LS-15038_S06_E1-50",0.0402049447731727,-5.23193289930134
"LS-15038_S07_E1-50",-0.328647975421557,-8.20066538618803
"LS-15038_S08_E1-50",-0.412613502372006,-5.73024833259357
"LS-15038_S09_E1-50",-0.0794895464336118,-1.44950362694015
"LS-15038_S10_E1-50",0.286127577856217,-0.123648583460157
"LS-15038_S11_E1-50",-0.19938335757843,-5.29323089216853
"LS-15038_S12_E1-50",-0.0629685862384264,1.94690907844476
"LS-15038_S13_E1-50",-0.159701177489215,-0.14300790098539
"LS-15038_S14_E1-50",-0.0951060328999134,-1.7640525092548
"LS-15038_S15_E1-50",-0.267909434979599,-6.89749106490017
"LS-15038_S16_E1-50",0.228208953023795,5.26388259225369
"LS-15038_S17_E1-50",0.14949288583437,4.74615273243877
"LS-15038_S18_E1-50",-0.249098518856613,-10.8053700718193
"LS-15038_S19_E1-50",0.242438548453752,2.42784597321683
"LS-15038_S20_E1-50",0.175303711557065,3.62432058009273
"LS-15038_S21_E1-50",0.322257401322027,4.52638047387904
"LS-15038_S22_E1-50",-0.0122686317362035,2.29467926390288
"LS-15038_S23_E1-50",0.25036348496055,-0.147408752910029
"LS-15038_S24_E1-50",-0.0036749975530892,0.472260035871921
"LS-15038_S25_E1-50",0.166345201751366,2.27989055550348
"LS-15038_S26_E1-50",-0.143373621520073,-5.11867644344677
"LS-15038_S27_E1-50",0.180290250834044,5.62400070987857
"LS-15038_S28_E1-50",0.0970825393142523,-2.61493851392503
"LS-15038_S29_E1-50",0.325261879017091,0.213950855267556
"LS-15038_S30_E1-50",0.143470387755464,-0.287171711961581
"LS-15038_S31_E1-50",0.195296575447495,2.39286452143084
"LS-15038_S32_E1-50",-0.416942843973086,0.0471051348874194
"LS-15038_S41_E1-50",-0.0496390022783366,-3.48975997547584
"LS-15038_S42_E1-50",0.167410988859752,4.27668883171877
"LS-15038_S43_E1-50",0.120698728401775,-0.591319142567999
"LS-15038_S44_E1-50",0.212805585460206,0.906276422265374
"LS-15038_S45_E1-50",0.162074162351059,-5.34082407173999
"LS-15038_S46_E1-50",0.19425119832125,1.05003585882452
"LS-15038_S47_E1-50",0.0668856819675732,-0.229700247648197
"LS-15038_S48_E1-50",0.128381413188071,-3.88508214831365
"LS-15038_S49_E1-50",0.143315633661361,3.47536798915983
"LS-15038_S50_E1-50",0.0789109186347741,3.49313290457171
"LS-15038_S51_E1-50",-0.339853430129438,-1.59295616385574
"LS-15038_S52_E1-50",0.332202833595487,3.65054290821185
"LS-15038_S54_E1-50",-0.191944750657466,1.86645457524812
"LS-15038_S55_E1-50",0.25036348496055,3.12859945356165
"LS-15038_S56_E1-50",-0.0254297868812063,1.27365770249801
"LS-15038_S57_E1-50",-0.0610058569208238,2.6441326812037
"LS-15038_S58_E1-50",-0.239380637324469,-0.643146302936501
"LS-15038_S59_E1-50",-0.0259517774944715,1.42771014922472
"LS-15038_S60_E1-50",0.15855632483383,2.44633629455849
"LS-15038_S61_E1-50",0.285987394691272,3.9274426505446
"LS-15038_S62_E1-50",0.0162362969468415,4.53061133141803
"LS-15038_S63_E1-50",0.0792345379813284,4.79390843726011
"LS-15038_S64_E1-50",0.0261737604878398,0.59505982651361
"LS-15038_S65_E1-50",-0.290100394932338,-3.23828813529985
"LS-15038_S67_E1-50",-0.153414084495498,2.25424187262218
"LS-15038_S68_E1-50",-0.280726125167192,-2.32645977002186
"LS-15038_S69_E1-50",0.177874687204193,4.82099201032442
"LS-15038_S70_E1-50",-0.0665440404622544,-1.06443491175989
"LS-15038_S71_E1-50",0.143779846152379,4.1984335091063
