Cell ID,Genotype,Reporter,MET-type,Morphology (manual),Morphology (auto)
947344218,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L2/3 IT,True,False
912256459,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L2/3 IT,False,False
912889454,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L2/3 IT,True,False
925242241,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L2/3 IT,True,False
954066469,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L2/3 IT,True,False
915442497,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L2/3 IT,False,False
912608626,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L2/3 IT,False,False
914250737,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L2/3 IT,False,False
705839974,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L2/3 IT,True,False
824923819,Scnn1a-Tg1-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L2/3 IT,False,False
824937690,Scnn1a-Tg1-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L2/3 IT,True,False
895740736,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L2/3 IT,True,False
986109363,Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,tdt+,L2/3 IT,False,False
986279166,Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,tdt+,L2/3 IT,False,True
717089521,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L2/3 IT,False,False
963190732,Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,tdt+,L2/3 IT,False,False
693269523,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L2/3 IT,False,False
705302304,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L2/3 IT,False,False
869616485,Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,tdt+,L2/3 IT,False,False
895609799,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L2/3 IT,True,False
963019667,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L2/3 IT,True,False
867765313,Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,tdt+,L2/3 IT,False,False
898881170,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L2/3 IT,True,False
922613228,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L2/3 IT,True,False
962821095,Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,tdt+,L2/3 IT,True,False
963063283,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L2/3 IT,True,False
986231328,Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,tdt+,L2/3 IT,False,False
824909637,Scnn1a-Tg1-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L2/3 IT,True,False
816462408,Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,tdt+,L2/3 IT,False,False
952669499,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L2/3 IT,True,False
919085315,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L2/3 IT,False,False
709442586,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L2/3 IT,False,False
962355052,Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,tdt+,L2/3 IT,True,False
912868696,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L2/3 IT,True,False
920542161,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L2/3 IT,False,False
947496055,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L2/3 IT,True,False
950034792,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L2/3 IT,True,False
904862358,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L2/3 IT,True,False
717113701,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L2/3 IT,False,False
962261526,Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,tdt+,L2/3 IT,True,False
994042809,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt,tdt-,L2/3 IT,False,False
919699890,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L2/3 IT,True,False
717313398,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,True,False
792687812,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,True,False
949987663,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L4 IT,False,False
950027726,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L4 IT,False,True
951495679,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L4 IT,False,False
954223042,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L4 IT,False,True
956126263,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L4 IT,False,False
956476417,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L4 IT,False,False
639910703,Nr5a1-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,True,False
640109906,Nr5a1-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,False
640285026,Nr5a1-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,False
672645198,Nr5a1-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,False
679211312,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,False
643798256,Nr5a1-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,True,False
643808289,Nr5a1-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,False
672644038,Nr5a1-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,False
680969310,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,True
735258437,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,False
824990654,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,True,False
825002523,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,True,False
849679419,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,False
889568825,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt,tdt-,L4 IT,False,False
896871575,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,True
962038938,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,False
976985059,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,False
638211495,Rorb-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,False
638223032,Rorb-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,False
638228854,Rorb-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,False
639881020,Nr5a1-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,False
640088868,Nr5a1-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,False
679647266,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,False
717079828,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,False
638322521,Scnn1a-Tg3-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,False
638988062,Scnn1a-Tg3-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,False
642753179,Scnn1a-Tg3-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,False
643501648,Nr5a1-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,False
643825527,Nr5a1-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,False
880889599,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,False
891594369,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt,tdt+,L2/3 IT,True,False
896860760,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,False
954164743,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L4 IT,False,False
956134345,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L4 IT,False,False
639910566,Nr5a1-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,False
643508561,Nr5a1-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,False
716784611,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,False
762706824,Cck-IRES-Cre/wt;Vip-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,tdt+,L4 IT,False,False
778255191,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,False
849675474,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,False
948126701,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L4 IT,True,False
950081436,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L4 IT,False,True
799967729,Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt,tdt-,L4 IT,False,False
640111874,Nr5a1-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,True,False
950093160,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L4 IT,False,False
640314301,Nr5a1-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,False
882759763,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,False
948429967,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,True,False
951581517,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L4 IT,False,False
645144344,Rorb-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,False
948168600,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L4 IT,False,True
679511332,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,True
643511500,Nr5a1-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,True
680973517,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,True,False
954148478,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L4 IT,False,False
640109779,Nr5a1-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,False
640106757,Nr5a1-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,True,False
645530172,Tlx3-Cre_PL56/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,True,False
628802839,Scnn1a-Tg2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,False,False
680954928,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L2/3 IT,True,False
848303383,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,True
907170627,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
947975387,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L4/L5 IT,False,True
604527243,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,True,False
681554845,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,True,False
628561242,Scnn1a-Tg2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
646101314,Tlx3-Cre_PL56/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,True
679183249,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
679557513,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
731877507,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
764497776,Scnn1a-Tg1-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
929542471,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L4/L5 IT,False,False
940686616,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
992402475,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
652789704,Cux2-CreERT2/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,True,False
679010561,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
901424290,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L4/L5 IT,True,False
643003647,Sim1-Cre_KJ18/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
743027332,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
989501392,Glt25d2-Cre_NF107/wt;Ai14(RCL-tdT)/wt,tdt-,L4/L5 IT,False,False
847870428,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
628633713,Scnn1a-Tg2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
764033223,Scnn1a-Tg1-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
716596648,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,True,False
992760205,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,True
693261769,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
628756464,Scnn1a-Tg2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,True,False
637385119,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
645518718,Tlx3-Cre_PL56/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
681937682,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,True,False
764477652,Scnn1a-Tg1-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,True,False
940759275,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
901160774,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L4/L5 IT,False,False
992738956,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
764495103,Scnn1a-Tg1-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
825365347,Scnn1a-Tg1-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,True
882795087,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
825354223,Scnn1a-Tg1-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
764500477,Scnn1a-Tg1-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
990342596,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,True
952662618,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L4/L5 IT,False,False
644857353,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt-,L4/L5 IT,False,False
612402470,Scnn1a-Tg3-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,True,False
645443849,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
652958648,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
849668601,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
965626099,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
909586358,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
945848661,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
645354028,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,True,False
645608113,Rorb-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
813005184,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
645453746,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,True,False
901103472,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L4/L5 IT,False,False
652959315,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,True,False
907155359,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
818818876,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
735205632,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
898946846,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
711564509,Nos1-CreERT2/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
940798014,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,True
825389194,Scnn1a-Tg1-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,True
693274467,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
951722517,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,True
694745882,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
908721187,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
992219189,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,True,False
681939807,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,True,False
825436260,Scnn1a-Tg1-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,True,False
642790804,Scnn1a-Tg3-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
623331789,Scnn1a-Tg2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
645449397,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
948344824,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,True
1000153691,Esr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
820149803,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,True
963345172,Pvalb-IRES-Cre/wt;Th-P2A-FlpO/wt;Ai65(RCFL-tdT)/wt,tdt-,L4/L5 IT,False,False
645551825,Tlx3-Cre_PL56/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
907296441,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
648093076,Scnn1a-Tg2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,True,False
644858243,Rorb-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
603337985,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4 IT,True,False
853901772,Chrna2-Cre_OE25/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt,tdt-,L4/L5 IT,False,False
940649852,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
679185666,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
841871826,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,True,False
651041745,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,True,False
819950000,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,True,False
982757189,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,False,False
906510693,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-1,False,True
945833568,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-1,True,False
947109100,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-1,False,False
645635525,Rorb-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-1,False,False
656948675,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-1,False,False
679471718,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-1,False,False
711573106,Nos1-CreERT2/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,True,False
638806925,Rorb-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-1,True,False
643506594,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-1,False,False
644482280,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-1,False,False
644864693,Rorb-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-1,True,False
673583983,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-1,False,False
694830305,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-1,False,False
902255361,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L5 IT-1,True,False
912903080,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L5 IT-1,False,True
947189559,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-1,False,False
956141669,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L5 IT-1,False,False
963220125,Pvalb-IRES-Cre/wt;Th-P2A-FlpO/wt;Ai65(RCFL-tdT)/wt,tdt-,L5 IT-1,False,False
986186887,Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,tdt-,L5 IT-1,False,False
652175435,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-1,False,False
656947791,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-1,False,False
673387671,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-1,True,False
812999794,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-1,False,False
824641983,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-1,False,False
898658234,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L5 IT-1,False,False
907133224,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-1,False,False
966795074,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,tdt-,L5 IT-1,False,False
982724976,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-1,False,False
