Cell ID,Genotype,Reporter,MET-type,Morphology (manual),Morphology (auto)
992408868,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-1,True,False
643541667,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-1,False,False
673643261,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-1,True,False
830652329,Batf3-IRES2-FlpO-neo/wt;Ai65F/wt,tdt+,L5 IT-1,False,False
845540533,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L5 IT-1,False,False
906587880,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-1,False,False
947286448,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-1,False,True
901395424,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L5 IT-1,False,False
986275230,Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,tdt-,L5 IT-1,False,False
992394456,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,True,False
992390889,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-1,False,False
603902877,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L4/L5 IT,True,False
657192687,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-1,False,False
743115891,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-1,False,False
882839228,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-1,False,True
969964106,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L5 IT-1,False,False
986231454,Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,tdt-,L5 IT-1,False,False
819747729,Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt,tdt+,L5 IT-1,False,False
990350690,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-1,False,False
639827216,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-1,True,False
969959114,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L5 IT-1,False,False
834161225,Batf3-IRES2-FlpO-neo/wt;Ai65F/wt,tdt+,L5 IT-1,False,False
906532711,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-2,True,False
645834123,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-2,True,False
893401406,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-2,True,False
913765840,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L5 IT-2,True,False
850968263,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-2,True,False
899452696,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L5 IT-2,True,False
899502033,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L5 IT-2,False,False
679270434,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-2,False,False
694841940,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-2,True,False
645529777,Tlx3-Cre_PL56/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-3 Pld5,True,False
919784692,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L5 IT-3 Pld5,False,False
957296740,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-3 Pld5,False,False
957337542,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-3 Pld5,False,False
966819173,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,tdt-,L5 IT-3 Pld5,True,False
971586225,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L5 IT-2,True,False
971647853,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L5 IT-3 Pld5,True,False
898701038,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-3 Pld5,False,False
957039327,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-3 Pld5,False,False
961238333,Slc17a8-iCre/wt;Ai14(RCL-tdT)/wt,tdt+,L5 IT-3 Pld5,True,False
895548208,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L5 IT-2,True,False
972419157,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,,False,False
1000741385,Esr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,,False,False
701075085,Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-2,True,False
970683578,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,tdt-,L6 IT-2,True,False
971607823,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L6 IT-2,False,True
891558275,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-2,True,False
916490671,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-3,True,False
917657507,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-3,True,False
948366592,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-2,True,False
962105846,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-2,True,False
963009885,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,,False,False
971708843,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,tdt-,L6 IT-1,True,False
847887193,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,,False,False
919109645,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,,False,False
965535967,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-1,True,False
972461174,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,,False,False
882733530,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,,False,False
990590730,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,,False,False
898929277,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,,False,False
963322913,Pvalb-IRES-Cre/wt;Th-P2A-FlpO/wt;Ai65(RCFL-tdT)/wt,tdt-,,False,False
895557666,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,,False,False
964931038,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-1,False,True
794963377,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-1,True,False
919979790,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,,False,False
697506892,Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,,False,False
901093205,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,,False,False
646836355,Ntsr1-Cre_GN220/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-3,True,False
907465109,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,,False,False
636784746,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,,False,False
697521266,Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,,False,False
896053888,Crh-IRES-Cre_ZJH/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,tdt-,L6 IT-2,True,False
889648857,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt,tdt-,,False,False
972549288,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,tdt-,,False,False
717076419,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,,False,False
915572484,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,,False,False
742023028,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-1,True,False
911964754,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,,False,False
882198617,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-2,True,False
913773906,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,,False,False
698700813,Slc17a8-iCre/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-2,True,False
900985661,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,,False,False
910864371,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,,False,False
934725928,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,,False,False
963267074,Pvalb-IRES-Cre/wt;Th-P2A-FlpO/wt;Ai65(RCFL-tdT)/wt,tdt-,,False,False
965574215,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-1,False,True
640002660,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,,False,False
648115263,Ctgf-T2A-dgCre/wt;Ai14(RCL-tdT)/wt,tdt+,,False,False
820095539,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,,False,False
880817724,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,,False,False
882458442,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,,False,False
896619350,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L6 IT-1,True,False
896897092,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-2,False,True
901060224,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L6 IT-2,False,True
906568427,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,,False,False
912085494,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,,False,False
912329296,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-2,True,False
913794676,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,,False,False
921637459,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-2,True,False
950363664,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-1,False,True
966772916,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,tdt-,L6 IT-2,False,True
990240020,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,,False,False
990331949,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-2,False,True
992441763,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-2,True,False
645934635,Sim1-Cre_KJ18/wt;Ai14(RCL-tdT)/wt,tdt+,,False,False
742014521,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,,False,False
742019567,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,,False,False
908675487,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-1,True,False
917588572,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-2,True,False
921574909,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-2,False,True
947139142,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-1,True,False
990606480,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-2,True,False
1055268377,Vipr2-IRES2-Cre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,tdt-,,False,False
763994181,Scnn1a-Tg1-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-2,True,False
841873725,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,,False,False
899424012,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L6 IT-1,True,False
901334338,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,,False,False
904059133,Chrna2-Cre_OE25/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt,tdt-,L6 IT-2,False,True
915441937,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-2,True,False
922679209,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-2,False,True
926754976,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,,False,False
948318130,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-2,True,False
964894772,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-2,False,True
965577581,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,,False,False
965605105,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,,False,False
966819294,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-1,True,False
992009934,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-2,False,True
1038771988,Ctgf-T2A-dgCre/wt;Ai14(RCL-tdT)/wt,tdt+,,False,False
644832461,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-2,True,False
743754524,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,,False,False
742940722,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,,False,False
965542873,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-2,False,True
644920260,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,,False,False
989409283,Ctgf-T2A-dgCre/wt;Ai14(RCL-tdT)/wt,tdt+,,False,False
697538916,Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-2,True,False
990538130,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,,False,False
893366298,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-1,True,False
977013731,Ctgf-T2A-dgCre/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-2,False,True
907191349,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,,False,False
899505310,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,,False,False
992769223,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L6 IT-2,False,True
912571573,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,,False,False
1000742412,Esr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L5/L6 IT Car3,False,False
989502887,Esr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L5/L6 IT Car3,True,False
1000110992,Esr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L5/L6 IT Car3,True,False
1000125506,Esr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L5/L6 IT Car3,False,False
1054106864,Esr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L5/L6 IT Car3,False,False
1054139238,Esr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L5/L6 IT Car3,False,True
914275457,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L5/L6 IT Car3,False,False
973792505,Esr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L5/L6 IT Car3,True,False
989164849,Esr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L5/L6 IT Car3,True,False
989479628,Esr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L5/L6 IT Car3,True,False
1044355522,Esr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L5/L6 IT Car3,False,False
1054721489,Esr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L5/L6 IT Car3,False,False
973832650,Esr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L5/L6 IT Car3,True,False
975392497,Esr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L5/L6 IT Car3,True,False
975477315,Esr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L5/L6 IT Car3,True,False
1000131771,Esr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L5/L6 IT Car3,False,False
1000612469,Esr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L5/L6 IT Car3,True,False
1000625161,Esr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L5/L6 IT Car3,True,False
973771485,Esr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L5/L6 IT Car3,False,False
975325599,Esr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L5/L6 IT Car3,True,False
1000756535,Esr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L5/L6 IT Car3,False,False
1054146046,Esr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L5/L6 IT Car3,False,False
950265290,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 ET-1 Chrna6,True,False
951537534,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L5 ET-1 Chrna6,False,False
828886063,Chrna6-IRES2-FlpO-neo/wt;Ai65F/wt,tdt+,L5 ET-1 Chrna6,False,False
829302487,Chrna6-IRES2-FlpO-neo/wt;Ai65F/wt,tdt+,L5 ET-1 Chrna6,False,False
829318500,Chrna6-IRES2-FlpO-neo/wt;Ai65F/wt,tdt+,L5 ET-1 Chrna6,False,False
896110766,Crh-IRES-Cre_ZJH/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,tdt-,L5 ET-1 Chrna6,False,True
898529637,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L5 ET-1 Chrna6,False,False
901151599,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L5 ET-1 Chrna6,False,True
902278249,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L5 ET-1 Chrna6,False,False
973384481,Glt25d2-Cre_NF107/wt;Ai14(RCL-tdT)/wt,tdt-,L5 ET-1 Chrna6,True,False
989163765,Esr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L5 ET-1 Chrna6,True,False
645834778,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 ET-1 Chrna6,True,False
826765287,Chrna6-IRES2-FlpO-WPRE-neo/wt;Ai65F/wt,tdt+,L5 ET-1 Chrna6,True,False
826782115,Chrna6-IRES2-FlpO-WPRE-neo/wt;Ai65F/wt,tdt+,L5 ET-1 Chrna6,False,False
827638657,Chrna6-IRES2-FlpO-WPRE-neo/wt;Ai65F/wt,tdt+,L5 ET-1 Chrna6,True,False
827772373,Chrna6-IRES2-FlpO-WPRE-neo/wt;Ai65F/wt,tdt+,L5 ET-1 Chrna6,False,False
828879764,Chrna6-IRES2-FlpO-neo/wt;Ai65F/wt,tdt+,L5 ET-1 Chrna6,False,True
702023186,Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,None,L5 ET-1 Chrna6,True,False
826830025,Chrna6-IRES2-FlpO-WPRE-neo/wt;Ai65F/wt,tdt+,L5 ET-1 Chrna6,True,False
827595695,Chrna6-IRES2-FlpO-WPRE-neo/wt;Ai65F/wt,tdt+,L5 ET-1 Chrna6,False,True
827655895,Chrna6-IRES2-FlpO-WPRE-neo/wt;Ai65F/wt,tdt+,L5 ET-1 Chrna6,False,True
828842878,Chrna6-IRES2-FlpO-neo/wt;Ai65F/wt,tdt+,L5 ET-1 Chrna6,False,False
828879817,Chrna6-IRES2-FlpO-neo/wt;Ai65F/wt,tdt+,L5 ET-1 Chrna6,False,True
828894369,Chrna6-IRES2-FlpO-neo/wt;Ai65F/wt,tdt+,L5 ET-1 Chrna6,True,False
829296573,Chrna6-IRES2-FlpO-neo/wt;Ai65F/wt,tdt+,L5 ET-1 Chrna6,True,False
829305793,Chrna6-IRES2-FlpO-neo/wt;Ai65F/wt,tdt+,L5 ET-1 Chrna6,True,False
845555925,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L5 ET-1 Chrna6,False,False
963325924,Pvalb-IRES-Cre/wt;Th-P2A-FlpO/wt;Ai65(RCFL-tdT)/wt,tdt-,L5 ET-1 Chrna6,False,False
826750185,Chrna6-IRES2-FlpO-WPRE-neo/wt;Ai65F/wt,tdt+,L5 ET-1 Chrna6,False,False
826780116,Chrna6-IRES2-FlpO-WPRE-neo/wt;Ai65F/wt,tdt+,L5 ET-1 Chrna6,True,False
828880827,Chrna6-IRES2-FlpO-neo/wt;Ai65F/wt,tdt+,L5 ET-1 Chrna6,False,False
828885535,Chrna6-IRES2-FlpO-neo/wt;Ai65F/wt,tdt+,L5 ET-1 Chrna6,True,False
829298408,Chrna6-IRES2-FlpO-neo/wt;Ai65F/wt,tdt+,L5 ET-1 Chrna6,True,False
829305835,Chrna6-IRES2-FlpO-neo/wt;Ai65F/wt,tdt+,L5 ET-1 Chrna6,False,True
939633886,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 ET-1 Chrna6,False,False
951720102,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 ET-1 Chrna6,False,True
992406414,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 ET-1 Chrna6,False,False
1040463370,Slc17a8-iCre/wt;Ai14(RCL-tdT)/wt,tdt+,L5 ET-1 Chrna6,False,False
1044635068,Slc17a8-iCre/wt;Ai14(RCL-tdT)/wt,tdt-,L5 ET-1 Chrna6,False,False
913716620,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L5 ET-1 Chrna6,True,False
603229579,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 ET-2,True,False
644548713,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt,tdt+,L5 ET-2,False,False
645451268,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 ET-3,False,False
695424422,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 ET-2,True,False
929527191,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L5 ET-3,False,False
645955689,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 ET-3,False,False
642999751,Sim1-Cre_KJ18/wt;Ai14(RCL-tdT)/wt,tdt+,L5 ET-2,True,False
645373650,Sim1-Cre_KJ18/wt;Ai14(RCL-tdT)/wt,tdt+,L5 ET-2,False,False
645443249,Sim1-Cre_KJ18/wt;Ai14(RCL-tdT)/wt,tdt+,L5 ET-2,False,False
826798072,Chrna6-IRES2-FlpO-WPRE-neo/wt;Ai65F/wt,tdt+,L5 ET-3,False,False
906545713,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 ET-3,False,True
827944175,Ai65F/wt,tdt+,L5 ET-2,False,False
828890584,Chrna6-IRES2-FlpO-neo/wt;Ai65F/wt,tdt+,L5 ET-2,True,False
899462020,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L5 ET-2,False,True
975429194,Esr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L5 ET-2,True,False
853892758,Chrna2-Cre_OE25/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt,tdt+,L5 ET-2,False,False
970723621,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,tdt-,L5 ET-3,False,False
652544407,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt,tdt+,L5 ET-2,True,False
895580896,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L5 ET-3,True,False
995575732,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 ET-2,False,False
880871943,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 ET-2,True,False
895740352,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L5 ET-3,True,False
826909667,Ai65F/wt,tdt+,L5 ET-3,False,False
681912683,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 ET-3,True,False
987121219,Esr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L5 ET-2,False,False
907087713,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 ET-3,False,False
652960852,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 ET-3,True,False
841875079,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 ET-3,False,False
926803573,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L5 ET-3,False,True
947363567,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L5 ET-3,False,False
948376025,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 ET-3,False,False
898553217,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L5 ET-3,False,True
901403196,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt-,L5 ET-3,False,True
908669318,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 ET-3,True,False
990219668,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 ET-3,False,False
990231113,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 ET-3,False,False
681636493,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 ET-3,True,False
818825921,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,tdt+,L5 ET-3,False,False
880784944,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 ET-3,False,False
880847320,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 ET-3,False,False
898949412,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 ET-3,False,True
904050612,Chrna2-Cre_OE25/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt,tdt-,L5 ET-3,False,True
906597203,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 ET-3,False,True
898947776,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,tdt+,L5 ET-3,False,False
