specimen_id,region,pred_prob,ll_null,ll_fit
182709_7126-X2913-Y10535_reg,ipsi_VISl,0.08817818229419673,-0.3600027340317286,-0.0923106833186344
182724_6690-X3748-Y10610_reg,ipsi_VISl,0.18769192164568463,-0.3600027340317286,-0.20787560393674445
182724_7371-X5043-Y7827_reg,ipsi_VISl,0.6846783131291808,-1.2354714713841435,-0.37880616689378843
182724_8100-X5413-Y22190_reg,ipsi_VISl,0.4600460557693105,-0.3600027340317286,-0.6162714315227706
182724_8150-X4450-Y19864_reg,ipsi_VISl,0.06648233563850645,-0.3600027340317286,-0.0687953934568496
182725_7649-X3440-Y17884_reg,ipsi_VISl,0.03854727988977428,-0.3600027340317286,-0.039309888214624104
182725_7657-X3644-Y17105_reg,ipsi_VISl,0.018157383225287486,-0.3600027340317286,-0.01832425152215841
18469_6185-X6027-Y36689_reg,ipsi_VISl,0.14429155567201027,-1.2354714713841435,-1.935919334166118
18469_6590-X7059-Y41111_reg,ipsi_VISl,0.7059816180284956,-1.2354714713841435,-0.34816607861469145
18469_6673-X5500-Y35752_reg,ipsi_VISl,0.06741728827068826,-0.3600027340317286,-0.06979743249225363
18469_6680-X6305-Y38542_reg,ipsi_VISl,0.2841589563974232,-0.3600027340317286,-0.3342971428101553
18469_6767-X5786-Y37391_reg,ipsi_VISl,0.11321134839389375,-1.2354714713841435,-2.178498867408383
18469_6907-X5348-Y34515_reg,ipsi_VISl,0.021497233805817875,-0.3600027340317286,-0.021731665175876227
18469_7024-X5427-Y35160_reg,ipsi_VISl,0.02380211913337991,-0.3600027340317286,-0.02408996632982753
18469_7048-X7499-Y17640_reg,ipsi_VISl,0.46988464094937193,-0.3600027340317286,-0.6346606375340723
18469_7279-X7753-Y17170_reg,ipsi_VISl,0.6028267298078286,-0.3600027340317286,-0.9233826446642616
18868_6405-X11428-Y4397_reg,ipsi_VISl,0.17584012186407633,-1.2354714713841435,-1.7381800952875055
191807_6504-X3953-Y21204_reg,ipsi_VISl,0.5451866937353893,-0.3600027340317286,-0.7878682601357447
191807_6735-X4456-Y21792_reg,ipsi_VISl,0.5617347369644792,-1.2354714713841437,-0.5767255387985443
191807_6822-X4235-Y21316_reg,ipsi_VISl,0.4351299788809985,-0.3600027340317286,-0.571159625418325
191807_7110-X4076-Y20205_reg,ipsi_VISl,0.14991214466165412,-0.3600027340317286,-0.16241557561738787
191807_7249-X4135-Y19813_reg,ipsi_VISl,0.10140691654242001,-0.3600027340317286,-0.10692497939597576
191807_7281-X4351-Y20216_reg,ipsi_VISl,0.14139109861915816,-0.3600027340317286,-0.15244175592554549
