specimen_id,region,pred_prob,ll_null,ll_fit
191807_6836-X4405-Y10082_reg,ipsi_LGv,0.4761904761912531,-0.6466271649265356,-0.6466271649265356
191807_6920-X5119-Y8302_reg,ipsi_LGv,0.4761904761912531,-0.6466271649265356,-0.6466271649265356
191807_7098-X4655-Y10334_reg,ipsi_LGv,0.42857142857142866,-0.8472978603872034,-0.8472978603872034
191807_7300-X5089-Y9978_reg,ipsi_LGv,0.42857142857142866,-0.8472978603872034,-0.8472978603872034
191807_7494-X6168-Y8596_reg,ipsi_LGv,0.42857142857142866,-0.8472978603872034,-0.8472978603872034
191807_7525-X6122-Y8722_reg,ipsi_LGv,0.4761904761912531,-0.6466271649265356,-0.6466271649265356
191807_7779-X6262-Y9318_reg,ipsi_LGv,0.42857142857142855,-0.8472978603872037,-0.8472978603872037
192348_8164-X3381-Y21012_reg,ipsi_LGv,0.47619047619125315,-0.6466271649265358,-0.6466271649265358
194069_7166-X5939-Y8426_reg,ipsi_LGv,0.47619047619125315,-0.6466271649265358,-0.6466271649265358
196476_6791-X3395-Y20868_reg,ipsi_LGv,0.42857142857142866,-0.8472978603872034,-0.8472978603872034
196476_7565-x3166-y19635_reg,ipsi_LGv,0.42857142857142866,-0.8472978603872034,-0.8472978603872034
196476_7607-X3603-Y20075_reg,ipsi_LGv,0.47619047619125315,-0.6466271649265358,-0.6466271649265358
196476_7824-x4173-y21243_reg,ipsi_LGv,0.47619047619125315,-0.6466271649265358,-0.6466271649265358
196476_7922-X4174-Y21695_reg,ipsi_LGv,0.47619047619125315,-0.6466271649265358,-0.6466271649265358
196476_8116-X4425-Y9934_reg,ipsi_LGv,0.42857142857142855,-0.8472978603872037,-0.8472978603872037
196476_8380-x4209-y10481_reg,ipsi_LGv,0.42857142857142855,-0.8472978603872037,-0.8472978603872037
220307_7229-X18109-Y21959_reg,ipsi_LGv,0.42857142857142855,-0.8472978603872037,-0.8472978603872037
220307_8198-X20188-Y20372_reg,ipsi_LGv,0.47619047619125315,-0.6466271649265358,-0.6466271649265358
220308_6492-X9152-Y16947_reg,ipsi_LGv,0.42857142857142866,-0.8472978603872034,-0.8472978603872034
220308_7210-X22027-Y15603_reg,ipsi_LGv,0.47619047619125315,-0.6466271649265358,-0.6466271649265358
220308_7820-X21073-Y15878_reg,ipsi_LGv,0.47619047619125315,-0.6466271649265358,-0.6466271649265358
220308_7875-X22200-Y14877_reg,ipsi_LGv,0.47619047619125315,-0.6466271649265358,-0.6466271649265358
191807_6836-X4405-Y10082_reg,ipsi_LP,0.37836139654619544,-1.0986122886679754,-0.9719054645926116
191807_6920-X5119-Y8302_reg,ipsi_LP,0.14337135977098797,-0.4795730802618875,-0.15475077958392408
191807_7098-X4655-Y10334_reg,ipsi_LP,0.42973765379936124,-0.4795730802618875,-0.5616587675467235
191807_7300-X5089-Y9978_reg,ipsi_LP,0.8437629270045325,-1.0986122886679748,-0.16988371601850047
191807_7494-X6168-Y8596_reg,ipsi_LP,0.7969876424774849,-1.0986122886679748,-0.2269161053591969
191807_7525-X6122-Y8722_reg,ipsi_LP,0.7377450113544735,-0.4795730802618875,-1.3384380094060968
191807_7779-X6262-Y9318_reg,ipsi_LP,0.4496536128749221,-1.0986122886679748,-0.7992777417936181
192348_8164-X3381-Y21012_reg,ipsi_LP,0.14096043285557658,-1.0986122886679748,-1.9592760460301362
194069_7166-X5939-Y8426_reg,ipsi_LP,0.06853045066898036,-0.4795730802618875,-0.07099177940394671
196476_6791-X3395-Y20868_reg,ipsi_LP,0.15748335003059327,-0.4795730802618875,-0.17136185437593382
196476_7565-x3166-y19635_reg,ipsi_LP,0.08352804220999842,-0.4795730802618875,-0.08722380923539627
196476_7607-X3603-Y20075_reg,ipsi_LP,0.8610116742445275,-1.098612288667975,-0.14964721570959433
196476_7824-x4173-y21243_reg,ipsi_LP,0.45583954637587126,-1.098612288667975,-0.7856144033719616
196476_7922-X4174-Y21695_reg,ipsi_LP,0.28650351120099193,-0.4795730802618875,-0.3375777631719473
196476_8116-X4425-Y9934_reg,ipsi_LP,0.0794975909302723,-0.4795730802618875,-0.08283566118073153
196476_8380-x4209-y10481_reg,ipsi_LP,0.0035697875106848616,-0.4795730802618875,-0.0035761744065582854
220307_7229-X18109-Y21959_reg,ipsi_LP,0.11035095101753364,-0.4795730802618875,-0.11692822100927487
220307_8198-X20188-Y20372_reg,ipsi_LP,0.2067609917137887,-0.4795730802618875,-0.2316307051717701
220308_6492-X9152-Y16947_reg,ipsi_LP,0.20372009544969794,-0.4795730802618875,-0.22780451606592722
220308_7210-X22027-Y15603_reg,ipsi_LP,0.6779496686553731,-0.4795730802618875,-1.1330474371289472
