specimen_id,region,pred_prob,ll_null,ll_fit
182709_6886-X3406-Y21258_reg,ipsi_VISl,0.25000000000055633,-1.3862943611176652,-1.3862943611176652
182709_7120-X2261-Y10934_reg,ipsi_VISl,0.3000000000002457,-0.3566749439390833,-0.3566749439390833
18452_7249-X11408-Y2071_reg,ipsi_VISl,0.3000000000002457,-0.3566749439390833,-0.3566749439390833
18453_6316-X30559-Y4743_reg,ipsi_VISl,0.25000000000055633,-1.3862943611176652,-1.3862943611176652
18453_6477-X30376-Y5078_reg,ipsi_VISl,0.25000000000055633,-1.3862943611176652,-1.3862943611176652
18453_6675-X10576-Y3102_reg,ipsi_VISl,0.3000000000002457,-0.3566749439390833,-0.3566749439390833
18453_6748-X28152-Y3578_reg,ipsi_VISl,0.3000000000002457,-0.3566749439390833,-0.3566749439390833
18453_6846-X11548-Y2831_reg,ipsi_VISl,0.3000000000002457,-0.3566749439390833,-0.3566749439390833
18453_7132-X11495-Y3152_reg,ipsi_VISl,0.3000000000002457,-0.3566749439390833,-0.3566749439390833
18453_7188-X11060-Y3637_reg,ipsi_VISl,0.3000000000002457,-0.3566749439390833,-0.3566749439390833
18453_7223-X30215-Y5120_reg,ipsi_VISl,0.3000000000002457,-0.3566749439390833,-0.3566749439390833
18453_7245-X12979-Y2864_reg,ipsi_VISl,0.25000000000055633,-1.3862943611176652,-1.3862943611176652
18864_5637-X5637-Y31619_reg,ipsi_VISl,0.30000000000024574,-0.35667494393908344,-0.35667494393908344
18864_6734-X4899-Y27447_reg,ipsi_VISl,0.30000000000024574,-0.35667494393908344,-0.35667494393908344
18864_6741-X4187-Y8695_reg,ipsi_VISl,0.30000000000024574,-0.35667494393908344,-0.35667494393908344
18864_7516-X6276-Y6366_reg,ipsi_VISl,0.2500000000005563,-1.3862943611176655,-1.3862943611176655
191812_6568-X3828-Y8764_reg,ipsi_VISl,0.3000000000002457,-0.3566749439390833,-0.3566749439390833
191812_8172-X4789-Y8339_reg,ipsi_VISl,0.2500000000005563,-1.3862943611176655,-1.3862943611176655
191813_6745-X2825-Y19481_reg,ipsi_VISl,0.3000000000002457,-0.3566749439390833,-0.3566749439390833
192342_6941-X3482-Y21640_reg,ipsi_VISl,0.3000000000002457,-0.3566749439390833,-0.3566749439390833
194065_6750-X3779-Y21393_reg,ipsi_VISl,0.3000000000002457,-0.3566749439390833,-0.3566749439390833
182709_6886-X3406-Y21258_reg,ipsi_VISal,0.3000000000002456,-0.3566749439390833,-0.3566749439390833
182709_7120-X2261-Y10934_reg,ipsi_VISal,0.3000000000002456,-0.3566749439390833,-0.3566749439390833
18452_7249-X11408-Y2071_reg,ipsi_VISal,0.3000000000002456,-0.3566749439390833,-0.3566749439390833
18453_6316-X30559-Y4743_reg,ipsi_VISal,0.25000000000055633,-1.3862943611176652,-1.3862943611176652
18453_6477-X30376-Y5078_reg,ipsi_VISal,0.25000000000055633,-1.3862943611176652,-1.3862943611176652
18453_6675-X10576-Y3102_reg,ipsi_VISal,0.25000000000055633,-1.3862943611176652,-1.3862943611176652
18453_6748-X28152-Y3578_reg,ipsi_VISal,0.3000000000002456,-0.3566749439390833,-0.3566749439390833
18453_6846-X11548-Y2831_reg,ipsi_VISal,0.3000000000002456,-0.3566749439390833,-0.3566749439390833
18453_7132-X11495-Y3152_reg,ipsi_VISal,0.3000000000002456,-0.3566749439390833,-0.3566749439390833
18453_7188-X11060-Y3637_reg,ipsi_VISal,0.3000000000002456,-0.3566749439390833,-0.3566749439390833
18453_7223-X30215-Y5120_reg,ipsi_VISal,0.3000000000002456,-0.3566749439390833,-0.3566749439390833
18453_7245-X12979-Y2864_reg,ipsi_VISal,0.3000000000002456,-0.3566749439390833,-0.3566749439390833
18864_5637-X5637-Y31619_reg,ipsi_VISal,0.3000000000002456,-0.3566749439390833,-0.3566749439390833
18864_6734-X4899-Y27447_reg,ipsi_VISal,0.3000000000002456,-0.3566749439390833,-0.3566749439390833
18864_6741-X4187-Y8695_reg,ipsi_VISal,0.3000000000002456,-0.3566749439390833,-0.3566749439390833
18864_7516-X6276-Y6366_reg,ipsi_VISal,0.25000000000055633,-1.3862943611176652,-1.3862943611176652
191812_6568-X3828-Y8764_reg,ipsi_VISal,0.3000000000002456,-0.3566749439390833,-0.3566749439390833
191812_8172-X4789-Y8339_reg,ipsi_VISal,0.2500000000005563,-1.3862943611176655,-1.3862943611176655
191813_6745-X2825-Y19481_reg,ipsi_VISal,0.3000000000002456,-0.3566749439390833,-0.3566749439390833
192342_6941-X3482-Y21640_reg,ipsi_VISal,0.2500000000005563,-1.3862943611176655,-1.3862943611176655
194065_6750-X3779-Y21393_reg,ipsi_VISal,0.3000000000002456,-0.3566749439390833,-0.3566749439390833
182709_6886-X3406-Y21258_reg,ipsi_VISrl,0.3929865529731802,-0.7985076959247379,-0.4992043349113138
182709_7120-X2261-Y10934_reg,ipsi_VISrl,0.020726416238150688,-0.7985076959247379,-0.020944223231841783
18452_7249-X11408-Y2071_reg,ipsi_VISrl,0.017369963523783852,-0.7985076959247379,-0.01752259134901141
18453_6316-X30559-Y4743_reg,ipsi_VISrl,0.9341541413431881,-0.6931471805599453,-0.06811382081181674
18453_6477-X30376-Y5078_reg,ipsi_VISrl,0.8677301319463028,-0.6931471805599453,-0.14187452055963148
18453_6675-X10576-Y3102_reg,ipsi_VISrl,0.8918220403519365,-0.6931471805599453,-0.11448867263807307
18453_6748-X28152-Y3578_reg,ipsi_VISrl,0.14577254803690662,-0.7985076959247379,-0.15755778346170338
18453_6846-X11548-Y2831_reg,ipsi_VISrl,0.6181575655290733,-0.7985076959247379,-0.9627472306738577
18453_7132-X11495-Y3152_reg,ipsi_VISrl,0.30192019070580417,-0.7985076959247379,-0.35942184279304873
18453_7188-X11060-Y3637_reg,ipsi_VISrl,0.40250163397428906,-0.7985076959247379,-0.5150037298652131
18453_7223-X30215-Y5120_reg,ipsi_VISrl,0.2516387679998524,-0.7985076959247379,-0.28986948709957433
18453_7245-X12979-Y2864_reg,ipsi_VISrl,0.03284528507104353,-0.7985076959247379,-0.033396801570737475
18864_5637-X5637-Y31619_reg,ipsi_VISrl,0.8743946289310487,-0.6931471805599453,-0.13422348471524223
