specimen_id,region,pred_prob,ll_null,ll_fit
182709_6592-X3030-Y10077_reg,ipsi_VISam,0.28960555559641626,-0.28768207245252253,-0.3419349077125943
182709_6812-X3137-Y8659_reg,ipsi_VISam,0.11839198735984025,-0.28768207245252253,-0.12600775187687682
182709_7010-X2644-Y10852_reg,ipsi_VISam,0.0818685925038346,-0.28768207245252253,-0.08541475318531523
182709_7486-X4577-Y22503_reg,ipsi_VISam,0.01950131092390422,-0.28768207245252253,-0.01969397034194263
182724_6416-X3689-Y10398_reg,ipsi_VISam,0.6768500420166853,-1.5198257537435147,-0.390305534273539
18453_7007-X11486-Y3611_reg,ipsi_VISam,0.0834906445254342,-0.28768207245252253,-0.0871830039262545
18453_7304-X11719-Y3749_reg,ipsi_VISam,0.021302991157273958,-0.28768207245252253,-0.021533174810550053
18864_6571-X4315-Y24999_reg,ipsi_VISam,0.5989607407447871,-0.28768207245252253,-0.9136959530882077
18864_7117-X4611-Y9823_reg,ipsi_VISam,0.16198898693528432,-0.28768207245252253,-0.17672403650441076
191812_6431-X3967-Y9193_reg,ipsi_VISam,0.7429520894360548,-1.5198257537435147,-0.29712371893289763
191812_6476-X3744-Y9656_reg,ipsi_VISam,0.7101125911313998,-1.5198257537435147,-0.3423317424607961
191812_6477-X4010-Y9201_reg,ipsi_VISam,0.7014588035156208,-1.5198257537435147,-0.3545931074425931
191812_6895-X3630-Y9992_reg,ipsi_VISam,0.3900764821046428,-0.28768207245252253,-0.4944217101749863
191812_7148-X3864-Y9658_reg,ipsi_VISam,0.11882524095252633,-1.5198257537435147,-2.1301014286909252
191812_7321-X4084-Y22812_reg,ipsi_VISam,0.06467541006895434,-0.28768207245252253,-0.06686165493134107
191812_7460-X2919-Y19536_reg,ipsi_VISam,0.04757650474412867,-0.28768207245252253,-0.048745495148442675
191812_7487-X5132-Y7313_reg,ipsi_VISam,0.03392460137466664,-0.28768207245252253,-0.03451339540837235
191812_7886-X4342-Y22754_reg,ipsi_VISam,0.005524939840170115,-0.28768207245252253,-0.005540258770456162
191812_7977-X5136-Y23324_reg,ipsi_VISam,0.00211902262723548,-0.28768207245252253,-0.0021212709323840287
191812_8096-X5297-Y8332_reg,ipsi_VISam,0.001436069742176558,-0.28768207245252253,-0.00143710187859371
191813_6524-X2579-Y18950_reg,ipsi_VISam,0.6657512507820865,-1.5198257537435156,-0.40683917553344046
191813_6829-x5209-y8545_reg,ipsi_VISam,0.30663994543939466,-0.28768207245252253,-0.3662058554658964
191813_6871-x5237-y8478_reg,ipsi_VISam,0.2653654082297957,-0.28768207245252253,-0.30838205744549546
191813_6879-X2723-Y19955_reg,ipsi_VISam,0.3503612344450886,-0.28768207245252253,-0.4313388158762482
191813_7160-x2719-y18910_reg,ipsi_VISam,0.16671123452754724,-0.28768207245252253,-0.18237503965719412
191813_7214-X4724-Y9812_reg,ipsi_VISam,0.0991814835860988,-0.28768207245252253,-0.1044514662863242
191813_7224-X2864-Y17670_reg,ipsi_VISam,0.1467332276155755,-0.28768207245252253,-0.15868303433088607
192343_6777-X4052-Y23666_reg,ipsi_VISam,0.3613146974470914,-0.28768207245252253,-0.44834343018255834
192343_7174-X3824-Y23571_reg,ipsi_VISam,0.09154967658178058,-0.28768207245252253,-0.09601507242272178
211541_7408-X19719-Y16313_reg,ipsi_VISam,0.034423115456160364,-0.28768207245252253,-0.035029548441612275
220308_6541-X9681-Y17291_reg,ipsi_VISam,0.6204548229378696,-1.5198257537435147,-0.47730248450157675
220308_7065-X21542-Y16233_reg,ipsi_VISam,0.10767369078599014,-1.5198257537435147,-2.2286500070572335
220308_7775-X8240-Y16877_reg,ipsi_VISam,0.011775560413166158,-0.28768207245252253,-0.011845441458742844
182709_6592-X3030-Y10077_reg,ipsi_VISpm,0.7249937373085006,-0.6931471805599453,-1.290961408151242
182709_6812-X3137-Y8659_reg,ipsi_VISpm,0.25634184397284093,-0.6931471805599453,-0.29617381744210663
