specimen_id,file_name,technique,file_type,archive,archive_uri
1006178551,sub-1005590371_ses-1006178448_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/f973c050-045b-4f48-a132-5a934477f65b/download/
1006380866,sub-1005590381_ses-1006380781_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/97b9da4e-1e22-44cf-8e96-f130e516f673/download/
1006181229,sub-1005590371_ses-1006181052_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/372059d1-dbd5-46c5-b01e-4e6abc40d5db/download/
1006384552,sub-1005590381_ses-1006384422_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/9629d41c-e6fb-455c-8db4-57825716af8b/download/
1006163964,sub-1005590371_ses-1006163805_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/88332c87-c3a4-4714-944e-1c65b3adafd4/download/
1006389773,sub-1005590381_ses-1006389738_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/30efa8c2-8724-4012-99e9-591a43d00dd6/download/
1010665186,sub-1009188948_ses-1010665064_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/34b637ba-dfb0-4b63-8a61-ae7baf99c384/download/
1010667236,sub-1009188948_ses-1010667136_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/dc82a3d7-d146-4d1a-9b64-fe550ee0f1d7/download/
1010677295,sub-1009188948_ses-1010677203_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/b3d5ded9-c883-4010-9014-94cc454c256a/download/
1010965806,sub-1009188957_ses-1010965663_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/457f8194-8075-4fbd-ac8f-996410405b74/download/
1010692386,sub-1009188948_ses-1010692255_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/5a16ae21-abab-46f0-98b0-685ebd512387/download/
1010970692,sub-1009188957_ses-1010970559_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/6baca1f8-5883-42a1-bc0a-82d69b189e9b/download/
1010687072,sub-1009188948_ses-1010686861_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/7dcec6e3-c55c-478c-a9fb-5038f841cca6/download/
1010976652,sub-1009188957_ses-1010976561_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/9603b900-0759-4153-a74a-617b6d1267f0/download/
1010978844,sub-1009188957_ses-1010978732_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/dcedfe19-9c4c-4503-ad26-8ea81093bf9f/download/
1010989582,sub-1009188957_ses-1010989468_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/a07354ff-25b4-47cd-8dc6-dfac9a60666c/download/
1010996263,sub-1009188957_ses-1010996074_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/0d9d9ec3-d4b6-42b9-99d0-790f5715d051/download/
1035142577,sub-1033739856_ses-1035142547_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/3162de61-e7d4-40e4-bd20-d869f042d827/download/
1034747172,sub-1033739844_ses-1034747154_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/9df8f2e8-28c8-4b76-a539-e464cde2bf4e/download/
1034751127,sub-1033739844_ses-1034751114_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/95cd258a-d93a-4eb2-a17c-4813fae1a3ec/download/
1010970495,sub-1009188957_ses-1010970238_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/6e9063f8-1943-486c-812a-4a6010f9a24c/download/
1034933680,sub-1034878374_ses-1034933667_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/efca7144-4a53-4716-a7ea-36b9514baada/download/
1035086628,sub-1034878383_ses-1035086524_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/02fec17b-295e-46a9-a9cb-e27c67deba74/download/
1034908713,sub-1034878374_ses-1034908700_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/20d70c8b-ab57-4046-a81d-2c1e980c6a78/download/
1034926679,sub-1034878374_ses-1034926662_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/e09c0548-6e18-47a3-b706-158cec897545/download/
1034933710,sub-1034878374_ses-1034933698_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/5bd11cbf-a83d-4bfc-8243-a4807ec9a788/download/
1035970888,sub-1034908393_ses-1035970804_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/f40fc8cb-6b59-4f24-a4e0-b05d3c1a027c/download/
1035105719,sub-1034878383_ses-1035105633_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/0a591b03-34a8-4377-94de-5b5abc0c38cc/download/
1035989877,sub-1034908393_ses-1035989865_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/d3430840-52cf-4b3a-bfe8-52395a7556a9/download/
1036043483,sub-1034908402_ses-1036043447_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/28a071dd-5ab2-43c9-abc6-a24687361530/download/
1036070294,sub-1034908402_ses-1036070267_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/23cf37a9-6eb4-4824-a84b-65928b9cecf9/download/
1035458483,sub-1034878392_ses-1035458350_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/2be3239f-8f1c-4fc7-bbce-120904dd1252/download/
1036055775,sub-1034908402_ses-1036055734_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/abbf03ac-ce46-4289-923a-a6ef4b24179a/download/
1036061965,sub-1034908402_ses-1036061929_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/1203cbd5-cc97-412a-b462-a8a0792e4caf/download/
1036070797,sub-1034908402_ses-1036070778_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/354433c5-acce-4362-9891-bb9e018ee247/download/
1036186120,sub-1034908411_ses-1036186101_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/5a4dd835-8f8c-48a0-bd7a-90fd71ad93ed/download/
1036259470,sub-1034908411_ses-1036259406_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/f90abb5f-4138-4334-bfbf-834ec1838bed/download/
1038767044,sub-1037942147_ses-1038767031_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/ef25998f-1b19-43b7-a8ee-384af865dc85/download/
1038805463,sub-1037942157_ses-1038805452_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/705abe0d-a4b2-4f3e-bb42-87949b68e23e/download/
1038771988,sub-1037942147_ses-1038771973_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/5f1c52f4-0a13-4e03-95ce-dd380b23ea84/download/
1038773445,sub-1037942147_ses-1038773407_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/9224bf29-6c2f-4dca-8137-274422b94ecf/download/
1036212166,sub-1034908411_ses-1036211950_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/2977d2df-b844-49df-8fc8-33b0a48eff72/download/
1039243792,sub-1037942185_ses-1039243776_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/d56f766f-59fc-4557-8f27-2e07b5293a38/download/
1039251161,sub-1037942185_ses-1039251148_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/d7c72eab-e2e3-425c-aaf3-dc31faec6bfd/download/
1039273993,sub-1037942194_ses-1039273982_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/7fce7742-676d-44d1-a076-f424eebe3d37/download/
1039503078,sub-1037942203_ses-1039502946_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/d9f17371-66ef-496f-a1e2-d3af53642351/download/
1039550499,sub-1037942213_ses-1039550339_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/98bb62ab-03f4-4d57-bcb6-2ef1a84e2d9a/download/
1039862978,sub-1037942222_ses-1039862871_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/383dbd4f-5752-4518-bbc9-c4737829edab/download/
1040452915,sub-1039269103_ses-1040452873_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/f4b6ce66-6544-45a9-84b9-c3de5e3314f6/download/
1040463370,sub-1039269103_ses-1040463360_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/a91bf418-41d2-4980-8acd-74ef5cfc384f/download/
1041329016,sub-1039269123_ses-1041329000_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/f6dd37a0-52c3-449e-bec7-1131cc892288/download/
1039564816,sub-1037942213_ses-1039564728_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/6ff84e24-ddb8-4a5b-8e3b-2eb83983919b/download/
1043785128,sub-1042333455_ses-1043785106_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/6bc23a48-d127-492d-9a5e-3a70f7b6948a/download/
1043798071,sub-1042333455_ses-1043798039_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/1436a611-af57-4135-89bb-208938cb7187/download/
1043809804,sub-1042333455_ses-1043809776_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/55dd56fb-818d-4109-a699-f3121f578bce/download/
1043949183,sub-1042333493_ses-1043949059_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/47ece681-10ab-4c60-9700-4a382e5172bb/download/
1044021521,sub-1042333464_ses-1044021511_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/c262c238-dbd7-4e12-bf52-8115140367c8/download/
1044350923,sub-1042333502_ses-1044350909_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/ca7fa765-d6f3-44fe-b238-9b6b3f7e3fa6/download/
1044635068,sub-1042333483_ses-1044634979_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/b0cb92a4-655c-4ecc-935a-e199601360d7/download/
1054106864,sub-1052345181_ses-1054106842_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/b9a1ec67-42b2-4286-8ffb-16403d188062/download/
1044355522,sub-1042333502_ses-1044355507_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/41e49ac1-471f-436d-aea7-333d05b73492/download/
1054139238,sub-1052345181_ses-1054139033_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/e7c81563-3bd4-4015-b274-1701268af498/download/
1054721489,sub-1053731385_ses-1054721457_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/a0ac6f2c-e8f9-45ed-a75e-512709c6dfe4/download/
1055390869,sub-1053731405_ses-1055390846_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/f0ed8ea7-83d4-4385-ba3a-15d654248c71/download/
1055268377,sub-1053731428_ses-1055268298_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/6ba4b815-8e73-4d96-8d34-13d70bf7c528/download/
1054714226,sub-1053731385_ses-1054714127_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/0359d874-f07d-47b7-ba3e-191d8bc49bea/download/
1055393423,sub-1053731405_ses-1055393393_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/93215bf0-7c87-458f-bafd-12fc8639f42c/download/
601628311,sub-599433424_ses-601628155_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/15f9e4da-eb66-4c33-a07f-b855b275a326/download/
603229579,sub-602616884_ses-603229504_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/20441dd5-eaa0-405e-96e8-5c65e69af685/download/
603337985,sub-602616894_ses-603337970_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/82b397ba-a542-4f2d-88d1-c6089daaf994/download/
603511210,sub-602616904_ses-603511189_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/e096b2c9-eaa1-4150-930a-3508fbea523a/download/
603481505,sub-602616904_ses-603481471_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/e15a0de0-d416-4c64-94aa-0ec37e06a715/download/
604527243,sub-603513281_ses-604527040_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/3799ae12-42ec-4b48-9c2a-3262ad46229b/download/
605493156,sub-603513261_ses-605493141_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/66965eb5-69e5-44be-8a25-e644fdb62542/download/
603902877,sub-603513301_ses-603902826_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/f15ce5f4-cdde-4c4c-a7ca-c20b37698bfa/download/
610400799,sub-607320060_ses-610400769_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/5d3b7aa1-bc91-48b7-a764-b67e21597505/download/
604098167,sub-603513291_ses-604097991_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/23820692-6447-4f56-b2f6-96c8a31116fd/download/
610440978,sub-607320060_ses-610440955_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/1a0615f0-174d-465f-aea9-755b7a8c2dff/download/
612402470,sub-610663907_ses-612402327_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/25384e96-9d9b-416d-890e-ac3e40135d46/download/
612410245,sub-610663907_ses-612410220_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/92e10cab-6206-4043-863a-d327990a38b9/download/
623331789,sub-617297957_ses-623331773_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/b9675c51-b95d-42d8-a969-59293f67c28c/download/
623328910,sub-617297957_ses-623328894_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/2b71daaf-b5c3-4cdc-a19a-7b37cc049626/download/
628545731,sub-617297997_ses-628543361_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/bbd1f858-5d76-42e3-bc38-aa5697c8a9fe/download/
628561242,sub-617297997_ses-628554554_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/54c1b04f-34bb-4748-bf73-87ad44de0dde/download/
628633713,sub-617297997_ses-628632874_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/e59407f3-0353-4236-a3aa-1063bbfcc560/download/
628756464,sub-617297997_ses-628753875_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/edbf329c-04b0-4d0d-a46a-a0a72fe7cf2b/download/
628802839,sub-617297997_ses-628801805_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/0e8bb3f7-e14d-4bac-882f-a0cd4f0425a3/download/
636784746,sub-626194711_ses-636784731_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/f460f6bb-d176-4983-8e08-951e9f6c95b5/download/
637848035,sub-626194785_ses-637847969_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/e7623188-c143-4c7e-bc96-2d5cb02c09f7/download/
636851021,sub-626194711_ses-636850978_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/78fba787-d101-442c-beab-6587ca5c1353/download/
636835010,sub-626194711_ses-636834995_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/4221ab5d-dac7-4d06-8601-1897d5e9dc96/download/
637380444,sub-626194847_ses-637380428_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/82d55254-cc47-45e1-ab7d-6c63b292f837/download/
637380781,sub-626194847_ses-637380766_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/cbc7725a-a5ca-4d9a-ba35-1337e949e01f/download/
637385119,sub-626194847_ses-637385103_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/b8839374-3126-4f3d-952e-bc1c705f3753/download/
637394306,sub-626194847_ses-637394111_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/db314c22-fb07-4ec3-8e3a-4c5f9f3e7650/download/
637414095,sub-626194847_ses-637413862_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/8b7298b9-8060-4967-b95e-d0ec401b82b4/download/
637383404,sub-626194847_ses-637383378_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/2017c0e1-6cad-4c12-8813-3f8dbe509793/download/
638211495,sub-637384133_ses-638211478_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/407132a0-9d9e-49b8-8178-0f7fdaee9b29/download/
638228854,sub-637384133_ses-638228837_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/5c2f73c3-104e-4804-b19f-a2aef9805c84/download/
638223032,sub-637384133_ses-638223017_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/c3a7d27b-3c4f-4724-a1c1-dcf3d49f7018/download/
638806925,sub-637384143_ses-638806837_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/1c60d8f5-d066-4a55-881d-b9b27264f782/download/
638813221,sub-637384143_ses-638813203_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/bdf1a68f-7d9d-4c96-8af9-f89301a730f4/download/
638831018,sub-637384182_ses-638830977_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/12e1ded7-9d50-4ccb-8ed0-c9dce045ebdd/download/
638322521,sub-637384155_ses-638322495_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/013a1d61-4649-4ba2-a4fe-1afb60e4d93b/download/
638978050,sub-637384194_ses-638977875_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/d9def32a-74c4-44c6-bc2a-71de326fa8ab/download/
639242112,sub-637384204_ses-639242088_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/9767a763-1739-48fe-b340-ae8e87947575/download/
638988062,sub-637384194_ses-638987833_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/86aa3f70-6c75-4e4f-9132-1d0e7549a5fc/download/
639910566,sub-639035016_ses-639910508_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/3f35bade-1726-4739-9f10-119a788208bc/download/
639910703,sub-639035016_ses-639910644_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/a6f4274a-7e30-4225-8a66-dbd970199114/download/
639881020,sub-639035016_ses-639881005_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/db695899-90ad-4ff2-91aa-e2750331cf1c/download/
639360153,sub-637384226_ses-639360138_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/81e1359f-a983-466c-9846-a805e801880f/download/
639374007,sub-637384226_ses-639373945_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/ab12efbc-bd27-4d3e-b450-4a6f307669bb/download/
640088868,sub-639035026_ses-640088852_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/2a74ceb6-bf49-4b28-a218-fa40d0086341/download/
640106757,sub-639035026_ses-640106740_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/2446b608-d971-4dbc-be86-3692b8dc82d0/download/
640109906,sub-639035026_ses-640109891_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/05cad0a7-bce1-4654-ba62-3a56283dc111/download/
640109779,sub-639035026_ses-640109764_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/492d2ba2-353b-40ec-a486-827562f596b3/download/
640111874,sub-639035026_ses-640111859_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/0b2ba3a2-35ed-4ec8-a176-6a704d8108fb/download/
640285026,sub-639035036_ses-640285011_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/217798d0-840e-4f9f-ab24-bef7d053eef2/download/
640314301,sub-639035036_ses-640314285_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/d49673a1-9651-4d8d-87ac-20fe9fdf776e/download/
639827216,sub-639391179_ses-639827097_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/fc610562-d9aa-41b9-8298-dd2ab2aa6f58/download/
639996724,sub-639391267_ses-639996575_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/571280dc-74f8-453e-8e13-ad3f43cce03c/download/
