"","v1_alm_first_cl","v1_alm_second_cl","v1_alm_third_cl","v1_first_cl","v1_second_cl","v1_third_cl","v1_alm_first_bt","v1_alm_second_bt","v1_alm_third_bt","v1_first_bt","v1_second_bt","v1_third_bt","v1_alm_first_KL","v1_alm_second_KL","v1_alm_third_KL","v1_first_KL","v1_second_KL","v1_third_KL","v1_alm_first_cor","v1_alm_second_cor","v1_alm_third_cor","v1_first_cor","v1_second_cor","v1_third_cor","v1_alm_call","v1_call"
"T50_3.15_S401_L007_597023.5","L4 IT VISp Rspo1","L5 IT ALM Pld5","L2/3 IT VISp Adamts2","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L5 IT VISp Col6a1 Fezf2",0.44,0.14,0.13,0.4,0.2,0.17,3.15871486873814,5.55676877922546,10.2814912750552,4.05892458224597,5.91028471536008,10.3307812071783,0.538991860397335,0.531513942264187,0.52131557232716,0.539027072601447,0.529529389197967,0.479257049395748,"PoorQ","PoorQ"
"T50_3.16_S402_L007_881404.0","L5 IT ALM Pld5","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L5 IT VISp Whrn Tox2",0.23,0.22,0.17,0.8,0.18,0.02,5.32923440676461,3.46805287860166,3.88055928295621,0.228887648622502,1.74453229420213,12.6196552293975,0.528879564555403,0.53874129389416,0.509932632984716,0.538721950869324,0.509932632984716,0.492597428729909,"PoorQ","I1"
"T50_3.17_S403_L007_599134.5","L5 IT VISp Hsd11b1 Endou","L5 IT ALM Lypd1 Gpr88","L4 IT VISp Rspo1","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L5 IT VISp Whrn Tox2",0.18,0.18,0.17,0.67,0.29,0.02,6.28830522121519,8.93883603411263,7.07297365826586,0.494693793365106,1.26569485250525,10.8010560422923,0.438903523858267,0.442901897859196,0.462865594218516,0.4628924034253,0.438903523858267,0.418750248469777,"PoorQ","PoorQ"
"T50_3.18_S404_L007_1523976.5","Pvalb Gpr149 Islr","Meis2 Adamts19","Pvalb Reln Itm2a","Pvalb Gpr149 Islr","Pvalb Reln Itm2a","Pvalb Tpbg",0.85,0.09,0.04,0.88,0.06,0.02,1.3860735306035,13.9701903377791,14.9164397438256,0.604544789990316,14.3460686113786,7.24842445918121,0.459615161250054,0.285346552840715,0.459879657207185,0.459611916592667,0.459504572490662,0.43699442459471,"PoorQ","PoorQ"
"T50_3.19_S405_L007_148143.5","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L5 PT VISp Lgr5","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","Lamp5 Ntn1 Npy2r",0.58,0.41,0.01,0.51,0.37,0.02,0.625160753365999,1.03272050556129,15.2299780153506,1.999372008831,2.19831212600475,14.5775583262156,0.454388364708687,0.445107455214813,0.398224463229656,0.45442339882028,0.445107455214813,0.365965697695181,"PoorQ","PoorQ"
"T50_3.2_S388_L007_1324774.5","Lamp5 Krt73","Vip Igfbp6 Car10","Vip Arhgap36 Hmcn1","L5 PT VISp C1ql2 Cdh13","L6 CT VISp Nxph2 Wls","L6 IT VISp Car3",0.16,0.12,0.08,0.16,0.16,0.09,9.474159396103,8.05559264251861,9.5245461600193,10.0939023811767,10.2963189705993,11.4127541394419,0.303679786594294,0.297481338047968,0.299482708520166,0.303382409284791,0.32363231976318,0.287147924540045,"PoorQ","PoorQ"
"T50_3.20_S406_L007_691873.5","L6 IT VISp Car3","L6b P2ry12","L6b ALM Olfr111 Nxph1","L6 IT VISp Car3","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.96,0.02,0.01,1,0,0,0.456270851271113,15.3308137608752,15.5133205187147,0.0133241713579301,16.1179430109686,16.1179428006942,0.495576790447557,0.397815816044021,0.395845118686799,0.494780854225816,0.420567005341473,0.432051623861737,"PoorQ","PoorQ"
"T50_3.21_S407_L007_539616.0","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L2/3 IT ALM Ptrf","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L5 IT VISp Col6a1 Fezf2",0.6,0.23,0.07,0.85,0.14,0.01,1.00608415174144,2.21529693194484,13.8473290356482,0.42319644068363,13.30271010759,15.4976926344793,0.543292812986047,0.529626104366539,0.528003250060224,0.543277759157323,0.530553789014716,0.506154536231257,"I1","I1"
"T50_3.22_S408_L007_687672.0","L5 IT VISp Batf3","L5 IT ALM Cpa6 Gpr88","L5 IT VISp Col6a1 Fezf2","L5 IT VISp Hsd11b1 Endou","L5 IT VISp Batf3","L5 IT VISp Whrn Tox2",0.7,0.16,0.05,0.46,0.44,0.09,0.836478151091504,2.2331927250321,3.74760460104575,1.85173996146585,1.68881405113205,0.859414703651971,0.578617241711494,0.562341319966192,0.560185850238203,0.558447695697589,0.578627063347864,0.567953579834193,"I1","I2"
"T50_3.23_S409_L007_143450.5","L5 PT VISp Lgr5","L4 IT VISp Rspo1","L5 IT ALM Tmem163 Arhgap25","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","Lamp5 Ntn1 Npy2r",0.22,0.18,0.17,0.37,0.35,0.2,9.93981404055552,8.40589855526542,10.5029005972508,3.95410750537729,3.59428374283645,11.4917289454173,0.428712710245615,0.485807114692129,0.457244850641641,0.485845272981279,0.477120971157304,0.404589164831147,"PoorQ","PoorQ"
"T50_3.24_S410_L007_1065220.5","L2/3 IT VISp Agmat","L2/3 IT ALM Macc1 Lrg1","L5 IT ALM Pld5","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad","L4 IT VISp Rspo1",0.36,0.13,0.12,0.44,0.37,0.18,3.67866861483026,4.60220207880312,4.62619250155388,0.658656505040125,3.52454024603104,12.1400872581021,0.473885016560189,0.453040543585958,0.449824338227299,0.474006428625795,0.469491651087273,0.464442646576051,"PoorQ","PoorQ"
"T50_3.25_S411_L007_850554.0","L6 IT ALM Tgfb1","L6 IT VISp Col18a1","L6 IT VISp Penk Col27a1","L6 IT VISp Col23a1 Adamts2","L5 IT VISp Col27a1","L5 IT VISp Col6a1 Fezf2",0.27,0.21,0.19,0.38,0.23,0.19,4.95098760921458,7.38380573425543,2.56165655522037,5.08546328234252,2.68608735438948,8.91550449795498,0.451834916935539,0.4467017299897,0.471994928045242,0.461778703776038,0.451033699272339,0.443577235157897,"PoorQ","PoorQ"
"T50_3.26_S412_L007_1662927.5","L6 IT VISp Car3","L6 CT ALM Cpa6","L6 CT VISp Ctxn3 Sla","L6 IT VISp Car3","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.86,0.03,0.02,1,0,0,1.57552068292673,14.3032726150406,14.511843372806,0.0133241713579301,16.1179430109686,16.1179428006942,0.517590992935162,0.436814126383074,0.434546659037276,0.516847302482568,0.446212401364001,0.450003702348617,"I1","Core"
"T50_3.27_S413_L007_1276035.5","L4 IT VISp Rspo1","L5 IT ALM Pld5","L5 IT VISp Batf3","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L5 IT VISp Whrn Tox2",0.37,0.33,0.11,0.61,0.34,0.05,1.89052023523425,3.88239174649554,11.6522460608147,0.735475739650394,1.06677311407581,9.56789072249953,0.502143419803881,0.480370383060047,0.441847808704322,0.50216115734686,0.474681704904895,0.45521528361011,"I2","I2"
"T50_3.28_S414_L007_1037329.0","L6b VISp Mup5","L5 IT VISp Col27a1","L6 IT ALM Tgfb1","L6b VISp Mup5","L6 IT VISp Col23a1 Adamts2","L6b VISp Crh",0.59,0.11,0.1,0.24,0.22,0.21,4.89553689731674,10.564315989644,11.2283971093479,8.08628206014543,8.19670973319334,8.25592841664888,0.502971720993064,0.452508004263766,0.444303519968528,0.503072138269215,0.467940507499083,0.503512403921319,"PoorQ","PoorQ"
"T50_3.29_S415_L007_1191885.5","L2/3 IT VISp Agmat","Meis2 Adamts19","CR Lhx5","L4 IT VISp Rspo1","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat",0.47,0.27,0.12,0.36,0.33,0.23,6.80321823924112,8.95352621391166,12.8701451191337,9.05612289389188,5.23480459887204,1.70145820436107,0.489676666573433,0.329416993486291,0.290319023538975,0.488143951569012,0.490576407901619,0.489778103402644,"PoorQ","PoorQ"
"T50_3.30_S416_L007_675486.5","L2/3 IT VISp Agmat","L5 IT ALM Pld5","Meis2 Adamts19","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.5,0.41,0.03,0.87,0.08,0.03,2.22829586180204,3.95255435450889,14.5594170897331,0.107428330090381,3.1574393235118,1.53136459201495,0.540423920509786,0.51889716754954,0.381480328425155,0.540384814329645,0.526837701292343,0.535886256069987,"PoorQ","I1"
"T50_3.31_S417_L007_650030.0","L5 IT ALM Tmem163 Arhgap25","L5 IT VISp Hsd11b1 Endou","L4 IT VISp Rspo1","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L5 IT VISp Whrn Tox2",0.28,0.24,0.16,0.49,0.47,0.04,7.05783775850983,3.50795118315455,7.02995935598628,1.08789361884654,0.715867759696551,7.81880263895549,0.522695858763576,0.546612779185921,0.545623569742906,0.545654367004912,0.546612779185921,0.530474637512753,"PoorQ","I2"
"T50_3.32_S418_L007_978178.0","L6b P2ry12","L5 IT VISp Col6a1 Fezf2","L6 IT ALM Tgfb1","L6b P2ry12","L5 IT VISp Batf3","L5 IT VISp Col6a1 Fezf2",0.94,0.02,0.02,0.76,0.04,0.04,0.653457672200671,15.337400108656,15.2201136172781,1.6972982513464,13.9357029141168,13.5046639986891,0.518488329514917,0.416799933003525,0.415101738790263,0.519993472809067,0.425414918064298,0.417048129997872,"Core","I1"
"T50_3.33_S419_L007_2200536.0","L5 IT VISp Col27a1","L5 IT ALM Cpa6 Gpr88","L6 IT VISp Penk Col27a1","L5 IT VISp Col27a1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.29,0.15,0.14,1,0,0,1.93733646757868,3.91638992538097,8.23236520076001,0.0650563653328833,16.1179430109686,16.1179428006942,0.514965520327724,0.493229780144547,0.486999091235225,0.515340358963006,0.464260887728698,0.477488896870156,"I3","Core"
"T50_3.34_S420_L007_1419937.0","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L2/3 IT VISp Adamts2","L4 IT VISp Rspo1","L2/3 IT VISp Rrad","L2/3 IT VISp Agmat",0.34,0.31,0.15,0.34,0.28,0.26,1.46841375116042,4.84085452033756,5.98438041922895,9.32352485081089,5.50578523842437,1.26561367032438,0.517144118243947,0.519916248399772,0.512283056592911,0.519942224541811,0.499890265365079,0.517205271702412,"I3","PoorQ"
"T50_3.35_S421_L007_1176379.0","L6 CT VISp Krt80 Sla","L6 CT VISp Nxph2 Wls","L6 CT VISp Ctxn3 Brinp3","L6 CT VISp Ctxn3 Brinp3","L6 CT VISp Krt80 Sla","L6 CT VISp Nxph2 Wls",0.51,0.31,0.09,0.29,0.17,0.15,1.38421441319382,8.98593453101733,2.69166658977319,4.64960183895355,3.87328166075568,5.74879966756914,0.489449996694719,0.500989387822798,0.492283206909445,0.492283206909445,0.489334172605379,0.501131761529069,"PoorQ","PoorQ"
"T50_3.36_S422_L007_1070222.5","L4 IT VISp Rspo1","L5 IT ALM Pld5","L2/3 IT ALM Macc1 Lrg1","L4 IT VISp Rspo1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.42,0.39,0.08,1,0,0,1.82052925965423,2.1329842608888,7.70625512336296,0.0398947832087174,16.1179430109686,16.1179428006942,0.518859073083088,0.503655147814776,0.475179004937968,0.518896398218197,0.455916617547556,0.470926598914945,"I2","Core"
"T50_3.38_S424_L007_565696.5","L6 IT VISp Car3","L5 IT VISp Hsd11b1 Endou","L6 IT VISp Col18a1","L6 IT VISp Car3","L2/3 IT VISp Agmat","L4 IT VISp Rspo1",0.51,0.1,0.09,0.49,0.14,0.13,4.00837631437791,10.0369246328706,12.6506885626985,2.52183415980273,9.56851123634958,11.3293332074621,0.466094592571932,0.421873199550008,0.429808679923222,0.465410256088345,0.437563197026635,0.450234819266578,"PoorQ","PoorQ"
"T50_3.39_S425_L007_666041.0","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L5 IT ALM Pld5","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L5 IT VISp Whrn Tox2",0.74,0.15,0.07,0.89,0.09,0.02,0.17912195812998,1.82988384247907,4.24016090622467,0.0909949778012186,2.14570967332491,14.0956868199457,0.541294499792997,0.513508176424481,0.524927806855723,0.541346648278494,0.513508176424481,0.492506075223044,"I1","I1"
"T50_3.4_S390_L007_1302050.0","L6 IT VISp Car3","Lamp5 Krt73","Lamp5 Fam19a1 Tmem182","L6 IT VISp Car3","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",1,0,0,1,0,0,0.0219635241164802,16.1179014100924,16.1178999990586,0.0133241713579301,16.1179430109686,16.1179428006942,0.543349456202823,0.39623018587518,0.418408254197605,0.542753156399923,0.470645465838214,0.475226033873358,"Core","Core"
"T50_3.40_S426_L007_950821.0","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L5 IT VISp Whrn Tox2","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L5 IT VISp Whrn Tox2",0.52,0.47,0.01,0.52,0.46,0.02,0.679900047230945,0.738629095645314,8.70058914007537,0.966590508302517,0.805128331833923,8.33626038703935,0.555629679431991,0.535285282147014,0.513174155275384,0.55563540034685,0.535285282147014,0.512952083462051,"I2","I2"
"T50_3.41_S427_L007_2225365.5","L5 IT VISp Hsd11b1 Endou","L4 IT VISp Rspo1","L5 IT ALM Tmem163 Dmrtb1","L5 IT VISp Hsd11b1 Endou","L4 IT VISp Rspo1","L2/3 IT VISp Rrad",0.42,0.28,0.13,0.57,0.43,0,1.28067114693532,2.7046292034919,7.72024017044452,0.616311966561683,1.28597093886538,15.4346360272823,0.517653266440098,0.528425198942523,0.493863259713733,0.517653266440098,0.528494323760399,0.463080576956792,"I2","I2"
"T50_3.42_S428_L007_1079717.0","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","Lamp5 Krt73","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L2/3 IT VISp Rrad",0.6,0.4,0,0.98,0.02,0,0.492741937666264,0.976088176622917,15.4448991943988,0.00955560127023393,2.63421327141827,16.0199065016154,0.52354420556446,0.490626552006381,0.358090579085906,0.523623843188612,0.490626552006381,0.439613112440791,"I2","Core"
"T50_3.43_S429_L007_1265196.0","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L5 IT VISp Batf3","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L5 IT VISp Whrn Tox2",0.54,0.37,0.09,0.48,0.45,0.07,0.936547877714064,1.08573694628138,10.5547848518921,1.17325982281614,0.695026792400087,7.57366476773804,0.543934045789658,0.515377319075061,0.4819624990822,0.543962286500354,0.515377319075061,0.494500026594942,"I2","I2"
"T50_3.44_S430_L007_457451.0","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L5 IT ALM Cbln4 Fezf2","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L5 IT VISp Col27a1",0.35,0.29,0.19,0.49,0.26,0.13,2.21157882603911,1.79538844755543,4.45636795911928,1.14880792806447,1.83929390026076,11.7252167528382,0.473551844703272,0.453582565961971,0.435678039136779,0.473612735817557,0.453582565961971,0.409556343603083,"PoorQ","PoorQ"
"T50_3.45_S431_L007_798669.5","L4 IT VISp Rspo1","Meis2 Adamts19","L5 IT VISp Batf3","L4 IT VISp Rspo1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.64,0.19,0.12,1,0,0,3.65537327822396,11.8724485054525,13.021575636394,0.0398947832087174,16.1179430109686,16.1179428006942,0.488136353608457,0.306624120267975,0.427033307274321,0.488170098523406,0.428587559510594,0.433917051890124,"PoorQ","PoorQ"
"T50_3.46_S432_L007_592272.0","L4 IT VISp Rspo1","L5 IT ALM Pld5","L5 IT VISp Col27a1","L4 IT VISp Rspo1","L5 IT VISp Col27a1","L2/3 IT VISp Rrad",0.31,0.26,0.22,0.52,0.48,0,3.83047496340866,3.28207119575129,6.83972340293575,2.25367392588003,7.72021688622831,15.4256040559574,0.500254225492708,0.505710052362433,0.501031681656423,0.500225262404888,0.501102220093878,0.445430634819188,"PoorQ","PoorQ"
"T50_3.48_S434_L007_1179175.0","L4 IT VISp Rspo1","L5 IT ALM Pld5","L6 CT VISp Ctxn3 Brinp3","L4 IT VISp Rspo1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.56,0.3,0.06,1,0,0,2.09113503473757,3.56555942165873,13.7311176239346,0.0398947832087174,16.1179430109686,16.1179428006942,0.511350225294946,0.498140570600063,0.425996093425945,0.511383688371706,0.445437797394948,0.460397725106337,"PoorQ","Core"
"T50_3.49_S435_L007_1861970.5","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L5 IT ALM Pld5","L4 IT VISp Rspo1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.68,0.12,0.09,1,0,0,1.00432110677416,3.06991831628394,4.69470015079291,0.0398947832087174,16.1179430109686,16.1179428006942,0.50155768474061,0.467986005739156,0.472558122281434,0.501627123825191,0.440619860904838,0.455300598796413,"I1","Core"
"T50_3.50_S436_L007_1757823.0","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L5 IT ALM Pld5","L4 IT VISp Rspo1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.41,0.26,0.11,1,0,0,2.24238557935344,2.73777749133143,5.14263211306089,0.0398947832087174,16.1179430109686,16.1179428006942,0.50023149938074,0.462697738795435,0.475149984042286,0.500284098260312,0.411789615637391,0.428131988044924,"PoorQ","Core"
"T50_3.51_S437_L007_1541745.5","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","Sst Mme Fam114a1","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","Sncg Vip Itih5",0.67,0.22,0.03,0.78,0.07,0.03,1.41863867490268,2.53807522250189,14.6160714897029,1.68375056175737,3.59725898799487,14.1861115091473,0.547963099246475,0.513984295724148,0.390103421611597,0.547963806283541,0.513984295724148,0.378815763649105,"I1","I1"
"T50_3.52_S438_L007_807242.0","L6 IT VISp Car3","Meis2 Adamts19","Lamp5 Krt73","L6 IT VISp Car3","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.99,0.01,0,1,0,0,0.126922111635793,8.48968408938007,16.0619022315182,0.0133241713579301,16.1179430109686,16.1179428006942,0.51967254503458,0.333139700276594,0.374799766269419,0.518961176748137,0.439933597942428,0.445703643947959,"Core","Core"
"T50_3.53_S439_L007_1145897.5","L5 IT VISp Col27a1","L5 PT VISp Lgr5","L5 IT ALM Npw","L5 IT VISp Col27a1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.82,0.08,0.07,1,0,0,1.32017761332964,14.1595729587864,4.34199804136563,0.0650563653328833,16.1179430109686,16.1179428006942,0.531137379965278,0.46231846694519,0.50937437191961,0.531209091131605,0.484586554378044,0.493577742163195,"I1","Core"
"T50_3.54_S440_L007_881421.0","L5 IT VISp Col6a1 Fezf2","L6 IT VISp Col18a1","L5 IT ALM Lypd1 Gpr88","L5 IT VISp Col6a1 Fezf2","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.22,0.16,0.11,1,0,0,7.52620430669703,9.99914054473897,8.8642761721182,0.0368376357120749,16.1179430109686,16.1179428006942,0.487333570302085,0.471755312381173,0.50531674667731,0.487521749983001,0.443560809442703,0.457428097084578,"PoorQ","PoorQ"
"T50_3.55_S441_L007_776820.0","L5 IT VISp Hsd11b1 Endou","L4 IT VISp Rspo1","L5 IT ALM Lypd1 Gpr88","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L5 IT VISp Whrn Tox2",0.38,0.33,0.18,0.48,0.41,0.09,1.3294651490696,1.99141041539451,6.32673091763818,1.18904627906973,0.822471503004979,7.72622631495698,0.500088922716473,0.511807109301036,0.511236096736347,0.511834675444372,0.500088922716473,0.482586724475189,"I2","I2"
"T50_3.56_S442_L007_1084436.5","L6 IT VISp Car3","L5 PT VISp Lgr5","Meis2 Adamts19","L6 IT VISp Car3","L5 PT VISp C1ql2 Cdh13","L2/3 IT VISp Rrad",0.94,0.02,0.02,0.99,0.01,0,0.680976708731487,15.4903883255888,8.45375409243407,0.118369421763603,15.902348657712,16.0619436980018,0.501536340446109,0.397410706101324,0.349224463713808,0.50093874601655,0.401271851551669,0.434126616589581,"Core","Core"
"T50_3.57_S443_L007_1746900.5","L6 IT VISp Car3","Lamp5 Krt73","Lamp5 Fam19a1 Tmem182","L6 IT VISp Car3","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",1,0,0,1,0,0,0.0219635241164802,16.1179014100924,16.1178999990586,0.0133241713579301,16.1179430109686,16.1179428006942,0.539727121634298,0.385367498971689,0.398875451575225,0.539212068128597,0.461248261849196,0.474360862025833,"Core","Core"
"T50_3.58_S444_L007_809685.0","Meis2 Adamts19","L6 CT VISp Nxph2 Wls","L5 PT VISp Lgr5","L6 IT VISp Car3","L6 CT VISp Nxph2 Wls","L6 CT VISp Krt80 Sla",0.45,0.25,0.07,0.28,0.17,0.16,6.1851700205848,10.373226931481,13.1369630797388,9.38771063505483,8.6583073294188,8.7108846603469,0.247847202210222,0.275218499394502,0.258757648539578,0.261320698207536,0.275208256885909,0.259608930126883,"PoorQ","PoorQ"
"T50_3.59_S445_L007_637629.5","L4 IT VISp Rspo1","L5 IT ALM Pld5","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L5 IT VISp Col6a1 Fezf2",0.26,0.18,0.16,0.94,0.03,0.03,3.22757309787243,5.57159333025008,3.80181100265169,0.0406367066845343,2.47672748610736,15.3669609479207,0.474492928056539,0.448020330524624,0.445253130789968,0.474542933968141,0.44057417515891,0.414837648918283,"PoorQ","PoorQ"
"T50_3.60_S446_L007_842965.0","L6 IT VISp Penk Col27a1","L6 IT VISp Col23a1 Adamts2","L6 IT VISp Penk Fst","L6 IT VISp Penk Col27a1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.55,0.31,0.14,1,0,0,0.853229616214566,0.548763033922787,0.69871373216045,0.0971529633503231,16.1179430109686,16.1179428006942,0.519545725204933,0.524599106630201,0.520225603216807,0.519571086809617,0.484646803027478,0.494531476717409,"I2","Core"
"T50_3.61_S447_L007_1230518.0","L5 PT VISp C1ql2 Cdh13","L5 PT VISp Krt80","L5 PT VISp Lgr5","L5 PT VISp Krt80","L5 PT VISp C1ql2 Cdh13","L5 PT VISp Lgr5",0.62,0.15,0.14,0.51,0.31,0.18,1.75632057511114,3.09706003761033,3.508726345471,0.942219951661023,1.15673186547859,3.61555400709351,0.527122152898492,0.514765264012656,0.497775062122133,0.514765264012656,0.527122152898492,0.497775062122133,"I1","I2"
"T50_3.62_S448_L007_593933.5","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L5 IT ALM Pld5","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L5 IT VISp Whrn Tox2",0.47,0.3,0.16,0.82,0.14,0.04,0.753483692536558,1.50782044952167,4.15903862300392,0.237296112287498,1.84186043626577,12.8859274240843,0.551608373848899,0.517081913422294,0.534655765399891,0.551600024821667,0.517081913422294,0.489268951285112,"I2","I1"
"T50_3.63_S449_L007_512752.5","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L5 IT ALM Pld5","L4 IT VISp Rspo1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.46,0.15,0.12,1,0,0,1.48147570028172,3.69461911472617,3.81236021801287,0.0398947832087174,16.1179430109686,16.1179428006942,0.55696703827516,0.517800700246162,0.543141753945941,0.557008004695644,0.500212567190229,0.514794158095515,"I3","Core"
"T50_3.64_S450_L007_999473.0","L5 IT ALM Pld5","L4 IT VISp Rspo1","L2/3 IT VISp Adamts2","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2",0.39,0.21,0.12,0.43,0.4,0.11,3.38915956181595,4.21822956367993,9.76597655557195,8.03633411108872,1.96356940615555,7.31872576673569,0.511448301814929,0.522655683509925,0.530612845183627,0.522651981493469,0.536303454174538,0.530731898198706,"PoorQ","PoorQ"
"T50_3.65_S451_L007_1085743.0","Meis2 Adamts19","L5 IT ALM Pld5","L5 IT VISp Hsd11b1 Endou","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L2/3 IT VISp Rrad",0.2,0.17,0.16,0.52,0.48,0,8.93565312392743,7.14642122969693,7.80084577945528,0.972299471043171,0.84171049477703,15.4256040559574,0.340721976572884,0.486011478114992,0.482397351578645,0.511264230156064,0.482397351578645,0.450521065278407,"PoorQ","I2"
"T50_3.66_S452_L007_1631798.0","L5 IT VISp Hsd11b1 Endou","L5 IT ALM Tmem163 Arhgap25","L4 IT VISp Rspo1","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L5 IT VISp Whrn Tox2",0.29,0.29,0.17,0.54,0.35,0.11,3.01088157985101,7.48579658957265,6.47877066569245,1.07982599992134,0.899225670734581,8.35460824274669,0.518059708751546,0.506598087627957,0.522553831396599,0.522601149195548,0.518059708751546,0.50433243286374,"PoorQ","I2"
"T50_3.67_S453_L007_1114088.5","L4 IT VISp Rspo1","Meis2 Adamts19","L5 IT VISp Hsd11b1 Endou","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L5 IT VISp Whrn Tox2",0.71,0.22,0.04,0.82,0.16,0.02,3.17383346409695,11.7972278597504,4.76729302075943,0.192425448999876,1.82786343901152,12.9418428656348,0.505474104904942,0.333148166053856,0.471950344037775,0.505495444485944,0.471950344037775,0.44662777132937,"PoorQ","I1"
"T50_3.68_S454_L007_747821.0","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","Lamp5 Krt73","L4 IT VISp Rspo1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.97,0.03,0,1,0,0,0.0416904146198857,2.40022400764325,15.9831625032002,0.0398947832087174,16.1179430109686,16.1179428006942,0.522984345105346,0.478364313140598,0.345861314099063,0.523042667512861,0.431521969460334,0.447035964157636,"Core","Core"
"T50_3.69_S455_L007_1202256.5","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L5 IT ALM Pld5","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad",0.35,0.34,0.21,0.52,0.39,0.09,3.33324751458165,2.3446024817743,4.38998719578925,6.83338334367079,1.56978104662635,8.92568406523007,0.529738153843918,0.5245112643138,0.516957740173811,0.529755083819645,0.524699120517122,0.513701473794041,"PoorQ","PoorQ"
"T50_3.7_S393_L007_732882.0","L5 IT ALM Pld5","L5 IT VISp Col27a1","L5 IT VISp Col6a1 Fezf2","L5 IT VISp Col27a1","L5 IT VISp Col6a1 Fezf2","L6 IT VISp Penk Fst",0.22,0.15,0.13,0.35,0.34,0.27,7.20287805009859,3.26031210546687,8.90500758352538,1.9822799748514,5.3858856033795,10.2017209916758,0.520116269663597,0.524116219935374,0.506764550452558,0.524184513025511,0.507201124962375,0.517711005486109,"PoorQ","I3"
