specimen_id,apical_dendrite_bias_x,apical_dendrite_bias_y,apical_dendrite_depth_pc_0,apical_dendrite_depth_pc_1,apical_dendrite_depth_pc_2,apical_dendrite_depth_pc_3,apical_dendrite_early_branch_path,apical_dendrite_emd_with_basal_dendrite,apical_dendrite_extent_x,apical_dendrite_extent_y,apical_dendrite_frac_above_basal_dendrite,apical_dendrite_frac_below_basal_dendrite,apical_dendrite_frac_intersect_basal_dendrite,apical_dendrite_max_branch_order,apical_dendrite_max_euclidean_distance,apical_dendrite_max_path_distance,apical_dendrite_mean_contraction,apical_dendrite_mean_diameter,apical_dendrite_mean_moments_along_max_distance_projection,apical_dendrite_num_branches,apical_dendrite_num_outer_bifurcations,apical_dendrite_soma_percentile_x,apical_dendrite_soma_percentile_y,apical_dendrite_std_moments_along_max_distance_projection,apical_dendrite_total_length,apical_dendrite_total_surface_area,axon_exit_distance,axon_exit_theta,basal_dendrite_bias_x,basal_dendrite_bias_y,basal_dendrite_calculate_number_of_stems,basal_dendrite_extent_x,basal_dendrite_extent_y,basal_dendrite_frac_above_apical_dendrite,basal_dendrite_frac_below_apical_dendrite,basal_dendrite_frac_intersect_apical_dendrite,basal_dendrite_max_branch_order,basal_dendrite_max_euclidean_distance,basal_dendrite_max_path_distance,basal_dendrite_mean_contraction,basal_dendrite_mean_diameter,basal_dendrite_num_branches,basal_dendrite_soma_percentile_x,basal_dendrite_soma_percentile_y,basal_dendrite_stem_exit_down,basal_dendrite_stem_exit_side,basal_dendrite_stem_exit_up,basal_dendrite_total_length,basal_dendrite_total_surface_area,soma_aligned_dist_from_pia,soma_surface_area
17109_6201-X4328-Y6753_reg,135.23362068473125,41.06404469852441,-24.689718808055478,-23.80037494548853,17.234298506955053,31.460788150917928,0.8229865472800223,7.604699854459414,127.5046395349168,120.72989376150964,0.0,0.0,1.0,5.0,172.82608383574583,186.7029459150936,0.9161801847231557,2.0000000000000004,0.2925216673532637,13.0,0.0,0.0,0.2679180887372013,0.0991960981231165,804.0087558311353,5051.736001481925,0.0,0.2963634723980959,126.04965023431578,2.306326688156332,2.0,187.04066647387023,240.14274203308744,0.071072319201995,0.2119700748129676,0.7169576059850374,5.0,290.53711515914694,320.2559962794175,0.919845683862639,2.0000000000000004,18.0,0.0960099750623441,0.3428927680798005,0.5,0.5,0.0,1103.760822780092,6935.133784332328,755.6486344253966,0.0
17109_6301-X4756-Y24516_reg,79.57969901124306,17.363311159330806,-21.93166217458169,-20.517797460752654,10.755915550230725,34.84273542544714,0.4846231972787823,4.981105941386715,175.07185767810645,181.0242876835464,0.0226876090750436,0.0226876090750436,0.9546247818499128,5.0,276.47654113324063,309.9652814243317,0.934386415270324,2.0000000000000004,0.1756928734840443,11.0,0.0,0.1465968586387435,0.6596858638743456,0.0514874819318481,791.1564174411646,4970.982377747169,0.0,0.3970548716771929,39.59179499859283,16.738654482579477,3.0,255.4852385347153,147.5110852319658,0.0,0.0,1.0,4.0,165.05629428470792,186.04396295599412,0.9610051972202864,2.0000000000000004,31.0,0.3483685220729366,0.345489443378119,0.3333333333333333,0.3333333333333333,0.3333333333333333,1430.4823585423908,8987.985737373141,779.8038262543541,0.0
17109_6601-X4384-Y7436_reg,213.46022260718576,43.376396960075,-36.92957344910157,-41.00030090427946,38.09487664384475,35.18253830024429,0.4490509066016142,10.895554351085178,228.03120210417023,153.90721929697793,0.006282722513089,0.0,0.993717277486911,5.0,265.2687858361782,324.2898485905765,0.932272165968228,1.903664921465969,0.2081665927296015,23.0,0.47712125471966244,0.0104712041884816,0.2492146596858638,0.1801590909607928,1304.0830881458842,7811.068722581791,0.0,0.2668856047185529,76.24227665488121,-10.545572519276902,2.0,144.30501569678864,202.0486851066271,0.0,0.1927312775330396,0.8072687224669604,4.0,205.8106951253984,220.56746996615408,0.9178530506749402,1.8204845814977977,24.0,0.237885462555066,0.698237885462555,0.0,0.5,0.5,1237.4754681646837,7082.419948932001,727.8314953696902,0.0
17109_6601-X5417-Y25287_reg,22.787381317951255,-164.25865562050006,-44.2266261213282,-35.12493077236495,2.4299979776691227,97.4137998978853,0.631288497800725,21.590507735537138,207.63162085792555,152.22536758342176,0.0,0.3315343099460293,0.6684656900539707,7.0,258.2710785008638,307.17467643274813,0.939692912783846,2.0000000000000004,0.16122500424656,21.0,0.0,0.3885890516576715,1.0,0.1450709062129526,1794.6037120329586,11275.827675655437,0.0,0.3733773819027648,13.51220173542788,25.440068827349137,4.0,203.5260338742246,188.1193227938193,0.8084561178731582,0.0,0.1915438821268417,5.0,179.1668056895594,205.70411110911397,0.9139878179074494,1.9718129404228064,34.0,0.4593209481101857,0.2588084561178732,0.0,1.0,0.0,2156.354966890481,13378.902923889284,753.7963127359244,0.0
17109_6801-X7432-Y4405_reg,202.35336443166216,-184.2769908286183,-26.20200717263424,-29.28566362474666,30.12235961682405,25.81896288267815,0.4156476043596421,12.006402119705072,193.04909059461897,169.02164468773367,0.0,0.0080321285140562,0.9919678714859438,8.0,303.5501532877225,356.45438260653856,0.9043922611149144,2.0000000000000004,0.2514769706369168,15.0,0.3010299956639812,0.0,1.0,0.173783479061949,1029.097172550531,6466.008234229541,0.0,0.2574376879270376,42.47498745688881,-101.2705882045633,4.0,343.2487696578128,252.1647236385228,0.5440414507772021,0.0,0.4559585492227979,6.0,206.2093727283015,247.73147007793824,0.912315542579248,2.0000000000000004,42.0,0.3948186528497409,0.5585492227979275,0.25,0.5,0.25,2655.1984011160985,16683.10358153944,616.7662002964234,0.0
17109_6901-X7203-Y26714_reg,296.9515524043045,-37.63747923045048,-86.88727478730078,-86.92127597516316,64.08297115996683,108.39786941151904,0.5526012054430232,5.255477645846507,444.0647625873072,237.21778555550736,0.04,0.0511627906976744,0.9088372093023256,12.0,371.90206332043925,408.2583006014951,0.8922251111489428,2.0000000000000004,0.2482838562980386,47.0,0.6020599913279624,0.04,0.4074418604651162,0.1875024433874287,2962.760975781552,18615.57623171568,0.0,0.3844171497227002,2.358874708423471,-27.055418764213755,5.0,217.38808989773867,160.4682238687874,0.0,0.0,1.0,5.0,136.18564070047876,162.72238081187268,0.874715050230541,2.0000000000000004,21.0,0.3413897280966768,0.730110775427996,0.0,0.6,0.4,1359.0477062122975,8539.148579429228,734.0298951346958,0.0
17109_7001-X5738-Y6470_reg,132.85367010715436,-8.24429421859918,-28.95857019193868,-25.52962327950652,9.917637723937172,50.3222431039534,0.7858389533956359,2.2765362754931457,173.7579751959338,188.4269094712056,0.0053333333333333,0.0,0.9946666666666668,5.0,197.16206663808404,211.94714375017475,0.938007416937514,2.0000000000000004,0.2501288738751244,17.0,0.0,0.048,0.6426666666666667,0.0846280963334161,1034.7943417808335,6501.8046042298965,0.0,0.4135918966175262,24.230544376498077,-15.457410634497135,4.0,224.6098133550913,248.2508952887765,0.0,0.0336008024072216,0.9663991975927784,5.0,203.4870508509077,303.6037725352316,0.92300834784454,2.0000000000000004,40.0,0.3515546639919759,0.6399197592778335,0.25,0.75,0.0,2748.46671531344,17269.125682929505,782.0974420111424,0.0
17109_7001-X6205-Y5194_reg,4.958264725960362,-51.5241225199552,45.26543412530972,-33.41206675118249,88.84342542861285,42.65349127809799,0.5300838946752245,2.899175687670139,212.05717834836375,93.3566784272398,0.0,0.0,1.0,6.0,193.73203982821107,231.67926903541928,0.9166482110152658,2.0,0.4963581981557282,17.0,0.6989700043360189,0.1742671009771986,0.7850162866449512,0.2268262138476465,845.7767181359249,5314.171848546208,0.0,0.4866362417818176,147.48485607572457,-65.56189870727758,3.0,172.44506157656997,244.4283569228064,0.0534550195567144,0.0912646675358539,0.8552803129074316,5.0,193.06971851121543,238.5400733116821,0.8631250958816901,2.0,15.0,0.0365058670143415,0.8683181225554107,0.0,1.0,0.0,1056.5773504825918,6638.671284450942,519.8584809795242,0.0
17300_5969-X27278-Y20820_reg,41.98789214012322,404.20736590549495,491.55050345985046,-370.1201416805212,191.07544299111933,-291.10625984982704,0.4735642185506507,21.91370240748641,360.3080820048053,525.5899912290151,0.2395155864543619,0.0,0.760484413545638,11.0,499.0212969022477,611.80917010716,0.9135339566300236,2.0000000000000004,0.251468192421622,79.0,1.0413926851582251,0.4059206100022426,0.2314420273603947,0.3432782655793011,6167.72563245014,38752.9630725258,0.0,0.8895854189937275,23.167615664985533,-27.930110349983806,7.0,297.7181860360424,183.60945326345245,0.0,0.0297547245677523,0.9702452754322476,6.0,186.40095030873704,204.13091807499825,0.8930428724897489,2.0000000000000004,47.0,0.3071974266184157,0.669481302774427,0.0,1.0,0.0,3427.975831217719,21538.60737607393,491.26798252338455,0.0
17543_6014-X3691-Y17288_reg,65.34463885492369,387.4269598107812,34.01166375703379,-95.21496064794174,132.27150406620527,29.66759541361712,0.6411791094122228,33.62860704496326,225.92076600461223,557.1221305498539,0.5965939329430548,0.0,0.4034060670569452,11.0,482.64953073322266,566.960260225457,0.808595475843073,1.936136242682278,0.228005153683841,27.0,0.3010299956639812,0.1341138903672166,0.1591271953166578,0.1652952005330056,2579.838649418727,15704.35162632647,0.0,0.4124161385931988,55.10770863282869,-86.0282255912316,8.0,251.3046934173972,248.4717359107381,0.0,0.1021324354657687,0.8978675645342312,3.0,201.886661212253,264.67052579616137,0.8278351141636933,1.4242424242424243,26.0,0.4472502805836139,0.7210998877665544,0.125,0.75,0.125,2421.354348172502,10844.508351179556,707.3818125531574,0.0
