,swc_path,soma_aligned_dist_from_pia,basal_dendrite_max_euclidean_distance,apical_dendrite_num_branches,basal_dendrite_stem_exit_down,apical_dendrite_bias_y,apical_dendrite_extent_y,apical_dendrite_depth_pc_0,apical_dendrite_early_branch_path,apical_dendrite_mean_contraction,apical_dendrite_soma_percentile_y,basal_dendrite_frac_above_apical_dendrite,basal_dendrite_extent_y,apical_dendrite_max_branch_order,apical_dendrite_total_length,apical_dendrite_mean_moments_along_max_distance_projection,basal_dendrite_total_length,basal_dendrite_bias_y,apical_dendrite_depth_pc_2,apical_dendrite_soma_percentile_x,apical_dendrite_depth_pc_3,basal_dendrite_extent_x,basal_dendrite_max_branch_order,basal_dendrite_max_path_distance,apical_dendrite_frac_below_basal_dendrite,apical_dendrite_frac_above_basal_dendrite,apical_dendrite_frac_intersect_basal_dendrite,basal_dendrite_soma_percentile_y,basal_dendrite_soma_percentile_x,apical_dendrite_max_euclidean_distance,basal_dendrite_stem_exit_up,apical_dendrite_emd_with_basal_dendrite,basal_dendrite_num_branches,basal_dendrite_stem_exit_side,basal_dendrite_frac_intersect_apical_dendrite,apical_dendrite_extent_x,apical_dendrite_std_moments_along_max_distance_projection,apical_dendrite_num_outer_bifurcations,apical_dendrite_max_path_distance,apical_dendrite_depth_pc_1,basal_dendrite_calculate_number_of_stems,basal_dendrite_mean_contraction,apical_dendrite_bias_x,basal_dendrite_bias_x,basal_dendrite_frac_below_apical_dendrite
0,17109_6201-X4328-Y6753_reg,755.6486344253966,153.11874116726057,13.112095125404366,0.5193055549904393,51.22006318935132,130.34809755844088,-127.79922978548343,0.8121254270381995,0.9195816494120954,0.2648622891302968,0.08691700211697964,171.25196484086726,4.230611147995001,842.1990479925498,0.2973730365134257,928.9699264701794,73.0818299738279,-26.70146741866631,-0.0013535616770420367,-0.5593288562196452,159.21765742888363,4.982704985803351,180.65265419437293,0.0006473944549107054,-0.009497993828868734,1.0064319937497497,0.18675833738135117,0.13220704617112228,158.903549441696,0.0019881679353853515,4.505969756098835,14.83107753411889,0.4997404129293869,0.8726973314675438,92.7711218603659,0.09509974712304717,0.017473313744926444,188.47751996824428,-4.550536652268725,2.025047877385712,0.9240012078008357,116.96579292861537,73.42686121338538,0.03853103914203529
1,17109_6301-X4756-Y24516_reg,779.8038262543541,158.6444675956736,11.710442062108882,0.34623511241899896,29.822117695139013,187.89147342189403,-125.91599593688919,0.4643508682657399,0.9424795593014721,0.650320299355412,0.0005055231434325323,136.76055140620696,4.230611147995001,833.5162825461516,0.19052010811382653,1155.92058696699,26.343301004942383,-30.251977510804778,0.14761691748567896,1.3316131817499546,222.1264974089112,4.017404973359088,170.588310110396,0.05904625155783874,0.012765921115184264,0.9529272486914658,0.3265758924961686,0.3001981877270075,254.74522807126834,0.2795623669190026,5.155781843792958,23.695487955085078,0.3330498887927126,1.0065242229783677,133.94372525589023,0.04778644371816956,0.017473313744926444,298.7556577180657,-2.8464344699257307,3.01680162124205,0.9548466748721892,68.23578572711023,20.73415325435532,-0.005611387713633481
2,17109_6601-X4384-Y7436_reg,727.8314953696902,218.9324458312574,18.718724977034746,9.421115749382036e-05,53.30773904613494,162.01167118770195,-130.3994476059994,0.5736235083098188,0.9311418661369353,0.1525263886382728,0.0005055231434325323,159.3031373057545,4.230611147995001,987.1859291177993,0.417796991223594,976.8777256925919,-36.71178493102736,-19.04200631926888,0.01223188512847656,-4.02989736631525,134.83675816160087,4.017404973359088,225.0767996026952,0.0006473944549107054,0.07446564616207596,0.9218138527886051,0.7148700856356983,0.3336497393575947,184.61775910501711,0.4183494495375166,12.626371992862477,19.666210695117993,0.4997404129293869,0.7683597897233652,139.75674492550903,0.17051534009770686,0.7599073107584279,229.43442180765567,-9.06861019049024,2.025047877385712,0.928543806708968,144.9698828364912,46.4192730989611,0.23286781107450868
3,17109_6601-X5417-Y25287_reg,753.7963127359244,163.34381865851518,18.718724977034746,9.421115749382036e-05,-134.15329785989434,160.4065430636374,-134.8138980981774,0.6107483685173022,0.9459821353185052,0.9851534012368449,0.7870142756885319,177.90519777819756,6.1965677790741935,1275.13813147429,0.17728762774344284,1461.1848708282484,35.553301518782405,-36.0156251098011,0.3295900245687894,25.601752198593868,194.3882516787065,4.982704985803351,171.9762146443966,0.7111388309393777,-0.009497993828868734,0.6284619204797237,0.19256800879200964,0.4532662328943382,237.91132608793453,0.0019881679353853515,22.45817789938043,26.11305453558463,0.9998119357810176,0.18969471466386423,153.1294342023829,0.14059441237394812,0.017473313744926444,296.2589616299116,-6.21234578421766,4.008555249206271,0.914963166111922,18.596117574472387,13.985248514903013,-0.005611387713633481
4,17109_6801-X7432-Y4405_reg,616.7662002964234,210.6917868278183,14.513755228079226,0.2596998911332788,-152.2266155919741,176.43647593234715,-128.4542535168946,0.3934567926361353,0.9082020606491734,0.9851534012368449,0.5284972754653666,192.17300727360237,7.179546875779505,976.4889682943108,0.25983309986934794,2120.316141008402,-45.67950017686532,-20.15316539382745,-0.0013535616770420367,-3.952752885125623,303.7826194976064,5.948005037128597,219.61843493043818,0.25600872108789496,-0.009497993828868734,0.870583895301972,0.5335344237360731,0.3854512676696106,279.7791536218209,0.210168808736451,12.723055850359145,34.17160989746618,0.4997404129293869,0.45817773578989596,149.504220133679,0.16906907105171504,0.3046859482826211,340.347680638965,-7.067313785141045,4.008555249206271,0.9221571329885929,175.73516500268934,34.45567062462871,-0.005611387713633481
5,17109_6901-X7203-Y26714_reg,734.0298951346958,147.84814267884704,36.94026407553169,9.421115749382036e-05,-19.83474375549963,241.52107091236346,-160.2126409714768,0.5342196077757587,0.9062619688867786,0.450428351130357,0.0005055231434325323,149.88884617686338,11.11146033322932,1968.7207657307663,0.2569126407227899,1233.613517845755,-20.01046526667679,-8.397783274864935,0.04736017774665746,33.962084374904244,205.2413940740838,4.982704985803351,166.14646001963888,0.11463476367721537,0.026604269544788117,0.9094088972445761,0.7229197225563848,0.3862276531639688,342.98160102577344,0.3350771932170904,4.569981892251491,17.24864299202194,0.5997546996586919,1.0065242229783677,366.77499960118143,0.1826743474112701,0.5918986472716985,386.6946798002879,-29.31656275449916,5.00030893511655,0.8695211325795728,258.56438849780193,6.10225981547725,-0.005611387713633481
6,17109_7001-X5738-Y6470_reg,782.0974420111424,216.5600988761632,15.915411811064402,0.2596998911332788,6.7025632564659645,194.956333672254,-129.8872736423736,0.7739445969649145,0.9530490306851177,0.6189261636640999,0.0005055231434325323,223.03858565907964,4.230611147995001,969.9770987794268,0.25860011132293487,1836.968179942653,-24.232177646885784,-30.87389379039216,0.04945600199768538,8.576208447839477,210.89555922515973,4.017404973359088,309.67096460708217,0.0006473944549107054,0.008220363671963549,0.9885755143394114,0.6537896133048271,0.4239902938415147,181.40612282184748,0.0019881679353853515,2.2900647392051994,26.11305453558463,0.7497761793110415,0.9758508935787584,132.80647300412272,0.08065245046340402,0.017473313744926444,211.06252527533496,-4.894257555545222,4.008555249206271,0.9228440528754208,114.88193580081843,21.560796746212468,0.02510246899275448
7,17109_7001-X6205-Y5194_reg,519.8584809795242,205.92443584068877,15.915411811064402,9.421115749382036e-05,-32.37215148271645,104.22382537572742,-80.03319213470208,0.5110760016069269,0.9201702831514512,0.7736321894854674,0.05066762665678879,234.95803852536505,5.213589463534596,870.4166037039427,0.4838042010355479,1103.4769536494975,-60.76759071696554,12.544280754338603,0.17573517511109837,5.698825349957097,170.05374299556775,4.982704985803351,243.386591456282,0.0006473944549107054,-0.009497993828868734,1.0064319937497497,0.8643830662315362,0.08036687103792889,178.23447550183306,0.0019881679353853515,2.83007367297963,12.413509831022832,0.9998119357810176,0.86548406829709,165.9569818774135,0.2216722631351817,0.6843604828146417,228.71608391101017,-9.540305156610042,3.01680162124205,0.852891881754468,2.898024764830012,108.6749206051595,0.08345040760380151
8,17300_5969-X27278-Y20820_reg,491.26798252338455,173.0527446594776,56.563461516858645,9.421115749382036e-05,375.7924407564537,511.69219486556966,167.3746846161935,0.45298429569322773,0.9212134707462505,0.21112033093708693,0.0005055231434325323,173.33575512244323,10.128481822398296,3669.284074541523,0.26647988169259074,2506.4431782027327,-20.936281557842214,41.712930349706355,0.49294900419411214,-140.04262762844968,246.20491426756536,5.948005037128597,204.07376548448337,0.0006473944549107054,0.26559901159424204,0.7291904070557413,0.6663049167126683,0.36747337991694323,460.5239577502386,0.0019881679353853515,23.7702522984723,36.589176197316604,0.9998119357810176,0.9699900122965446,294.27801346176176,0.34536724673731384,1.0110659599424836,568.803924346698,-138.0345508099414,6.983816364883168,0.883947567032365,35.32077812828773,7.857487938781805,0.030971128539424825
9,17543_6014-X3691-Y17288_reg,707.3818125531574,214.92616747107857,22.923696485835112,0.1298970484589489,339.86962585566295,521.3955998909735,-93.07048789880402,0.6662910505787483,0.79269749070471,0.17042793185241945,0.0005055231434325323,239.05483150380007,10.128481822398296,1911.443644540349,0.25543928768100266,1970.7197311721661,-82.43014352281577,30.527931747842263,0.12369816744262394,2.5094760078341114,199.80535284530666,3.0521049414743335,270.00728241138745,0.0006473944549107054,0.5440840275009394,0.44853449005892365,0.7081232659532388,0.4272829001883826,423.468406850562,0.10607849466340363,29.95442875395573,21.277922497182033,0.7497761793110415,0.8911223959198236,177.9568352380012,0.1693959788819745,0.3046859482826211,498.9498516958256,-38.35630758134374,7.975569876955271,0.8102858520236085,55.77171235138997,14.505284715148015,0.10994296049874908
