,complete_axon_total_length,complete_axon_max_euclidean_distance,complete_axon_num_branches,complete_axon_num_tips,complete_axon_max_branch_order,complete_axon_max_path_distance,complete_axon_mean_contraction,axon_width,axon_depth,axon_height,complete_axon_total_number_of_targets,complete_axon_total_projection_length,complete_axon_VIS_length,complete_axon_ipsi_VIS_length,complete_axon_length_in_soma_structure,complete_axon_number_of_VIS_targets,complete_axon_number_of_contra_VIS_targets,fraction_of_complete_axon_in_soma_structure
211541_7397-X6860-Y15587_reg.swc,73717.85187324828,5829.244825850621,237.0,119.0,16.0,8115.334893844288,0.6628428605273263,2349.823021629115,6176.812043846403,1718.8289999999997,4,63014.86904485188,62363.859209920156,61369.32549775634,60099.01008719655,3,1,0.9537274455719345
211541_7408-X19719-Y16313_reg.swc,28334.63390831386,1313.325986909192,187.0,94.0,14.0,1822.248569221514,0.781954161718255,951.292346430133,1518.3630000000003,862.2368468378656,1,29880.79321256329,29880.79321256329,29880.79321256329,29880.79321256329,1,0,1.0
211541_7642-X7572-Y16296_reg.swc,43654.46852181611,4297.43652107649,285.0,143.0,22.0,11783.391762823047,0.8554988382140333,4043.9770000000008,3843.2257444498064,3458.4046807525147,8,29823.27674487843,6185.2085641003405,6185.2085641003405,6185.2085641003405,1,0,0.20739533811161548
211541_7867-X20439-Y14832_reg.swc,100426.09998765924,6018.9703639846175,311.0,156.0,23.0,9275.092171511355,0.7952314459911762,5433.486472981726,6194.22,2077.315193163806,12,83680.1676748485,78802.93285015805,45100.88090099424,15837.539717454232,7,3,0.1892627627013524
211541_8004-X20499-Y15083_reg.swc,41539.4978199542,4214.47276434206,335.0,168.0,24.0,10527.987630356838,0.8408731220802973,3750.8630507550397,4143.8098533510165,3056.961,12,30765.369706049598,7384.388100786348,7384.388100786348,6440.489772653228,3,0,0.20934218682204855
211550_6674-X20158-Y16621_reg.swc,75042.91924736537,5688.009428820742,923.0,462.0,36.0,11302.030008362999,0.872836432566,3703.893704737862,3026.244543905355,5712.846380342029,9,66186.37996481765,8058.6300362211705,8058.6300362211705,6332.733124148164,2,0,0.09568030654515963
211550_6721-X20655-Y16337_reg.swc,81706.3398694323,5683.542368154653,893.0,447.0,27.0,10252.59747215879,0.8748145054333565,3543.486814879294,3629.4670000000006,5525.612006550954,17,72989.53484925955,10530.517126853243,10530.517126853243,6520.189125987852,5,0,0.0893304655174686
211550_6742-X19175-Y17279_reg.swc,66723.40152165474,5949.523181440482,655.0,328.0,33.0,11890.53648739886,0.8334143971387485,3961.627037180868,2859.9810348501596,6257.416211535836,11,54523.89329180462,10777.669915174258,10777.669915174258,9804.268985915129,2,0,0.17981601081646878
211550_7524-X21483-Y15565_reg.swc,40802.41519335966,5146.365880490427,329.0,165.0,25.0,10897.26724760219,0.8250284742958555,2472.262684228617,3754.0501860591867,5087.850000000001,10,27959.71119999977,5984.3388719881505,5984.3388719881505,5643.140351238993,2,0,0.20183113877224312
211550_7555-X20812-Y16162_reg.swc,44652.58256396856,3752.24280389396,591.0,296.0,30.0,9999.280401485888,0.8634783760431427,2198.8535049266575,3353.4399360177135,3608.405794489805,9,37985.31343945879,4792.6182029944175,4792.6182029944175,3661.415387606859,2,0,0.09639029024842571
211550_7718-X19461-Y16950_reg.swc,35498.78643296987,3637.9842847026484,217.0,109.0,23.0,10844.632389931978,0.776025568093236,3358.277000000001,3247.6302603732784,3434.6423071822574,9,23824.94374663676,6473.751624283009,6473.751624283009,6473.751624283009,1,0,0.27172159116626976
211550_7772-X7691-Y18498_reg.swc,42599.12821441985,3860.95710659107,605.0,303.0,34.0,10496.810216688547,0.8296412118976766,2319.651999999999,3267.1776415965082,3551.1661083294357,8,36964.99946682555,13754.584848132765,13754.584848132765,9156.157375790966,2,0,0.2476980253714926
211550_7942-X7116-Y18251_reg.swc,43214.073637622074,3637.9368211308993,351.0,176.0,22.0,11120.727335414673,0.7948456416732983,2582.281,3538.719503255602,3266.2044242259417,10,34644.75971423306,10312.782795981842,10312.782795981842,9775.37940752822,2,0,0.282160404290875
211796_6490-X17276-Y17066_reg.swc,127376.54183261386,6075.484966139898,533.0,267.0,26.0,12439.757746876805,0.8610379063496811,4185.026518800618,3843.0025571401193,6529.52490745706,29,95148.8570270882,13640.939616777152,13640.939616777152,6029.6828717842845,4,0,0.06337104890358984
211796_7238-X7037-Y16980_reg.swc,43211.31505450314,3435.832362828702,407.0,204.0,34.0,10261.644831090767,0.8356680875698324,2270.93491724455,3327.810108270712,3196.4367142370475,8,38154.86196210493,9289.186458856158,9289.186458856158,9289.186458856158,1,0,0.24346009869154017
211796_7334-X21168-Y15440_reg.swc,68620.68349662963,3786.662230994821,917.0,459.0,28.0,10274.367613539924,0.8869647142201014,3505.7569665792807,3585.6601068032905,3719.812778012343,9,61181.69590613358,7880.4819926280525,7880.4819926280525,4030.873312467175,2,0,0.06588364792390582
211796_7385-X18532-Y16902_reg.swc,43998.23266069765,4231.640263643433,571.0,286.0,28.0,12313.379269533207,0.8525342808550239,2546.0956457341545,3281.1508753533976,3743.3257439680247,8,39268.083493552534,4991.917916211284,4991.917916211284,4991.917916211284,1,0,0.12712405271907176
211796_7534-X18739-Y16699_reg.swc,22580.205674636898,4229.897251409586,85.0,43.0,18.0,12414.512306885807,0.812330281434299,3070.227138056968,3380.9216454039047,3961.045718755572,8,13003.145438567493,7484.733905384244,7484.733905384244,7484.733905384244,1,0,0.5756094893151337
220307_6913-X8802-Y21284_reg.swc,176530.11672648735,5774.14095294694,783.0,392.0,29.0,7759.293808118345,0.836312988357012,5139.358,6013.488,4879.799,16,159690.9871158358,47712.157390240594,47712.157390240594,26821.148125014537,5,0,0.1679565554038385
220307_7080-X19635-Y21599_reg.swc,24826.59126007698,2730.7931016708308,241.0,121.0,23.0,5434.773396348622,0.7854290250394187,1593.5477102184932,1622.8278288216125,2979.1938030013316,7,20069.589528315068,9607.338321796793,9607.338321796793,8931.035703119882,2,0,0.4450034062988473
220307_7098-X6694-Y19987_reg.swc,27699.395584773465,2570.7079613526694,401.0,201.0,28.0,5645.714556539138,0.7976335607454449,1523.6745583655593,1405.2153605247827,2986.8340526300854,10,25142.659947123764,9311.417951557562,9311.417951557562,3524.4221061503767,2,0,0.14017697863163275
220307_7116-X8416-Y21177_reg.swc,122249.25132462195,6913.79822686869,447.0,224.0,26.0,11895.892481047304,0.8251952774662785,5955.584332976981,8789.75538933339,4259.22559432396,13,97957.3990504836,36279.39167984195,36279.39167984195,14192.198889906782,6,0,0.14488133645313153
220307_7229-X18109-Y21959_reg.swc,28339.280505221384,2836.3434335576917,351.0,176.0,32.0,7123.703320176663,0.811158470539927,1716.583976376578,1163.2094582748223,3157.228797046371,8,23933.991593926436,5871.097112119679,5871.097112119679,5871.097112119679,1,0,0.24530371747976826
220307_7390-X9129-Y21344_reg.swc,129586.51572164075,5655.665534792346,505.0,253.0,26.0,7733.313339031913,0.8312195072228906,6291.003923053536,8491.187298417022,4481.471,23,98890.86960560727,52721.4901184548,46593.76869319191,20908.707865345623,11,4,0.21143213674561587
220307_7919-X20996-Y20456_reg.swc,27541.91022436523,2658.6312875904964,305.0,153.0,19.0,6528.685745133559,0.758396476794013,2218.716315651459,1775.59701522735,2345.509745036905,6,23594.189350182838,6987.30631210814,6987.30631210814,6987.30631210814,1,0,0.2961452164515241
220307_8198-X20188-Y20372_reg.swc,36796.577704830306,3012.2786839212645,271.0,136.0,18.0,7107.56339966872,0.7632825320961826,2517.719682752213,1832.2419398650493,2435.103315707572,6,31598.237715568805,9431.833275227224,9431.833275227224,9431.833275227224,1,0,0.29849238302869197
220308_6054-X20031-Y16355_reg.swc,33553.4985901633,4061.3864475472424,113.0,57.0,17.0,6894.818562841535,0.7892776728463683,1279.862298238976,1669.013498375632,4357.546297119452,6,29300.443425703488,3075.241566089361,3075.241566089361,3075.241566089361,1,0,0.10495546164300161
220308_6492-X9152-Y16947_reg.swc,30765.244946152612,2770.8730346354737,303.0,152.0,22.0,6697.555512871687,0.6969397785174686,1452.4014245575345,1030.5609522446925,2979.94,8,24428.909219828765,4529.087277742908,4529.087277742908,4236.846665691627,2,0,0.17343576938149208
220308_6541-X9681-Y17291_reg.swc,89457.44933835296,3623.6984006675757,429.0,215.0,17.0,6075.898169492594,0.7402083881750465,4496.117,5151.40513094686,2839.539391195923,14,79621.94423942163,60580.50330140564,60580.50330140564,31794.950406756045,8,0,0.3993239641467338
220308_6638-X10400-Y17315_reg.swc,101021.50077787934,4955.198722250133,487.0,244.0,19.0,8450.073548881397,0.8349279540869315,5823.0707710917495,6373.633380061775,3216.373303577729,18,85212.9053032171,39477.44640200665,39477.44640200665,8842.831465495186,8,0,0.10377338308122838
220308_6660-X23024-Y15563_reg.swc,148533.8102907296,7471.057410496389,543.0,272.0,28.0,9765.810649217292,0.8370480305997878,6525.058520770292,8596.256702719711,4127.443877990573,21,107225.28446164753,32603.772289248354,31513.430197418136,11264.6851388519,7,2,0.10505623925745859
220308_6702-X23195-Y15415_reg.swc,158916.8409031347,7171.051491909506,695.0,348.0,30.0,13842.74347888995,0.8231451694013386,6449.816748118088,7718.31919937336,3928.1319999999996,19,137961.40431045744,35531.54807694072,35531.54807694072,17288.237670447306,6,0,0.12531213172883646
220308_6723-X23664-Y14930_reg.swc,182435.90404021958,8235.045241187883,793.0,397.0,26.0,12083.444468387052,0.8388486663457171,6126.952755409917,9114.313655197968,4367.504,30,148210.68969277773,89083.11422883536,73823.74678349627,9555.261518557578,15,6,0.06447079855281992
220308_6761-X10353-Y16971_reg.swc,85283.96292648332,4483.03059721769,239.0,120.0,15.0,7314.617695463796,0.7937896111446154,5335.914000000001,3234.1298133261416,1930.5280681791871,7,66416.35972979006,52508.50665109658,52508.50665109658,34117.74771996816,4,0,0.513694936891658
220308_7065-X21542-Y16233_reg.swc,99305.81241204725,4183.534751014505,427.0,214.0,17.0,6260.469937505931,0.7595853020325274,5314.580999999999,3541.969678704884,2797.4916218529406,10,98280.28621371428,89521.86522928588,89521.86522928588,72285.64399393978,6,0,0.7355050211875844
220308_7099-X22371-Y15536_reg.swc,30135.91035074732,2634.0238811664058,137.0,69.0,17.0,5827.8814945687955,0.725814850613187,2042.676688421072,2020.1752990666814,2588.7865260295166,9,23984.73351529484,6904.608977456117,6904.608977456117,4734.159761404211,3,0,0.19738221224702296
220308_7209-X6269-Y16507_reg.swc,36682.676136534035,2392.7650593480757,229.0,115.0,20.0,3665.7916171841453,0.8194440773294299,1664.4359999999997,2340.415503461789,1635.0158901682082,5,33058.51617749594,33058.51617749594,33058.51617749594,16603.54289139671,5,0,0.5022470700817271
220308_7210-X22027-Y15603_reg.swc,29927.9795314712,2748.8530953806417,151.0,76.0,15.0,6856.921159363421,0.670006748030461,2072.530009592403,1649.491529943395,2725.732895255419,5,26726.22878327696,7031.565159453362,7031.565159453362,7031.565159453362,1,0,0.2630960475745507
220308_7775-X8240-Y16877_reg.swc,51571.42857378218,2261.1539181636876,275.0,138.0,17.0,3184.986936027335,0.7766983064985813,2150.5729999999994,2970.7406258257733,1644.5969999999998,2,50430.23957557016,50430.23957557016,50430.23957557016,41834.9548060006,2,0,0.8295608975505768
220308_7820-X21073-Y15878_reg.swc,26716.874138107756,3274.9851876045964,151.0,76.0,13.0,7074.32027262835,0.727329373054996,3069.492,1783.4926436516487,2682.2189397060556,4,22581.697857058607,11221.634356103878,11221.634356103878,11221.634356103878,1,0,0.4969349261130163
220308_7875-X22200-Y14877_reg.swc,33178.91824153131,3171.6164632565115,211.0,106.0,19.0,8155.817190379399,0.6478281218651626,3171.0174335710108,2107.4410762385332,1990.5884176917164,8,30042.455820059055,6394.506003286495,6394.506003286495,5901.233794341232,3,0,0.19642980686023132
220308_8021-X22273-Y14515_reg.swc,31666.750301651806,3036.1584202697163,265.0,133.0,21.0,7659.180596238811,0.760753813314263,3193.355925070897,2292.816301744536,2159.865693699051,8,27023.993777943284,7809.472094306357,7809.472094306357,7576.477478867124,2,0,0.28036113170848087
220309_6744-X9496-Y18547_reg.swc,65632.78970148238,2792.6897753552944,325.0,163.0,26.0,3805.732054311851,0.8354208674176751,3900.4480000000012,3234.1647047139936,2677.054,10,61167.34535320322,46138.93059006661,46138.93059006661,20794.483524979936,4,0,0.3399605362126602
220315_6442-X7542-Y17434_reg.swc,66185.53396327842,4087.8533809848172,291.0,146.0,16.0,6413.3413724335005,0.8381661138106515,3853.535999999999,4790.463,3284.0578249750984,8,53969.44700615962,20251.614702837338,20251.614702837338,16895.727389930435,4,0,0.31306096925547705
